actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
-7.1M,USD,2017-01-05 11:00:00,-1.8M,accurate,High,Crude Oil Inventories,0.6M,accurate,1,2017-01-05 16:00:00+00:00,294.44,2017,1,1,Thursday,10602,10607,10589,10602,10608,10598,10604,10,up,2,1,10612,10599,10609,13,up,7,5,10615,10604,10608,11,down,6,1,10592,10586,10589,6,down,13,0,10608,10596,10599,12,up,3,1,10600,10596,10600,4,up,2,2,10600,10592,10598,8,down,4,2,10602,10599,10600,3,up,2,0,10592,10589,10592,3,down,10,1
0.4%,USD,2017-01-06 08:30:00,0.3%,better,High,Average Hourly Earnings m/m,-0.1%,accurate,1,2017-01-06 13:30:00+00:00,-33.33,2017,1,1,Friday,10583,10590,10583,10588,10622,10546,10566,76,down,22,23,10588,10565,10571,23,up,17,5,10578,10555,10567,23,down,21,4,10549,10539,10544,10,down,44,2,10549,10535,10536,14,down,52,8,10564,10556,10558,8,up,30,2,10561,10549,10552,12,down,36,9,10567,10559,10563,8,up,25,0,10544,10540,10542,4,down,46,1
156K,USD,2017-01-06 08:30:00,175K,worse,High,Non-Farm Employment Change,204K,better,1,2017-01-06 13:30:00+00:00,10.86,2017,1,1,Friday,10583,10590,10583,10588,10622,10546,10566,76,down,22,23,10588,10565,10571,23,up,17,5,10578,10555,10567,23,down,21,4,10549,10539,10544,10,down,44,2,10549,10535,10536,14,down,52,8,10564,10556,10558,8,up,30,2,10561,10549,10552,12,down,36,9,10567,10559,10563,8,up,25,0,10544,10540,10542,4,down,46,1
4.7%,USD,2017-01-06 08:30:00,4.7%,accurate,High,Unemployment Rate,4.6%,accurate,1,2017-01-06 13:30:00+00:00,0.0,2017,1,1,Friday,10583,10590,10583,10588,10622,10546,10566,76,down,22,23,10588,10565,10571,23,up,17,5,10578,10555,10567,23,down,21,4,10549,10539,10544,10,down,44,2,10549,10535,10536,14,down,52,8,10564,10556,10558,8,up,30,2,10561,10549,10552,12,down,36,9,10567,10559,10563,8,up,25,0,10544,10540,10542,4,down,46,1
-45.2B,USD,2017-01-06 08:30:00,-42.2B,worse,Medium,Trade Balance,-42.4B,accurate,1,2017-01-06 13:30:00+00:00,7.11,2017,1,1,Friday,10583,10590,10583,10588,10622,10546,10566,76,down,22,23,10588,10565,10571,23,up,17,5,10578,10555,10567,23,down,21,4,10549,10539,10544,10,down,44,2,10549,10535,10536,14,down,52,8,10564,10556,10558,8,up,30,2,10561,10549,10552,12,down,36,9,10567,10559,10563,8,up,25,0,10544,10540,10542,4,down,46,1
-2.4%,USD,2017-01-06 10:00:00,-2.1%,worse,Medium,Factory Orders m/m,2.8%,accurate,1,2017-01-06 15:00:00+00:00,14.29,2017,1,1,Friday,10556,10564,10556,10558,10560,10551,10556,9,down,2,2,10559,10553,10557,6,up,1,1,10573,10557,10569,16,up,11,12,10561,10549,10552,12,down,6,9,10578,10569,10573,9,up,15,3,10567,10559,10563,8,down,5,0,10560,10554,10559,6,down,1,4,10551,10548,10550,3,down,8,1,10533,10525,10526,8,down,32,6
24.5B,USD,2017-01-09 15:00:00,18.3B,better,Low,Consumer Credit m/m,16.2B,accurate,2,2017-01-09 20:00:00+00:00,-33.88,2017,1,1,Monday,10570,10578,10569,10577,10578,10574,10576,4,down,1,2,10577,10572,10573,5,down,4,3,10573,10566,10566,7,down,11,7,10566,10564,10564,2,down,13,1,10569,10567,10569,2,up,8,0,10571,10569,10570,2,up,7,1,10573,10571,10573,2,up,4,2,10585,10582,10584,3,up,7,0,10589,10586,10586,3,up,9,2
105.8,USD,2017-01-10 06:00:00,99.6,better,Low,NFIB Small Business Index,98.4,accurate,2,2017-01-10 11:00:00+00:00,-6.22,2017,1,1,Tuesday,10592,10592,10589,10591,10591,10587,10588,4,down,3,3,10589,10586,10588,3,down,3,0,10590,10586,10590,4,up,1,2,10587,10583,10584,4,down,7,1,10581,10577,10578,4,down,13,2,10583,10579,10581,4,up,10,2,10569,10562,10569,7,down,22,6,10577,10568,10575,9,up,16,6,10602,10595,10595,7,up,4,7
5.52M,USD,2017-01-10 10:00:00,5.59M,worse,Medium,JOLTS Job Openings,5.45M,worse,2,2017-01-10 15:00:00+00:00,1.25,2017,1,1,Tuesday,10602,10602,10595,10595,10602,10591,10593,11,down,2,2,10595,10590,10592,5,down,3,1,10596,10592,10593,4,up,2,1,10589,10580,10582,9,down,13,7,10595,10581,10593,14,up,2,10,10584,10574,10578,10,down,17,2,10574,10571,10572,3,down,23,0,10566,10561,10561,5,down,34,2,10559,10557,10559,2,down,36,1
1.0%,USD,2017-01-10 10:00:00,0.9%,worse,Low,Final Wholesale Inventories m/m,0.9%,accurate,2,2017-01-10 15:00:00+00:00,-11.11,2017,1,1,Tuesday,10602,10602,10595,10595,10602,10591,10593,11,down,2,2,10595,10590,10592,5,down,3,1,10596,10592,10593,4,up,2,1,10589,10580,10582,9,down,13,7,10595,10581,10593,14,up,2,10,10584,10574,10578,10,down,17,2,10574,10571,10572,3,down,23,0,10566,10561,10561,5,down,34,2,10559,10557,10559,2,down,36,1
55.6,USD,2017-01-11 10:00:00,53.9,better,Low,IBD/TIPP Economic Optimism,54.8,accurate,2,2017-01-11 15:00:00+00:00,-3.15,2017,1,1,Wednesday,10482,10485,10478,10481,10482,10470,10474,12,down,7,7,10480,10471,10477,9,up,4,3,10478,10469,10471,9,down,10,7,10465,10454,10456,11,down,25,6,10477,10470,10474,7,up,7,1,10503,10473,10503,30,up,22,26,10512,10499,10499,13,down,18,10,10564,10554,10558,10,up,77,3,10605,10587,10603,18,up,122,13
4.1M,USD,2017-01-11 10:30:00,0.9M,accurate,High,Crude Oil Inventories,-7.1M,accurate,2,2017-01-11 15:30:00+00:00,-355.56,2017,1,1,Wednesday,10462,10465,10454,10456,10463,10456,10463,7,up,7,7,10467,10460,10464,7,up,8,2,10470,10460,10470,10,up,14,6,10477,10470,10474,7,up,18,1,10503,10473,10503,30,up,47,26,10512,10499,10499,13,down,43,10,10534,10515,10515,19,up,59,11,10614,10595,10610,19,up,154,15,10591,10582,10585,9,down,129,0
247K,USD,2017-01-12 08:30:00,266K,better,High,Unemployment Claims,237K,accurate,2,2017-01-12 13:30:00+00:00,7.14,2017,1,1,Thursday,10666,10667,10662,10664,10666,10650,10654,16,down,10,9,10658,10650,10657,8,up,7,3,10659,10646,10646,13,down,18,11,10657,10649,10653,8,up,11,1,10642,10637,10641,5,down,23,3,10659,10646,10658,13,up,6,11,10672,10658,10659,14,up,5,11,10660,10656,10657,4,down,7,2,10657,10654,10655,3,down,9,0
0.4%,USD,2017-01-12 08:30:00,0.8%,worse,Medium,Import Prices m/m,-0.2%,accurate,2,2017-01-12 13:30:00+00:00,50.0,2017,1,1,Thursday,10666,10667,10662,10664,10666,10650,10654,16,down,10,9,10658,10650,10657,8,up,7,3,10659,10646,10646,13,down,18,11,10657,10649,10653,8,up,11,1,10642,10637,10641,5,down,23,3,10659,10646,10658,13,up,6,11,10672,10658,10659,14,up,5,11,10660,10656,10657,4,down,7,2,10657,10654,10655,3,down,9,0
-151B,USD,2017-01-12 10:30:00,-150B,accurate,Low,Natural Gas Storage,-49B,accurate,2,2017-01-12 15:30:00+00:00,0.67,2017,1,1,Thursday,10670,10672,10658,10659,10664,10655,10656,9,down,3,4,10660,10648,10648,12,down,11,8,10652,10641,10641,11,down,18,7,10662,10641,10652,21,up,7,11,10660,10656,10657,4,up,2,2,10668,10662,10666,6,up,7,2,10657,10654,10655,3,down,4,0,10644,10639,10640,5,down,19,0,10642,10638,10639,4,down,20,1
-27.5B,USD,2017-01-12 14:00:00,-21.0B,worse,Low,Federal Budget Balance,-136.7B,accurate,2,2017-01-12 19:00:00+00:00,30.95,2017,1,1,Thursday,10636,10642,10634,10642,10642,10636,10638,6,down,4,4,10643,10637,10640,6,up,2,2,10643,10639,10639,4,down,3,1,10642,10638,10639,4,down,3,1,10628,10622,10627,6,down,15,0,10621,10617,10620,4,down,22,2,10624,10620,10623,4,up,19,0,10613,10611,10612,2,down,30,0,10612,10612,10612,0,down,30,0
0.2%,USD,2017-01-13 08:30:00,0.5%,worse,High,Core Retail Sales m/m,0.3%,better,2,2017-01-13 13:30:00+00:00,60.0,2017,1,1,Friday,10662,10665,10657,10659,10673,10620,10622,53,down,37,49,10643,10622,10641,21,up,18,19,10660,10641,10655,19,up,4,13,10654,10643,10645,11,down,14,9,10643,10632,10640,11,down,19,7,10613,10601,10605,12,down,54,5,10622,10615,10619,7,up,40,4,10617,10612,10614,5,down,45,0,10638,10631,10637,7,up,22,6
0.3%,USD,2017-01-13 08:30:00,0.1%,better,High,PPI m/m,0.4%,accurate,2,2017-01-13 13:30:00+00:00,-200.0,2017,1,1,Friday,10662,10665,10657,10659,10673,10620,10622,53,down,37,49,10643,10622,10641,21,up,18,19,10660,10641,10655,19,up,4,13,10654,10643,10645,11,down,14,9,10643,10632,10640,11,down,19,7,10613,10601,10605,12,down,54,5,10622,10615,10619,7,up,40,4,10617,10612,10614,5,down,45,0,10638,10631,10637,7,up,22,6
0.6%,USD,2017-01-13 08:30:00,0.5%,better,High,Retail Sales m/m,0.2%,better,2,2017-01-13 13:30:00+00:00,-20.0,2017,1,1,Friday,10662,10665,10657,10659,10673,10620,10622,53,down,37,49,10643,10622,10641,21,up,18,19,10660,10641,10655,19,up,4,13,10654,10643,10645,11,down,14,9,10643,10632,10640,11,down,19,7,10613,10601,10605,12,down,54,5,10622,10615,10619,7,up,40,4,10617,10612,10614,5,down,45,0,10638,10631,10637,7,up,22,6
0.2%,USD,2017-01-13 08:30:00,0.3%,worse,Medium,Core PPI m/m,0.4%,accurate,2,2017-01-13 13:30:00+00:00,33.33,2017,1,1,Friday,10662,10665,10657,10659,10673,10620,10622,53,down,37,49,10643,10622,10641,21,up,18,19,10660,10641,10655,19,up,4,13,10654,10643,10645,11,down,14,9,10643,10632,10640,11,down,19,7,10613,10601,10605,12,down,54,5,10622,10615,10619,7,up,40,4,10617,10612,10614,5,down,45,0,10638,10631,10637,7,up,22,6
98.1,USD,2017-01-13 10:00:00,98.6,accurate,High,Prelim UoM Consumer Sentiment,98.2,accurate,2,2017-01-13 15:00:00+00:00,0.51,2017,1,1,Friday,10610,10613,10601,10605,10609,10596,10602,13,down,3,3,10608,10598,10607,10,up,2,5,10616,10602,10614,14,up,9,7,10622,10615,10619,7,up,14,4,10630,10623,10623,7,up,18,3,10617,10612,10614,5,down,9,0,10629,10623,10624,6,up,19,2,10638,10635,10637,3,up,32,0,10636,10631,10632,5,down,27,3
0.7%,USD,2017-01-13 10:00:00,0.3%,worse,Low,Business Inventories m/m,-0.1%,worse,2,2017-01-13 15:00:00+00:00,-133.33,2017,1,1,Friday,10610,10613,10601,10605,10609,10596,10602,13,down,3,3,10608,10598,10607,10,up,2,5,10616,10602,10614,14,up,9,7,10622,10615,10619,7,up,14,4,10630,10623,10623,7,up,18,3,10617,10612,10614,5,down,9,0,10629,10623,10624,6,up,19,2,10638,10635,10637,3,up,32,0,10636,10631,10632,5,down,27,3
6.5,USD,2017-01-17 08:30:00,8.1,worse,Medium,Empire State Manufacturing Index,9.0,accurate,3,2017-01-17 13:30:00+00:00,19.75,2017,1,1,Tuesday,10684,10685,10673,10675,10684,10675,10682,9,up,7,7,10684,10667,10672,17,down,3,10,10676,10669,10672,7,down,3,0,10694,10682,10692,12,up,17,10,10707,10702,10706,5,up,31,3,10717,10704,10715,13,up,40,5,10706,10698,10700,8,down,25,0,10705,10701,10702,4,up,27,0,10704,10698,10704,6,up,29,4
0.3%,USD,2017-01-18 08:30:00,0.3%,accurate,High,CPI m/m,0.2%,accurate,3,2017-01-18 13:30:00+00:00,0.0,2017,1,1,Wednesday,10663,10664,10662,10663,10669,10655,10667,14,up,4,4,10674,10665,10668,9,up,5,1,10669,10661,10667,8,down,4,1,10672,10665,10668,7,up,5,4,10677,10673,10677,4,up,14,3,10689,10684,10684,5,up,21,5,10694,10687,10694,7,up,31,6,10689,10685,10686,4,down,23,2,10684,10680,10684,4,down,21,4
0.2%,USD,2017-01-18 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,3,2017-01-18 13:30:00+00:00,0.0,2017,1,1,Wednesday,10663,10664,10662,10663,10669,10655,10667,14,up,4,4,10674,10665,10668,9,up,5,1,10669,10661,10667,8,down,4,1,10672,10665,10668,7,up,5,4,10677,10673,10677,4,up,14,3,10689,10684,10684,5,up,21,5,10694,10687,10694,7,up,31,6,10689,10685,10686,4,down,23,2,10684,10680,10684,4,down,21,4
75.5%,USD,2017-01-18 09:15:00,75.6%,accurate,Medium,Capacity Utilization Rate,74.9%,accurate,3,2017-01-18 14:15:00+00:00,0.13,2017,1,1,Wednesday,10667,10669,10666,10667,10674,10665,10673,9,up,6,6,10675,10671,10674,4,up,7,1,10677,10673,10677,4,up,10,3,10684,10678,10682,6,up,15,0,10691,10687,10688,4,up,21,1,10703,10695,10701,8,up,34,4,10695,10690,10694,5,down,27,1,10682,10678,10679,4,down,12,0,10675,10672,10674,3,down,7,2
0.8%,USD,2017-01-18 09:15:00,0.8%,accurate,Medium,Industrial Production m/m,-0.7%,worse,3,2017-01-18 14:15:00+00:00,0.0,2017,1,1,Wednesday,10667,10669,10666,10667,10674,10665,10673,9,up,6,6,10675,10671,10674,4,up,7,1,10677,10673,10677,4,up,10,3,10684,10678,10682,6,up,15,0,10691,10687,10688,4,up,21,1,10703,10695,10701,8,up,34,4,10695,10690,10694,5,down,27,1,10682,10678,10679,4,down,12,0,10675,10672,10674,3,down,7,2
67,USD,2017-01-18 10:00:00,69,worse,Low,NAHB Housing Market Index,69,worse,3,2017-01-18 15:00:00+00:00,2.9,2017,1,1,Wednesday,10689,10689,10684,10684,10686,10680,10681,6,down,3,3,10690,10681,10689,9,up,5,8,10691,10687,10688,4,down,4,1,10694,10687,10694,7,up,10,6,10702,10691,10695,11,up,11,1,10689,10685,10686,4,down,2,2,10683,10677,10682,6,down,2,3,10684,10681,10683,3,up,1,0,10668,10663,10667,5,down,17,0
30.8B,USD,2017-01-18 16:00:00,21.3B,better,Low,TIC Long-Term Purchases,9.3B,accurate,3,2017-01-18 21:00:00+00:00,-44.6,2017,1,1,Wednesday,10636,10640,10635,10638,10638,10634,10635,4,down,3,3,10637,10634,10634,3,down,4,1,10637,10635,10636,2,up,2,1,10637,10635,10637,2,up,1,1,10630,10629,10629,1,down,9,0,10632,10630,10630,2,up,8,2,10634,10631,10633,3,up,5,1,10628,10624,10628,4,down,10,0,10626,10622,10626,4,down,12,3
1.21M,USD,2017-01-19 08:30:00,1.22M,accurate,High,Building Permits,1.21M,accurate,3,2017-01-19 13:30:00+00:00,0.82,2017,1,1,Thursday,10669,10670,10667,10668,10668,10629,10633,39,down,35,35,10644,10608,10616,36,down,52,16,10618,10603,10615,15,down,53,1,10630,10617,10619,13,up,49,7,10614,10602,10614,12,down,54,10,10599,10590,10591,9,down,77,5,10610,10599,10600,11,up,68,6,10637,10629,10631,8,up,37,2,10628,10621,10627,7,down,41,4
23.6,USD,2017-01-19 08:30:00,16.3,better,High,Philly Fed Manufacturing Index,21.5,accurate,3,2017-01-19 13:30:00+00:00,-44.79,2017,1,1,Thursday,10669,10670,10667,10668,10668,10629,10633,39,down,35,35,10644,10608,10616,36,down,52,16,10618,10603,10615,15,down,53,1,10630,10617,10619,13,up,49,7,10614,10602,10614,12,down,54,10,10599,10590,10591,9,down,77,5,10610,10599,10600,11,up,68,6,10637,10629,10631,8,up,37,2,10628,10621,10627,7,down,41,4
234K,USD,2017-01-19 08:30:00,252K,better,High,Unemployment Claims,249K,accurate,3,2017-01-19 13:30:00+00:00,7.14,2017,1,1,Thursday,10669,10670,10667,10668,10668,10629,10633,39,down,35,35,10644,10608,10616,36,down,52,16,10618,10603,10615,15,down,53,1,10630,10617,10619,13,up,49,7,10614,10602,10614,12,down,54,10,10599,10590,10591,9,down,77,5,10610,10599,10600,11,up,68,6,10637,10629,10631,8,up,37,2,10628,10621,10627,7,down,41,4
1.23M,USD,2017-01-19 08:30:00,1.19M,better,Medium,Housing Starts,1.10M,accurate,3,2017-01-19 13:30:00+00:00,-3.36,2017,1,1,Thursday,10669,10670,10667,10668,10668,10629,10633,39,down,35,35,10644,10608,10616,36,down,52,16,10618,10603,10615,15,down,53,1,10630,10617,10619,13,up,49,7,10614,10602,10614,12,down,54,10,10599,10590,10591,9,down,77,5,10610,10599,10600,11,up,68,6,10637,10629,10631,8,up,37,2,10628,10621,10627,7,down,41,4
-243B,USD,2017-01-19 10:30:00,-235B,accurate,Low,Natural Gas Storage,-151B,accurate,3,2017-01-19 15:30:00+00:00,3.4,2017,1,1,Thursday,10606,10610,10599,10600,10606,10596,10605,10,up,5,5,10606,10603,10605,3,down,5,0,10606,10602,10606,4,up,6,1,10614,10589,10610,25,up,10,0,10637,10629,10631,8,up,31,2,10633,10629,10630,4,down,30,2,10628,10621,10627,7,down,27,4,10641,10633,10637,8,up,37,1,10642,10638,10639,4,up,39,1
2.3M,USD,2017-01-19 11:00:00,0.1M,accurate,High,Crude Oil Inventories,4.1M,accurate,3,2017-01-19 16:00:00+00:00,-2200.0,2017,1,1,Thursday,10610,10614,10589,10610,10635,10610,10629,25,up,19,19,10632,10622,10624,10,down,14,5,10633,10623,10628,10,up,18,4,10637,10629,10631,8,up,21,2,10633,10629,10630,4,down,20,2,10628,10621,10627,7,down,17,4,10633,10622,10632,11,up,22,10,10634,10626,10627,8,down,17,6,10660,10655,10660,5,up,50,2
55.1,USD,2017-01-24 09:45:00,54.6,better,Low,Flash Manufacturing PMI,54.3,accurate,4,2017-01-24 14:45:00+00:00,-0.92,2017,1,1,Tuesday,10759,10766,10759,10763,10766,10758,10764,8,up,1,1,10766,10758,10759,8,down,4,5,10762,10757,10761,5,up,2,2,10764,10758,10758,6,down,5,5,10759,10752,10758,7,down,5,4,10754,10747,10752,7,down,11,5,10751,10748,10751,3,down,12,2,10760,10758,10760,2,up,3,1,10741,10736,10739,5,down,24,2
5.49M,USD,2017-01-24 10:00:00,5.54M,worse,Medium,Existing Home Sales,5.65M,better,4,2017-01-24 15:00:00+00:00,0.9,2017,1,1,Tuesday,10759,10762,10757,10761,10775,10759,10769,16,up,8,8,10771,10761,10763,10,down,2,6,10764,10758,10758,6,down,3,5,10755,10750,10755,5,down,6,5,10758,10749,10752,9,down,9,2,10757,10753,10753,4,up,8,3,10753,10748,10748,5,down,13,4,10757,10754,10756,3,up,5,1,10739,10734,10735,5,down,26,2
12,USD,2017-01-24 10:00:00,7,better,Low,Richmond Manufacturing Index,8,accurate,4,2017-01-24 15:00:00+00:00,-71.43,2017,1,1,Tuesday,10759,10762,10757,10761,10775,10759,10769,16,up,8,8,10771,10761,10763,10,down,2,6,10764,10758,10758,6,down,3,5,10755,10750,10755,5,down,6,5,10758,10749,10752,9,down,9,2,10757,10753,10753,4,up,8,3,10753,10748,10748,5,down,13,4,10757,10754,10756,3,up,5,1,10739,10734,10735,5,down,26,2
0.5%,USD,2017-01-25 09:00:00,0.4%,better,Low,HPI m/m,0.3%,worse,4,2017-01-25 14:00:00+00:00,-25.0,2017,1,1,Wednesday,10743,10745,10741,10745,10745,10737,10737,8,down,8,8,10738,10732,10733,6,down,12,4,10733,10724,10725,9,down,20,8,10726,10721,10726,5,up,19,4,10735,10727,10727,8,up,18,8,10744,10732,10743,12,up,2,8,10745,10735,10741,10,down,4,4,10750,10742,10743,8,up,2,7,10738,10731,10738,7,down,7,7
2.8M,USD,2017-01-25 10:30:00,1.5M,accurate,High,Crude Oil Inventories,2.3M,accurate,4,2017-01-25 15:30:00+00:00,-86.67,2017,1,1,Wednesday,10735,10744,10732,10743,10745,10741,10744,4,up,1,0,10745,10740,10741,5,down,2,3,10742,10738,10740,4,down,3,1,10745,10735,10741,10,up,2,4,10738,10734,10734,4,down,9,2,10750,10742,10743,8,up,0,7,10737,10730,10732,7,down,11,5,10738,10735,10736,3,up,7,1,10730,10725,10729,5,down,14,3
259K,USD,2017-01-26 08:30:00,247K,worse,High,Unemployment Claims,237K,accurate,4,2017-01-26 13:30:00+00:00,-4.86,2017,1,1,Thursday,10692,10695,10689,10694,10707,10694,10704,13,up,10,10,10704,10696,10696,8,down,2,8,10704,10696,10698,8,up,4,2,10701,10695,10697,6,down,3,0,10686,10681,10683,5,down,11,3,10691,10683,10686,8,up,8,4,10685,10680,10682,5,down,12,1,10667,10662,10665,5,down,29,0,10678,10676,10677,2,up,17,0
-65.0B,USD,2017-01-26 08:30:00,-64.5B,accurate,Low,Goods Trade Balance,-66.6B,worse,4,2017-01-26 13:30:00+00:00,0.78,2017,1,1,Thursday,10692,10695,10689,10694,10707,10694,10704,13,up,10,10,10704,10696,10696,8,down,2,8,10704,10696,10698,8,up,4,2,10701,10695,10697,6,down,3,0,10686,10681,10683,5,down,11,3,10691,10683,10686,8,up,8,4,10685,10680,10682,5,down,12,1,10667,10662,10665,5,down,29,0,10678,10676,10677,2,up,17,0
