actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
-1.7%,USD,2018-08-24 08:30:00,-0.7%,worse,Medium,Durable Goods Orders m/m,0.8%,worse,34,2018-08-24 12:30:00+00:00,142.86,2018,3,8,Friday
107.9,USD,2018-08-14 06:00:00,106.9,better,Low,NFIB Small Business Index,107.2,accurate,33,2018-08-14 10:00:00+00:00,-0.94,2018,3,8,Tuesday
0.0%,USD,2018-08-14 08:30:00,0.1%,accurate,Low,Import Prices m/m,-0.1%,better,33,2018-08-14 12:30:00+00:00,100.0,2018,3,8,Tuesday
0.6%,USD,2018-08-15 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.2%,worse,33,2018-08-15 12:30:00+00:00,-100.0,2018,3,8,Wednesday
0.5%,USD,2018-08-15 08:30:00,0.1%,better,High,Retail Sales m/m,0.2%,worse,33,2018-08-15 12:30:00+00:00,-400.0,2018,3,8,Wednesday
25.6,USD,2018-08-15 08:30:00,20.1,better,Medium,Empire State Manufacturing Index,22.6,accurate,33,2018-08-15 12:30:00+00:00,-27.36,2018,3,8,Wednesday
2.9%,USD,2018-08-15 08:30:00,2.4%,worse,Low,Prelim Nonfarm Productivity q/q,0.4%,better,33,2018-08-15 12:30:00+00:00,-20.83,2018,3,8,Wednesday
-0.9%,USD,2018-08-15 08:30:00,-0.1%,worse,Low,Prelim Unit Labor Costs q/q,2.9%,better,33,2018-08-15 12:30:00+00:00,800.0,2018,3,8,Wednesday
78.1%,USD,2018-08-15 09:15:00,78.2%,accurate,Low,Capacity Utilization Rate,78.1%,accurate,33,2018-08-15 13:15:00+00:00,0.13,2018,3,8,Wednesday
0.1%,USD,2018-08-15 09:15:00,0.3%,worse,Low,Industrial Production m/m,1.0%,better,33,2018-08-15 13:15:00+00:00,66.67,2018,3,8,Wednesday
0.1%,USD,2018-08-15 10:00:00,0.2%,better,Low,Business Inventories m/m,0.3%,better,33,2018-08-15 14:00:00+00:00,50.0,2018,3,8,Wednesday
67,USD,2018-08-15 10:00:00,67,accurate,Low,NAHB Housing Market Index,68,accurate,33,2018-08-15 14:00:00+00:00,0.0,2018,3,8,Wednesday
6.8M,USD,2018-08-15 10:30:00,-2.6M,accurate,High,Crude Oil Inventories,-1.4M,accurate,33,2018-08-15 14:30:00+00:00,-361.54,2018,3,8,Wednesday
-36.5B,USD,2018-08-15 16:00:00,32.3B,worse,Low,TIC Long-Term Purchases,45.5B,accurate,33,2018-08-15 20:00:00+00:00,213.0,2018,3,8,Wednesday
1.31M,USD,2018-08-16 08:30:00,1.31M,accurate,Medium,Building Permits,1.29M,accurate,33,2018-08-16 12:30:00+00:00,0.0,2018,3,8,Thursday
1.17M,USD,2018-08-16 08:30:00,1.27M,worse,Medium,Housing Starts,1.16M,accurate,33,2018-08-16 12:30:00+00:00,7.87,2018,3,8,Thursday
11.9,USD,2018-08-16 08:30:00,21.9,worse,Medium,Philly Fed Manufacturing Index,25.7,accurate,33,2018-08-16 12:30:00+00:00,45.66,2018,3,8,Thursday
212K,USD,2018-08-16 08:30:00,215K,accurate,Low,Unemployment Claims,214K,accurate,33,2018-08-16 12:30:00+00:00,1.4,2018,3,8,Thursday
33B,USD,2018-08-16 10:30:00,30B,accurate,Low,Natural Gas Storage,46B,accurate,33,2018-08-16 14:30:00+00:00,-10.0,2018,3,8,Thursday
95.3,USD,2018-08-17 10:00:00,98.1,worse,Medium,Prelim UoM Consumer Sentiment,97.9,better,33,2018-08-17 14:00:00+00:00,2.85,2018,3,8,Friday
0.6%,USD,2018-08-17 10:00:00,0.4%,better,Low,CB Leading Index m/m,0.5%,accurate,33,2018-08-17 14:00:00+00:00,-50.0,2018,3,8,Friday
6.66M,USD,2018-08-07 10:00:00,6.74M,worse,Low,JOLTS Job Openings,6.66M,accurate,32,2018-08-07 14:00:00+00:00,1.19,2018,3,8,Tuesday
58.0,USD,2018-08-07 10:01:00,57.2,better,Low,IBD/TIPP Economic Optimism,56.4,accurate,32,2018-08-07 14:00:00+00:00,-1.4,2018,3,8,Tuesday
10.2B,USD,2018-08-07 15:00:00,16.2B,worse,Low,Consumer Credit m/m,24.3B,worse,32,2018-08-07 19:00:00+00:00,37.04,2018,3,8,Tuesday
-1.4M,USD,2018-08-08 10:30:00,-2.8M,accurate,High,Crude Oil Inventories,3.8M,accurate,32,2018-08-08 14:30:00+00:00,-50.0,2018,3,8,Wednesday
0.0%,USD,2018-08-09 08:30:00,0.2%,worse,High,PPI m/m,0.3%,accurate,32,2018-08-09 12:30:00+00:00,100.0,2018,3,8,Thursday
0.1%,USD,2018-08-09 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.3%,accurate,32,2018-08-09 12:30:00+00:00,50.0,2018,3,8,Thursday
213K,USD,2018-08-09 08:30:00,220K,better,Medium,Unemployment Claims,219K,accurate,32,2018-08-09 12:30:00+00:00,3.18,2018,3,8,Thursday
0.1%,USD,2018-08-09 10:00:00,0.0%,worse,Low,Final Wholesale Inventories m/m,0.0%,accurate,32,2018-08-09 14:00:00+00:00,100.0,2018,3,8,Thursday
46B,USD,2018-08-09 10:30:00,49B,accurate,Low,Natural Gas Storage,35B,accurate,32,2018-08-09 14:30:00+00:00,6.12,2018,3,8,Thursday
0.2%,USD,2018-08-10 08:30:00,0.2%,accurate,High,CPI m/m,0.1%,accurate,32,2018-08-10 12:30:00+00:00,0.0,2018,3,8,Friday
0.2%,USD,2018-08-10 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,32,2018-08-10 12:30:00+00:00,0.0,2018,3,8,Friday
-76.9B,USD,2018-08-10 14:00:00,-76.5B,accurate,Low,Federal Budget Balance,-74.9B,accurate,32,2018-08-10 18:00:00+00:00,0.52,2018,3,8,Friday
0.9%,USD,2018-07-30 10:00:00,0.4%,better,Low,Pending Home Sales m/m,-0.5%,accurate,31,2018-07-30 14:00:00+00:00,-125.0,2018,3,7,Monday
0.1%,USD,2018-07-31 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,31,2018-07-31 12:30:00+00:00,0.0,2018,3,7,Tuesday
0.6%,USD,2018-07-31 08:30:00,0.7%,worse,Medium,Employment Cost Index q/q,0.8%,accurate,31,2018-07-31 12:30:00+00:00,14.29,2018,3,7,Tuesday
0.4%,USD,2018-07-31 08:30:00,0.4%,accurate,Medium,Personal Spending m/m,0.5%,better,31,2018-07-31 12:30:00+00:00,0.0,2018,3,7,Tuesday
0.4%,USD,2018-07-31 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.4%,accurate,31,2018-07-31 12:30:00+00:00,0.0,2018,3,7,Tuesday
6.5%,USD,2018-07-31 09:00:00,6.4%,accurate,Low,S&P/CS Composite-20 HPI y/y,6.7%,accurate,31,2018-07-31 13:00:00+00:00,-1.56,2018,3,7,Tuesday
65.5,USD,2018-07-31 09:45:00,61.9,better,Medium,Chicago PMI,64.1,accurate,31,2018-07-31 13:45:00+00:00,-5.82,2018,3,7,Tuesday
127.4,USD,2018-07-31 10:00:00,126.5,better,High,CB Consumer Confidence,127.1,better,31,2018-07-31 14:00:00+00:00,-0.71,2018,3,7,Tuesday
219K,USD,2018-08-01 08:15:00,186K,better,High,ADP Non-Farm Employment Change,181K,accurate,31,2018-08-01 12:15:00+00:00,-17.74,2018,3,8,Wednesday
55.3,USD,2018-08-01 09:45:00,55.5,accurate,Low,Final Manufacturing PMI,55.5,accurate,31,2018-08-01 13:45:00+00:00,0.36,2018,3,8,Wednesday
58.1,USD,2018-08-01 10:00:00,59.4,worse,High,ISM Manufacturing PMI,60.2,accurate,31,2018-08-01 14:00:00+00:00,2.19,2018,3,8,Wednesday
-1.1%,USD,2018-08-01 10:00:00,0.3%,worse,Low,Construction Spending m/m,1.3%,better,31,2018-08-01 14:00:00+00:00,466.67,2018,3,8,Wednesday
73.2,USD,2018-08-01 10:00:00,75.5,worse,Low,ISM Manufacturing Prices,76.8,accurate,31,2018-08-01 14:00:00+00:00,3.05,2018,3,8,Wednesday
3.8M,USD,2018-08-01 10:30:00,-2.6M,accurate,High,Crude Oil Inventories,-6.1M,accurate,31,2018-08-01 14:30:00+00:00,-246.15,2018,3,8,Wednesday
16.8M,USD,2018-08-01 01:00:00,17.1M,worse,Low,Total Vehicle Sales,17.5M,accurate,31,2018-08-01 05:00:00+00:00,1.75,2018,3,8,Wednesday
<2.00%,USD,2018-08-01 14:00:00,<2.00%,accurate,High,Federal Funds Rate,<2.00%,accurate,31,2018-08-01 18:00:00+00:00,0.0,2018,3,8,Wednesday
218K,USD,2018-08-02 08:30:00,220K,accurate,Medium,Unemployment Claims,217K,accurate,31,2018-08-02 12:30:00+00:00,0.91,2018,3,8,Thursday
0.7%,USD,2018-08-02 10:00:00,0.7%,accurate,Low,Factory Orders m/m,0.4%,accurate,31,2018-08-02 14:00:00+00:00,0.0,2018,3,8,Thursday
35B,USD,2018-08-02 10:30:00,39B,accurate,Low,Natural Gas Storage,24B,accurate,31,2018-08-02 14:30:00+00:00,10.26,2018,3,8,Thursday
0.3%,USD,2018-08-03 08:30:00,0.3%,accurate,High,Average Hourly Earnings m/m,0.1%,worse,31,2018-08-03 12:30:00+00:00,0.0,2018,3,8,Friday
157K,USD,2018-08-03 08:30:00,191K,worse,High,Non-Farm Employment Change,248K,better,31,2018-08-03 12:30:00+00:00,17.8,2018,3,8,Friday
3.9%,USD,2018-08-03 08:30:00,3.9%,accurate,High,Unemployment Rate,4.0%,accurate,31,2018-08-03 12:30:00+00:00,0.0,2018,3,8,Friday
-46.3B,USD,2018-08-03 08:30:00,-46.5B,accurate,Low,Trade Balance,-43.2B,accurate,31,2018-08-03 12:30:00+00:00,-0.43,2018,3,8,Friday
56.0,USD,2018-08-03 09:45:00,56.2,accurate,Low,Final Services PMI,56.2,accurate,31,2018-08-03 13:45:00+00:00,0.36,2018,3,8,Friday
55.7,USD,2018-08-03 10:00:00,58.6,worse,High,ISM Non-Manufacturing PMI,59.1,accurate,31,2018-08-03 14:00:00+00:00,4.95,2018,3,8,Friday
5.38M,USD,2018-07-23 10:00:00,5.46M,worse,Medium,Existing Home Sales,5.41M,accurate,30,2018-07-23 14:00:00+00:00,1.47,2018,3,7,Monday
0.2%,USD,2018-07-24 09:00:00,0.4%,worse,Low,HPI m/m,0.2%,better,30,2018-07-24 13:00:00+00:00,50.0,2018,3,7,Tuesday
55.5,USD,2018-07-24 09:45:00,55.1,better,Low,Flash Manufacturing PMI,55.4,better,30,2018-07-24 13:45:00+00:00,-0.73,2018,3,7,Tuesday
56.2,USD,2018-07-24 09:45:00,56.5,accurate,Low,Flash Services PMI,56.5,accurate,30,2018-07-24 13:45:00+00:00,0.53,2018,3,7,Tuesday
20,USD,2018-07-24 09:59:00,18,better,Low,Richmond Manufacturing Index,20,accurate,30,2018-07-24 14:00:00+00:00,-11.11,2018,3,7,Tuesday
631K,USD,2018-07-25 10:00:00,669K,worse,Low,New Home Sales,666K,worse,30,2018-07-25 14:00:00+00:00,5.68,2018,3,7,Wednesday
-6.1M,USD,2018-07-25 10:30:00,-2.6M,accurate,High,Crude Oil Inventories,5.8M,accurate,30,2018-07-25 14:30:00+00:00,134.62,2018,3,7,Wednesday
0.4%,USD,2018-07-26 08:30:00,0.5%,accurate,High,Core Durable Goods Orders m/m,0.0%,better,30,2018-07-26 12:30:00+00:00,20.0,2018,3,7,Thursday
1.0%,USD,2018-07-26 08:30:00,3.0%,worse,Medium,Durable Goods Orders m/m,-0.4%,better,30,2018-07-26 12:30:00+00:00,66.67,2018,3,7,Thursday
217K,USD,2018-07-26 08:30:00,215K,accurate,Medium,Unemployment Claims,208K,accurate,30,2018-07-26 12:30:00+00:00,-0.93,2018,3,7,Thursday
-68.3B,USD,2018-07-26 08:30:00,-67.0B,worse,Low,Goods Trade Balance,-64.8B,accurate,30,2018-07-26 12:30:00+00:00,1.94,2018,3,7,Thursday
0.0%,USD,2018-07-26 08:30:00,0.5%,better,Low,Prelim Wholesale Inventories m/m,0.6%,worse,30,2018-07-26 12:30:00+00:00,100.0,2018,3,7,Thursday
24B,USD,2018-07-26 10:30:00,39B,accurate,Low,Natural Gas Storage,46B,accurate,30,2018-07-26 14:30:00+00:00,38.46,2018,3,7,Thursday
4.1%,USD,2018-07-27 08:30:00,4.2%,worse,High,Advance GDP q/q,2.0%,worse,30,2018-07-27 12:30:00+00:00,2.38,2018,3,7,Friday
3.0%,USD,2018-07-27 08:30:00,2.3%,better,Medium,Advance GDP Price Index q/q,2.2%,better,30,2018-07-27 12:30:00+00:00,-30.43,2018,3,7,Friday
97.9,USD,2018-07-27 10:00:00,97.1,better,Medium,Revised UoM Consumer Sentiment,97.1,accurate,30,2018-07-27 14:00:00+00:00,-0.82,2018,3,7,Friday
0.4%,USD,2018-07-16 08:30:00,0.4%,accurate,High,Core Retail Sales m/m,1.4%,better,29,2018-07-16 12:30:00+00:00,0.0,2018,3,7,Monday
0.5%,USD,2018-07-16 08:30:00,0.4%,better,High,Retail Sales m/m,1.3%,better,29,2018-07-16 12:30:00+00:00,-25.0,2018,3,7,Monday
22.6,USD,2018-07-16 08:30:00,20.3,better,Medium,Empire State Manufacturing Index,25.0,accurate,29,2018-07-16 12:30:00+00:00,-11.33,2018,3,7,Monday
0.4%,USD,2018-07-16 10:00:00,0.4%,accurate,Low,Business Inventories m/m,0.3%,accurate,29,2018-07-16 14:00:00+00:00,0.0,2018,3,7,Monday
78.0%,USD,2018-07-17 09:15:00,78.4%,worse,Medium,Capacity Utilization Rate,77.7%,worse,29,2018-07-17 13:15:00+00:00,0.51,2018,3,7,Tuesday
0.6%,USD,2018-07-17 09:15:00,0.5%,better,Medium,Industrial Production m/m,-0.5%,worse,29,2018-07-17 13:15:00+00:00,-20.0,2018,3,7,Tuesday
68,USD,2018-07-17 10:00:00,69,worse,Low,NAHB Housing Market Index,68,accurate,29,2018-07-17 14:00:00+00:00,1.45,2018,3,7,Tuesday
45.6B,USD,2018-07-17 16:00:00,34.3B,better,Low,TIC Long-Term Purchases,94.0B,accurate,29,2018-07-17 20:00:00+00:00,-32.94,2018,3,7,Tuesday
1.27M,USD,2018-07-18 08:30:00,1.33M,worse,High,Building Permits,1.30M,accurate,29,2018-07-18 12:30:00+00:00,4.51,2018,3,7,Wednesday
1.17M,USD,2018-07-18 08:30:00,1.32M,worse,Medium,Housing Starts,1.34M,accurate,29,2018-07-18 12:30:00+00:00,11.36,2018,3,7,Wednesday
5.8M,USD,2018-07-18 10:30:00,-3.4M,accurate,High,Crude Oil Inventories,-12.6M,accurate,29,2018-07-18 14:30:00+00:00,-270.59,2018,3,7,Wednesday
25.7,USD,2018-07-19 08:30:00,21.6,better,Medium,Philly Fed Manufacturing Index,19.9,accurate,29,2018-07-19 12:30:00+00:00,-18.98,2018,3,7,Thursday
207K,USD,2018-07-19 08:30:00,220K,better,Medium,Unemployment Claims,215K,accurate,29,2018-07-19 12:30:00+00:00,5.91,2018,3,7,Thursday
0.5%,USD,2018-07-19 10:00:00,0.4%,better,Low,CB Leading Index m/m,0.0%,worse,29,2018-07-19 14:00:00+00:00,-25.0,2018,3,7,Thursday
46B,USD,2018-07-19 10:30:00,58B,accurate,Low,Natural Gas Storage,51B,accurate,29,2018-07-19 14:30:00+00:00,20.69,2018,3,7,Thursday
24.6B,USD,2018-07-09 15:00:00,12.2B,better,Low,Consumer Credit m/m,10.3B,better,28,2018-07-09 19:00:00+00:00,-101.64,2018,3,7,Monday
107.2,USD,2018-07-10 05:10:00,105.6,better,Low,NFIB Small Business Index,107.8,accurate,28,2018-07-10 09:10:00+00:00,-1.52,2018,3,7,Tuesday
6.64M,USD,2018-07-10 10:00:00,6.88M,worse,Low,JOLTS Job Openings,6.84M,better,28,2018-07-10 14:00:00+00:00,3.49,2018,3,7,Tuesday
0.3%,USD,2018-07-11 08:30:00,0.2%,better,Medium,Core PPI m/m,0.3%,accurate,28,2018-07-11 12:30:00+00:00,-50.0,2018,3,7,Wednesday
0.3%,USD,2018-07-11 08:30:00,0.2%,better,Medium,PPI m/m,0.5%,accurate,28,2018-07-11 12:30:00+00:00,-50.0,2018,3,7,Wednesday
0.6%,USD,2018-07-11 10:00:00,0.5%,worse,Low,Final Wholesale Inventories m/m,0.5%,accurate,28,2018-07-11 14:00:00+00:00,-20.0,2018,3,7,Wednesday
-12.6M,USD,2018-07-11 10:30:00,-4.1M,accurate,High,Crude Oil Inventories,1.2M,accurate,28,2018-07-11 14:30:00+00:00,207.32,2018,3,7,Wednesday
0.1%,USD,2018-07-12 08:30:00,0.2%,worse,High,CPI m/m,0.2%,accurate,28,2018-07-12 12:30:00+00:00,50.0,2018,3,7,Thursday
0.2%,USD,2018-07-12 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,28,2018-07-12 12:30:00+00:00,0.0,2018,3,7,Thursday
214K,USD,2018-07-12 08:30:00,226K,better,Medium,Unemployment Claims,232K,accurate,28,2018-07-12 12:30:00+00:00,5.31,2018,3,7,Thursday
51B,USD,2018-07-12 10:30:00,55B,accurate,Low,Natural Gas Storage,78B,accurate,28,2018-07-12 14:30:00+00:00,7.27,2018,3,7,Thursday
-74.9B,USD,2018-07-12 14:00:00,-92.3B,better,Low,Federal Budget Balance,-146.8B,accurate,28,2018-07-12 18:00:00+00:00,-18.85,2018,3,7,Thursday
-0.4%,USD,2018-07-13 08:30:00,0.1%,worse,Low,Import Prices m/m,0.9%,better,28,2018-07-13 12:30:00+00:00,500.0,2018,3,7,Friday
97.1,USD,2018-07-13 10:00:00,98.1,worse,Medium,Prelim UoM Consumer Sentiment,98.2,worse,28,2018-07-13 14:00:00+00:00,1.02,2018,3,7,Friday
55.4,USD,2018-07-02 09:45:00,54.6,better,Low,Final Manufacturing PMI,54.6,accurate,27,2018-07-02 13:45:00+00:00,-1.47,2018,3,7,Monday
60.2,USD,2018-07-02 10:00:00,58.2,better,High,ISM Manufacturing PMI,58.7,accurate,27,2018-07-02 14:00:00+00:00,-3.44,2018,3,7,Monday
0.4%,USD,2018-07-02 10:00:00,0.5%,accurate,Low,Construction Spending m/m,0.9%,worse,27,2018-07-02 14:00:00+00:00,20.0,2018,3,7,Monday
76.8,USD,2018-07-02 10:00:00,74.3,better,Low,ISM Manufacturing Prices,79.5,accurate,27,2018-07-02 14:00:00+00:00,-3.36,2018,3,7,Monday
56.4,USD,2018-07-03 09:59:00,54.2,better,Low,IBD/TIPP Economic Optimism,53.9,accurate,27,2018-07-03 14:00:00+00:00,-4.06,2018,3,7,Tuesday
0.4%,USD,2018-07-03 10:00:00,0.1%,better,Low,Factory Orders m/m,-0.4%,better,27,2018-07-03 14:00:00+00:00,-300.0,2018,3,7,Tuesday
17.5M,USD,2018-07-03 01:00:00,17.0M,better,Low,Total Vehicle Sales,16.9M,accurate,27,2018-07-03 05:00:00+00:00,-2.94,2018,3,7,Tuesday
177K,USD,2018-07-05 08:15:00,190K,worse,High,ADP Non-Farm Employment Change,189K,better,27,2018-07-05 12:15:00+00:00,6.84,2018,3,7,Thursday
231K,USD,2018-07-05 08:30:00,225K,worse,Medium,Unemployment Claims,228K,accurate,27,2018-07-05 12:30:00+00:00,-2.67,2018,3,7,Thursday
56.5,USD,2018-07-05 09:45:00,56.5,accurate,Low,Final Services PMI,56.5,accurate,27,2018-07-05 13:45:00+00:00,0.0,2018,3,7,Thursday
59.1,USD,2018-07-05 10:00:00,58.3,better,High,ISM Non-Manufacturing PMI,58.6,accurate,27,2018-07-05 14:00:00+00:00,-1.37,2018,3,7,Thursday
1.2M,USD,2018-07-05 11:00:00,-4.4M,accurate,High,Crude Oil Inventories,-9.9M,accurate,27,2018-07-05 15:00:00+00:00,-127.27,2018,3,7,Thursday
0.2%,USD,2018-07-06 08:30:00,0.3%,worse,High,Average Hourly Earnings m/m,0.3%,accurate,27,2018-07-06 12:30:00+00:00,33.33,2018,3,7,Friday
213K,USD,2018-07-06 08:30:00,195K,better,High,Non-Farm Employment Change,244K,better,27,2018-07-06 12:30:00+00:00,-9.23,2018,3,7,Friday
4.0%,USD,2018-07-06 08:30:00,3.8%,worse,High,Unemployment Rate,3.8%,accurate,27,2018-07-06 12:30:00+00:00,-5.26,2018,3,7,Friday
-43.1B,USD,2018-07-06 08:30:00,-43.6B,accurate,Low,Trade Balance,-46.1B,accurate,27,2018-07-06 12:30:00+00:00,-1.15,2018,3,7,Friday
78B,USD,2018-07-06 10:30:00,76B,accurate,Low,Natural Gas Storage,66B,accurate,27,2018-07-06 14:30:00+00:00,-2.63,2018,3,7,Friday
689K,USD,2018-06-25 10:00:00,665K,better,Low,New Home Sales,646K,worse,26,2018-06-25 14:00:00+00:00,-3.61,2018,2,6,Monday
6.6%,USD,2018-06-26 09:00:00,6.9%,worse,Low,S&P/CS Composite-20 HPI y/y,6.7%,accurate,26,2018-06-26 13:00:00+00:00,4.35,2018,2,6,Tuesday
20,USD,2018-06-26 09:59:00,15,better,Low,Richmond Manufacturing Index,16,accurate,26,2018-06-26 14:00:00+00:00,-33.33,2018,2,6,Tuesday
126.4,USD,2018-06-26 10:00:00,127.6,worse,High,CB Consumer Confidence,128.8,better,26,2018-06-26 14:00:00+00:00,0.94,2018,2,6,Tuesday
-0.3%,USD,2018-06-27 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,1.9%,better,26,2018-06-27 12:30:00+00:00,160.0,2018,2,6,Wednesday
-0.6%,USD,2018-06-27 08:30:00,-0.9%,better,Medium,Durable Goods Orders m/m,-1.6%,accurate,26,2018-06-27 12:30:00+00:00,-33.33,2018,2,6,Wednesday
-64.8B,USD,2018-06-27 08:30:00,-68.9B,better,Low,Goods Trade Balance,-67.3B,better,26,2018-06-27 12:30:00+00:00,-5.95,2018,2,6,Wednesday
0.5%,USD,2018-06-27 08:30:00,0.2%,worse,Low,Prelim Wholesale Inventories m/m,0.1%,worse,26,2018-06-27 12:30:00+00:00,-150.0,2018,2,6,Wednesday
-0.5%,USD,2018-06-27 10:00:00,0.4%,worse,Low,Pending Home Sales m/m,-1.3%,accurate,26,2018-06-27 14:00:00+00:00,225.0,2018,2,6,Wednesday
-9.9M,USD,2018-06-27 10:30:00,-2.4M,accurate,High,Crude Oil Inventories,-5.9M,accurate,26,2018-06-27 14:30:00+00:00,312.5,2018,2,6,Wednesday
2.0%,USD,2018-06-28 08:30:00,2.2%,worse,High,Final GDP q/q,2.2%,accurate,26,2018-06-28 12:30:00+00:00,9.09,2018,2,6,Thursday
227K,USD,2018-06-28 08:30:00,220K,worse,Medium,Unemployment Claims,218K,accurate,26,2018-06-28 12:30:00+00:00,-3.18,2018,2,6,Thursday
2.2%,USD,2018-06-28 08:30:00,1.9%,better,Low,Final GDP Price Index q/q,1.9%,accurate,26,2018-06-28 12:30:00+00:00,-15.79,2018,2,6,Thursday
66B,USD,2018-06-28 10:30:00,73B,accurate,Low,Natural Gas Storage,91B,accurate,26,2018-06-28 14:30:00+00:00,9.59,2018,2,6,Thursday
0.2%,USD,2018-06-29 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,26,2018-06-29 12:30:00+00:00,0.0,2018,2,6,Friday
0.2%,USD,2018-06-29 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.5%,worse,26,2018-06-29 12:30:00+00:00,50.0,2018,2,6,Friday
0.4%,USD,2018-06-29 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.2%,worse,26,2018-06-29 12:30:00+00:00,0.0,2018,2,6,Friday
64.1,USD,2018-06-29 09:45:00,60.1,better,Medium,Chicago PMI,62.7,accurate,26,2018-06-29 13:45:00+00:00,-6.66,2018,2,6,Friday
98.2,USD,2018-06-29 10:00:00,99.1,worse,Medium,Revised UoM Consumer Sentiment,99.3,accurate,26,2018-06-29 14:00:00+00:00,0.91,2018,2,6,Friday
68,USD,2018-06-18 10:00:00,70,worse,Low,NAHB Housing Market Index,70,accurate,25,2018-06-18 14:00:00+00:00,2.86,2018,2,6,Monday
1.30M,USD,2018-06-19 08:30:00,1.35M,worse,High,Building Permits,1.36M,accurate,25,2018-06-19 12:30:00+00:00,3.7,2018,2,6,Tuesday
1.35M,USD,2018-06-19 08:30:00,1.31M,better,Medium,Housing Starts,1.29M,accurate,25,2018-06-19 12:30:00+00:00,-3.05,2018,2,6,Tuesday
-124B,USD,2018-06-20 08:30:00,-129B,better,Medium,Current Account,-116B,better,25,2018-06-20 12:30:00+00:00,-3.88,2018,2,6,Wednesday
5.43M,USD,2018-06-20 10:00:00,5.52M,worse,Medium,Existing Home Sales,5.45M,accurate,25,2018-06-20 14:00:00+00:00,1.63,2018,2,6,Wednesday
-5.9M,USD,2018-06-20 10:30:00,-2.1M,accurate,High,Crude Oil Inventories,-4.1M,accurate,25,2018-06-20 14:30:00+00:00,180.95,2018,2,6,Wednesday
19.9,USD,2018-06-21 08:30:00,28.9,worse,Medium,Philly Fed Manufacturing Index,34.4,accurate,25,2018-06-21 12:30:00+00:00,31.14,2018,2,6,Thursday
218K,USD,2018-06-21 08:30:00,220K,accurate,Medium,Unemployment Claims,221K,accurate,25,2018-06-21 12:30:00+00:00,0.91,2018,2,6,Thursday
0.1%,USD,2018-06-21 09:00:00,0.3%,worse,Low,HPI m/m,0.1%,accurate,25,2018-06-21 13:00:00+00:00,66.67,2018,2,6,Thursday
0.2%,USD,2018-06-21 10:00:00,0.4%,worse,Low,CB Leading Index m/m,0.4%,accurate,25,2018-06-21 14:00:00+00:00,50.0,2018,2,6,Thursday
91B,USD,2018-06-21 10:30:00,85B,accurate,Low,Natural Gas Storage,96B,accurate,25,2018-06-21 14:30:00+00:00,-7.06,2018,2,6,Thursday
54.6,USD,2018-06-22 09:45:00,56.3,worse,Low,Flash Manufacturing PMI,56.4,accurate,25,2018-06-22 13:45:00+00:00,3.02,2018,2,6,Friday
56.5,USD,2018-06-22 09:45:00,56.4,accurate,Low,Flash Services PMI,56.8,better,25,2018-06-22 13:45:00+00:00,-0.18,2018,2,6,Friday
107.8,USD,2018-06-12 06:00:00,105.2,better,Low,NFIB Small Business Index,104.8,accurate,24,2018-06-12 10:00:00+00:00,-2.47,2018,2,6,Tuesday
0.2%,USD,2018-06-12 08:30:00,0.2%,accurate,High,CPI m/m,0.2%,accurate,24,2018-06-12 12:30:00+00:00,0.0,2018,2,6,Tuesday
0.2%,USD,2018-06-12 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,accurate,24,2018-06-12 12:30:00+00:00,-100.0,2018,2,6,Tuesday
-146.8B,USD,2018-06-12 14:00:00,-119.0B,worse,Low,Federal Budget Balance,214.3B,accurate,24,2018-06-12 18:00:00+00:00,23.36,2018,2,6,Tuesday
0.5%,USD,2018-06-13 08:30:00,0.3%,better,High,PPI m/m,0.1%,accurate,24,2018-06-13 12:30:00+00:00,-66.67,2018,2,6,Wednesday
0.3%,USD,2018-06-13 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,24,2018-06-13 12:30:00+00:00,-50.0,2018,2,6,Wednesday
-4.1M,USD,2018-06-13 10:30:00,-1.4M,accurate,High,Crude Oil Inventories,2.1M,accurate,24,2018-06-13 14:30:00+00:00,192.86,2018,2,6,Wednesday
<2.00%,USD,2018-06-13 14:00:00,<2.00%,accurate,High,Federal Funds Rate,<1.75%,accurate,24,2018-06-13 18:00:00+00:00,0.0,2018,2,6,Wednesday
0.9%,USD,2018-06-14 08:30:00,0.5%,better,High,Core Retail Sales m/m,0.4%,better,24,2018-06-14 12:30:00+00:00,-80.0,2018,2,6,Thursday
0.8%,USD,2018-06-14 08:30:00,0.4%,better,High,Retail Sales m/m,0.4%,better,24,2018-06-14 12:30:00+00:00,-100.0,2018,2,6,Thursday
