actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
0.7%,USD,2014-12-11 08:30:00,0.4%,better,High,Retail Sales m/m,0.5%,better,50,2014-12-11 13:30:00+00:00,-75.0,2014,4,12,Thursday
294K,USD,2014-12-11 08:30:00,299K,better,High,Unemployment Claims,297K,accurate,50,2014-12-11 13:30:00+00:00,1.67,2014,4,12,Thursday
-1.5%,USD,2014-12-11 08:30:00,-1.7%,better,Medium,Import Prices m/m,-1.2%,accurate,50,2014-12-11 13:30:00+00:00,-11.76,2014,4,12,Thursday
0.2%,USD,2014-12-11 10:00:00,0.2%,accurate,Medium,Business Inventories m/m,0.3%,accurate,50,2014-12-11 15:00:00+00:00,0.0,2014,4,12,Thursday
-51B,USD,2014-12-11 10:30:00,-45B,accurate,Low,Natural Gas Storage,-22B,accurate,50,2014-12-11 15:30:00+00:00,13.33,2014,4,12,Thursday
-0.2%,USD,2014-12-12 08:30:00,-0.1%,worse,High,PPI m/m,0.2%,accurate,50,2014-12-12 13:30:00+00:00,100.0,2014,4,12,Friday
0.0%,USD,2014-12-12 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.4%,accurate,50,2014-12-12 13:30:00+00:00,100.0,2014,4,12,Friday
93.8,USD,2014-12-12 09:55:00,89.6,better,High,Prelim UoM Consumer Sentiment,88.8,worse,50,2014-12-12 14:55:00+00:00,-4.69,2014,4,12,Friday
54.8,USD,2014-12-01 09:45:00,55.0,accurate,Low,Final Manufacturing PMI,54.7,accurate,49,2014-12-01 14:45:00+00:00,0.36,2014,4,12,Monday
58.7,USD,2014-12-01 10:00:00,57.9,better,High,ISM Manufacturing PMI,59.0,accurate,49,2014-12-01 15:00:00+00:00,-1.38,2014,4,12,Monday
44.5,USD,2014-12-01 10:00:00,52.6,worse,Low,ISM Manufacturing Prices,53.5,accurate,49,2014-12-01 15:00:00+00:00,15.4,2014,4,12,Monday
1.1%,USD,2014-12-02 10:00:00,0.6%,better,Low,Construction Spending m/m,-0.1%,better,49,2014-12-02 15:00:00+00:00,-83.33,2014,4,12,Tuesday
17.2M,USD,2014-12-02 00:00:00,16.6M,better,Low,Total Vehicle Sales,16.5M,accurate,49,2014-12-02 05:00:00+00:00,-3.61,2014,4,12,Tuesday
208K,USD,2014-12-03 08:15:00,223K,worse,High,ADP Non-Farm Employment Change,233K,accurate,49,2014-12-03 13:15:00+00:00,6.73,2014,4,12,Wednesday
2.3%,USD,2014-12-03 08:30:00,2.3%,accurate,Medium,Revised Nonfarm Productivity q/q,2.0%,accurate,49,2014-12-03 13:30:00+00:00,0.0,2014,4,12,Wednesday
-1.0%,USD,2014-12-03 08:30:00,0.3%,worse,Low,Revised Unit Labor Costs q/q,0.3%,accurate,49,2014-12-03 13:30:00+00:00,433.33,2014,4,12,Wednesday
56.2,USD,2014-12-03 09:45:00,56.3,accurate,Low,Final Services PMI,56.3,accurate,49,2014-12-03 14:45:00+00:00,0.18,2014,4,12,Wednesday
59.3,USD,2014-12-03 10:00:00,57.5,better,High,ISM Non-Manufacturing PMI,57.1,accurate,49,2014-12-03 15:00:00+00:00,-3.13,2014,4,12,Wednesday
-3.7M,USD,2014-12-03 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,1.9M,accurate,49,2014-12-03 15:30:00+00:00,436.36,2014,4,12,Wednesday
297K,USD,2014-12-04 08:30:00,296K,accurate,High,Unemployment Claims,314K,accurate,49,2014-12-04 13:30:00+00:00,-0.34,2014,4,12,Thursday
-22B,USD,2014-12-04 10:30:00,-51B,accurate,Low,Natural Gas Storage,-162B,accurate,49,2014-12-04 15:30:00+00:00,-56.86,2014,4,12,Thursday
321K,USD,2014-12-05 08:30:00,231K,better,High,Non-Farm Employment Change,243K,better,49,2014-12-05 13:30:00+00:00,-38.96,2014,4,12,Friday
-43.4B,USD,2014-12-05 08:30:00,-41.3B,worse,High,Trade Balance,-43.6B,accurate,49,2014-12-05 13:30:00+00:00,5.08,2014,4,12,Friday
5.8%,USD,2014-12-05 08:30:00,5.8%,accurate,High,Unemployment Rate,5.8%,accurate,49,2014-12-05 13:30:00+00:00,0.0,2014,4,12,Friday
0.4%,USD,2014-12-05 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.1%,accurate,49,2014-12-05 13:30:00+00:00,-100.0,2014,4,12,Friday
-0.7%,USD,2014-12-05 10:00:00,0.0%,worse,Medium,Factory Orders m/m,-0.5%,accurate,49,2014-12-05 15:00:00+00:00,-700.0,2014,4,12,Friday
13.2B,USD,2014-12-05 15:00:00,16.5B,worse,Low,Consumer Credit m/m,15.4B,worse,49,2014-12-05 20:00:00+00:00,20.0,2014,4,12,Friday
56.3,USD,2014-11-24 09:45:00,57.3,worse,Low,Flash Services PMI,57.1,accurate,48,2014-11-24 14:45:00+00:00,1.75,2014,4,11,Monday
3.9%,USD,2014-11-25 08:30:00,3.3%,better,High,Prelim GDP q/q,3.5%,accurate,48,2014-11-25 13:30:00+00:00,-18.18,2014,4,11,Tuesday
1.4%,USD,2014-11-25 08:30:00,1.3%,accurate,Low,Prelim GDP Price Index q/q,1.3%,accurate,48,2014-11-25 13:30:00+00:00,-7.69,2014,4,11,Tuesday
4.9%,USD,2014-11-25 09:00:00,4.7%,better,Low,S&P/CS Composite-20 HPI y/y,5.6%,accurate,48,2014-11-25 14:00:00+00:00,-4.26,2014,4,11,Tuesday
0.0%,USD,2014-11-25 09:05:00,0.5%,worse,Low,HPI m/m,0.4%,worse,48,2014-11-25 14:05:00+00:00,100.0,2014,4,11,Tuesday
4,USD,2014-11-25 09:59:00,17,worse,Low,Richmond Manufacturing Index,20,accurate,48,2014-11-25 15:00:00+00:00,76.47,2014,4,11,Tuesday
88.7,USD,2014-11-25 10:00:00,95.9,worse,High,CB Consumer Confidence,94.1,worse,48,2014-11-25 15:00:00+00:00,7.51,2014,4,11,Tuesday
-0.9%,USD,2014-11-26 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,-0.1%,accurate,48,2014-11-26 13:30:00+00:00,280.0,2014,4,11,Wednesday
313K,USD,2014-11-26 08:30:00,287K,worse,High,Unemployment Claims,292K,accurate,48,2014-11-26 13:30:00+00:00,-9.06,2014,4,11,Wednesday
0.2%,USD,2014-11-26 08:30:00,0.1%,better,Medium,Core PCE Price Index m/m,0.1%,accurate,48,2014-11-26 13:30:00+00:00,-100.0,2014,4,11,Wednesday
0.4%,USD,2014-11-26 08:30:00,-0.4%,better,Medium,Durable Goods Orders m/m,-1.1%,better,48,2014-11-26 13:30:00+00:00,-200.0,2014,4,11,Wednesday
0.2%,USD,2014-11-26 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.0%,better,48,2014-11-26 13:30:00+00:00,50.0,2014,4,11,Wednesday
0.2%,USD,2014-11-26 08:30:00,0.4%,worse,Low,Personal Income m/m,0.2%,accurate,48,2014-11-26 13:30:00+00:00,50.0,2014,4,11,Wednesday
60.8,USD,2014-11-26 09:45:00,63.1,worse,Medium,Chicago PMI,66.2,accurate,48,2014-11-26 14:45:00+00:00,3.65,2014,4,11,Wednesday
88.8,USD,2014-11-26 09:55:00,90.2,worse,Medium,Revised UoM Consumer Sentiment,89.4,accurate,48,2014-11-26 14:55:00+00:00,1.55,2014,4,11,Wednesday
458K,USD,2014-11-26 10:00:00,471K,worse,High,New Home Sales,455K,worse,48,2014-11-26 15:00:00+00:00,2.76,2014,4,11,Wednesday
-1.1%,USD,2014-11-26 10:00:00,0.9%,worse,Medium,Pending Home Sales m/m,0.6%,better,48,2014-11-26 15:00:00+00:00,222.22,2014,4,11,Wednesday
1.9M,USD,2014-11-26 10:30:00,0.4M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,48,2014-11-26 15:30:00+00:00,-375.0,2014,4,11,Wednesday
-162B,USD,2014-11-26 12:00:00,-145B,accurate,Low,Natural Gas Storage,-17B,accurate,48,2014-11-26 17:00:00+00:00,11.72,2014,4,11,Wednesday
10.2,USD,2014-11-17 08:30:00,12.1,worse,Medium,Empire State Manufacturing Index,6.2,accurate,47,2014-11-17 13:30:00+00:00,15.7,2014,4,11,Monday
78.9%,USD,2014-11-17 09:15:00,79.3%,worse,Medium,Capacity Utilization Rate,79.2%,accurate,47,2014-11-17 14:15:00+00:00,0.5,2014,4,11,Monday
-0.1%,USD,2014-11-17 09:15:00,0.2%,worse,Medium,Industrial Production m/m,0.8%,worse,47,2014-11-17 14:15:00+00:00,150.0,2014,4,11,Monday
0.2%,USD,2014-11-18 08:30:00,-0.1%,better,High,PPI m/m,-0.1%,accurate,47,2014-11-18 13:30:00+00:00,-300.0,2014,4,11,Tuesday
0.4%,USD,2014-11-18 08:30:00,0.2%,better,Medium,Core PPI m/m,0.0%,accurate,47,2014-11-18 13:30:00+00:00,-100.0,2014,4,11,Tuesday
58,USD,2014-11-18 10:00:00,55,better,Medium,NAHB Housing Market Index,54,accurate,47,2014-11-18 15:00:00+00:00,-5.45,2014,4,11,Tuesday
164.3B,USD,2014-11-18 16:00:00,41.3B,better,Low,TIC Long-Term Purchases,52.1B,accurate,47,2014-11-18 21:00:00+00:00,-297.82,2014,4,11,Tuesday
1.08M,USD,2014-11-19 08:30:00,1.04M,better,High,Building Permits,1.03M,accurate,47,2014-11-19 13:30:00+00:00,-3.85,2014,4,11,Wednesday
1.01M,USD,2014-11-19 08:30:00,1.03M,accurate,Medium,Housing Starts,1.04M,accurate,47,2014-11-19 13:30:00+00:00,1.94,2014,4,11,Wednesday
2.6M,USD,2014-11-19 10:30:00,-0.7M,accurate,Medium,Crude Oil Inventories,-1.7M,accurate,47,2014-11-19 15:30:00+00:00,-471.43,2014,4,11,Wednesday
0.0%,USD,2014-11-20 08:30:00,-0.1%,better,High,CPI m/m,0.1%,accurate,47,2014-11-20 13:30:00+00:00,-100.0,2014,4,11,Thursday
0.2%,USD,2014-11-20 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,47,2014-11-20 13:30:00+00:00,0.0,2014,4,11,Thursday
291K,USD,2014-11-20 08:30:00,286K,worse,High,Unemployment Claims,293K,accurate,47,2014-11-20 13:30:00+00:00,-1.75,2014,4,11,Thursday
54.7,USD,2014-11-20 09:45:00,56.2,worse,Medium,Flash Manufacturing PMI,55.9,accurate,47,2014-11-20 14:45:00+00:00,2.67,2014,4,11,Thursday
40.8,USD,2014-11-20 10:00:00,18.9,better,High,Philly Fed Manufacturing Index,20.7,accurate,47,2014-11-20 15:00:00+00:00,-115.87,2014,4,11,Thursday
5.26M,USD,2014-11-20 10:00:00,5.16M,better,Medium,Existing Home Sales,5.18M,accurate,47,2014-11-20 15:00:00+00:00,-1.94,2014,4,11,Thursday
0.9%,USD,2014-11-20 10:00:00,0.6%,better,Low,CB Leading Index m/m,0.7%,worse,47,2014-11-20 15:00:00+00:00,-50.0,2014,4,11,Thursday
-17B,USD,2014-11-20 10:30:00,-12B,accurate,Low,Natural Gas Storage,40B,accurate,47,2014-11-20 15:30:00+00:00,41.67,2014,4,11,Thursday
96.1,USD,2014-11-11 07:30:00,95.1,better,Low,NFIB Small Business Index,95.3,accurate,46,2014-11-11 12:30:00+00:00,-1.05,2014,4,11,Tuesday
0.3%,USD,2014-11-12 10:00:00,0.3%,accurate,Low,Final Wholesale Inventories m/m,0.6%,better,46,2014-11-12 15:00:00+00:00,0.0,2014,4,11,Wednesday
290K,USD,2014-11-13 08:30:00,282K,worse,High,Unemployment Claims,278K,accurate,46,2014-11-13 13:30:00+00:00,-2.84,2014,4,11,Thursday
4.74M,USD,2014-11-13 10:00:00,4.81M,worse,Medium,JOLTS Job Openings,4.85M,accurate,46,2014-11-13 15:00:00+00:00,1.46,2014,4,11,Thursday
-1.7M,USD,2014-11-13 11:00:00,0.7M,accurate,Medium,Crude Oil Inventories,0.5M,accurate,46,2014-11-13 16:00:00+00:00,342.86,2014,4,11,Thursday
-121.7B,USD,2014-11-13 13:59:00,-111.5B,worse,Low,Federal Budget Balance,105.8B,accurate,46,2014-11-13 19:00:00+00:00,9.15,2014,4,11,Thursday
0.3%,USD,2014-11-14 08:30:00,0.2%,better,High,Core Retail Sales m/m,0.0%,better,46,2014-11-14 13:30:00+00:00,-50.0,2014,4,11,Friday
0.3%,USD,2014-11-14 08:30:00,0.2%,better,High,Retail Sales m/m,-0.3%,accurate,46,2014-11-14 13:30:00+00:00,-50.0,2014,4,11,Friday
-1.3%,USD,2014-11-14 08:30:00,-1.7%,better,Medium,Import Prices m/m,-0.6%,accurate,46,2014-11-14 13:30:00+00:00,-23.53,2014,4,11,Friday
89.4,USD,2014-11-14 09:55:00,87.3,better,High,Prelim UoM Consumer Sentiment,86.9,accurate,46,2014-11-14 14:55:00+00:00,-2.41,2014,4,11,Friday
0.3%,USD,2014-11-14 10:00:00,0.3%,accurate,Medium,Business Inventories m/m,0.1%,better,46,2014-11-14 15:00:00+00:00,0.0,2014,4,11,Friday
40B,USD,2014-11-14 10:30:00,37B,accurate,Low,Natural Gas Storage,91B,accurate,46,2014-11-14 15:30:00+00:00,-8.11,2014,4,11,Friday
55.9,USD,2014-11-03 09:45:00,56.1,accurate,Low,Final Manufacturing PMI,56.2,accurate,45,2014-11-03 14:45:00+00:00,0.36,2014,4,11,Monday
59.0,USD,2014-11-03 10:00:00,56.5,better,High,ISM Manufacturing PMI,56.6,accurate,45,2014-11-03 15:00:00+00:00,-4.42,2014,4,11,Monday
-0.4%,USD,2014-11-03 10:00:00,0.8%,worse,Low,Construction Spending m/m,-0.5%,better,45,2014-11-03 15:00:00+00:00,150.0,2014,4,11,Monday
53.5,USD,2014-11-03 10:00:00,58.3,worse,Low,ISM Manufacturing Prices,59.5,accurate,45,2014-11-03 15:00:00+00:00,8.23,2014,4,11,Monday
16.5M,USD,2014-11-03 00:00:00,16.6M,accurate,Low,Total Vehicle Sales,16.4M,accurate,45,2014-11-03 05:00:00+00:00,0.6,2014,4,11,Monday
-43.0B,USD,2014-11-04 08:30:00,-40.0B,worse,High,Trade Balance,-40.0B,accurate,45,2014-11-04 13:30:00+00:00,7.5,2014,4,11,Tuesday
-0.6%,USD,2014-11-04 10:00:00,-0.4%,worse,Medium,Factory Orders m/m,-10.0%,accurate,45,2014-11-04 15:00:00+00:00,50.0,2014,4,11,Tuesday
46.4,USD,2014-11-04 10:00:00,46.6,accurate,Low,IBD/TIPP Economic Optimism,45.2,accurate,45,2014-11-04 15:00:00+00:00,0.43,2014,4,11,Tuesday
230K,USD,2014-11-05 08:15:00,214K,better,High,ADP Non-Farm Employment Change,225K,better,45,2014-11-05 13:15:00+00:00,-7.48,2014,4,11,Wednesday
57.1,USD,2014-11-05 09:45:00,57.3,accurate,Low,Final Services PMI,57.3,accurate,45,2014-11-05 14:45:00+00:00,0.35,2014,4,11,Wednesday
57.1,USD,2014-11-05 10:00:00,58.2,worse,High,ISM Non-Manufacturing PMI,58.6,accurate,45,2014-11-05 15:00:00+00:00,1.89,2014,4,11,Wednesday
0.5M,USD,2014-11-05 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,2.1M,accurate,45,2014-11-05 15:30:00+00:00,72.22,2014,4,11,Wednesday
278K,USD,2014-11-06 08:30:00,285K,better,High,Unemployment Claims,288K,accurate,45,2014-11-06 13:30:00+00:00,2.46,2014,4,11,Thursday
2.0%,USD,2014-11-06 08:30:00,0.9%,worse,Medium,Prelim Nonfarm Productivity q/q,2.3%,better,45,2014-11-06 13:30:00+00:00,-122.22,2014,4,11,Thursday
0.3%,USD,2014-11-06 08:30:00,1.0%,worse,Medium,Prelim Unit Labor Costs q/q,-0.1%,worse,45,2014-11-06 13:30:00+00:00,70.0,2014,4,11,Thursday
91B,USD,2014-11-06 10:30:00,86B,accurate,Low,Natural Gas Storage,87B,accurate,45,2014-11-06 15:30:00+00:00,-5.81,2014,4,11,Thursday
214K,USD,2014-11-07 08:30:00,235K,worse,High,Non-Farm Employment Change,256K,better,45,2014-11-07 13:30:00+00:00,8.94,2014,4,11,Friday
5.8%,USD,2014-11-07 08:30:00,5.9%,better,High,Unemployment Rate,5.9%,accurate,45,2014-11-07 13:30:00+00:00,1.69,2014,4,11,Friday
0.1%,USD,2014-11-07 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.0%,accurate,45,2014-11-07 13:30:00+00:00,50.0,2014,4,11,Friday
15.9B,USD,2014-11-07 15:00:00,16.6B,worse,Low,Consumer Credit m/m,14.0B,better,45,2014-11-07 20:00:00+00:00,4.22,2014,4,11,Friday
57.3,USD,2014-10-27 09:45:00,57.9,worse,Low,Flash Services PMI,58.9,better,44,2014-10-27 13:45:00+00:00,1.04,2014,4,10,Monday
0.3%,USD,2014-10-27 10:00:00,1.1%,worse,Medium,Pending Home Sales m/m,-1.0%,accurate,44,2014-10-27 14:00:00+00:00,72.73,2014,4,10,Monday
-0.2%,USD,2014-10-28 08:30:00,0.5%,worse,High,Core Durable Goods Orders m/m,0.4%,worse,44,2014-10-28 12:30:00+00:00,140.0,2014,4,10,Tuesday
-1.3%,USD,2014-10-28 08:30:00,0.4%,worse,Medium,Durable Goods Orders m/m,-18.4%,worse,44,2014-10-28 12:30:00+00:00,425.0,2014,4,10,Tuesday
5.6%,USD,2014-10-28 09:00:00,5.7%,accurate,Low,S&P/CS Composite-20 HPI y/y,6.7%,accurate,44,2014-10-28 13:00:00+00:00,1.75,2014,4,10,Tuesday
20,USD,2014-10-28 09:59:00,11,better,Low,Richmond Manufacturing Index,14,accurate,44,2014-10-28 14:00:00+00:00,-81.82,2014,4,10,Tuesday
94.5,USD,2014-10-28 10:00:00,87.4,better,High,CB Consumer Confidence,89.0,better,44,2014-10-28 14:00:00+00:00,-8.12,2014,4,10,Tuesday
2.1M,USD,2014-10-29 10:30:00,3.3M,accurate,Medium,Crude Oil Inventories,7.1M,accurate,44,2014-10-29 14:30:00+00:00,36.36,2014,4,10,Wednesday
<0.25%,USD,2014-10-29 14:00:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,44,2014-10-29 18:00:00+00:00,0.0,2014,4,10,Wednesday
3.5%,USD,2014-10-30 08:30:00,3.1%,better,High,Advance GDP q/q,4.6%,better,44,2014-10-30 12:30:00+00:00,-12.9,2014,4,10,Thursday
287K,USD,2014-10-30 08:30:00,284K,accurate,High,Unemployment Claims,284K,accurate,44,2014-10-30 12:30:00+00:00,-1.06,2014,4,10,Thursday
1.3%,USD,2014-10-30 08:30:00,2.0%,worse,Medium,Advance GDP Price Index q/q,2.1%,accurate,44,2014-10-30 12:30:00+00:00,35.0,2014,4,10,Thursday
87B,USD,2014-10-30 10:30:00,83B,accurate,Low,Natural Gas Storage,94B,accurate,44,2014-10-30 14:30:00+00:00,-4.82,2014,4,10,Thursday
0.1%,USD,2014-10-31 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,44,2014-10-31 12:30:00+00:00,0.0,2014,4,10,Friday
0.7%,USD,2014-10-31 08:30:00,0.6%,better,Medium,Employment Cost Index q/q,0.7%,accurate,44,2014-10-31 12:30:00+00:00,-16.67,2014,4,10,Friday
-0.2%,USD,2014-10-31 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.5%,accurate,44,2014-10-31 12:30:00+00:00,200.0,2014,4,10,Friday
0.2%,USD,2014-10-31 08:30:00,0.3%,worse,Low,Personal Income m/m,0.3%,accurate,44,2014-10-31 12:30:00+00:00,33.33,2014,4,10,Friday
66.2,USD,2014-10-31 09:45:00,60.2,better,Medium,Chicago PMI,60.5,accurate,44,2014-10-31 13:45:00+00:00,-9.97,2014,4,10,Friday
