,datetime,new_id,impact,forecast_error_ratio_zscore,total_error_ratio_zscore,num_news,pips_agg_30,pips_agg_60
140,2017-08-24 08:30:00,20,['High'],0.400582282452224,0.4759845651497974,1,4,10
141,2017-08-25 08:30:00,7,['High'],1.0289915108550436,0.4426640001220389,1,1,8
142,2017-08-29 10:00:00,4,['High'],0.3372014804850118,0.2538779930348915,1,4,1
143,2017-08-30 08:15:00,0,['High'],0.7936276222684621,0.9434616873799906,1,6,9
144,2017-08-30 08:30:00,17,['High'],0.1745430717719169,-0.6714489996918875,1,0,6
145,2017-08-30 10:30:00,9,['High'],0.8615874534239938,0.8615874534239938,1,4,3
146,2017-08-31 08:30:00,20,['High'],-0.2319942268131288,-0.3013528365564965,1,11,22
147,2017-09-01 08:30:00,14_21_2,"['High', 'High', 'High']",-3.1163447816573275,-1.7562128350097674,3,9,15
148,2017-09-01 10:00:00,12,['High'],0.8582367651329514,0.8582367651329514,1,10,13
149,2017-09-06 10:00:00,13,['High'],-0.18243801465282872,-0.18243801465282872,1,7,14
150,2017-09-07 08:30:00,20,['High'],-1.7610309347294968,-1.7548435909474904,1,74,53
151,2017-09-07 11:00:00,9,['High'],-1.1329922968218769,-1.1329922968218769,1,10,16
152,2017-09-13 08:30:00,15,['High'],-0.2703726897252465,-0.2703726897252465,1,8,29
153,2017-09-13 10:30:00,9,['High'],-0.9337941250423611,-0.9337941250423611,1,2,19
154,2017-09-14 08:30:00,20_6_5,"['High', 'High', 'High']",3.881964651695524,3.8911782981940757,3,1,19
155,2017-09-15 08:30:00,8_19,"['High', 'High']",-0.2522381236349861,-1.0552624748424961,2,11,14
156,2017-09-19 08:30:00,3,['High'],1.2593128772923703,1.1275846963610223,1,7,9
157,2017-09-20 10:30:00,9,['High'],-0.7567363133114916,-0.7567363133114916,1,4,7
158,2017-09-20 14:00:00,10,['High'],0.0,0.0,1,109,122
159,2017-09-21 08:30:00,20,['High'],1.0590326347436445,1.0920930832924505,1,2,4
160,2017-09-26 10:00:00,4,['High'],-0.5287697543752307,-0.9083844060344399,1,1,14
161,2017-09-27 08:30:00,7,['High'],0.899025818695102,-0.22129797308795351,1,18,16
162,2017-09-27 10:30:00,9,['High'],0.9225493600600428,0.9225493600600428,1,2,18
