actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
-5.1M,USD,2016-01-06 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,1,2016-01-06 15:30:00+00:00,828.57,2016,1,1,Wednesday,10743,10749,10743,10749,10761,10748,10760,13,up,11,11,10763,10758,10762,5,up,13,3,10767,10761,10763,6,up,14,1,10761,10745,10745,16,down,4,16,10754,10749,10753,5,up,4,2,10763,10758,10761,5,up,12,3,10762,10759,10761,3,down,12,2,10765,10761,10761,4,down,12,0,10779,10770,10773,9,up,24,1
277K,USD,2016-01-07 08:30:00,271K,worse,High,Unemployment Claims,287K,accurate,1,2016-01-07 13:30:00+00:00,-2.21,2016,1,1,Thursday,10869,10873,10863,10864,10870,10863,10867,7,up,3,3,10871,10863,10863,8,down,1,3,10868,10862,10863,6,down,1,0,10863,10857,10859,6,down,5,1,10857,10846,10856,11,down,8,3,10845,10837,10844,8,down,20,2,10868,10859,10863,9,up,1,1,10855,10848,10854,7,down,10,5,10870,10867,10870,3,up,6,1
-113B,USD,2016-01-07 10:30:00,-95B,accurate,Low,Natural Gas Storage,-58B,accurate,1,2016-01-07 15:30:00+00:00,18.95,2016,1,1,Thursday,10864,10868,10859,10863,10864,10854,10854,10,down,9,8,10855,10851,10852,4,down,11,2,10856,10849,10853,7,up,10,1,10843,10828,10828,15,down,35,15,10855,10848,10854,7,up,9,5,10862,10854,10860,8,up,3,2,10870,10867,10870,3,up,7,1,10888,10883,10887,5,up,24,2,10903,10897,10903,6,up,40,6
0.0%,USD,2016-01-08 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.2%,accurate,1,2016-01-08 13:30:00+00:00,100.0,2016,1,1,Friday,10860,10866,10856,10861,10860,10803,10816,57,down,45,44,10834,10813,10823,21,up,38,7,10832,10815,10828,17,up,33,7,10854,10842,10842,12,up,19,7,10882,10872,10874,10,up,13,0,10873,10863,10864,10,down,3,9,10904,10888,10890,16,up,29,12,10907,10900,10907,7,up,46,5,10879,10871,10876,8,down,15,4
292K,USD,2016-01-08 08:30:00,203K,better,High,Non-Farm Employment Change,252K,better,1,2016-01-08 13:30:00+00:00,-43.84,2016,1,1,Friday,10860,10866,10856,10861,10860,10803,10816,57,down,45,44,10834,10813,10823,21,up,38,7,10832,10815,10828,17,up,33,7,10854,10842,10842,12,up,19,7,10882,10872,10874,10,up,13,0,10873,10863,10864,10,down,3,9,10904,10888,10890,16,up,29,12,10907,10900,10907,7,up,46,5,10879,10871,10876,8,down,15,4
5.0%,USD,2016-01-08 08:30:00,5.0%,accurate,High,Unemployment Rate,5.0%,accurate,1,2016-01-08 13:30:00+00:00,0.0,2016,1,1,Friday,10860,10866,10856,10861,10860,10803,10816,57,down,45,44,10834,10813,10823,21,up,38,7,10832,10815,10828,17,up,33,7,10854,10842,10842,12,up,19,7,10882,10872,10874,10,up,13,0,10873,10863,10864,10,down,3,9,10904,10888,10890,16,up,29,12,10907,10900,10907,7,up,46,5,10879,10871,10876,8,down,15,4
-0.3%,USD,2016-01-08 10:00:00,0.0%,better,Low,Final Wholesale Inventories m/m,-0.3%,better,1,2016-01-08 15:00:00+00:00,-300.0,2016,1,1,Friday,10873,10873,10863,10864,10893,10864,10891,29,up,27,27,10896,10884,10893,12,up,29,1,10898,10882,10895,16,up,31,2,10904,10888,10890,16,down,26,12,10909,10894,10909,15,up,45,3,10907,10900,10907,7,down,43,5,10895,10885,10885,10,down,21,5,10890,10884,10888,6,up,24,3,10898,10894,10897,4,up,33,3
14.0B,USD,2016-01-08 15:00:00,18.7B,worse,Low,Consumer Credit m/m,15.6B,worse,1,2016-01-08 20:00:00+00:00,25.13,2016,1,1,Friday,10904,10905,10902,10902,10904,10901,10904,3,up,2,2,10910,10903,10909,7,up,7,5,10911,10906,10910,5,up,8,2,10912,10910,10911,2,up,9,0,10921,10916,10919,5,up,17,2,10923,10921,10923,2,up,21,2,10927,10923,10923,4,down,21,3,10923,10923,10923,0,down,21,0,10923,10923,10923,0,down,21,0
95.2,USD,2016-01-12 06:00:00,95.4,accurate,Low,NFIB Small Business Index,94.8,accurate,2,2016-01-12 11:00:00+00:00,0.21,2016,1,1,Tuesday,10849,10849,10844,10848,10850,10844,10850,6,up,2,2,10857,10850,10856,7,up,8,6,10859,10856,10858,3,up,10,2,10857,10851,10852,6,down,4,4,10859,10855,10855,4,up,7,2,10855,10850,10853,5,down,5,2,10845,10840,10843,5,down,5,1,10856,10850,10852,6,up,4,1,10852,10846,10848,6,down,0,2
5.43M,USD,2016-01-12 10:00:00,5.41M,accurate,Medium,JOLTS Job Openings,5.35M,accurate,2,2016-01-12 15:00:00+00:00,-0.37,2016,1,1,Tuesday,10850,10852,10846,10848,10848,10843,10844,5,down,4,4,10845,10835,10844,10,down,4,0,10850,10841,10849,9,up,1,5,10853,10846,10847,7,down,1,4,10832,10821,10824,11,down,24,8,10842,10834,10836,8,up,12,1,10839,10833,10835,6,down,13,0,10842,10836,10839,6,up,9,3,10853,10848,10851,5,up,3,2
47.3,USD,2016-01-12 10:00:00,47.6,accurate,Low,IBD/TIPP Economic Optimism,47.2,accurate,2,2016-01-12 15:00:00+00:00,0.63,2016,1,1,Tuesday,10850,10852,10846,10848,10848,10843,10844,5,down,4,4,10845,10835,10844,10,down,4,0,10850,10841,10849,9,up,1,5,10853,10846,10847,7,down,1,4,10832,10821,10824,11,down,24,8,10842,10834,10836,8,up,12,1,10839,10833,10835,6,down,13,0,10842,10836,10839,6,up,9,3,10853,10848,10851,5,up,3,2
0.2M,USD,2016-01-13 10:30:00,1.9M,accurate,High,Crude Oil Inventories,-5.1M,accurate,2,2016-01-13 15:30:00+00:00,89.47,2016,1,1,Wednesday,10851,10866,10850,10864,10882,10864,10879,18,up,15,14,10880,10870,10876,10,down,12,3,10881,10870,10876,11,down,12,0,10866,10844,10845,22,down,19,16,10859,10854,10855,5,up,9,2,10863,10857,10862,6,up,2,5,10849,10845,10847,4,down,17,1,10852,10850,10850,2,up,14,0,10872,10868,10870,4,up,6,1
-14.4B,USD,2016-01-13 14:00:00,-2.7B,worse,Low,Federal Budget Balance,-64.6B,accurate,2,2016-01-13 19:00:00+00:00,433.33,2016,1,1,Wednesday,10856,10859,10854,10857,10858,10850,10856,8,down,1,1,10861,10853,10860,8,up,3,4,10866,10856,10865,10,up,8,5,10872,10868,10870,4,up,13,1,10878,10870,10877,8,up,20,4,10878,10871,10876,7,down,19,0,10883,10876,10883,7,up,26,6,10877,10873,10877,4,down,20,3,10882,10881,10882,1,up,25,1
284K,USD,2016-01-14 08:30:00,275K,worse,High,Unemployment Claims,277K,accurate,2,2016-01-14 13:30:00+00:00,-3.27,2016,1,1,Thursday,10890,10893,10887,10890,10896,10885,10888,11,down,2,3,10902,10888,10896,14,up,6,7,10896,10883,10889,13,down,1,7,10897,10892,10895,5,up,5,0,10898,10889,10898,9,up,8,9,10918,10903,10912,15,up,22,6,10887,10881,10881,6,down,9,3,10857,10851,10853,6,down,37,2,10869,10864,10867,5,up,23,3
-1.2%,USD,2016-01-14 08:30:00,-1.4%,better,Medium,Import Prices m/m,-0.5%,accurate,2,2016-01-14 13:30:00+00:00,-14.29,2016,1,1,Thursday,10890,10893,10887,10890,10896,10885,10888,11,down,2,3,10902,10888,10896,14,up,6,7,10896,10883,10889,13,down,1,7,10897,10892,10895,5,up,5,0,10898,10889,10898,9,up,8,9,10918,10903,10912,15,up,22,6,10887,10881,10881,6,down,9,3,10857,10851,10853,6,down,37,2,10869,10864,10867,5,up,23,3
-168B,USD,2016-01-14 10:30:00,-152B,accurate,Low,Natural Gas Storage,-113B,accurate,2,2016-01-14 15:30:00+00:00,10.53,2016,1,1,Thursday,10884,10887,10881,10881,10883,10871,10872,12,down,9,9,10872,10862,10869,10,down,12,3,10871,10856,10857,15,down,24,12,10846,10836,10840,10,down,41,4,10857,10851,10853,6,up,28,2,10862,10857,10862,5,up,19,4,10869,10864,10867,5,up,14,3,10855,10851,10852,4,down,29,1,10860,10855,10858,5,up,23,1
-0.1%,USD,2016-01-15 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.3%,worse,2,2016-01-15 13:30:00+00:00,150.0,2016,1,1,Friday,10923,10925,10919,10920,10946,10920,10937,26,up,17,17,10957,10934,10953,23,up,33,16,10961,10950,10954,11,up,34,1,10969,10953,10957,16,up,37,9,10970,10959,10968,11,up,48,9,10960,10951,10960,9,down,40,9,10950,10942,10945,8,down,25,3,10951,10942,10945,9,down,25,6,10983,10972,10977,11,up,57,4
-0.2%,USD,2016-01-15 08:30:00,-0.2%,accurate,High,PPI m/m,0.3%,accurate,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday,10923,10925,10919,10920,10946,10920,10937,26,up,17,17,10957,10934,10953,23,up,33,16,10961,10950,10954,11,up,34,1,10969,10953,10957,16,up,37,9,10970,10959,10968,11,up,48,9,10960,10951,10960,9,down,40,9,10950,10942,10945,8,down,25,3,10951,10942,10945,9,down,25,6,10983,10972,10977,11,up,57,4
-0.1%,USD,2016-01-15 08:30:00,-0.1%,accurate,High,Retail Sales m/m,0.4%,better,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday,10923,10925,10919,10920,10946,10920,10937,26,up,17,17,10957,10934,10953,23,up,33,16,10961,10950,10954,11,up,34,1,10969,10953,10957,16,up,37,9,10970,10959,10968,11,up,48,9,10960,10951,10960,9,down,40,9,10950,10942,10945,8,down,25,3,10951,10942,10945,9,down,25,6,10983,10972,10977,11,up,57,4
0.1%,USD,2016-01-15 08:30:00,0.1%,accurate,Medium,Core PPI m/m,0.3%,accurate,2,2016-01-15 13:30:00+00:00,0.0,2016,1,1,Friday,10923,10925,10919,10920,10946,10920,10937,26,up,17,17,10957,10934,10953,23,up,33,16,10961,10950,10954,11,up,34,1,10969,10953,10957,16,up,37,9,10970,10959,10968,11,up,48,9,10960,10951,10960,9,down,40,9,10950,10942,10945,8,down,25,3,10951,10942,10945,9,down,25,6,10983,10972,10977,11,up,57,4
-19.4,USD,2016-01-15 08:30:00,-4.1,worse,Medium,Empire State Manufacturing Index,-4.6,accurate,2,2016-01-15 13:30:00+00:00,373.17,2016,1,1,Friday,10923,10925,10919,10920,10946,10920,10937,26,up,17,17,10957,10934,10953,23,up,33,16,10961,10950,10954,11,up,34,1,10969,10953,10957,16,up,37,9,10970,10959,10968,11,up,48,9,10960,10951,10960,9,down,40,9,10950,10942,10945,8,down,25,3,10951,10942,10945,9,down,25,6,10983,10972,10977,11,up,57,4
76.5%,USD,2016-01-15 09:15:00,76.8%,worse,Medium,Capacity Utilization Rate,76.9%,accurate,2,2016-01-15 14:15:00+00:00,0.39,2016,1,1,Friday,10941,10949,10940,10941,10962,10942,10962,20,up,21,20,10964,10952,10959,12,down,18,3,10970,10959,10968,11,up,27,9,10953,10940,10940,13,down,1,4,10963,10946,10959,17,up,18,10,10956,10941,10955,15,down,14,14,10957,10951,10952,6,down,11,0,10980,10973,10978,7,up,37,2,10956,10949,10955,7,down,14,3
-0.4%,USD,2016-01-15 09:15:00,-0.2%,worse,Medium,Industrial Production m/m,-0.9%,worse,2,2016-01-15 14:15:00+00:00,100.0,2016,1,1,Friday,10941,10949,10940,10941,10962,10942,10962,20,up,21,20,10964,10952,10959,12,down,18,3,10970,10959,10968,11,up,27,9,10953,10940,10940,13,down,1,4,10963,10946,10959,17,up,18,10,10956,10941,10955,15,down,14,14,10957,10951,10952,6,down,11,0,10980,10973,10978,7,up,37,2,10956,10949,10955,7,down,14,3
93.3,USD,2016-01-15 10:00:00,92.7,better,High,Prelim UoM Consumer Sentiment,92.6,better,2,2016-01-15 15:00:00+00:00,-0.65,2016,1,1,Friday,10951,10960,10951,10960,10965,10953,10960,12,down,0,2,10961,10947,10949,14,down,11,11,10963,10946,10959,17,up,1,10,10950,10942,10945,8,down,15,3,10958,10947,10951,11,up,9,5,10951,10942,10945,9,down,15,6,10968,10959,10964,9,up,4,4,10957,10944,10951,13,down,9,6,10953,10949,10949,4,down,11,0
-0.2%,USD,2016-01-15 10:00:00,0.0%,better,Low,Business Inventories m/m,-0.1%,better,2,2016-01-15 15:00:00+00:00,-200.0,2016,1,1,Friday,10951,10960,10951,10960,10965,10953,10960,12,down,0,2,10961,10947,10949,14,down,11,11,10963,10946,10959,17,up,1,10,10950,10942,10945,8,down,15,3,10958,10947,10951,11,up,9,5,10951,10942,10945,9,down,15,6,10968,10959,10964,9,up,4,4,10957,10944,10951,13,down,9,6,10953,10949,10949,4,down,11,0
60,USD,2016-01-19 10:00:00,61,worse,Low,NAHB Housing Market Index,60,worse,3,2016-01-19 15:00:00+00:00,1.64,2016,1,1,Tuesday,10898,10900,10891,10891,10904,10891,10899,13,up,8,8,10899,10891,10896,8,down,5,3,10901,10893,10900,8,up,9,4,10901,10895,10896,6,down,5,4,10908,10896,10898,12,up,7,6,10904,10898,10901,6,up,10,3,10906,10899,10904,7,up,13,1,10927,10923,10927,4,up,36,2,10929,10924,10925,5,down,34,4
31.4B,USD,2016-01-19 16:00:00,24.3B,better,Low,TIC Long-Term Purchases,-17.7B,accurate,3,2016-01-19 21:00:00+00:00,-29.22,2016,1,1,Tuesday,10910,10913,10908,10910,10912,10909,10909,3,down,1,1,10911,10909,10911,2,up,1,2,10912,10911,10912,1,up,2,1,10917,10915,10916,2,up,6,0,10908,10906,10907,2,down,3,0,10908,10906,10907,2,down,3,1,10914,10911,10914,3,up,4,3,10911,10907,10911,4,down,1,4,10922,10920,10921,2,up,11,0
1.23M,USD,2016-01-20 08:30:00,1.20M,better,High,Building Permits,1.28M,accurate,3,2016-01-20 13:30:00+00:00,-2.5,2016,1,1,Wednesday,10898,10904,10897,10899,10914,10892,10909,22,up,10,10,10919,10908,10913,11,up,14,4,10916,10909,10914,7,up,15,1,10920,10913,10918,7,up,19,3,10923,10911,10913,12,down,14,10,10913,10907,10909,6,down,10,0,10915,10905,10915,10,up,16,7,10907,10903,10905,4,down,6,1,10932,10923,10932,9,up,33,8
-0.1%,USD,2016-01-20 08:30:00,0.0%,worse,High,CPI m/m,0.0%,accurate,3,2016-01-20 13:30:00+00:00,-100.0,2016,1,1,Wednesday,10898,10904,10897,10899,10914,10892,10909,22,up,10,10,10919,10908,10913,11,up,14,4,10916,10909,10914,7,up,15,1,10920,10913,10918,7,up,19,3,10923,10911,10913,12,down,14,10,10913,10907,10909,6,down,10,0,10915,10905,10915,10,up,16,7,10907,10903,10905,4,down,6,1,10932,10923,10932,9,up,33,8
0.1%,USD,2016-01-20 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,3,2016-01-20 13:30:00+00:00,50.0,2016,1,1,Wednesday,10898,10904,10897,10899,10914,10892,10909,22,up,10,10,10919,10908,10913,11,up,14,4,10916,10909,10914,7,up,15,1,10920,10913,10918,7,up,19,3,10923,10911,10913,12,down,14,10,10913,10907,10909,6,down,10,0,10915,10905,10915,10,up,16,7,10907,10903,10905,4,down,6,1,10932,10923,10932,9,up,33,8
1.15M,USD,2016-01-20 08:30:00,1.19M,worse,Medium,Housing Starts,1.18M,accurate,3,2016-01-20 13:30:00+00:00,3.36,2016,1,1,Wednesday,10898,10904,10897,10899,10914,10892,10909,22,up,10,10,10919,10908,10913,11,up,14,4,10916,10909,10914,7,up,15,1,10920,10913,10918,7,up,19,3,10923,10911,10913,12,down,14,10,10913,10907,10909,6,down,10,0,10915,10905,10915,10,up,16,7,10907,10903,10905,4,down,6,1,10932,10923,10932,9,up,33,8
-3.5,USD,2016-01-21 08:30:00,-5.8,better,High,Philly Fed Manufacturing Index,-5.9,accurate,3,2016-01-21 13:30:00+00:00,-39.66,2016,1,1,Thursday,10892,10897,10887,10887,10921,10821,10822,100,down,65,65,10824,10779,10796,45,down,91,25,10815,10791,10812,24,up,75,17,10796,10778,10791,18,down,96,1,10826,10808,10825,18,up,62,14,10840,10832,10836,8,up,51,0,10826,10815,10817,11,down,70,7,10836,10829,10829,7,up,58,4,10843,10832,10832,11,up,55,10
293K,USD,2016-01-21 08:30:00,279K,worse,High,Unemployment Claims,283K,accurate,3,2016-01-21 13:30:00+00:00,-5.02,2016,1,1,Thursday,10892,10897,10887,10887,10921,10821,10822,100,down,65,65,10824,10779,10796,45,down,91,25,10815,10791,10812,24,up,75,17,10796,10778,10791,18,down,96,1,10826,10808,10825,18,up,62,14,10840,10832,10836,8,up,51,0,10826,10815,10817,11,down,70,7,10836,10829,10829,7,up,58,4,10843,10832,10832,11,up,55,10
-178B,USD,2016-01-21 10:30:00,-180B,accurate,Low,Natural Gas Storage,-168B,accurate,3,2016-01-21 15:30:00+00:00,-1.11,2016,1,1,Thursday,10824,10826,10815,10817,10821,10813,10813,8,down,4,4,10817,10811,10813,6,down,4,0,10813,10806,10808,7,down,9,5,10826,10812,10825,14,up,8,11,10836,10829,10829,7,up,12,4,10836,10830,10832,6,up,15,1,10843,10832,10832,11,down,15,10,10846,10841,10845,5,up,28,3,10892,10883,10883,9,up,66,4
4.0M,USD,2016-01-21 11:00:00,3.3M,accurate,High,Crude Oil Inventories,0.2M,accurate,3,2016-01-21 16:00:00+00:00,-21.21,2016,1,1,Thursday,10814,10826,10812,10825,10827,10815,10818,12,down,7,7,10826,10816,10822,10,up,3,5,10839,10821,10831,18,up,6,9,10836,10829,10829,7,down,4,4,10836,10830,10832,6,up,7,1,10843,10832,10832,11,down,7,10,10848,10838,10844,10,up,19,6,10887,10880,10884,7,up,59,1,10886,10877,10878,9,down,53,6
52.7,USD,2016-01-22 09:45:00,51.5,better,Low,Flash Manufacturing PMI,51.2,accurate,3,2016-01-22 14:45:00+00:00,-2.33,2016,1,1,Friday,10821,10824,10820,10820,10819,10808,10809,11,down,11,10,10818,10805,10811,13,up,9,2,10825,10810,10817,15,up,3,5,10820,10810,10810,10,down,10,9,10830,10815,10829,15,up,9,14,10833,10825,10827,8,down,7,4,10812,10806,10811,6,down,9,1,10815,10813,10813,2,up,7,1,10801,10799,10800,2,down,20,1
5.46M,USD,2016-01-22 10:00:00,5.21M,better,Medium,Existing Home Sales,4.76M,accurate,3,2016-01-22 15:00:00+00:00,-4.8,2016,1,1,Friday,10812,10825,10810,10817,10820,10804,10808,16,down,9,10,10823,10807,10819,16,up,2,11,10820,10810,10810,10,down,7,9,10813,10805,10811,8,up,6,2,10837,10824,10824,13,up,7,12,10816,10807,10807,9,down,10,7,10820,10813,10813,7,up,4,4,10814,10811,10813,3,down,4,2,10798,10796,10797,2,down,20,1
-0.2%,USD,2016-01-22 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,0.5%,better,3,2016-01-22 15:00:00+00:00,100.0,2016,1,1,Friday,10812,10825,10810,10817,10820,10804,10808,16,down,9,10,10823,10807,10819,16,up,2,11,10820,10810,10810,10,down,7,9,10813,10805,10811,8,up,6,2,10837,10824,10824,13,up,7,12,10816,10807,10807,9,down,10,7,10820,10813,10813,7,up,4,4,10814,10811,10813,3,down,4,2,10798,10796,10797,2,down,20,1
0.5%,USD,2016-01-26 09:00:00,0.4%,better,Low,HPI m/m,0.5%,accurate,4,2016-01-26 14:00:00+00:00,-25.0,2016,1,1,Tuesday,10831,10833,10826,10826,10829,10822,10827,7,up,1,1,10827,10823,10825,4,down,1,2,10827,10824,10827,3,up,1,2,10835,10829,10835,6,up,9,6,10838,10835,10836,3,up,10,0,10838,10834,10836,4,down,10,1,10850,10842,10849,8,up,23,7,10846,10841,10845,5,down,19,4,10845,10840,10844,5,down,18,3
5.8%,USD,2016-01-26 09:00:00,5.7%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.5%,accurate,4,2016-01-26 14:00:00+00:00,-1.75,2016,1,1,Tuesday,10831,10833,10826,10826,10829,10822,10827,7,up,1,1,10827,10823,10825,4,down,1,2,10827,10824,10827,3,up,1,2,10835,10829,10835,6,up,9,6,10838,10835,10836,3,up,10,0,10838,10834,10836,4,down,10,1,10850,10842,10849,8,up,23,7,10846,10841,10845,5,down,19,4,10845,10840,10844,5,down,18,3
53.7,USD,2016-01-26 09:45:00,53.9,accurate,Low,Flash Services PMI,54.3,better,4,2016-01-26 14:45:00+00:00,0.37,2016,1,1,Tuesday,10839,10839,10828,10831,10837,10827,10836,10,up,5,5,10837,10831,10836,6,down,5,0,10838,10835,10836,3,down,5,0,10836,10831,10835,5,down,4,2,10844,10839,10842,5,up,11,2,10844,10837,10838,7,down,7,2,10855,10847,10849,8,up,18,6,10840,10837,10837,3,down,6,2,10845,10842,10845,3,up,14,2
98.1,USD,2016-01-26 10:00:00,96.6,better,High,CB Consumer Confidence,96.3,accurate,4,2016-01-26 15:00:00+00:00,-1.55,2016,1,1,Tuesday,10836,10838,10835,10836,10837,10830,10834,7,down,2,2,10840,10832,10833,8,down,3,1,10836,10831,10835,5,up,1,2,10838,10834,10836,4,up,0,1,10850,10842,10849,8,up,13,7,10852,10846,10851,6,up,15,5,10846,10841,10845,5,down,9,4,10845,10840,10844,5,down,8,3,10845,10840,10840,5,down,4,3
