actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
8.2%,USD,2010-04-05 10:00:00,-0.5%,better,High,Pending Home Sales m/m,-7.8%,worse,15,2010-04-05 14:00:00+00:00,-1740.0,2010,2,4,Monday,13518,13528,13515,13522,13526,13509,13518,17,down,4,5,13520,13509,13515,11,down,7,1,13517,13507,13511,10,down,11,3,13522,13510,13514,12,up,8,5,13514,13502,13503,12,down,19,10,13491,13480,13480,11,down,42,9,13490,13478,13484,12,up,38,4,13509,13495,13506,14,up,16,7,13486,13478,13485,8,down,37,2
2.0M,USD,2010-04-07 10:30:00,1.0M,accurate,Medium,Crude Oil Inventories,2.9M,accurate,15,2010-04-07 14:30:00+00:00,-100.0,2010,2,4,Wednesday,13357,13367,13356,13359,13360,13350,13353,10,down,6,4,13359,13347,13352,12,down,7,1,13353,13337,13343,16,down,16,9,13351,13340,13342,11,down,17,6,13359,13347,13356,12,up,3,1,13365,13354,13362,11,up,3,3,13357,13348,13351,9,down,8,3,13370,13360,13366,10,up,7,3,13371,13363,13367,8,up,8,2
-11.5B,USD,2010-04-07 15:00:00,-0.1B,worse,Low,Consumer Credit m/m,10.6B,better,15,2010-04-07 19:00:00+00:00,11400.0,2010,2,4,Wednesday,13374,13377,13366,13369,13374,13365,13369,9,down,0,3,13371,13360,13363,11,down,6,7,13363,13353,13356,10,down,13,5,13359,13352,13355,7,down,14,2,13355,13348,13352,7,down,17,1,13354,13346,13349,8,down,20,1,13346,13337,13342,9,down,27,1,13342,13334,13339,8,down,30,5,13350,13340,13343,10,up,26,1
460K,USD,2010-04-08 08:30:00,434K,worse,High,Unemployment Claims,442K,accurate,15,2010-04-08 12:30:00+00:00,-5.99,2010,2,4,Thursday,13301,13310,13300,13305,13311,13300,13303,11,down,2,1,13316,13303,13310,13,up,5,6,13311,13301,13307,10,down,2,2,13328,13313,13325,15,up,20,9,13319,13304,13311,15,down,6,1,13339,13326,13332,13,up,27,4,13339,13330,13337,9,up,32,1,13349,13340,13348,9,up,43,3,13357,13345,13350,12,up,45,4
31B,USD,2010-04-08 10:30:00,29B,accurate,Low,Natural Gas Storage,12B,accurate,15,2010-04-08 14:30:00+00:00,-6.9,2010,2,4,Thursday,13336,13339,13330,13337,13351,13335,13346,16,up,9,10,13350,13339,13342,11,down,5,5,13347,13337,13344,10,up,7,0,13365,13353,13355,12,up,18,5,13349,13340,13348,9,down,11,3,13363,13350,13359,13,up,22,1,13357,13345,13350,12,down,13,4,13346,13340,13343,6,down,6,1,13351,13343,13351,8,up,14,7
0.6%,USD,2010-04-09 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.1%,worse,15,2010-04-09 14:00:00+00:00,-50.0,2010,2,4,Friday,13433,13443,13425,13436,13452,13436,13440,16,up,4,3,13467,13439,13464,28,up,28,23,13472,13457,13459,15,down,23,7,13458,13413,13437,45,down,1,18,13454,13433,13443,21,up,7,8,13489,13473,13480,16,up,44,6,13473,13460,13465,13,down,29,4,13470,13461,13463,9,down,27,2,13472,13464,13465,8,up,29,3
-65.4B,USD,2010-04-12 14:00:00,-64.0B,accurate,Medium,Federal Budget Balance,-220.9B,accurate,16,2010-04-12 18:00:00+00:00,2.19,2010,2,4,Monday,13580,13582,13575,13579,13582,13575,13579,7,down,0,1,13583,13575,13578,8,down,1,1,13584,13576,13583,8,up,4,5,13587,13581,13583,6,down,4,1,13594,13582,13585,12,up,6,8,13581,13576,13581,5,down,2,2,13584,13579,13582,5,up,3,2,13593,13585,13588,8,up,9,0,13588,13580,13585,8,down,6,2
-39.7B,USD,2010-04-13 08:30:00,-38.5B,worse,High,Trade Balance,-37.0B,accurate,16,2010-04-13 12:30:00+00:00,3.12,2010,2,4,Tuesday,13585,13590,13580,13586,13599,13584,13594,15,up,8,9,13595,13586,13595,9,up,9,1,13602,13588,13600,14,up,14,7,13617,13604,13612,13,up,26,7,13614,13603,13610,11,down,24,5,13594,13574,13575,20,down,11,14,13570,13554,13563,16,down,23,5,13570,13560,13566,10,up,20,0,13585,13573,13577,12,up,9,6
0.7%,USD,2010-04-13 08:30:00,0.9%,worse,Medium,Import Prices m/m,-0.2%,accurate,16,2010-04-13 12:30:00+00:00,22.22,2010,2,4,Tuesday,13585,13590,13580,13586,13599,13584,13594,15,up,8,9,13595,13586,13595,9,up,9,1,13602,13588,13600,14,up,14,7,13617,13604,13612,13,up,26,7,13614,13603,13610,11,down,24,5,13594,13574,13575,20,down,11,14,13570,13554,13563,16,down,23,5,13570,13560,13566,10,up,20,0,13585,13573,13577,12,up,9,6
48.4,USD,2010-04-13 10:00:00,47.8,better,Low,IBD/TIPP Economic Optimism,45.4,accurate,16,2010-04-13 14:00:00+00:00,-1.26,2010,2,4,Tuesday,13589,13594,13574,13575,13579,13567,13575,12,down,0,1,13583,13568,13580,15,up,5,5,13582,13570,13574,12,down,1,7,13570,13554,13563,16,down,12,5,13565,13554,13561,11,down,14,1,13570,13560,13566,10,up,9,0,13583,13572,13581,11,up,6,5,13587,13577,13582,10,up,7,3,13590,13584,13589,6,up,14,2
0.0%,USD,2010-04-14 08:30:00,0.1%,worse,High,Core CPI m/m,0.1%,accurate,16,2010-04-14 12:30:00+00:00,100.0,2010,2,4,Wednesday,13618,13621,13614,13614,13619,13593,13606,26,down,8,7,13616,13603,13613,13,up,1,8,13630,13613,13629,17,up,15,13,13637,13626,13634,11,up,20,3,13633,13623,13624,10,down,10,7,13624,13607,13622,17,down,8,13,13632,13606,13625,26,up,11,13,13671,13650,13670,21,up,56,19,13666,13657,13664,9,down,50,5
0.6%,USD,2010-04-14 08:30:00,0.5%,better,High,Core Retail Sales m/m,1.0%,better,16,2010-04-14 12:30:00+00:00,-20.0,2010,2,4,Wednesday,13618,13621,13614,13614,13619,13593,13606,26,down,8,7,13616,13603,13613,13,up,1,8,13630,13613,13629,17,up,15,13,13637,13626,13634,11,up,20,3,13633,13623,13624,10,down,10,7,13624,13607,13622,17,down,8,13,13632,13606,13625,26,up,11,13,13671,13650,13670,21,up,56,19,13666,13657,13664,9,down,50,5
1.6%,USD,2010-04-14 08:30:00,1.1%,better,High,Retail Sales m/m,0.5%,better,16,2010-04-14 12:30:00+00:00,-45.45,2010,2,4,Wednesday,13618,13621,13614,13614,13619,13593,13606,26,down,8,7,13616,13603,13613,13,up,1,8,13630,13613,13629,17,up,15,13,13637,13626,13634,11,up,20,3,13633,13623,13624,10,down,10,7,13624,13607,13622,17,down,8,13,13632,13606,13625,26,up,11,13,13671,13650,13670,21,up,56,19,13666,13657,13664,9,down,50,5
0.1%,USD,2010-04-14 08:30:00,0.1%,accurate,Medium,CPI m/m,0.0%,accurate,16,2010-04-14 12:30:00+00:00,0.0,2010,2,4,Wednesday,13618,13621,13614,13614,13619,13593,13606,26,down,8,7,13616,13603,13613,13,up,1,8,13630,13613,13629,17,up,15,13,13637,13626,13634,11,up,20,3,13633,13623,13624,10,down,10,7,13624,13607,13622,17,down,8,13,13632,13606,13625,26,up,11,13,13671,13650,13670,21,up,56,19,13666,13657,13664,9,down,50,5
