actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
-47B,USD,2009-01-08 10:30:00,-78B,accurate,Low,Natural Gas Storage,-143B,accurate,2,2009-01-08 15:30:00+00:00,-39.74,2009,1,1,Thursday,13731,13741,13725,13736,13739,13723,13734,16,down,2,2,13744,13728,13743,16,up,7,9,13762,13743,13748,19,up,12,5,13727,13713,13719,14,down,17,2,13753,13725,13730,28,up,6,18,13717,13693,13710,24,down,26,10,13719,13702,13706,17,down,30,13,13696,13689,13695,7,down,41,6,13716,13707,13707,9,up,29,6
-7.9B,USD,2009-01-08 15:00:00,0.0B,worse,Low,Consumer Credit m/m,-2.8B,better,2,2009-01-08 20:00:00+00:00,-790.0,2009,1,1,Thursday,13729,13739,13723,13723,13725,13714,13725,11,up,2,1,13731,13722,13723,9,down,0,2,13723,13716,13717,7,down,6,6,13716,13706,13707,10,down,16,5,13727,13719,13725,8,up,2,5,13720,13711,13712,9,down,11,7,13707,13699,13701,8,down,22,2,13707,13703,13704,4,up,19,0,13700,13695,13696,5,down,27,0
-524K,USD,2009-01-09 08:30:00,-520K,accurate,High,Non-Farm Employment Change,-584K,worse,2,2009-01-09 13:30:00+00:00,0.77,2009,1,1,Friday,13691,13704,13686,13690,13712,13683,13694,29,up,4,0,13720,13689,13708,31,up,18,13,13716,13658,13658,58,down,32,50,13635,13611,13612,24,down,78,7,13572,13515,13537,57,down,153,33,13520,13503,13517,17,down,173,2,13525,13509,13517,16,down,173,8,13530,13506,13508,24,down,182,18,13502,13468,13468,34,down,222,31
7.2%,USD,2009-01-09 08:30:00,7.0%,worse,High,Unemployment Rate,6.7%,accurate,2,2009-01-09 13:30:00+00:00,-2.86,2009,1,1,Friday,13691,13704,13686,13690,13712,13683,13694,29,up,4,0,13720,13689,13708,31,up,18,13,13716,13658,13658,58,down,32,50,13635,13611,13612,24,down,78,7,13572,13515,13537,57,down,153,33,13520,13503,13517,17,down,173,2,13525,13509,13517,16,down,173,8,13530,13506,13508,24,down,182,18,13502,13468,13468,34,down,222,31
0.3%,USD,2009-01-09 08:30:00,0.2%,better,Medium,Average Hourly Earnings m/m,0.4%,accurate,2,2009-01-09 13:30:00+00:00,-50.0,2009,1,1,Friday,13691,13704,13686,13690,13712,13683,13694,29,up,4,0,13720,13689,13708,31,up,18,13,13716,13658,13658,58,down,32,50,13635,13611,13612,24,down,78,7,13572,13515,13537,57,down,153,33,13520,13503,13517,17,down,173,2,13525,13509,13517,16,down,173,8,13530,13506,13508,24,down,182,18,13502,13468,13468,34,down,222,31
-0.6%,USD,2009-01-09 10:00:00,-0.8%,worse,Low,Final Wholesale Inventories m/m,-1.2%,better,2,2009-01-09 15:00:00+00:00,-25.0,2009,1,1,Friday,13515,13520,13503,13517,13522,13504,13522,18,up,5,4,13526,13512,13518,14,down,1,5,13533,13513,13526,20,up,9,7,13525,13509,13517,16,down,0,8,13513,13501,13509,12,down,8,8,13530,13506,13508,24,down,9,18,13493,13475,13493,18,down,24,3,13480,13466,13474,14,down,43,2,13454,13449,13452,5,down,65,2
-40.4B,USD,2009-01-13 08:30:00,-51.4B,better,High,Trade Balance,-56.7B,accurate,3,2009-01-13 13:30:00+00:00,-21.4,2009,1,1,Tuesday,13253,13271,13241,13258,13260,13230,13260,30,up,2,1,13281,13257,13270,24,up,12,11,13291,13233,13245,58,down,13,26,13224,13198,13207,26,down,51,8,13222,13196,13219,26,up,39,6,13244,13223,13225,21,up,33,17,13232,13219,13228,13,up,30,9,13203,13183,13201,20,down,57,18,13197,13187,13193,10,down,65,5
45.4,USD,2009-01-13 10:00:00,43.5,better,Low,IBD/TIPP Economic Optimism,45.0,accurate,3,2009-01-13 15:00:00+00:00,-4.37,2009,1,1,Tuesday,13242,13244,13223,13225,13234,13217,13222,17,down,3,3,13238,13221,13224,17,up,1,2,13237,13219,13231,18,up,6,7,13232,13219,13228,13,down,3,9,13196,13168,13175,28,down,50,20,13203,13183,13201,20,up,24,18,13207,13189,13196,18,down,29,8,13209,13200,13201,9,up,24,6,13189,13167,13167,22,down,58,17
-83.6B,USD,2009-01-13 14:00:00,-82.0B,accurate,Medium,Federal Budget Balance,-164.4B,accurate,3,2009-01-13 19:00:00+00:00,1.95,2009,1,1,Tuesday,13184,13189,13167,13167,13166,13140,13148,26,down,19,18,13170,13147,13166,23,up,1,18,13169,13151,13153,18,down,14,14,13183,13169,13178,14,up,11,9,13191,13175,13175,16,down,8,9,13179,13173,13178,6,up,11,2,13197,13180,13187,17,up,20,9,13192,13180,13180,12,down,13,12,13182,13178,13180,4,down,13,1
-3.1%,USD,2009-01-14 08:30:00,-1.3%,worse,High,Core Retail Sales m/m,-2.5%,worse,3,2009-01-14 13:30:00+00:00,138.46,2009,1,1,Wednesday,13179,13179,13163,13173,13202,13172,13182,30,up,9,9,13183,13103,13115,80,down,58,67,13130,13102,13127,28,up,46,12,13130,13095,13098,35,down,75,31,13119,13098,13114,21,up,59,1,13118,13105,13117,13,up,56,11,13150,13139,13143,11,up,30,6,13164,13145,13158,19,up,15,5,13169,13162,13167,7,up,6,2
-2.7%,USD,2009-01-14 08:30:00,-1.2%,worse,High,Retail Sales m/m,-2.1%,worse,3,2009-01-14 13:30:00+00:00,125.0,2009,1,1,Wednesday,13179,13179,13163,13173,13202,13172,13182,30,up,9,9,13183,13103,13115,80,down,58,67,13130,13102,13127,28,up,46,12,13130,13095,13098,35,down,75,31,13119,13098,13114,21,up,59,1,13118,13105,13117,13,up,56,11,13150,13139,13143,11,up,30,6,13164,13145,13158,19,up,15,5,13169,13162,13167,7,up,6,2
-4.2%,USD,2009-01-14 08:30:00,-5.4%,better,Medium,Import Prices m/m,-7.0%,worse,3,2009-01-14 13:30:00+00:00,-22.22,2009,1,1,Wednesday,13179,13179,13163,13173,13202,13172,13182,30,up,9,9,13183,13103,13115,80,down,58,67,13130,13102,13127,28,up,46,12,13130,13095,13098,35,down,75,31,13119,13098,13114,21,up,59,1,13118,13105,13117,13,up,56,11,13150,13139,13143,11,up,30,6,13164,13145,13158,19,up,15,5,13169,13162,13167,7,up,6,2
-0.7%,USD,2009-01-14 10:00:00,-0.5%,better,Medium,Business Inventories m/m,-0.6%,accurate,3,2009-01-14 15:00:00+00:00,40.0,2009,1,1,Wednesday,13106,13118,13105,13117,13143,13114,13143,29,up,26,26,13148,13130,13139,18,down,22,4,13139,13130,13130,9,down,13,9,13150,13139,13143,11,up,26,6,13175,13159,13163,16,up,46,3,13164,13145,13158,19,down,41,5,13184,13169,13175,15,up,58,3,13176,13163,13172,13,down,55,9,13167,13161,13162,6,down,45,1
1.2M,USD,2009-01-14 10:30:00,2.1M,accurate,Medium,Crude Oil Inventories,6.7M,accurate,3,2009-01-14 15:30:00+00:00,42.86,2009,1,1,Wednesday,13149,13150,13139,13143,13143,13133,13137,10,down,6,6,13154,13135,13152,19,up,9,15,13169,13149,13164,20,up,21,12,13175,13159,13163,16,down,20,3,13164,13145,13158,19,down,15,5,13184,13169,13175,15,up,32,3,13169,13162,13167,7,down,24,2,13172,13161,13163,11,down,20,2,13178,13173,13174,5,up,31,2
-1.9%,USD,2009-01-15 08:30:00,-2.0%,better,High,PPI m/m,-2.2%,accurate,3,2009-01-15 13:30:00+00:00,-5.0,2009,1,1,Thursday,13107,13123,13103,13116,13124,13107,13111,17,down,5,5,13119,13102,13110,17,down,6,1,13163,13100,13151,63,up,35,40,13200,13147,13173,53,up,57,26,13169,13136,13156,33,down,40,2,13112,13070,13071,42,down,45,26,13081,13047,13055,34,down,61,25,13088,13071,13075,17,up,41,1,13080,13076,13078,4,up,38,1
524K,USD,2009-01-15 08:30:00,512K,worse,High,Unemployment Claims,470K,accurate,3,2009-01-15 13:30:00+00:00,-2.34,2009,1,1,Thursday,13107,13123,13103,13116,13124,13107,13111,17,down,5,5,13119,13102,13110,17,down,6,1,13163,13100,13151,63,up,35,40,13200,13147,13173,53,up,57,26,13169,13136,13156,33,down,40,2,13112,13070,13071,42,down,45,26,13081,13047,13055,34,down,61,25,13088,13071,13075,17,up,41,1,13080,13076,13078,4,up,38,1
0.2%,USD,2009-01-15 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,3,2009-01-15 13:30:00+00:00,-100.0,2009,1,1,Thursday,13107,13123,13103,13116,13124,13107,13111,17,down,5,5,13119,13102,13110,17,down,6,1,13163,13100,13151,63,up,35,40,13200,13147,13173,53,up,57,26,13169,13136,13156,33,down,40,2,13112,13070,13071,42,down,45,26,13081,13047,13055,34,down,61,25,13088,13071,13075,17,up,41,1,13080,13076,13078,4,up,38,1
-22.2,USD,2009-01-15 08:30:00,-25.0,better,Medium,Empire State Manufacturing Index,-25.8,accurate,3,2009-01-15 13:30:00+00:00,-11.2,2009,1,1,Thursday,13107,13123,13103,13116,13124,13107,13111,17,down,5,5,13119,13102,13110,17,down,6,1,13163,13100,13151,63,up,35,40,13200,13147,13173,53,up,57,26,13169,13136,13156,33,down,40,2,13112,13070,13071,42,down,45,26,13081,13047,13055,34,down,61,25,13088,13071,13075,17,up,41,1,13080,13076,13078,4,up,38,1
-24.3,USD,2009-01-15 10:00:00,-35.0,better,Medium,Philly Fed Manufacturing Index,-32.9,accurate,3,2009-01-15 15:00:00+00:00,-30.57,2009,1,1,Thursday,13097,13112,13070,13071,13096,13067,13086,29,up,15,16,13114,13081,13108,33,up,37,22,13110,13088,13092,22,down,21,16,13081,13047,13055,34,down,16,25,13069,13050,13062,19,up,9,6,13088,13071,13075,17,up,4,1,13098,13089,13092,9,up,21,3,13072,13056,13059,16,down,12,11,13124,13111,13120,13,up,49,9
-94B,USD,2009-01-15 10:30:00,-105B,accurate,Low,Natural Gas Storage,-47B,accurate,3,2009-01-15 15:30:00+00:00,-10.48,2009,1,1,Thursday,13080,13081,13047,13055,13061,13025,13052,36,down,3,3,13060,13038,13057,22,up,2,5,13062,13046,13052,16,down,3,5,13069,13050,13062,19,up,7,6,13088,13071,13075,17,up,20,1,13098,13089,13092,9,up,37,3,13080,13076,13078,4,down,23,1,13078,13075,13076,3,down,21,0,13147,13135,13144,12,up,89,7
0.0%,USD,2009-01-16 08:30:00,0.1%,worse,High,Core CPI m/m,0.0%,accurate,3,2009-01-16 13:30:00+00:00,100.0,2009,1,1,Friday,13274,13279,13272,13275,13297,13273,13294,24,up,19,18,13297,13282,13283,15,down,8,12,13319,13283,13311,36,up,36,28,13317,13296,13312,21,up,37,16,13317,13300,13316,17,up,41,11,13283,13273,13280,10,down,5,1,13236,13214,13236,22,down,39,5,13276,13256,13273,20,up,2,16,13237,13220,13235,17,down,40,15
-0.7%,USD,2009-01-16 08:30:00,-0.8%,better,Medium,CPI m/m,-1.7%,accurate,3,2009-01-16 13:30:00+00:00,-12.5,2009,1,1,Friday,13274,13279,13272,13275,13297,13273,13294,24,up,19,18,13297,13282,13283,15,down,8,12,13319,13283,13311,36,up,36,28,13317,13296,13312,21,up,37,16,13317,13300,13316,17,up,41,11,13283,13273,13280,10,down,5,1,13236,13214,13236,22,down,39,5,13276,13256,13273,20,up,2,16,13237,13220,13235,17,down,40,15
-21.7B,USD,2009-01-16 09:00:00,11.0B,worse,High,TIC Long-Term Purchases,-0.4B,accurate,3,2009-01-16 14:00:00+00:00,297.27,2009,1,1,Friday,13296,13317,13296,13312,13337,13309,13315,28,up,3,3,13334,13313,13333,21,up,21,18,13342,13317,13317,25,down,5,16,13317,13300,13316,17,down,4,11,13283,13273,13280,10,down,32,1,13236,13214,13236,22,down,76,5,13254,13237,13251,17,up,61,7,13264,13238,13238,26,down,74,26,13252,13234,13235,18,down,77,17
73.6%,USD,2009-01-16 09:15:00,74.6%,worse,Medium,Capacity Utilization Rate,75.2%,worse,3,2009-01-16 14:15:00+00:00,1.34,2009,1,1,Friday,13333,13342,13317,13317,13327,13296,13304,31,down,13,13,13312,13296,13306,16,up,11,2,13317,13300,13316,17,up,1,11,13301,13273,13294,28,down,23,14,13259,13227,13239,32,down,78,19,13241,13233,13237,8,down,80,1,13269,13252,13257,17,up,60,12,13254,13239,13250,15,down,67,9,13257,13238,13254,19,up,63,16
-2.0%,USD,2009-01-16 09:15:00,-0.9%,worse,Medium,Industrial Production m/m,-1.3%,worse,3,2009-01-16 14:15:00+00:00,122.22,2009,1,1,Friday,13333,13342,13317,13317,13327,13296,13304,31,down,13,13,13312,13296,13306,16,up,11,2,13317,13300,13316,17,up,1,11,13301,13273,13294,28,down,23,14,13259,13227,13239,32,down,78,19,13241,13233,13237,8,down,80,1,13269,13252,13257,17,up,60,12,13254,13239,13250,15,down,67,9,13257,13238,13254,19,up,63,16
61.9,USD,2009-01-16 09:55:00,59.2,better,High,Prelim UoM Consumer Sentiment,60.1,better,3,2009-01-16 14:55:00+00:00,-4.56,2009,1,1,Friday,13305,13305,13277,13279,13283,13273,13280,10,up,1,1,13282,13266,13272,16,down,7,8,13272,13248,13257,24,down,22,14,13230,13210,13229,20,down,50,11,13255,13242,13244,13,up,35,1,13269,13255,13257,14,up,22,1,13267,13249,13264,18,up,15,14,13253,13248,13252,5,down,27,1,13258,13246,13257,12,up,22,10
8,USD,2009-01-21 13:00:00,9,worse,Low,NAHB Housing Market Index,9,accurate,4,2009-01-21 18:00:00+00:00,11.11,2009,1,1,Wednesday,12859,12869,12854,12868,12870,12863,12866,7,down,2,1,12874,12866,12872,8,up,4,6,12876,12867,12872,9,down,4,0,12870,12856,12860,14,down,8,9,12891,12882,12888,9,up,20,3,12882,12866,12875,16,down,7,9,12967,12936,12948,31,up,80,7,13023,13015,13017,8,up,149,2,13033,13018,13021,15,up,153,9
0.55M,USD,2009-01-22 08:30:00,0.60M,worse,High,Building Permits,0.62M,accurate,4,2009-01-22 13:30:00+00:00,8.33,2009,1,1,Thursday,12977,12985,12973,12984,12988,12962,12967,26,down,17,17,12973,12952,12954,21,down,30,14,12958,12934,12945,24,down,39,9,12961,12943,12961,18,up,23,18,12942,12928,12931,14,down,53,7,12994,12960,12969,34,up,15,4,12954,12937,12953,17,down,31,11,12983,12961,12963,22,up,21,2,12974,12958,12971,16,up,13,12
589K,USD,2009-01-22 08:30:00,545K,worse,High,Unemployment Claims,527K,accurate,4,2009-01-22 13:30:00+00:00,-8.07,2009,1,1,Thursday,12977,12985,12973,12984,12988,12962,12967,26,down,17,17,12973,12952,12954,21,down,30,14,12958,12934,12945,24,down,39,9,12961,12943,12961,18,up,23,18,12942,12928,12931,14,down,53,7,12994,12960,12969,34,up,15,4,12954,12937,12953,17,down,31,11,12983,12961,12963,22,up,21,2,12974,12958,12971,16,up,13,12
0.55M,USD,2009-01-22 08:30:00,0.61M,worse,Medium,Housing Starts,0.65M,accurate,4,2009-01-22 13:30:00+00:00,9.84,2009,1,1,Thursday,12977,12985,12973,12984,12988,12962,12967,26,down,17,17,12973,12952,12954,21,down,30,14,12958,12934,12945,24,down,39,9,12961,12943,12961,18,up,23,18,12942,12928,12931,14,down,53,7,12994,12960,12969,34,up,15,4,12954,12937,12953,17,down,31,11,12983,12961,12963,22,up,21,2,12974,12958,12971,16,up,13,12
-1.8%,USD,2009-01-22 10:00:00,-1.2%,worse,Low,HPI m/m,-1.1%,accurate,4,2009-01-22 15:00:00+00:00,50.0,2009,1,1,Thursday,12965,12994,12960,12969,12970,12950,12955,20,down,14,14,12959,12930,12943,29,down,26,12,12951,12935,12938,16,down,31,5,12954,12937,12953,17,up,16,11,12961,12949,12960,12,up,9,7,12983,12961,12963,22,up,6,2,12956,12947,12954,9,down,15,2,12997,12967,12969,30,up,0,22,12984,12976,12983,8,up,14,3
6.1M,USD,2009-01-22 11:00:00,1.1M,accurate,Medium,Crude Oil Inventories,1.2M,accurate,4,2009-01-22 16:00:00+00:00,-454.55,2009,1,1,Thursday,12953,12961,12949,12960,12961,12929,12930,32,down,30,30,12948,12921,12942,27,up,18,12,12955,12935,12952,20,up,8,9,12983,12961,12963,22,up,3,2,12956,12947,12954,9,down,6,2,12974,12958,12971,16,up,11,12,12997,12967,12969,30,down,9,22,12984,12976,12983,8,up,23,3,13023,13008,13018,15,up,58,7
-176B,USD,2009-01-23 10:30:00,-174B,accurate,Low,Natural Gas Storage,-94B,accurate,4,2009-01-23 15:30:00+00:00,1.15,2009,1,1,Friday,12845,12850,12842,12845,12845,12818,12820,27,down,25,25,12824,12816,12819,8,down,26,1,12819,12812,12815,7,down,30,3,12811,12787,12789,24,down,56,22,12843,12822,12833,21,up,12,0,12868,12837,12849,31,up,4,13,12909,12889,12897,20,up,52,5,12971,12946,12960,25,up,115,14,13008,12974,12982,34,up,137,25
4.74M,USD,2009-01-26 09:59:00,4.40M,better,High,Existing Home Sales,4.45M,worse,5,2009-01-26 15:00:00+00:00,-7.73,2009,1,1,Monday,13134,13148,13133,13139,13179,13139,13161,40,up,22,22,13168,13151,13152,17,down,13,9,13159,13139,13154,20,up,15,2,13170,13153,13153,17,down,14,9,13138,13125,13132,13,down,7,1,13156,13137,13150,19,up,11,12,13162,13151,13155,11,up,16,1,13180,13151,13151,29,down,12,29,13146,13133,13140,13,down,1,3
0.3%,USD,2009-01-26 10:00:00,-0.2%,better,Low,CB Leading Index m/m,-0.4%,accurate,5,2009-01-26 15:00:00+00:00,-250.0,2009,1,1,Monday,13134,13148,13133,13139,13179,13139,13161,40,up,22,22,13168,13151,13152,17,down,13,9,13159,13139,13154,20,up,15,2,13170,13153,13153,17,down,14,9,13138,13125,13132,13,down,7,1,13156,13137,13150,19,up,11,12,13162,13151,13155,11,up,16,1,13180,13151,13151,29,down,12,29,13146,13133,13140,13,down,1,3
-18.2%,USD,2009-01-27 09:00:00,-18.4%,better,Low,S&P/CS Composite-20 HPI y/y,-18.1%,accurate,5,2009-01-27 14:00:00+00:00,-1.09,2009,1,1,Tuesday,13190,13203,13186,13203,13210,13195,13203,15,down,0,1,13221,13196,13215,25,up,12,12,13235,13214,13225,21,up,22,10,13224,13216,13217,8,down,14,3,13216,13195,13199,21,down,4,14,13155,13139,13143,16,down,60,4,13174,13157,13171,17,up,32,10,13164,13147,13156,17,down,47,8,13189,13177,13177,12,up,26,7
-49,USD,2009-01-27 09:59:00,-50,better,Low,Richmond Manufacturing Index,-55,accurate,5,2009-01-27 15:00:00+00:00,-2.0,2009,1,1,Tuesday,13213,13216,13195,13199,13201,13146,13152,55,down,47,46,13155,13121,13122,34,down,77,31,13144,13122,13141,22,up,58,19,13155,13139,13143,16,up,56,4,13174,13157,13171,17,up,28,10,13168,13142,13164,26,down,35,21,13164,13147,13156,17,down,43,8,13189,13177,13177,12,up,22,7,13188,13181,13186,7,up,13,3
37.7,USD,2009-01-27 10:00:00,38.7,worse,High,CB Consumer Confidence,38.6,better,5,2009-01-27 15:00:00+00:00,2.58,2009,1,1,Tuesday,13213,13216,13195,13199,13201,13146,13152,55,down,47,46,13155,13121,13122,34,down,77,31,13144,13122,13141,22,up,58,19,13155,13139,13143,16,up,56,4,13174,13157,13171,17,up,28,10,13168,13142,13164,26,down,35,21,13164,13147,13156,17,down,43,8,13189,13177,13177,12,up,22,7,13188,13181,13186,7,up,13,3
6.2M,USD,2009-01-28 10:30:00,2.8M,accurate,Medium,Crude Oil Inventories,6.1M,accurate,5,2009-01-28 15:30:00+00:00,-121.43,2009,1,1,Wednesday,13227,13241,13223,13240,13250,13230,13235,20,down,5,5,13245,13233,13240,12,up,0,5,13242,13216,13220,26,down,20,22,13227,13215,13221,12,up,19,1,13256,13242,13247,14,up,7,6,13245,13237,13241,8,down,1,1,13265,13258,13265,7,up,25,3,13242,13232,13236,10,down,4,3,13173,13124,13140,49,down,100,33
<0.25%,USD,2009-01-28 14:15:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,5,2009-01-28 19:15:00+00:00,0.0,2009,1,1,Wednesday,13251,13270,13251,13265,13276,13228,13233,48,down,32,32,13242,13153,13173,89,down,92,60,13173,13124,13140,49,down,125,33,13149,13139,13144,10,up,121,3,13122,13103,13113,19,down,152,8,13138,13132,13133,6,up,132,0,13143,13138,13138,5,up,127,5,13177,13165,13175,12,up,90,10,13169,13156,13166,13,down,99,9
-3.6%,USD,2009-01-29 08:30:00,-2.6%,worse,High,Core Durable Goods Orders m/m,-1.7%,worse,5,2009-01-29 13:30:00+00:00,38.46,2009,1,1,Thursday,13126,13136,13124,13133,13134,13112,13122,22,down,11,11,13127,13113,13122,14,down,11,0,13142,13123,13135,19,up,2,12,13171,13158,13163,13,up,30,4,13143,13129,13133,14,down,0,10,13129,13104,13106,25,down,27,13,13071,13055,13069,16,down,64,1,13089,13055,13055,34,down,78,33,12966,12957,12965,9,down,168,1
588K,USD,2009-01-29 08:30:00,580K,worse,High,Unemployment Claims,585K,accurate,5,2009-01-29 13:30:00+00:00,-1.38,2009,1,1,Thursday,13126,13136,13124,13133,13134,13112,13122,22,down,11,11,13127,13113,13122,14,down,11,0,13142,13123,13135,19,up,2,12,13171,13158,13163,13,up,30,4,13143,13129,13133,14,down,0,10,13129,13104,13106,25,down,27,13,13071,13055,13069,16,down,64,1,13089,13055,13055,34,down,78,33,12966,12957,12965,9,down,168,1
