,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,num_news,close_0_5_after,low_0_5_after,high_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,close_5_10_after,low_5_10_after,high_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,close_10_15_after,low_10_15_after,high_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,close_5_0_before,low_5_0_before,high_5_0_before,volatility_5_0_before,pips_agg_5_0_before,pips_candle_5_0_before,direction_candle_5_0_before,direction_agg_5_0_before,close_10_5_before,low_10_5_before,high_10_5_before,volatility_10_5_before,pips_agg_10_5_before,pips_candle_10_5_before,direction_candle_10_5_before,direction_agg_10_5_before,close_15_10_before,low_15_10_before,high_15_10_before,volatility_15_10_before,pips_agg_15_10_before,pips_candle_15_10_before,direction_candle_15_10_before,direction_agg_15_10_before,close_20_15_before,low_20_15_before,high_20_15_before,volatility_20_15_before,pips_agg_20_15_before,pips_candle_20_15_before,direction_candle_20_15_before,direction_agg_20_15_before,close_25_20_before,low_25_20_before,high_25_20_before,volatility_25_20_before,pips_agg_25_20_before,pips_candle_25_20_before,direction_candle_25_20_before,direction_agg_25_20_before,close_30_25_before,low_30_25_before,high_30_25_before,volatility_30_25_before,pips_agg_30_25_before,pips_candle_30_25_before,direction_candle_30_25_before,direction_agg_30_25_before,close_45_30_before,low_45_30_before,high_45_30_before,volatility_45_30_before,pips_agg_45_30_before,pips_candle_45_30_before,direction_candle_45_30_before,direction_agg_45_30_before,close_60_45_before,low_60_45_before,high_60_45_before,volatility_60_45_before,pips_agg_60_45_before,pips_candle_60_45_before,direction_candle_60_45_before,direction_agg_60_45_before,close_60_30_before,low_60_30_before,high_60_30_before,volatility_60_30_before,pips_agg_60_30_before,pips_candle_60_30_before,direction_candle_60_30_before,direction_agg_60_30_before,close_90_60_before,low_90_60_before,high_90_60_before,volatility_90_60_before,pips_agg_90_60_before,pips_candle_90_60_before,direction_candle_90_60_before,direction_agg_90_60_before,close_120_90_before,low_120_90_before,high_120_90_before,volatility_120_90_before,pips_agg_120_90_before,pips_candle_120_90_before,direction_candle_120_90_before,direction_agg_120_90_before,close_150_120_before,low_150_120_before,high_150_120_before,volatility_150_120_before,pips_agg_150_120_before,pips_candle_150_120_before,direction_candle_150_120_before,direction_agg_150_120_before,close_180_150_before,low_180_150_before,high_180_150_before,volatility_180_150_before,pips_agg_180_150_before,pips_candle_180_150_before,direction_candle_180_150_before,direction_agg_180_150_before,close_210_180_before,low_210_180_before,high_210_180_before,volatility_210_180_before,pips_agg_210_180_before,pips_candle_210_180_before,direction_candle_210_180_before,direction_agg_210_180_before,close_240_210_before,low_240_210_before,high_240_210_before,volatility_240_210_before,pips_agg_240_210_before,pips_candle_240_210_before,direction_candle_240_210_before,direction_agg_240_210_before,direction_agg_30_60_after,pips_agg_30_60_after
1872,2012-03-01 00:00:00,67,7.86,1.303731543531686,0.0,7.86,1.303731543531686,0,1,0,1,0,0,0,1,0,1,13355,13345,13356,11,8,8,1,1,13351,13351,13355,4,4,-4,0,0,13349,13348,13352,4,2,-2,0,0,13347,13345,13349,4,0,0,0,0,13347,13338,13348,10,0,9,1,0,13339,13338,13340,2,8,1,0,1,13338,13337,13340,3,9,1,0,1,13337,13336,13339,3,10,1,0,1,13337,13336,13339,3,10,-2,0,1,13337,13336,13340,4,10,-2,0,1,13339,13335,13339,4,8,3,0,1,13337,13335,13340,5,10,1,0,1,13336,13335,13343,8,11,-7,-1,1,13343,13334,13344,10,4,9,1,0,13334,13332,13339,7,13,-2,0,1,13336,13335,13343,8,11,-6,-1,1,13342,13334,13347,13,5,-2,0,0,13344,13333,13345,12,3,11,1,0,0,1
1873,2012-03-01 10:30:00,46,-7.87,-1.0450875160291342,0.0,-7.87,-1.0450875160291342,1,0,0,1,0,0,0,1,0,1,13326,13322,13328,6,0,0,0,0,13325,13323,13330,7,-1,-1,0,0,13317,13315,13326,11,-9,-8,-1,-1,13326,13326,13337,11,0,-7,-1,0,13333,13325,13334,9,-7,0,0,-1,13333,13322,13336,14,-7,8,1,-1,13325,13321,13333,12,1,4,0,0,13321,13307,13321,14,5,14,1,0,13307,13297,13307,10,19,0,0,1,13307,13297,13314,17,19,-2,0,1,13309,13309,13323,14,17,-4,0,1,13307,13297,13323,26,19,-6,-1,1,13314,13296,13321,25,12,12,1,1,13302,13282,13304,22,24,0,0,2,13302,13297,13316,19,24,-5,0,2,13307,13301,13320,19,19,-13,-1,1,13320,13320,13337,17,6,-13,-1,1,13332,13320,13335,15,-6,10,1,-1,0,5
1874,2012-03-07 08:15:00,0,17.64,-1.7422626761749953,-5.28,12.36,-2.1170687369973273,0,3,0,3,0,0,1,0,0,1,13118,13114,13120,6,-2,-2,0,0,13116,13116,13123,7,-4,-2,0,0,13118,13114,13121,7,-2,2,0,0,13120,13117,13126,9,0,3,0,0,13117,13114,13120,6,3,-3,0,0,13120,13120,13124,4,0,-1,0,0,13121,13120,13126,6,-1,-5,0,0,13126,13122,13126,4,-6,3,0,-1,13123,13121,13125,4,-3,2,0,0,13123,13121,13131,10,-3,-5,0,0,13128,13125,13133,8,-8,-5,0,-1,13128,13125,13137,12,-8,-6,-1,-1,13128,13125,13137,12,-8,-6,-1,-1,13136,13132,13145,13,-16,-3,0,-1,13136,13132,13145,13,-16,-3,0,-1,13157,13138,13164,26,-37,18,1,-2,13157,13138,13164,26,-37,18,1,-2,13140,13125,13144,19,-20,15,1,-1,-1,-11
1875,2012-03-07 10:30:00,18,40.0,0.4882481846087896,0.0,40.0,0.4882481846087896,2,0,0,2,0,0,0,0,1,1,13110,13103,13112,9,7,7,1,1,13110,13108,13113,5,7,0,0,1,13106,13104,13111,7,3,-4,0,0,13103,13096,13106,10,0,-2,0,0,13105,13105,13114,9,-2,-9,-1,0,13113,13112,13117,5,-10,0,0,-1,13114,13109,13114,5,-11,2,0,-1,13112,13111,13119,8,-9,-6,-1,-1,13118,13112,13118,6,-15,2,0,-1,13118,13102,13118,16,-15,11,1,-1,13107,13099,13112,13,-4,-2,0,0,13118,13099,13118,19,-15,9,1,-1,13109,13103,13131,28,-6,-21,-2,-1,13130,13118,13133,15,-27,12,1,-2,13118,13113,13126,13,-15,-2,0,-1,13120,13120,13131,11,-17,-8,-1,-1,13128,13125,13137,12,-25,-6,-1,-2,13134,13132,13142,10,-31,-2,0,-2,2,46
1876,2012-03-07 15:00:00,12,78.0,-0.21544342657365076,-15.54,62.46,-0.3302922437665128,0,1,0,0,0,1,0,1,0,1,13148,13147,13151,4,0,0,0,0,13144,13144,13149,5,-4,-4,0,0,13144,13142,13145,3,-4,0,0,0,13148,13147,13154,7,0,-3,0,0,13151,13141,13151,10,-3,9,1,0,13142,13140,13143,3,6,2,0,1,13141,13134,13141,7,7,4,0,1,13137,13134,13138,4,11,-1,0,1,13138,13137,13142,5,10,-3,0,1,13138,13137,13143,6,10,-5,0,1,13143,13138,13145,7,5,3,0,0,13138,13137,13145,8,10,-2,0,1,13140,13132,13141,9,8,3,0,1,13137,13134,13141,7,11,-4,0,1,13141,13138,13151,13,7,0,0,1,13141,13139,13149,10,7,-8,-1,1,13149,13146,13164,18,-1,0,0,0,13149,13136,13158,22,-1,13,1,0,0,-2
1877,2012-03-08 08:30:00,69,-8.52,-3.9508066866757225,-2.55,-11.07,-4.049825259624253,0,0,3,3,0,0,1,0,0,1,13237,13236,13244,8,-6,-6,-1,-1,13270,13237,13270,33,27,33,2,2,13258,13255,13272,17,15,-12,-1,1,13243,13237,13244,7,0,6,1,0,13237,13236,13240,4,6,-2,0,1,13239,13237,13243,6,4,-3,0,0,13242,13242,13245,3,1,0,0,0,13242,13241,13246,5,1,-4,0,0,13247,13247,13255,8,-4,0,0,0,13247,13242,13255,13,-4,5,0,0,13242,13240,13249,9,1,-5,0,0,13247,13240,13255,15,-4,0,0,0,13247,13241,13263,22,-4,5,0,0,13242,13221,13246,25,1,19,1,0,13222,13222,13232,10,21,-6,-1,2,13228,13210,13230,20,15,11,1,1,13217,13208,13221,13,26,-1,0,2,13218,13205,13225,20,25,13,1,2,-1,-12
1878,2012-03-08 10:30:00,46,-5.88,-0.5783525044427326,0.0,-5.88,-0.5783525044427326,1,0,0,1,0,0,0,1,0,1,13240,13232,13241,9,6,6,1,1,13245,13237,13247,10,11,5,0,1,13254,13244,13254,10,20,9,1,1,13234,13230,13236,6,0,-2,0,0,13236,13234,13240,6,-2,-3,0,0,13238,13228,13239,11,-4,6,1,0,13232,13227,13239,12,2,-6,-1,0,13238,13232,13242,10,-4,0,0,0,13239,13236,13243,7,-5,-2,0,0,13239,13230,13244,14,-5,7,1,0,13232,13230,13245,15,2,1,0,0,13239,13230,13245,15,-5,8,1,0,13231,13225,13252,27,3,-16,-1,0,13247,13237,13272,35,-13,10,1,-1,13237,13236,13246,10,-3,-9,-1,0,13247,13240,13255,15,-13,0,0,-1,13247,13241,13263,22,-13,5,0,-1,13242,13221,13246,25,-8,19,1,-1,2,25
1879,2012-03-09 10:00:00,31,42.86,0.4738654980318836,-10.0,32.86,0.24572801604813596,0,1,0,0,0,1,0,1,0,1,13129,13112,13132,20,14,14,1,1,13123,13115,13133,18,8,-6,-1,1,13110,13109,13124,15,-5,-13,-1,0,13115,13112,13128,16,0,-13,-1,0,13128,13128,13141,13,-13,-10,-1,-1,13138,13130,13143,13,-23,6,1,-2,13132,13126,13132,6,-17,0,0,-1,13132,13125,13132,7,-17,0,0,-1,13132,13129,13134,5,-17,-1,0,-1,13132,13129,13140,11,-17,-4,0,-1,13136,13124,13137,13,-21,5,0,-2,13132,13124,13140,16,-17,1,0,-1,13131,13129,13179,50,-16,-46,-2,-1,13176,13165,13199,34,-61,-16,-1,-2,13192,13190,13222,32,-77,-29,-2,-2,13221,13216,13222,6,-106,1,0,-2,13220,13214,13223,9,-105,4,0,-2,13217,13217,13230,13,-102,-9,-1,-2,0,-2
1880,2012-03-12 13:59:00,25,2.18,-0.7719600820192971,0.0,2.18,-0.8505539506457542,2,0,0,2,0,0,0,0,1,1,13148,13146,13149,3,0,0,0,0,13149,13148,13149,1,1,1,0,0,13151,13147,13151,4,3,2,0,0,13148,13147,13154,7,0,-5,0,0,13153,13150,13153,3,-5,2,0,0,13151,13149,13154,5,-3,-1,0,0,13152,13151,13155,4,-4,1,0,0,13151,13150,13154,4,-3,1,0,0,13150,13144,13150,6,-2,5,0,0,13150,13144,13150,6,-2,3,0,0,13147,13144,13149,5,1,-2,0,0,13150,13144,13150,6,-2,1,0,0,13149,13145,13153,8,-1,-4,0,0,13153,13145,13156,11,-5,7,1,0,13146,13124,13146,22,2,17,1,0,13129,13120,13134,14,19,4,0,1,13125,13103,13133,30,23,18,1,2,13107,13105,13122,17,41,-7,-1,2,1,6
1881,2012-03-13 14:15:00,26,0.0,0.0,0.0,0.0,0.0,2,0,0,2,0,0,0,0,1,1,13097,13087,13110,23,-13,-13,-1,-1,13090,13090,13117,27,-20,-7,-1,-1,13077,13071,13091,20,-33,-13,-1,-2,13110,13107,13112,5,0,2,0,0,13109,13108,13111,3,1,0,0,0,13109,13107,13111,4,1,-1,0,0,13110,13106,13110,4,0,1,0,0,13109,13106,13109,3,1,2,0,0,13108,13107,13108,1,2,1,0,0,13108,13103,13108,5,2,3,0,0,13105,13102,13113,11,5,-6,-1,0,13105,13102,13115,13,5,-8,-1,0,13105,13102,13115,13,5,-8,-1,0,13109,13107,13113,6,1,2,0,0,13109,13107,13113,6,1,2,0,0,13096,13083,13104,21,14,10,1,1,13096,13083,13104,21,14,10,1,1,13072,13065,13073,8,38,1,0,2,-2,-50
1882,2012-03-14 10:30:00,18,36.36,0.742843559904914,0.0,36.36,0.742843559904914,2,0,0,2,0,0,0,0,1,1,13053,13047,13055,8,6,6,1,1,13054,13052,13057,5,7,2,0,1,13062,13054,13063,9,15,8,1,1,13047,13041,13047,6,0,1,0,0,13046,13040,13047,7,1,2,0,0,13044,13033,13044,11,3,10,1,0,13034,13034,13049,15,13,-15,-1,1,13049,13048,13054,6,-2,0,0,0,13049,13046,13060,14,-2,-11,-1,0,13049,13046,13067,21,-2,-9,-1,0,13058,13046,13063,17,-11,2,0,-1,13049,13046,13067,21,-2,-7,-1,0,13056,13052,13067,15,-9,-4,0,-1,13060,13045,13068,23,-13,14,1,-1,13046,13041,13070,29,1,-22,-2,0,13068,13063,13084,21,-21,-12,-1,-2,13080,13076,13090,14,-33,4,0,-2,13076,13063,13079,16,-29,7,1,-2,-1,-17
1883,2012-03-15 09:00:00,66,478.91999999999996,3.630236254765375,-20.1,458.82,2.670600966351367,0,3,0,3,0,0,1,0,0,1,13056,13055,13061,6,-3,-3,0,0,13060,13056,13061,5,1,4,0,0,13056,13053,13061,8,-3,-4,0,0,13059,13053,13064,11,0,6,1,0,13053,13049,13056,7,6,4,0,1,13049,13042,13051,9,10,0,0,1,13049,13043,13052,9,10,0,0,1,13049,13042,13054,12,10,-3,0,1,13052,13041,13052,11,7,2,0,1,13052,13041,13054,13,7,-1,0,1,13053,13051,13060,9,6,-3,0,1,13052,13041,13060,19,7,-4,0,1,13056,13052,13069,17,3,-2,0,0,13058,13041,13064,23,1,15,1,0,13043,13038,13055,17,16,-3,0,1,13046,13040,13056,16,13,-8,-1,1,13054,13051,13068,17,5,-8,-1,0,13062,13051,13062,11,-3,3,0,0,-1,-10
1884,2012-03-15 10:00:00,53,15.120000000000001,-0.04655267924932209,0.0,15.120000000000001,-0.04655267924932209,0,3,0,3,0,0,1,0,0,1,13049,13044,13051,7,5,5,0,0,13052,13047,13057,10,8,3,0,1,13049,13047,13054,7,5,-3,0,0,13044,13044,13049,5,0,-4,0,0,13048,13046,13049,3,-4,2,0,0,13045,13042,13049,7,-1,-4,0,0,13049,13045,13051,6,-5,2,0,0,13048,13048,13055,7,-4,-4,0,0,13052,13052,13057,5,-8,-4,0,-1,13052,13052,13059,7,-8,-5,0,-1,13057,13053,13061,8,-13,1,0,-1,13052,13052,13061,9,-8,-4,0,-1,13056,13042,13064,22,-12,4,0,-1,13052,13041,13060,19,-8,-4,0,-1,13056,13052,13069,17,-12,-2,0,-1,13058,13041,13064,23,-14,15,1,-1,13043,13038,13055,17,1,-3,0,0,13046,13040,13056,16,-2,-8,-1,0,1,20
1885,2012-03-15 10:30:00,46,10.34,0.8479218684615609,0.0,10.34,0.8479218684615609,1,0,0,1,0,0,0,1,0,1,13064,13059,13069,10,6,5,0,1,13067,13063,13068,5,9,3,0,1,13074,13065,13077,12,16,7,1,1,13058,13056,13067,11,0,2,0,0,13056,13053,13058,5,2,-1,0,0,13057,13049,13059,10,1,8,1,0,13049,13047,13054,7,9,-3,0,1,13052,13047,13057,10,6,3,0,1,13049,13044,13051,7,9,5,0,1,13049,13044,13051,7,9,3,0,1,13045,13042,13055,13,13,-7,-1,1,13049,13042,13055,13,9,-3,0,1,13052,13052,13061,9,6,-4,0,1,13056,13042,13064,22,2,4,0,0,13052,13041,13060,19,6,-4,0,1,13056,13052,13069,17,2,-2,0,0,13058,13041,13064,23,0,15,1,0,13043,13038,13055,17,15,-3,0,1,1,10
1886,2012-03-16 09:55:00,58,-5.9399999999999995,-2.9925982936256026,11.58,5.64,-1.6174575329966054,0,0,3,0,3,0,1,0,0,1,13163,13155,13169,14,8,8,1,1,13174,13160,13176,16,19,11,1,1,13169,13168,13174,6,14,-5,0,1,13155,13150,13160,10,0,5,0,0,13150,13143,13150,7,5,4,0,0,13146,13141,13149,8,9,2,0,1,13143,13126,13146,20,12,15,1,1,13128,13123,13129,6,27,1,0,2,13127,13121,13127,6,28,6,1,2,13128,13114,13129,15,27,14,1,2,13114,13112,13135,23,41,-18,-1,2,13128,13112,13135,23,27,-4,0,2,13132,13114,13137,23,23,17,1,2,13115,13072,13123,51,40,40,2,2,13075,13067,13078,11,80,0,0,2,13075,13064,13078,14,80,7,1,2,13068,13049,13069,20,87,8,1,2,13060,13050,13063,13,95,3,0,2,1,19
1887,2012-03-19 10:00:00,44,-6.67,-1.3669486339118635,-3.45,-10.12,-1.3083717672079842,0,0,1,0,0,1,0,1,0,1,13162,13154,13162,8,7,7,1,1,13156,13156,13163,7,1,-6,-1,0,13156,13153,13157,4,1,0,0,0,13155,13152,13156,4,0,2,0,0,13152,13152,13161,9,3,-9,-1,0,13160,13156,13162,6,-5,4,0,0,13156,13153,13156,3,-1,1,0,0,13155,13150,13156,6,0,4,0,0,13151,13149,13155,6,4,-3,0,0,13151,13149,13158,9,4,-2,0,0,13153,13149,13155,6,2,0,0,0,13151,13149,13158,9,4,-2,0,0,13153,13152,13167,15,2,-6,-1,0,13159,13155,13170,15,-4,-2,0,0,13161,13155,13169,14,-6,-7,-1,-1,13168,13160,13170,10,-13,4,0,-1,13164,13155,13170,15,-9,5,0,-1,13159,13154,13162,8,-4,-2,0,0,2,46
1888,2012-03-21 10:00:00,23,1.29,1.3947688269958984,3.93,5.22,1.9064374575137277,3,0,0,0,3,0,1,0,0,1,13225,13219,13225,6,1,2,0,0,13216,13216,13226,10,-8,-9,-1,-1,13233,13212,13233,21,9,17,1,1,13224,13222,13228,6,0,0,0,0,13224,13223,13234,11,0,-9,-1,0,13233,13230,13235,5,-9,1,0,-1,13232,13232,13236,4,-8,-2,0,-1,13234,13222,13235,13,-10,8,1,-1,13226,13226,13232,6,-2,-3,0,0,13226,13226,13233,7,-2,-5,0,0,13231,13224,13236,12,-7,3,0,-1,13226,13224,13236,12,-2,-2,0,0,13228,13216,13230,14,-4,6,1,0,13222,13212,13242,30,2,-17,-1,0,13239,13235,13244,9,-15,-3,0,-1,13242,13235,13254,19,-18,-12,-1,-1,13254,13251,13268,17,-30,-13,-1,-2,13267,13258,13276,18,-43,0,0,-2,-2,-30
1889,2012-03-21 10:30:00,18,300.0,2.5819601787907924,0.0,300.0,2.5819601787907924,2,0,0,2,0,0,0,0,1,1,13241,13241,13246,5,-3,-3,0,0,13246,13240,13246,6,2,5,0,0,13239,13237,13247,10,-5,-7,-1,0,13244,13241,13251,10,0,-7,-1,0,13250,13245,13251,6,-6,5,0,-1,13245,13233,13252,19,-1,12,1,0,13233,13212,13233,21,11,17,1,1,13216,13216,13226,10,28,-9,-1,2,13225,13219,13225,6,19,2,0,1,13225,13219,13234,15,19,-8,-1,1,13233,13222,13236,14,11,7,1,1,13225,13219,13236,17,19,-1,0,1,13226,13224,13236,12,18,-2,0,1,13228,13216,13230,14,16,6,1,1,13222,13212,13242,30,22,-17,-1,2,13239,13235,13244,9,5,-3,0,0,13242,13235,13254,19,2,-12,-1,0,13254,13251,13268,17,-10,-13,-1,-1,-2,-54
1890,2012-03-22 08:30:00,69,4.26,2.275062644850655,-1.71,2.55,2.4822924333223626,0,3,0,3,0,0,1,0,0,1,13151,13146,13164,18,-13,-13,-1,-1,13165,13147,13165,18,1,14,1,0,13172,13165,13175,10,8,7,1,1,13164,13161,13167,6,0,1,0,0,13163,13161,13166,5,1,-1,0,0,13164,13161,13167,6,0,1,0,0,13163,13159,13167,8,1,-2,0,0,13165,13161,13166,5,-1,3,0,0,13162,13159,13164,5,2,2,0,0,13162,13156,13164,8,2,1,0,0,13161,13156,13165,9,3,2,0,0,13162,13156,13165,9,2,3,0,0,13159,13157,13164,7,5,-2,0,0,13161,13157,13167,10,3,2,0,0,13159,13154,13167,13,5,0,0,0,13159,13139,13160,21,5,19,1,0,13140,13135,13167,32,24,-21,-2,2,13161,13151,13168,17,3,-3,0,0,-1,-11
1891,2012-03-22 10:30:00,46,-10.0,-0.9077298654428356,0.0,-10.0,-0.9077298654428356,1,0,0,1,0,0,0,1,0,1,13161,13157,13169,12,-5,-5,0,0,13162,13156,13162,6,-4,1,0,0,13165,13160,13170,10,-1,3,0,0,13166,13159,13167,8,0,5,0,0,13161,13154,13162,8,5,5,0,0,13156,13149,13161,12,10,-3,0,1,13159,13153,13162,9,7,2,0,1,13157,13157,13166,9,9,-5,0,1,13162,13145,13162,17,4,10,1,0,13162,13145,13162,17,4,4,0,0,13157,13147,13161,14,9,4,0,1,13162,13145,13162,17,4,9,1,0,13153,13143,13173,30,13,-16,-1,1,13168,13147,13177,30,-2,17,1,0,13151,13146,13167,21,15,-11,-1,1,13162,13156,13165,9,4,3,0,0,13159,13157,13164,7,7,-2,0,1,13161,13157,13167,10,5,2,0,0,1,18
1892,2012-03-23 10:00:00,47,-11.97,-2.6267097566313278,-2.79,-14.76,-2.0963083749042757,0,0,3,0,0,3,1,0,0,1,13248,13236,13250,14,8,8,1,1,13229,13227,13251,24,-11,-20,-1,-1,13227,13224,13236,12,-13,-3,0,-1,13240,13239,13250,11,0,-3,0,0,13243,13234,13243,9,-3,8,1,0,13235,13228,13237,9,5,1,0,0,13234,13228,13238,10,6,-3,0,1,13237,13229,13238,9,3,5,0,0,13232,13227,13239,12,8,-5,0,1,13232,13227,13245,18,8,-8,-1,1,13240,13236,13257,21,0,-16,-1,0,13232,13227,13257,30,8,-24,-2,1,13256,13243,13258,15,-16,10,1,-1,13246,13224,13249,25,-6,19,1,-1,13227,13222,13235,13,13,-4,0,1,13231,13229,13259,30,9,-27,-2,1,13258,13243,13265,22,-18,10,1,-1,13248,13243,13261,18,-8,-9,-1,-1,2,24
1893,2012-03-26 10:00:00,50,-450.0,-1.6231461238776164,0.0,-450.0,-1.6848795587105787,0,0,3,3,0,0,1,0,0,1,13324,13311,13326,15,12,12,1,1,13325,13321,13326,5,13,1,0,1,13320,13319,13325,6,8,-5,0,1,13312,13310,13316,6,0,2,0,0,13310,13309,13313,4,2,-1,0,0,13312,13311,13318,7,0,-5,0,0,13317,13311,13317,6,-5,3,0,0,13314,13314,13318,4,-2,-3,0,0,13317,13313,13319,6,-5,2,0,0,13317,13313,13325,12,-5,-7,-1,0,13324,13313,13325,12,-12,9,1,-1,13317,13313,13325,12,-5,2,0,0,13315,13306,13329,23,-3,5,0,0,13310,13267,13316,49,2,37,2,0,13273,13244,13274,30,39,25,2,2,13248,13237,13257,20,64,6,1,2,13242,13235,13245,10,70,1,0,2,13241,13217,13241,24,71,24,2,2,1,16
1894,2012-03-27 09:00:00,65,0.0,2.670361992193509,5.0,5.0,3.131551739563909,2,0,0,2,0,0,0,0,1,1,13342,13341,13346,5,-3,-4,0,0,13341,13341,13347,6,-4,-1,0,0,13347,13341,13347,6,2,6,1,0,13345,13337,13347,10,0,6,1,0,13339,13333,13340,7,6,4,0,1,13335,13323,13336,13,10,9,1,1,13326,13320,13327,7,19,6,1,1,13320,13319,13330,11,25,-10,-1,2,13330,13329,13336,7,15,-3,0,1,13330,13322,13336,14,15,-1,0,1,13331,13329,13339,10,14,-8,-1,1,13330,13322,13339,17,15,-9,-1,1,13339,13329,13350,21,6,-10,-1,1,13349,13348,13357,9,-4,1,0,0,13348,13348,13366,18,-3,-9,-1,0,13357,13352,13362,10,-12,3,0,-1,13354,13351,13375,24,-9,-16,-1,-1,13370,13359,13385,26,-25,10,1,-2,-1,-17
1895,2012-03-27 09:59:00,64,-61.11,-1.1572173515063418,0.0,-61.11,-1.1572173515063418,0,0,1,1,0,0,0,1,0,1,13328,13323,13339,16,-9,-9,-1,-1,13329,13325,13332,7,-8,1,0,-1,13333,13329,13336,7,-4,4,0,0,13337,13335,13345,10,0,-5,0,0,13342,13334,13344,10,-5,8,1,0,13334,13333,13342,9,3,-4,0,0,13338,13333,13343,10,-1,1,0,0,13337,13329,13337,8,0,1,0,0,13336,13335,13338,3,1,-1,0,0,13336,13330,13345,15,1,-9,-1,0,13346,13341,13348,7,-9,4,0,-1,13336,13330,13348,18,1,-6,-1,0,13342,13319,13347,28,-5,12,1,0,13330,13322,13339,17,7,-9,-1,1,13339,13329,13350,21,-2,-10,-1,0,13349,13348,13357,9,-12,1,0,-1,13348,13348,13366,18,-11,-9,-1,-1,13357,13352,13362,10,-20,3,0,-1,-1,-8
1896,2012-03-27 10:00:00,6,0.42000000000000004,-1.6505358317205205,3.3899999999999997,3.81,-1.4235262774928303,3,0,0,0,3,0,1,0,0,1,13328,13323,13339,16,-9,-9,-1,-1,13329,13325,13332,7,-8,1,0,-1,13333,13329,13336,7,-4,4,0,0,13337,13335,13345,10,0,-5,0,0,13342,13334,13344,10,-5,8,1,0,13334,13333,13342,9,3,-4,0,0,13338,13333,13343,10,-1,1,0,0,13337,13329,13337,8,0,1,0,0,13336,13335,13338,3,1,-1,0,0,13336,13330,13345,15,1,-9,-1,0,13346,13341,13348,7,-9,4,0,-1,13336,13330,13348,18,1,-6,-1,0,13342,13319,13347,28,-5,12,1,0,13330,13322,13339,17,7,-9,-1,1,13339,13329,13350,21,-2,-10,-1,0,13349,13348,13357,9,-12,1,0,-1,13348,13348,13366,18,-11,-9,-1,-1,13357,13352,13362,10,-20,3,0,-1,-1,-8
1897,2012-03-28 10:30:00,18,-307.14,-1.6898836806579332,0.0,-307.14,-1.6898836806579332,2,0,0,2,0,0,0,0,1,1,13289,13282,13300,18,-11,-11,-1,-1,13285,13284,13289,5,-15,-4,0,-1,13283,13280,13288,8,-17,-2,0,-1,13300,13292,13307,15,0,-4,0,0,13304,13298,13307,9,-4,4,0,0,13300,13292,13307,15,0,-7,-1,0,13307,13302,13308,6,-7,0,0,-1,13307,13307,13317,10,-7,-9,-1,-1,13316,13313,13319,6,-16,0,0,-1,13316,13302,13319,17,-16,12,1,-1,13304,13302,13323,21,-4,-17,-1,0,13316,13302,13323,21,-16,-5,0,-1,13321,13299,13325,26,-21,18,1,-2,13304,13299,13341,42,-4,-32,-2,0,13336,13330,13345,15,-36,-6,-1,-2,13342,13340,13360,20,-42,-12,-1,-2,13354,13346,13360,14,-54,8,1,-2,13346,13343,13352,9,-46,1,0,-2,0,0
1898,2012-03-29 10:30:00,46,-16.33,-1.0471357970207882,0.0,-16.33,-1.0471357970207882,1,0,0,1,0,0,0,1,0,1,13264,13261,13270,9,-1,-1,0,0,13255,13254,13264,10,-10,-9,-1,-1,13265,13254,13265,11,0,9,1,0,13265,13261,13273,12,0,-8,-1,0,13273,13268,13277,9,-8,3,0,-1,13270,13270,13281,11,-5,-6,-1,0,13276,13274,13279,5,-11,-3,0,-1,13279,13275,13283,8,-14,3,0,-1,13276,13269,13283,14,-11,-3,0,-1,13276,13269,13284,15,-11,-4,0,-1,13280,13270,13284,14,-15,1,0,-1,13276,13269,13284,15,-11,-3,0,-1,13279,13262,13283,21,-14,0,0,-1,13279,13264,13285,21,-14,12,1,-1,13267,13252,13279,27,-2,-12,-1,0,13279,13278,13291,13,-14,-4,0,-1,13282,13267,13286,19,-17,10,1,-1,13272,13272,13287,15,-7,-13,-1,-1,0,-2
1899,2012-03-30 09:45:00,10,-3.16,-1.3846376313413626,0.0,-3.16,-1.3846376313413626,0,0,2,2,0,0,0,0,1,1,13350,13345,13351,6,3,3,0,0,13351,13348,13355,7,4,1,0,0,13344,13343,13352,9,-3,-7,-1,0,13347,13344,13351,7,0,-4,0,0,13351,13348,13356,8,-4,2,0,0,13348,13346,13353,7,-1,2,0,0,13346,13345,13352,7,1,-4,0,0,13350,13345,13352,7,-3,2,0,0,13348,13348,13355,7,-1,-2,0,0,13348,13343,13355,12,-1,5,0,0,13342,13336,13348,12,5,-4,0,0,13348,13343,13355,12,-1,5,0,0,13352,13343,13357,14,-5,0,0,0,13352,13343,13357,14,-5,0,0,0,13345,13335,13349,14,2,7,1,0,13345,13335,13349,14,2,7,1,0,13348,13343,13357,14,-1,1,0,0,13348,13343,13357,14,-1,1,0,0,-1,-17
