,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,num_news,close_0_5_after,low_0_5_after,high_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,close_5_10_after,low_5_10_after,high_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,close_10_15_after,low_10_15_after,high_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,close_5_0_before,low_5_0_before,high_5_0_before,volatility_5_0_before,pips_agg_5_0_before,pips_candle_5_0_before,direction_candle_5_0_before,direction_agg_5_0_before,close_10_5_before,low_10_5_before,high_10_5_before,volatility_10_5_before,pips_agg_10_5_before,pips_candle_10_5_before,direction_candle_10_5_before,direction_agg_10_5_before,close_15_10_before,low_15_10_before,high_15_10_before,volatility_15_10_before,pips_agg_15_10_before,pips_candle_15_10_before,direction_candle_15_10_before,direction_agg_15_10_before,close_20_15_before,low_20_15_before,high_20_15_before,volatility_20_15_before,pips_agg_20_15_before,pips_candle_20_15_before,direction_candle_20_15_before,direction_agg_20_15_before,close_25_20_before,low_25_20_before,high_25_20_before,volatility_25_20_before,pips_agg_25_20_before,pips_candle_25_20_before,direction_candle_25_20_before,direction_agg_25_20_before,close_30_25_before,low_30_25_before,high_30_25_before,volatility_30_25_before,pips_agg_30_25_before,pips_candle_30_25_before,direction_candle_30_25_before,direction_agg_30_25_before,close_45_30_before,low_45_30_before,high_45_30_before,volatility_45_30_before,pips_agg_45_30_before,pips_candle_45_30_before,direction_candle_45_30_before,direction_agg_45_30_before,close_60_45_before,low_60_45_before,high_60_45_before,volatility_60_45_before,pips_agg_60_45_before,pips_candle_60_45_before,direction_candle_60_45_before,direction_agg_60_45_before,close_60_30_before,low_60_30_before,high_60_30_before,volatility_60_30_before,pips_agg_60_30_before,pips_candle_60_30_before,direction_candle_60_30_before,direction_agg_60_30_before,close_90_60_before,low_90_60_before,high_90_60_before,volatility_90_60_before,pips_agg_90_60_before,pips_candle_90_60_before,direction_candle_90_60_before,direction_agg_90_60_before,close_120_90_before,low_120_90_before,high_120_90_before,volatility_120_90_before,pips_agg_120_90_before,pips_candle_120_90_before,direction_candle_120_90_before,direction_agg_120_90_before,close_150_120_before,low_150_120_before,high_150_120_before,volatility_150_120_before,pips_agg_150_120_before,pips_candle_150_120_before,direction_candle_150_120_before,direction_agg_150_120_before,close_180_150_before,low_180_150_before,high_180_150_before,volatility_180_150_before,pips_agg_180_150_before,pips_candle_180_150_before,direction_candle_180_150_before,direction_agg_180_150_before,close_210_180_before,low_210_180_before,high_210_180_before,volatility_210_180_before,pips_agg_210_180_before,pips_candle_210_180_before,direction_candle_210_180_before,direction_agg_210_180_before,close_240_210_before,low_240_210_before,high_240_210_before,volatility_240_210_before,pips_agg_240_210_before,pips_candle_240_210_before,direction_candle_240_210_before,direction_agg_240_210_before,direction_agg_30_60_after,pips_agg_30_60_after
870,2009-06-18 09:59:00,53,262.5,4.189781546549047,0.0,262.5,4.189781546549047,0,3,0,3,0,0,1,0,0,1,13982,13970,13982,12,13,12,1,1,13981,13977,13984,7,12,-2,0,1,13986,13981,13989,8,17,5,0,1,13969,13964,13971,7,0,5,0,0,13964,13959,13966,7,5,0,0,0,13965,13955,13966,11,4,10,1,0,13955,13949,13955,6,14,0,0,1,13955,13954,13962,8,14,-2,0,1,13956,13956,13964,8,13,-7,-1,1,13956,13956,13975,19,13,-13,-1,1,13970,13943,13970,27,-1,23,2,0,13956,13943,13975,32,13,9,1,1,13948,13939,13957,18,21,9,1,2,13939,13913,13939,26,30,25,2,2,13916,13916,13938,22,53,-21,-2,2,13937,13927,13942,15,32,10,1,2,13928,13921,13945,24,41,-14,-1,2,13942,13933,13956,23,27,-10,-1,2,0,0
871,2009-06-18 10:00:00,7,50.0,-0.25840111430004753,10.0,60.0,-0.20085206432542654,0,1,0,0,1,0,0,1,0,1,13982,13970,13982,12,13,12,1,1,13981,13977,13984,7,12,-2,0,1,13986,13981,13989,8,17,5,0,1,13969,13964,13971,7,0,5,0,0,13964,13959,13966,7,5,0,0,0,13965,13955,13966,11,4,10,1,0,13955,13949,13955,6,14,0,0,1,13955,13954,13962,8,14,-2,0,1,13956,13956,13964,8,13,-7,-1,1,13956,13956,13975,19,13,-13,-1,1,13970,13943,13970,27,-1,23,2,0,13956,13943,13975,32,13,9,1,1,13948,13939,13957,18,21,9,1,2,13939,13913,13939,26,30,25,2,2,13916,13916,13938,22,53,-21,-2,2,13937,13927,13942,15,32,10,1,2,13928,13921,13945,24,41,-14,-1,2,13942,13933,13956,23,27,-10,-1,2,0,0
872,2009-06-18 10:30:00,46,-9.62,-0.8866348404677182,0.0,-9.62,-0.8866348404677182,1,0,0,1,0,0,0,1,0,1,13968,13965,13976,11,-8,-8,-1,-1,13961,13961,13969,8,-15,-6,-1,-1,13956,13951,13961,10,-20,-5,0,-1,13976,13973,13982,9,0,-6,-1,0,13982,13982,13989,7,-6,-4,0,-1,13985,13984,13989,5,-9,-1,0,-1,13986,13981,13989,8,-10,5,0,-1,13981,13977,13984,7,-5,-2,0,0,13982,13970,13982,12,-6,12,1,-1,13982,13959,13982,23,-6,18,1,-1,13965,13949,13966,17,11,8,1,1,13982,13949,13982,33,-6,25,2,-1,13956,13943,13975,32,20,9,1,1,13948,13939,13957,18,28,9,1,2,13939,13913,13939,26,37,25,2,2,13916,13916,13938,22,60,-21,-2,2,13937,13927,13942,15,39,10,1,2,13928,13921,13945,24,48,-14,-1,2,0,-5
873,2009-06-24 10:00:00,47,-15.0,-2.332902078601778,-6.8100000000000005,-21.81,-3.011598922351659,0,0,3,0,0,3,1,0,0,1,14022,14016,14031,15,-8,-8,-1,-1,14022,14017,14030,13,-8,0,0,-1,14025,14021,14030,9,-5,3,0,0,14030,14028,14035,7,0,0,0,0,14030,14024,14043,19,0,-11,-1,0,14041,14036,14055,19,-11,-10,-1,-1,14051,14049,14057,8,-21,0,0,-2,14051,14038,14054,16,-21,10,1,-2,14041,14038,14057,19,-11,-16,-1,-1,14041,14038,14061,23,-11,-9,-1,-1,14049,14047,14071,24,-19,-14,-1,-1,14041,14038,14071,33,-11,-22,-2,-1,14063,14046,14080,34,-33,3,0,-2,14060,14023,14069,46,-30,32,2,-2,14028,14004,14042,38,2,-7,-1,0,14036,14007,14102,95,-6,-38,-2,-1,14074,14069,14089,20,-44,-6,-1,-2,14080,14064,14088,24,-50,-5,0,-2,0,4
874,2009-06-24 10:30:00,18,490.9,-1.2862895481180834,0.0,490.9,-1.2862895481180834,2,0,0,2,0,0,0,0,1,1,14016,14008,14020,12,1,1,0,0,14022,14015,14024,9,7,6,1,1,14026,14021,14029,8,11,4,0,1,14015,14011,14019,8,0,1,0,0,14015,14014,14035,21,0,-15,-1,0,14030,14022,14034,12,-15,5,0,-1,14025,14021,14030,9,-10,3,0,-1,14022,14017,14030,13,-7,0,0,-1,14022,14016,14031,15,-7,-8,-1,-1,14022,14016,14043,27,-7,-19,-1,-1,14041,14036,14057,21,-26,0,0,-2,14022,14016,14057,41,-7,-19,-1,-1,14041,14038,14071,33,-26,-22,-2,-2,14063,14046,14080,34,-48,3,0,-2,14060,14023,14069,46,-45,32,2,-2,14028,14004,14042,38,-13,-7,-1,-1,14036,14007,14102,95,-21,-38,-2,-2,14074,14069,14089,20,-59,-6,-1,-2,0,-1
875,2009-06-24 14:18:00,26,0.0,1.3416407864998738,0.0,0.0,1.3416407864998738,3,0,0,3,0,0,1,0,0,1,13955,13927,13972,45,19,20,1,1,13952,13925,13969,44,16,-4,0,1,13926,13923,13951,28,-10,-25,-2,-1,13936,13935,13998,63,0,-57,-2,0,13994,13987,14000,13,-58,7,1,-2,13987,13982,14000,18,-51,-13,-1,-2,14000,13983,14002,19,-64,16,1,-2,13985,13982,13986,4,-49,1,0,-2,13983,13981,13987,6,-47,1,0,-2,13983,13980,13997,17,-47,-2,0,-2,13985,13985,13996,11,-49,-9,-1,-2,14000,13980,14002,22,-64,15,1,-2,13985,13974,13996,22,-49,4,0,-2,13981,13952,13987,35,-45,19,1,-2,13962,13949,14025,76,-26,-55,-2,-2,14017,14002,14023,21,-81,4,0,-2,14014,14006,14034,28,-78,-20,-1,-2,14034,14015,14044,29,-98,18,1,-2,-1,-13
876,2009-06-25 10:30:00,46,6.93,0.8486993672932218,0.0,6.93,0.8486993672932218,1,0,0,1,0,0,0,1,0,1,13920,13917,13935,18,-13,-13,-1,-1,13919,13918,13927,9,-14,-1,0,-1,13904,13904,13926,22,-29,-14,-1,-2,13933,13933,13954,21,0,-19,-1,0,13952,13951,13959,8,-19,-4,0,-1,13955,13940,13963,23,-22,15,1,-2,13940,13939,13950,11,-7,0,0,-1,13940,13937,13942,5,-7,-2,0,-1,13942,13937,13948,11,-9,5,0,-1,13942,13915,13948,33,-9,23,2,-1,13919,13916,13928,12,14,-5,0,1,13942,13915,13948,33,-9,18,1,-1,13924,13903,13929,26,9,18,1,1,13906,13898,13925,27,27,-19,-1,2,13925,13917,13943,26,8,-12,-1,1,13936,13928,13960,32,-3,-14,-1,0,13951,13921,13953,32,-18,27,2,-1,13923,13921,13949,28,10,-22,-2,1,0,3
877,2009-06-26 09:55:00,63,4.62,0.3841286692511605,-0.88,3.74,0.470655251586417,0,2,0,2,0,0,0,0,1,1,14068,14064,14081,17,-8,-8,-1,-1,14071,14066,14076,10,-5,2,0,0,14067,14062,14074,12,-9,-3,0,-1,14076,14072,14081,9,0,-2,0,0,14078,14078,14087,9,-2,-7,-1,0,14085,14082,14087,5,-9,2,0,-1,14084,14083,14094,11,-8,0,0,-1,14084,14080,14087,7,-8,1,0,-1,14083,14079,14087,8,-7,-1,0,-1,14084,14078,14087,9,-8,4,0,-1,14080,14065,14086,21,-4,-5,0,0,14084,14065,14087,22,-8,-1,0,-1,14085,14075,14106,31,-9,-10,-1,-1,14096,14085,14108,23,-20,5,0,-1,14092,14075,14099,24,-16,5,0,-1,14085,14079,14100,21,-9,4,0,-1,14081,14079,14092,13,-5,-4,0,0,14085,14071,14090,19,-9,3,0,-1,-2,-22
878,2009-06-30 09:00:00,65,6.42,2.7284412282446464,0.0,6.42,2.8006339498742303,0,2,0,2,0,0,0,0,1,1,14098,14098,14099,1,-1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,0,-1
879,2009-06-30 09:45:00,10,5.14,0.579635193236029,0.0,5.14,0.579635193236029,0,2,0,2,0,0,0,0,1,1,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14098,14098,14099,1,1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14098,14098,14099,1,1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,0,0
880,2009-06-30 10:00:00,6,-33.03,-1.5461184166774817,0.54,-32.49,-1.582927308387827,0,0,3,3,0,0,1,0,0,1,14098,14097,14099,2,-1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14098,14098,14099,1,1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14098,14098,14099,1,1,-1,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,14099,14098,14099,1,0,0,0,0,0,0
881,2009-07-01 01:00:00,67,1.02,-0.018463121801651345,0.0,1.02,-0.018463121801651345,1,0,0,1,0,0,0,1,0,1,14034,14028,14036,8,2,2,0,0,14037,14030,14038,8,5,2,0,0,14039,14034,14041,7,7,1,0,1,14032,14030,14038,8,0,-4,0,0,14036,14030,14037,7,-4,3,0,0,14032,14030,14038,8,0,-4,0,0,14034,14031,14037,6,-2,-1,0,0,14034,14031,14039,8,-2,-2,0,0,14035,14026,14036,10,-3,2,0,0,14035,14026,14039,13,-3,-1,0,0,14036,14034,14040,6,-4,0,0,0,14035,14026,14040,14,-3,-1,0,0,14035,14030,14046,16,-3,-3,0,0,14037,14022,14041,19,-5,11,1,0,14027,14016,14037,21,5,5,0,0,14022,14012,14029,17,10,7,1,1,14016,13998,14018,20,16,14,1,1,14002,14002,14022,20,30,-16,-1,2,0,-3
882,2009-07-01 08:15:00,0,-65.73,-2.908462827305437,26.490000000000002,-39.24,-0.679663430255856,0,0,3,0,3,0,1,0,0,1,14082,14070,14101,31,-13,-10,-1,-1,14086,14081,14099,18,-9,1,0,-1,14115,14079,14117,38,20,27,2,1,14095,14075,14098,23,0,14,1,0,14081,14071,14082,11,14,5,0,1,14078,14065,14078,13,17,12,1,1,14068,14061,14069,8,27,3,0,2,14065,14058,14068,10,30,4,0,2,14061,14057,14065,8,34,-2,0,2,14061,14052,14065,13,34,5,0,2,14056,14044,14060,16,39,10,1,2,14056,14044,14063,19,39,-5,0,2,14056,14044,14063,19,39,-5,0,2,14073,14058,14076,18,22,4,0,2,14073,14058,14076,18,22,4,0,2,14056,14051,14071,20,39,-12,-1,2,14056,14051,14071,20,39,-12,-1,2,14069,14057,14076,19,26,-2,0,2,2,54
883,2009-07-01 10:30:00,18,211.12,-0.8311657535278208,0.0,211.12,-0.8311657535278208,2,0,0,2,0,0,0,0,1,1,14147,14145,14154,9,-6,-6,-1,-1,14142,14141,14150,9,-11,-5,0,-1,14143,14138,14150,12,-10,1,0,-1,14153,14148,14159,11,0,-3,0,0,14156,14149,14162,13,-3,5,0,0,14150,14135,14154,19,3,12,1,0,14136,14136,14149,13,17,-9,-1,1,14144,14136,14151,15,9,4,0,1,14142,14131,14154,23,11,0,0,1,14142,14131,14163,32,11,-6,-1,1,14147,14141,14152,11,6,-2,0,1,14142,14131,14163,32,11,-7,-1,1,14149,14119,14170,51,4,23,2,0,14125,14100,14136,36,28,13,1,2,14113,14070,14121,51,40,37,2,2,14078,14052,14078,26,75,22,2,2,14056,14044,14063,19,97,-5,0,2,14062,14058,14076,18,91,-13,-1,2,-1,-19
884,2009-07-02 10:00:00,24,142.86,2.5166281959834125,-57.14,85.72000000000001,2.3591052939005808,0,2,0,0,0,2,0,0,1,1,14015,14015,14034,19,-10,-13,-1,-1,14008,14005,14021,16,-17,-7,-1,-1,14010,14002,14012,10,-15,4,0,-1,14025,14014,14029,15,0,7,1,0,14017,14011,14039,28,8,-20,-1,1,14038,14013,14039,26,-13,23,2,-1,14014,14011,14026,15,11,-9,-1,1,14024,14020,14037,17,1,0,0,0,14024,14019,14040,21,1,-15,-1,0,14024,14019,14054,35,1,-10,-1,0,14036,14030,14062,32,-11,-19,-1,-1,14024,14019,14062,43,1,-31,-2,0,14054,14013,14062,49,-29,2,0,-2,14052,14018,14065,47,-27,-11,-1,-2,14063,14056,14084,28,-38,4,0,-2,14059,14045,14074,29,-34,-4,0,-2,14064,14058,14078,20,-39,-10,-1,-2,14074,14065,14092,27,-49,-12,-1,-2,0,-3
885,2009-07-02 10:30:00,46,5.41,0.7266840365087996,0.0,5.41,0.7266840365087996,1,0,0,1,0,0,0,1,0,1,14009,13996,14011,15,5,6,1,0,14015,14007,14018,11,11,5,0,1,14019,14014,14024,10,15,2,0,1,14004,14002,14012,10,0,-2,0,0,14007,13999,14016,17,-3,-4,0,0,14010,14006,14017,11,-6,0,0,-1,14010,14002,14012,10,-6,4,0,-1,14008,14005,14021,16,-4,-7,-1,0,14015,14015,14034,19,-11,-13,-1,-1,14015,14011,14039,28,-11,-22,-2,-1,14038,14011,14039,28,-34,14,1,-2,14015,14011,14039,28,-11,-9,-1,-1,14024,14019,14062,43,-20,-31,-2,-1,14054,14013,14062,49,-50,2,0,-2,14052,14018,14065,47,-48,-11,-1,-2,14063,14056,14084,28,-59,4,0,-2,14059,14045,14074,29,-55,-4,0,-2,14064,14058,14078,20,-60,-10,-1,-2,-1,-7
886,2009-07-06 10:00:00,40,7.199999999999999,2.5000248303678854,0.0,7.199999999999999,2.5000248303678854,0,3,0,3,0,0,1,0,0,1,13926,13924,13940,16,-4,-7,-1,0,13926,13924,13934,10,-4,-3,0,0,13915,13911,13926,15,-15,-10,-1,-1,13930,13921,13932,11,0,7,1,0,13924,13920,13931,11,6,-3,0,1,13927,13914,13931,17,3,4,0,0,13922,13906,13928,22,8,11,1,1,13910,13899,13911,12,20,5,0,1,13905,13898,13909,11,25,-1,0,2,13905,13898,13916,18,25,-3,0,2,13908,13901,13916,15,22,1,0,2,13905,13898,13916,18,25,-2,0,2,13906,13895,13919,24,24,7,1,2,13900,13887,13909,22,30,5,0,2,13896,13875,13900,25,34,4,0,2,13891,13880,13912,32,39,4,0,2,13888,13879,13905,26,42,-8,-1,2,13897,13894,13910,16,33,-4,0,2,0,-3
