actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
39B,USD,2007-10-18 10:30:00,50B,accurate,Low,Natural Gas Storage,73B,accurate,42,2007-10-18 14:30:00+00:00,22.0,2007,4,10,Thursday
6.8,USD,2007-10-18 12:00:00,7.2,worse,Medium,Philly Fed Manufacturing Index,10.9,accurate,42,2007-10-18 16:00:00+00:00,5.56,2007,4,10,Thursday
47.3,USD,2007-10-09 10:00:00,48.7,worse,Low,IBD/TIPP Economic Optimism,48.2,accurate,41,2007-10-09 14:00:00+00:00,2.87,2007,4,10,Tuesday
0.1%,USD,2007-10-10 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.2%,accurate,41,2007-10-10 14:00:00+00:00,50.0,2007,4,10,Wednesday
-57.6B,USD,2007-10-11 08:30:00,-58.8B,better,High,Trade Balance,-59.2B,accurate,41,2007-10-11 12:30:00+00:00,-2.04,2007,4,10,Thursday
1.0%,USD,2007-10-11 08:30:00,1.0%,accurate,Medium,Import Prices m/m,-0.3%,accurate,41,2007-10-11 12:30:00+00:00,0.0,2007,4,10,Thursday
308K,USD,2007-10-11 08:30:00,315K,better,Medium,Unemployment Claims,320K,accurate,41,2007-10-11 12:30:00+00:00,2.22,2007,4,10,Thursday
-1.7M,USD,2007-10-11 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,1.1M,accurate,41,2007-10-11 14:30:00+00:00,254.55,2007,4,10,Thursday
73B,USD,2007-10-11 10:30:00,70B,accurate,Low,Natural Gas Storage,57B,accurate,41,2007-10-11 14:30:00+00:00,-4.29,2007,4,10,Thursday
111.6B,USD,2007-10-11 12:00:00,100.0B,better,Medium,Federal Budget Balance,-117.0B,accurate,41,2007-10-11 16:00:00+00:00,-11.6,2007,4,10,Thursday
0.4%,USD,2007-10-12 08:30:00,0.3%,better,High,Core Retail Sales m/m,-0.4%,accurate,41,2007-10-12 12:30:00+00:00,-33.33,2007,4,10,Friday
1.1%,USD,2007-10-12 08:30:00,0.5%,better,High,PPI m/m,-1.4%,accurate,41,2007-10-12 12:30:00+00:00,-120.0,2007,4,10,Friday
0.6%,USD,2007-10-12 08:30:00,0.3%,better,High,Retail Sales m/m,0.3%,accurate,41,2007-10-12 12:30:00+00:00,-100.0,2007,4,10,Friday
0.1%,USD,2007-10-12 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.2%,accurate,41,2007-10-12 12:30:00+00:00,50.0,2007,4,10,Friday
82.0,USD,2007-10-12 10:00:00,84.0,worse,High,Prelim UoM Consumer Sentiment,83.4,accurate,41,2007-10-12 14:00:00+00:00,2.38,2007,4,10,Friday
0.1%,USD,2007-10-12 10:00:00,0.3%,better,Medium,Business Inventories m/m,0.5%,accurate,41,2007-10-12 14:00:00+00:00,66.67,2007,4,10,Friday
52.0,USD,2007-10-01 10:00:00,52.8,worse,High,ISM Manufacturing PMI,52.9,accurate,40,2007-10-01 14:00:00+00:00,1.52,2007,4,10,Monday
59.0,USD,2007-10-01 10:00:00,62.0,worse,Low,ISM Manufacturing Prices,63.0,accurate,40,2007-10-01 14:00:00+00:00,4.84,2007,4,10,Monday
-6.5%,USD,2007-10-02 10:00:00,-2.0%,worse,High,Pending Home Sales m/m,-10.7%,better,40,2007-10-02 14:00:00+00:00,225.0,2007,4,10,Tuesday
16.2M,USD,2007-10-02 01:00:00,15.9M,better,Low,Total Vehicle Sales,16.3M,accurate,40,2007-10-02 05:00:00+00:00,-1.89,2007,4,10,Tuesday
58K,USD,2007-10-03 08:15:00,53K,accurate,High,ADP Non-Farm Employment Change,27K,worse,40,2007-10-03 12:15:00+00:00,-9.43,2007,4,10,Wednesday
54.8,USD,2007-10-03 10:00:00,55.0,accurate,High,ISM Non-Manufacturing PMI,55.8,accurate,40,2007-10-03 14:00:00+00:00,0.36,2007,4,10,Wednesday
1.1M,USD,2007-10-03 10:30:00,-0.5M,accurate,Medium,Crude Oil Inventories,1.8M,accurate,40,2007-10-03 14:30:00+00:00,-320.0,2007,4,10,Wednesday
317K,USD,2007-10-04 08:30:00,310K,worse,Medium,Unemployment Claims,301K,accurate,40,2007-10-04 12:30:00+00:00,-2.26,2007,4,10,Thursday
-3.3%,USD,2007-10-04 10:00:00,-2.6%,worse,Medium,Factory Orders m/m,3.4%,worse,40,2007-10-04 14:00:00+00:00,26.92,2007,4,10,Thursday
57B,USD,2007-10-04 10:30:00,64B,accurate,Low,Natural Gas Storage,74B,accurate,40,2007-10-04 14:30:00+00:00,10.94,2007,4,10,Thursday
110K,USD,2007-10-05 08:30:00,100K,better,High,Non-Farm Employment Change,89K,better,40,2007-10-05 12:30:00+00:00,-10.0,2007,4,10,Friday
4.7%,USD,2007-10-05 08:30:00,4.7%,accurate,High,Unemployment Rate,4.6%,accurate,40,2007-10-05 12:30:00+00:00,0.0,2007,4,10,Friday
0.4%,USD,2007-10-05 08:30:00,0.3%,better,Medium,Average Hourly Earnings m/m,0.3%,accurate,40,2007-10-05 12:30:00+00:00,-33.33,2007,4,10,Friday
12.2B,USD,2007-10-05 15:00:00,10.0B,better,Low,Consumer Credit m/m,9.6B,better,40,2007-10-05 19:00:00+00:00,-22.0,2007,4,10,Friday
-3.9%,USD,2007-09-25 09:00:00,-4.0%,accurate,Low,S&P/CS Composite-20 HPI y/y,-3.4%,accurate,39,2007-09-25 13:00:00+00:00,-2.5,2007,3,9,Tuesday
99.8,USD,2007-09-25 10:00:00,104.5,worse,High,CB Consumer Confidence,105.6,better,39,2007-09-25 14:00:00+00:00,4.5,2007,3,9,Tuesday
5.50M,USD,2007-09-25 10:00:00,5.50M,accurate,High,Existing Home Sales,5.75M,accurate,39,2007-09-25 14:00:00+00:00,0.0,2007,3,9,Tuesday
14,USD,2007-09-25 10:00:00,5,better,Low,Richmond Manufacturing Index,7,accurate,39,2007-09-25 14:00:00+00:00,-180.0,2007,3,9,Tuesday
-1.8%,USD,2007-09-26 08:30:00,-1.0%,worse,High,Core Durable Goods Orders m/m,3.4%,worse,39,2007-09-26 12:30:00+00:00,80.0,2007,3,9,Wednesday
-4.9%,USD,2007-09-26 08:30:00,-3.8%,worse,Medium,Durable Goods Orders m/m,6.1%,better,39,2007-09-26 12:30:00+00:00,28.95,2007,3,9,Wednesday
1.8M,USD,2007-09-26 10:30:00,-2.1M,accurate,Medium,Crude Oil Inventories,-3.9M,accurate,39,2007-09-26 14:30:00+00:00,-185.71,2007,3,9,Wednesday
3.8%,USD,2007-09-27 08:30:00,3.9%,worse,Medium,Final GDP q/q,4.0%,accurate,39,2007-09-27 12:30:00+00:00,2.56,2007,3,9,Thursday
298K,USD,2007-09-27 08:30:00,315K,better,Medium,Unemployment Claims,313K,accurate,39,2007-09-27 12:30:00+00:00,5.4,2007,3,9,Thursday
2.6%,USD,2007-09-27 08:30:00,2.7%,accurate,Low,Final GDP Price Index q/q,2.7%,accurate,39,2007-09-27 12:30:00+00:00,3.7,2007,3,9,Thursday
795K,USD,2007-09-27 10:00:00,825K,worse,High,New Home Sales,867K,worse,39,2007-09-27 14:00:00+00:00,3.64,2007,3,9,Thursday
74B,USD,2007-09-27 10:30:00,73B,accurate,Low,Natural Gas Storage,63B,accurate,39,2007-09-27 14:30:00+00:00,-1.37,2007,3,9,Thursday
0.1%,USD,2007-09-28 08:30:00,0.1%,accurate,High,Core PCE Price Index m/m,0.1%,accurate,39,2007-09-28 12:30:00+00:00,0.0,2007,3,9,Friday
0.6%,USD,2007-09-28 08:30:00,0.4%,better,Medium,Personal Spending m/m,0.4%,accurate,39,2007-09-28 12:30:00+00:00,-50.0,2007,3,9,Friday
0.3%,USD,2007-09-28 08:30:00,0.4%,worse,Low,Personal Income m/m,0.5%,accurate,39,2007-09-28 12:30:00+00:00,25.0,2007,3,9,Friday
54.2,USD,2007-09-28 09:45:00,53.5,better,Medium,Chicago PMI,53.8,accurate,39,2007-09-28 13:45:00+00:00,-1.31,2007,3,9,Friday
83.4,USD,2007-09-28 10:00:00,83.9,accurate,Medium,Revised UoM Consumer Sentiment,83.8,accurate,39,2007-09-28 14:00:00+00:00,0.6,2007,3,9,Friday
0.2%,USD,2007-09-28 10:00:00,-0.2%,better,Low,Construction Spending m/m,-0.5%,accurate,39,2007-09-28 14:00:00+00:00,-200.0,2007,3,9,Friday
14.7,USD,2007-09-17 08:30:00,18.0,worse,Medium,Empire State Manufacturing Index,25.1,accurate,38,2007-09-17 12:30:00+00:00,18.33,2007,3,9,Monday
-1.4%,USD,2007-09-18 08:30:00,-0.2%,worse,High,PPI m/m,0.6%,accurate,38,2007-09-18 12:30:00+00:00,600.0,2007,3,9,Tuesday
0.2%,USD,2007-09-18 08:30:00,0.1%,better,Medium,Core PPI m/m,0.1%,accurate,38,2007-09-18 12:30:00+00:00,-100.0,2007,3,9,Tuesday
19.2B,USD,2007-09-18 09:00:00,99.0B,worse,High,TIC Long-Term Purchases,97.3B,worse,38,2007-09-18 13:00:00+00:00,80.61,2007,3,9,Tuesday
20,USD,2007-09-18 13:00:00,20,accurate,Medium,NAHB Housing Market Index,22,accurate,38,2007-09-18 17:00:00+00:00,0.0,2007,3,9,Tuesday
4.75%,USD,2007-09-18 14:15:00,5.00%,worse,High,Federal Funds Rate,5.25%,accurate,38,2007-09-18 18:15:00+00:00,5.0,2007,3,9,Tuesday
0.2%,USD,2007-09-19 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,38,2007-09-19 12:30:00+00:00,0.0,2007,3,9,Wednesday
1.31M,USD,2007-09-19 08:30:00,1.35M,worse,Medium,Building Permits,1.39M,accurate,38,2007-09-19 12:30:00+00:00,2.96,2007,3,9,Wednesday
-0.1%,USD,2007-09-19 08:30:00,0.0%,worse,Medium,CPI m/m,0.1%,accurate,38,2007-09-19 12:30:00+00:00,-100.0,2007,3,9,Wednesday
1.33M,USD,2007-09-19 08:30:00,1.36M,worse,Medium,Housing Starts,1.37M,accurate,38,2007-09-19 12:30:00+00:00,2.21,2007,3,9,Wednesday
-3.9M,USD,2007-09-19 10:30:00,-2.0M,accurate,Medium,Crude Oil Inventories,-7.0M,accurate,38,2007-09-19 14:30:00+00:00,95.0,2007,3,9,Wednesday
311K,USD,2007-09-20 08:30:00,320K,better,Medium,Unemployment Claims,320K,accurate,38,2007-09-20 12:30:00+00:00,2.81,2007,3,9,Thursday
-0.6%,USD,2007-09-20 10:00:00,-0.1%,worse,Low,CB Leading Index m/m,0.7%,better,38,2007-09-20 14:00:00+00:00,500.0,2007,3,9,Thursday
63B,USD,2007-09-20 10:30:00,66B,accurate,Low,Natural Gas Storage,64B,accurate,38,2007-09-20 14:30:00+00:00,4.55,2007,3,9,Thursday
10.9,USD,2007-09-20 12:00:00,3.0,better,Medium,Philly Fed Manufacturing Index,0.0,accurate,38,2007-09-20 16:00:00+00:00,-263.33,2007,3,9,Thursday
7.5B,USD,2007-09-10 15:00:00,8.8B,worse,Low,Consumer Credit m/m,11.9B,worse,37,2007-09-10 19:00:00+00:00,14.77,2007,3,9,Monday
-59.2B,USD,2007-09-11 08:30:00,-59.0B,accurate,High,Trade Balance,-59.4B,worse,37,2007-09-11 12:30:00+00:00,0.34,2007,3,9,Tuesday
48.2,USD,2007-09-11 10:00:00,47.0,better,Low,IBD/TIPP Economic Optimism,49.5,accurate,37,2007-09-11 14:00:00+00:00,-2.55,2007,3,9,Tuesday
-7.0M,USD,2007-09-12 10:30:00,-2.7M,accurate,Low,Crude Oil Inventories,-4.0M,accurate,37,2007-09-12 14:30:00+00:00,159.26,2007,3,9,Wednesday
319K,USD,2007-09-13 08:30:00,325K,better,Medium,Unemployment Claims,315K,accurate,37,2007-09-13 12:30:00+00:00,1.85,2007,3,9,Thursday
64B,USD,2007-09-13 10:30:00,61B,accurate,Low,Natural Gas Storage,36B,accurate,37,2007-09-13 14:30:00+00:00,-4.92,2007,3,9,Thursday
-117.0B,USD,2007-09-13 14:00:00,-85.2B,worse,Medium,Federal Budget Balance,-36.3B,accurate,37,2007-09-13 18:00:00+00:00,37.32,2007,3,9,Thursday
-0.4%,USD,2007-09-14 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.7%,better,37,2007-09-14 12:30:00+00:00,300.0,2007,3,9,Friday
0.3%,USD,2007-09-14 08:30:00,0.6%,worse,High,Retail Sales m/m,0.5%,better,37,2007-09-14 12:30:00+00:00,50.0,2007,3,9,Friday
-191B,USD,2007-09-14 08:30:00,-190B,accurate,Medium,Current Account,-197B,worse,37,2007-09-14 12:30:00+00:00,0.53,2007,3,9,Friday
-0.3%,USD,2007-09-14 08:30:00,0.4%,worse,Medium,Import Prices m/m,1.3%,worse,37,2007-09-14 12:30:00+00:00,175.0,2007,3,9,Friday
82.2%,USD,2007-09-14 09:15:00,82.0%,better,Medium,Capacity Utilization Rate,82.2%,better,37,2007-09-14 13:15:00+00:00,-0.24,2007,3,9,Friday
0.2%,USD,2007-09-14 09:15:00,0.3%,worse,Medium,Industrial Production m/m,0.5%,better,37,2007-09-14 13:15:00+00:00,33.33,2007,3,9,Friday
83.8,USD,2007-09-14 10:00:00,83.5,accurate,High,Prelim UoM Consumer Sentiment,83.4,accurate,37,2007-09-14 14:00:00+00:00,-0.36,2007,3,9,Friday
0.5%,USD,2007-09-14 10:00:00,0.3%,worse,Medium,Business Inventories m/m,0.4%,accurate,37,2007-09-14 14:00:00+00:00,-66.67,2007,3,9,Friday
52.9,USD,2007-09-04 10:00:00,53.2,accurate,High,ISM Manufacturing PMI,53.8,accurate,36,2007-09-04 14:00:00+00:00,0.56,2007,3,9,Tuesday
-0.4%,USD,2007-09-04 10:00:00,0.0%,worse,Low,Construction Spending m/m,0.1%,better,36,2007-09-04 14:00:00+00:00,-400.0,2007,3,9,Tuesday
63.0,USD,2007-09-04 10:00:00,63.1,accurate,Low,ISM Manufacturing Prices,65.0,accurate,36,2007-09-04 14:00:00+00:00,0.16,2007,3,9,Tuesday
16.3M,USD,2007-09-04 01:00:00,15.8M,better,Low,Total Vehicle Sales,15.3M,accurate,36,2007-09-04 05:00:00+00:00,-3.16,2007,3,9,Tuesday
38K,USD,2007-09-05 08:15:00,82K,worse,Medium,ADP Non-Farm Employment Change,41K,worse,36,2007-09-05 12:15:00+00:00,53.66,2007,3,9,Wednesday
-12.2%,USD,2007-09-05 10:00:00,-2.0%,worse,High,Pending Home Sales m/m,5.0%,accurate,36,2007-09-05 14:00:00+00:00,510.0,2007,3,9,Wednesday
2.6%,USD,2007-09-06 08:30:00,2.4%,worse,Medium,Revised Nonfarm Productivity q/q,1.8%,accurate,36,2007-09-06 12:30:00+00:00,-8.33,2007,3,9,Thursday
318K,USD,2007-09-06 08:30:00,325K,better,Medium,Unemployment Claims,337K,accurate,36,2007-09-06 12:30:00+00:00,2.15,2007,3,9,Thursday
1.4%,USD,2007-09-06 08:30:00,1.6%,worse,Low,Revised Unit Labor Costs q/q,2.1%,accurate,36,2007-09-06 12:30:00+00:00,12.5,2007,3,9,Thursday
55.8,USD,2007-09-06 10:00:00,54.5,better,High,ISM Non-Manufacturing PMI,55.8,accurate,36,2007-09-06 14:00:00+00:00,-2.39,2007,3,9,Thursday
-4.0M,USD,2007-09-06 10:30:00,-2.1M,accurate,Low,Crude Oil Inventories,-3.5M,accurate,36,2007-09-06 14:30:00+00:00,90.48,2007,3,9,Thursday
36B,USD,2007-09-06 10:30:00,44B,accurate,Low,Natural Gas Storage,43B,accurate,36,2007-09-06 14:30:00+00:00,18.18,2007,3,9,Thursday
-4K,USD,2007-09-07 08:30:00,110K,worse,High,Non-Farm Employment Change,68K,worse,36,2007-09-07 12:30:00+00:00,103.64,2007,3,9,Friday
4.6%,USD,2007-09-07 08:30:00,4.6%,accurate,High,Unemployment Rate,4.6%,accurate,36,2007-09-07 12:30:00+00:00,0.0,2007,3,9,Friday
0.3%,USD,2007-09-07 08:30:00,0.3%,accurate,Medium,Average Hourly Earnings m/m,0.3%,accurate,36,2007-09-07 12:30:00+00:00,0.0,2007,3,9,Friday
0.2%,USD,2007-09-07 10:00:00,0.5%,better,Low,Final Wholesale Inventories m/m,0.3%,better,36,2007-09-07 14:00:00+00:00,60.0,2007,3,9,Friday
5.75M,USD,2007-08-27 10:00:00,5.75M,accurate,High,Existing Home Sales,5.76M,accurate,35,2007-08-27 14:00:00+00:00,0.0,2007,3,8,Monday
-3.5%,USD,2007-08-28 09:00:00,-3.2%,worse,Low,S&P/CS Composite-20 HPI y/y,-2.9%,accurate,35,2007-08-28 13:00:00+00:00,9.37,2007,3,8,Tuesday
105.0,USD,2007-08-28 10:00:00,104.8,accurate,High,CB Consumer Confidence,111.9,worse,35,2007-08-28 14:00:00+00:00,-0.19,2007,3,8,Tuesday
7,USD,2007-08-28 10:00:00,1,better,Low,Richmond Manufacturing Index,4,accurate,35,2007-08-28 14:00:00+00:00,-600.0,2007,3,8,Tuesday
-3.5M,USD,2007-08-29 10:30:00,-0.6M,accurate,Low,Crude Oil Inventories,1.9M,accurate,35,2007-08-29 14:30:00+00:00,483.33,2007,3,8,Wednesday
4.0%,USD,2007-08-30 08:30:00,4.0%,accurate,High,Prelim GDP q/q,3.4%,accurate,35,2007-08-30 12:30:00+00:00,0.0,2007,3,8,Thursday
2.7%,USD,2007-08-30 08:30:00,2.7%,accurate,Low,Prelim GDP Price Index q/q,2.7%,accurate,35,2007-08-30 12:30:00+00:00,0.0,2007,3,8,Thursday
334K,USD,2007-08-30 08:30:00,320K,worse,Low,Unemployment Claims,333K,worse,35,2007-08-30 12:30:00+00:00,-4.38,2007,3,8,Thursday
43B,USD,2007-08-30 10:30:00,40B,accurate,Low,Natural Gas Storage,23B,accurate,35,2007-08-30 14:30:00+00:00,-7.5,2007,3,8,Thursday
0.1%,USD,2007-08-31 08:30:00,0.2%,worse,High,Core PCE Price Index m/m,0.2%,better,35,2007-08-31 12:30:00+00:00,50.0,2007,3,8,Friday
0.4%,USD,2007-08-31 08:30:00,0.4%,accurate,Medium,Personal Spending m/m,0.2%,better,35,2007-08-31 12:30:00+00:00,0.0,2007,3,8,Friday
0.5%,USD,2007-08-31 08:30:00,0.4%,better,Low,Personal Income m/m,0.4%,accurate,35,2007-08-31 12:30:00+00:00,-25.0,2007,3,8,Friday
53.8,USD,2007-08-31 09:45:00,53.0,better,Medium,Chicago PMI,53.4,accurate,35,2007-08-31 13:45:00+00:00,-1.51,2007,3,8,Friday
3.7%,USD,2007-08-31 10:00:00,3.3%,better,Medium,Factory Orders m/m,1.0%,better,35,2007-08-31 14:00:00+00:00,-12.12,2007,3,8,Friday
83.4,USD,2007-08-31 10:00:00,83.0,accurate,Medium,Revised UoM Consumer Sentiment,83.3,accurate,35,2007-08-31 14:00:00+00:00,-0.48,2007,3,8,Friday
0.4%,USD,2007-08-20 10:00:00,0.3%,better,Low,CB Leading Index m/m,-0.3%,accurate,34,2007-08-20 14:00:00+00:00,-33.33,2007,3,8,Monday
1.9M,USD,2007-08-22 10:30:00,-2.8M,accurate,Low,Crude Oil Inventories,-5.2M,accurate,34,2007-08-22 14:30:00+00:00,-167.86,2007,3,8,Wednesday
322K,USD,2007-08-23 08:30:00,315K,worse,Medium,Unemployment Claims,324K,accurate,34,2007-08-23 12:30:00+00:00,-2.22,2007,3,8,Thursday
23B,USD,2007-08-23 10:30:00,29B,accurate,Low,Natural Gas Storage,21B,accurate,34,2007-08-23 14:30:00+00:00,20.69,2007,3,8,Thursday
3.7%,USD,2007-08-24 08:30:00,0.6%,better,High,Core Durable Goods Orders m/m,-1.2%,worse,34,2007-08-24 12:30:00+00:00,-516.67,2007,3,8,Friday
5.9%,USD,2007-08-24 08:30:00,1.0%,better,Medium,Durable Goods Orders m/m,1.9%,better,34,2007-08-24 12:30:00+00:00,-490.0,2007,3,8,Friday
870K,USD,2007-08-24 10:00:00,826K,better,High,New Home Sales,846K,better,34,2007-08-24 14:00:00+00:00,-5.33,2007,3,8,Friday
0.4%,USD,2007-08-13 08:30:00,0.3%,better,High,Core Retail Sales m/m,-0.2%,better,33,2007-08-13 12:30:00+00:00,-33.33,2007,3,8,Monday
0.3%,USD,2007-08-13 08:30:00,0.3%,accurate,High,Retail Sales m/m,-0.7%,better,33,2007-08-13 12:30:00+00:00,0.0,2007,3,8,Monday
0.4%,USD,2007-08-13 10:00:00,0.4%,accurate,Medium,Business Inventories m/m,0.5%,accurate,33,2007-08-13 14:00:00+00:00,0.0,2007,3,8,Monday
0.6%,USD,2007-08-14 08:30:00,0.1%,better,High,PPI m/m,-0.2%,accurate,33,2007-08-14 12:30:00+00:00,-500.0,2007,3,8,Tuesday
-58.1B,USD,2007-08-14 08:30:00,-61.0B,better,High,Trade Balance,-59.2B,better,33,2007-08-14 12:30:00+00:00,-4.75,2007,3,8,Tuesday
0.1%,USD,2007-08-14 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.3%,accurate,33,2007-08-14 12:30:00+00:00,50.0,2007,3,8,Tuesday
49.5,USD,2007-08-14 10:00:00,47.0,better,Low,IBD/TIPP Economic Optimism,48.2,accurate,33,2007-08-14 14:00:00+00:00,-5.32,2007,3,8,Tuesday
0.2%,USD,2007-08-15 08:30:00,0.2%,accurate,High,Core CPI m/m,0.2%,accurate,33,2007-08-15 12:30:00+00:00,0.0,2007,3,8,Wednesday
0.1%,USD,2007-08-15 08:30:00,0.2%,worse,Medium,CPI m/m,0.2%,accurate,33,2007-08-15 12:30:00+00:00,50.0,2007,3,8,Wednesday
25.1,USD,2007-08-15 08:30:00,18.0,better,Medium,Empire State Manufacturing Index,26.5,accurate,33,2007-08-15 12:30:00+00:00,-39.44,2007,3,8,Wednesday
120.9B,USD,2007-08-15 09:00:00,64.0B,better,High,TIC Long-Term Purchases,126.0B,accurate,33,2007-08-15 13:00:00+00:00,-88.91,2007,3,8,Wednesday
81.9%,USD,2007-08-15 09:15:00,81.8%,accurate,Medium,Capacity Utilization Rate,81.8%,accurate,33,2007-08-15 13:15:00+00:00,-0.12,2007,3,8,Wednesday
0.3%,USD,2007-08-15 09:15:00,0.3%,accurate,Medium,Industrial Production m/m,0.6%,better,33,2007-08-15 13:15:00+00:00,0.0,2007,3,8,Wednesday
-5.2M,USD,2007-08-15 10:30:00,-2.5M,accurate,Low,Crude Oil Inventories,-4.1M,accurate,33,2007-08-15 14:30:00+00:00,108.0,2007,3,8,Wednesday
22,USD,2007-08-15 13:00:00,22,accurate,Low,NAHB Housing Market Index,24,accurate,33,2007-08-15 17:00:00+00:00,0.0,2007,3,8,Wednesday
1.37M,USD,2007-08-16 08:30:00,1.40M,worse,Medium,Building Permits,1.41M,accurate,33,2007-08-16 12:30:00+00:00,2.14,2007,3,8,Thursday
1.38M,USD,2007-08-16 08:30:00,1.41M,worse,Medium,Housing Starts,1.47M,accurate,33,2007-08-16 12:30:00+00:00,2.13,2007,3,8,Thursday
322K,USD,2007-08-16 08:30:00,310K,worse,Low,Unemployment Claims,316K,accurate,33,2007-08-16 12:30:00+00:00,-3.87,2007,3,8,Thursday
21B,USD,2007-08-16 10:30:00,24B,accurate,Low,Natural Gas Storage,42B,accurate,33,2007-08-16 14:30:00+00:00,12.5,2007,3,8,Thursday
0.0,USD,2007-08-16 12:00:00,9.0,worse,Medium,Philly Fed Manufacturing Index,9.2,accurate,33,2007-08-16 16:00:00+00:00,100.0,2007,3,8,Thursday
83.3,USD,2007-08-17 10:00:00,88.5,worse,High,Prelim UoM Consumer Sentiment,90.4,worse,33,2007-08-17 14:00:00+00:00,5.88,2007,3,8,Friday
1.8%,USD,2007-08-07 08:30:00,2.1%,better,Medium,Prelim Nonfarm Productivity q/q,1.0%,better,32,2007-08-07 12:30:00+00:00,14.29,2007,3,8,Tuesday
2.1%,USD,2007-08-07 08:30:00,1.8%,better,Medium,Prelim Unit Labor Costs q/q,1.8%,better,32,2007-08-07 12:30:00+00:00,-16.67,2007,3,8,Tuesday
5.25%,USD,2007-08-07 14:15:00,5.25%,accurate,High,Federal Funds Rate,5.25%,accurate,32,2007-08-07 18:15:00+00:00,0.0,2007,3,8,Tuesday
13.2B,USD,2007-08-07 15:00:00,5.5B,better,Low,Consumer Credit m/m,15.9B,better,32,2007-08-07 19:00:00+00:00,-140.0,2007,3,8,Tuesday
0.5%,USD,2007-08-08 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.5%,accurate,32,2007-08-08 14:00:00+00:00,-25.0,2007,3,8,Wednesday
-4.1M,USD,2007-08-08 10:30:00,-2.8M,accurate,Low,Crude Oil Inventories,-6.5M,accurate,32,2007-08-08 14:30:00+00:00,46.43,2007,3,8,Wednesday
316K,USD,2007-08-09 08:30:00,310K,worse,Medium,Unemployment Claims,309K,accurate,32,2007-08-09 12:30:00+00:00,-1.94,2007,3,8,Thursday
42B,USD,2007-08-09 10:30:00,50B,accurate,Low,Natural Gas Storage,77B,accurate,32,2007-08-09 14:30:00+00:00,16.0,2007,3,8,Thursday
1.5%,USD,2007-08-10 08:30:00,1.0%,better,Medium,Import Prices m/m,0.9%,accurate,32,2007-08-10 12:30:00+00:00,-50.0,2007,3,8,Friday
-36.3B,USD,2007-08-10 14:00:00,-35.0B,accurate,Medium,Federal Budget Balance,27.5B,accurate,32,2007-08-10 18:00:00+00:00,3.71,2007,3,8,Friday
0.1%,USD,2007-07-31 08:30:00,0.2%,worse,High,Core PCE Price Index m/m,0.1%,accurate,31,2007-07-31 12:30:00+00:00,50.0,2007,3,7,Tuesday
0.9%,USD,2007-07-31 08:30:00,1.0%,worse,Medium,Employment Cost Index q/q,0.8%,accurate,31,2007-07-31 12:30:00+00:00,10.0,2007,3,7,Tuesday
0.1%,USD,2007-07-31 08:30:00,0.1%,accurate,Medium,Personal Spending m/m,0.6%,better,31,2007-07-31 12:30:00+00:00,0.0,2007,3,7,Tuesday
0.4%,USD,2007-07-31 08:30:00,0.5%,worse,Low,Personal Income m/m,0.4%,accurate,31,2007-07-31 12:30:00+00:00,20.0,2007,3,7,Tuesday
-2.8%,USD,2007-07-31 09:00:00,-2.9%,accurate,Low,S&P/CS Composite-20 HPI y/y,-2.1%,worse,31,2007-07-31 13:00:00+00:00,-3.45,2007,3,7,Tuesday
53.4,USD,2007-07-31 09:45:00,59.0,worse,Medium,Chicago PMI,60.2,accurate,31,2007-07-31 13:45:00+00:00,9.49,2007,3,7,Tuesday
112.6,USD,2007-07-31 10:00:00,105.0,better,High,CB Consumer Confidence,105.3,better,31,2007-07-31 14:00:00+00:00,-7.24,2007,3,7,Tuesday
-0.3%,USD,2007-07-31 10:00:00,0.1%,worse,Low,Construction Spending m/m,1.1%,accurate,31,2007-07-31 14:00:00+00:00,400.0,2007,3,7,Tuesday
48K,USD,2007-08-01 08:15:00,103K,worse,Medium,ADP Non-Farm Employment Change,108K,worse,31,2007-08-01 12:15:00+00:00,53.4,2007,3,8,Wednesday
53.8,USD,2007-08-01 10:00:00,55.7,worse,High,ISM Manufacturing PMI,56.0,accurate,31,2007-08-01 14:00:00+00:00,3.41,2007,3,8,Wednesday
5.0%,USD,2007-08-01 10:00:00,-0.5%,better,High,Pending Home Sales m/m,-3.7%,worse,31,2007-08-01 14:00:00+00:00,-1100.0,2007,3,8,Wednesday
65.0,USD,2007-08-01 10:00:00,66.5,worse,Low,ISM Manufacturing Prices,68.0,accurate,31,2007-08-01 14:00:00+00:00,2.26,2007,3,8,Wednesday
-6.5M,USD,2007-08-01 10:30:00,-1.0M,accurate,Low,Crude Oil Inventories,-1.1M,accurate,31,2007-08-01 14:30:00+00:00,550.0,2007,3,8,Wednesday
15.3M,USD,2007-08-01 01:00:00,16.0M,worse,Low,Total Vehicle Sales,15.7M,accurate,31,2007-08-01 05:00:00+00:00,4.37,2007,3,8,Wednesday
