actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name,open_released,high_released,low_released,close_released,high_5,low_5,close_5,volatility_5,direction_5,pips_agg_5,pips_candle_5,high_10,low_10,close_10,volatility_10,direction_10,pips_agg_10,pips_candle_10,high_15,low_15,close_15,volatility_15,direction_15,pips_agg_15,pips_candle_15,high_30,low_30,close_30,volatility_30,direction_30,pips_agg_30,pips_candle_30,high_60,low_60,close_60,volatility_60,direction_60,pips_agg_60,pips_candle_60,high_90,low_90,close_90,volatility_90,direction_90,pips_agg_90,pips_candle_90,high_120,low_120,close_120,volatility_120,direction_120,pips_agg_120,pips_candle_120,high_180,low_180,close_180,volatility_180,direction_180,pips_agg_180,pips_candle_180,high_240,low_240,close_240,volatility_240,direction_240,pips_agg_240,pips_candle_240
56.1,USD,2013-01-04 10:00:00,54.2,better,High,ISM Non-Manufacturing PMI,54.7,accurate,1,2013-01-04 15:00:00+00:00,-3.51,2013,1,1,Friday,13063,13064,13056,13062,13063,13048,13050,15,down,12,12,13054,13046,13050,8,down,12,1,13052,13046,13047,6,down,15,3,13048,13045,13045,3,down,17,2,13047,13041,13044,6,down,18,3,13044,13038,13042,6,down,20,3,13054,13046,13046,8,up,16,8,13049,13045,13049,4,up,13,1,13058,13055,13056,3,up,6,0
0.0%,USD,2013-01-04 10:00:00,0.3%,worse,Medium,Factory Orders m/m,0.8%,accurate,1,2013-01-04 15:00:00+00:00,100.0,2013,1,1,Friday,13063,13064,13056,13062,13063,13048,13050,15,down,12,12,13054,13046,13050,8,down,12,1,13052,13046,13047,6,down,15,3,13048,13045,13045,3,down,17,2,13047,13041,13044,6,down,18,3,13044,13038,13042,6,down,20,3,13054,13046,13046,8,up,16,8,13049,13045,13049,4,up,13,1,13058,13055,13056,3,up,6,0
-135B,USD,2013-01-04 10:30:00,-129B,accurate,Low,Natural Gas Storage,-72B,accurate,1,2013-01-04 15:30:00+00:00,4.65,2013,1,1,Friday,13047,13048,13045,13045,13045,13039,13043,6,down,2,2,13044,13036,13037,8,down,8,6,13039,13033,13034,6,down,11,4,13047,13041,13044,6,up,1,3,13044,13038,13042,6,down,3,3,13054,13046,13046,8,up,1,8,13045,13039,13039,6,down,6,6,13056,13050,13055,6,up,10,4,13076,13057,13076,19,up,31,19
-11.1M,USD,2013-01-04 11:00:00,-0.7M,accurate,Medium,Crude Oil Inventories,-0.6M,accurate,1,2013-01-04 16:00:00+00:00,1485.71,2013,1,1,Friday,13041,13047,13041,13044,13046,13042,13042,4,down,2,2,13046,13042,13044,4,up,0,2,13046,13044,13045,2,up,1,1,13044,13038,13042,6,down,2,3,13054,13046,13046,8,up,2,8,13045,13039,13039,6,down,5,6,13049,13045,13049,4,up,5,1,13058,13055,13056,3,up,12,0,13073,13071,13071,2,up,27,0
88.0,USD,2013-01-08 07:30:00,87.2,accurate,Low,NFIB Small Business Index,87.5,accurate,2,2013-01-08 12:30:00+00:00,-0.92,2013,1,1,Tuesday,13115,13116,13111,13114,13118,13114,13117,4,up,3,3,13117,13113,13113,4,down,1,4,13118,13097,13099,21,down,15,14,13101,13094,13100,7,up,14,5,13092,13084,13085,8,down,29,7,13084,13074,13082,10,down,32,7,13093,13087,13088,6,up,26,4,13078,13073,13078,5,down,36,3,13066,13061,13065,5,down,49,4
46.5,USD,2013-01-08 10:00:00,46.3,accurate,Low,IBD/TIPP Economic Optimism,45.1,accurate,2,2013-01-08 15:00:00+00:00,-0.43,2013,1,1,Tuesday,13086,13087,13081,13085,13086,13075,13076,11,down,9,9,13080,13074,13080,6,up,5,4,13082,13069,13071,13,down,14,9,13078,13073,13078,5,up,7,3,13072,13065,13065,7,down,20,4,13066,13061,13065,5,down,20,4,13070,13064,13067,6,up,18,0,13071,13068,13070,3,up,15,1,13079,13077,13079,2,up,6,2
16.0B,USD,2013-01-08 15:00:00,12.9B,better,Low,Consumer Credit m/m,14.1B,accurate,2,2013-01-08 20:00:00+00:00,-24.03,2013,1,1,Tuesday,13083,13083,13080,13083,13086,13081,13082,5,down,1,1,13082,13079,13081,3,down,2,1,13082,13080,13082,2,up,1,1,13084,13082,13084,2,up,1,0,13083,13079,13080,4,down,3,3,13086,13085,13085,1,up,2,0,13082,13080,13081,2,down,2,1,13081,13079,13080,2,down,3,1,13084,13081,13082,3,up,1,1
1.3M,USD,2013-01-09 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,-11.1M,accurate,2,2013-01-09 15:30:00+00:00,-44.44,2013,1,1,Wednesday,13052,13056,13052,13056,13057,13049,13050,8,down,6,6,13050,13042,13044,8,down,12,6,13047,13042,13046,5,up,10,2,13048,13042,13042,6,down,14,5,13047,13043,13046,4,up,10,2,13078,13072,13074,6,up,18,2,13071,13066,13068,5,down,12,1,13053,13047,13049,6,down,7,1,13060,13058,13060,2,up,4,0
371K,USD,2013-01-10 08:30:00,361K,worse,High,Unemployment Claims,367K,better,2,2013-01-10 13:30:00+00:00,-2.77,2013,1,1,Thursday,13118,13122,13113,13115,13119,13098,13103,21,down,12,12,13116,13101,13116,15,up,1,13,13147,13110,13146,37,up,31,30,13189,13170,13185,19,up,70,15,13198,13187,13188,11,up,73,5,13192,13187,13188,5,down,73,2,13215,13209,13210,6,up,95,4,13219,13215,13219,4,up,104,4,13231,13224,13231,7,up,116,6
3.68M,USD,2013-01-10 10:00:00,3.68M,accurate,Medium,JOLTS Job Openings,3.67M,accurate,2,2013-01-10 15:00:00+00:00,0.0,2013,1,1,Thursday,13190,13192,13187,13188,13189,13182,13182,7,down,6,6,13186,13182,13186,4,up,2,4,13201,13186,13199,15,up,11,13,13215,13209,13210,6,up,22,4,13215,13204,13214,11,up,26,4,13219,13215,13219,4,up,31,4,13224,13215,13219,9,down,31,3,13262,13254,13258,8,up,70,2,13265,13257,13263,8,up,75,5
0.6%,USD,2013-01-10 10:00:00,0.2%,worse,Low,Final Wholesale Inventories m/m,0.3%,better,2,2013-01-10 15:00:00+00:00,-200.0,2013,1,1,Thursday,13190,13192,13187,13188,13189,13182,13182,7,down,6,6,13186,13182,13186,4,up,2,4,13201,13186,13199,15,up,11,13,13215,13209,13210,6,up,22,4,13215,13204,13214,11,up,26,4,13219,13215,13219,4,up,31,4,13224,13215,13219,9,down,31,3,13262,13254,13258,8,up,70,2,13265,13257,13263,8,up,75,5
-201B,USD,2013-01-10 10:30:00,-185B,accurate,Low,Natural Gas Storage,-135B,accurate,2,2013-01-10 15:30:00+00:00,8.65,2013,1,1,Thursday,13214,13215,13209,13210,13210,13206,13208,4,down,2,2,13209,13204,13205,5,down,5,3,13210,13204,13207,6,up,3,2,13215,13204,13214,11,up,4,4,13219,13215,13219,4,up,9,4,13224,13215,13219,9,down,9,3,13231,13224,13231,7,up,21,6,13254,13251,13253,3,up,43,1,13257,13255,13257,2,up,47,0
-48.7B,USD,2013-01-11 08:30:00,-41.1B,worse,High,Trade Balance,-42.1B,accurate,2,2013-01-11 13:30:00+00:00,18.49,2013,1,1,Friday,13319,13330,13316,13323,13352,13323,13348,29,up,25,25,13351,13343,13345,8,down,22,3,13349,13335,13340,14,down,17,5,13346,13339,13340,7,down,17,5,13357,13349,13352,8,up,29,3,13341,13337,13340,4,down,17,0,13344,13335,13342,9,up,19,5,13351,13344,13345,7,up,22,5,13362,13355,13355,7,up,32,3
-0.1%,USD,2013-01-11 08:30:00,0.1%,worse,Medium,Import Prices m/m,-0.8%,accurate,2,2013-01-11 13:30:00+00:00,200.0,2013,1,1,Friday,13319,13330,13316,13323,13352,13323,13348,29,up,25,25,13351,13343,13345,8,down,22,3,13349,13335,13340,14,down,17,5,13346,13339,13340,7,down,17,5,13357,13349,13352,8,up,29,3,13341,13337,13340,4,down,17,0,13344,13335,13342,9,up,19,5,13351,13344,13345,7,up,22,5,13362,13355,13355,7,up,32,3
-0.3B,USD,2013-01-11 14:00:00,-11.6B,better,Medium,Federal Budget Balance,-172.1B,accurate,2,2013-01-11 19:00:00+00:00,-97.41,2013,1,1,Friday,13348,13350,13347,13348,13348,13345,13347,3,down,1,1,13349,13346,13349,3,up,1,3,13349,13346,13347,3,down,1,2,13346,13344,13344,2,down,4,0,13340,13336,13339,4,down,9,0,13341,13336,13340,5,up,8,0,13336,13333,13336,3,down,12,0,13344,13341,13342,3,up,6,2,13342,13342,13342,0,down,6,0
0.3%,USD,2013-01-15 08:30:00,0.2%,better,High,Core Retail Sales m/m,-0.1%,worse,3,2013-01-15 13:30:00+00:00,-50.0,2013,1,1,Tuesday,13325,13326,13320,13321,13333,13313,13333,20,up,12,12,13334,13324,13326,10,down,5,7,13330,13324,13328,6,up,7,2,13340,13324,13337,16,up,16,13,13342,13332,13336,10,down,15,4,13341,13334,13334,7,down,13,1,13345,13333,13335,12,up,14,7,13333,13331,13333,2,down,12,0,13338,13336,13336,2,up,15,2
-0.2%,USD,2013-01-15 08:30:00,-0.1%,worse,High,PPI m/m,-0.8%,accurate,3,2013-01-15 13:30:00+00:00,100.0,2013,1,1,Tuesday,13325,13326,13320,13321,13333,13313,13333,20,up,12,12,13334,13324,13326,10,down,5,7,13330,13324,13328,6,up,7,2,13340,13324,13337,16,up,16,13,13342,13332,13336,10,down,15,4,13341,13334,13334,7,down,13,1,13345,13333,13335,12,up,14,7,13333,13331,13333,2,down,12,0,13338,13336,13336,2,up,15,2
0.5%,USD,2013-01-15 08:30:00,0.2%,better,High,Retail Sales m/m,0.4%,better,3,2013-01-15 13:30:00+00:00,-150.0,2013,1,1,Tuesday,13325,13326,13320,13321,13333,13313,13333,20,up,12,12,13334,13324,13326,10,down,5,7,13330,13324,13328,6,up,7,2,13340,13324,13337,16,up,16,13,13342,13332,13336,10,down,15,4,13341,13334,13334,7,down,13,1,13345,13333,13335,12,up,14,7,13333,13331,13333,2,down,12,0,13338,13336,13336,2,up,15,2
0.1%,USD,2013-01-15 08:30:00,0.2%,worse,Medium,Core PPI m/m,0.1%,accurate,3,2013-01-15 13:30:00+00:00,50.0,2013,1,1,Tuesday,13325,13326,13320,13321,13333,13313,13333,20,up,12,12,13334,13324,13326,10,down,5,7,13330,13324,13328,6,up,7,2,13340,13324,13337,16,up,16,13,13342,13332,13336,10,down,15,4,13341,13334,13334,7,down,13,1,13345,13333,13335,12,up,14,7,13333,13331,13333,2,down,12,0,13338,13336,13336,2,up,15,2
-7.8,USD,2013-01-15 08:30:00,1.9,worse,Medium,Empire State Manufacturing Index,-8.1,accurate,3,2013-01-15 13:30:00+00:00,510.53,2013,1,1,Tuesday,13325,13326,13320,13321,13333,13313,13333,20,up,12,12,13334,13324,13326,10,down,5,7,13330,13324,13328,6,up,7,2,13340,13324,13337,16,up,16,13,13342,13332,13336,10,down,15,4,13341,13334,13334,7,down,13,1,13345,13333,13335,12,up,14,7,13333,13331,13333,2,down,12,0,13338,13336,13336,2,up,15,2
0.3%,USD,2013-01-15 10:00:00,0.3%,accurate,Medium,Business Inventories m/m,0.3%,better,3,2013-01-15 15:00:00+00:00,0.0,2013,1,1,Tuesday,13335,13341,13334,13334,13342,13330,13342,12,up,8,8,13344,13337,13344,7,up,10,2,13357,13345,13354,12,up,20,9,13345,13333,13335,12,down,1,7,13348,13339,13348,9,up,14,9,13333,13331,13333,2,down,1,0,13342,13339,13341,3,up,7,0,13337,13335,13335,2,down,1,0,13311,13272,13286,39,down,48,25
0.1%,USD,2013-01-16 08:30:00,0.2%,worse,High,Core CPI m/m,0.1%,accurate,3,2013-01-16 13:30:00+00:00,50.0,2013,1,1,Wednesday,13273,13274,13270,13271,13278,13270,13277,8,up,6,6,13277,13264,13269,13,down,2,8,13276,13269,13272,7,up,1,3,13270,13259,13268,11,down,3,0,13292,13275,13292,17,up,21,14,13279,13272,13276,7,down,5,0,13297,13290,13293,7,up,22,3,13310,13304,13306,6,up,35,1,13291,13284,13289,7,down,18,2
0.0%,USD,2013-01-16 08:30:00,0.0%,accurate,Medium,CPI m/m,-0.3%,accurate,3,2013-01-16 13:30:00+00:00,0.0,2013,1,1,Wednesday,13273,13274,13270,13271,13278,13270,13277,8,up,6,6,13277,13264,13269,13,down,2,8,13276,13269,13272,7,up,1,3,13270,13259,13268,11,down,3,0,13292,13275,13292,17,up,21,14,13279,13272,13276,7,down,5,0,13297,13290,13293,7,up,22,3,13310,13304,13306,6,up,35,1,13291,13284,13289,7,down,18,2
52.3B,USD,2013-01-16 09:00:00,19.8B,better,Medium,TIC Long-Term Purchases,-1.0B,worse,3,2013-01-16 14:00:00+00:00,-164.14,2013,1,1,Wednesday,13268,13270,13259,13268,13276,13268,13272,8,up,4,4,13272,13261,13267,11,down,1,5,13267,13259,13262,8,down,6,5,13292,13275,13292,17,up,24,14,13279,13272,13276,7,down,8,0,13297,13290,13293,7,up,25,3,13307,13295,13296,12,up,28,11,13304,13300,13304,4,up,36,1,13284,13276,13283,8,down,15,4
78.8%,USD,2013-01-16 09:15:00,78.6%,better,Medium,Capacity Utilization Rate,78.7%,better,3,2013-01-16 14:15:00+00:00,-0.25,2013,1,1,Wednesday,13267,13267,13259,13262,13268,13257,13267,11,up,5,5,13279,13267,13278,12,up,16,11,13292,13275,13292,17,up,30,14,13282,13276,13281,6,down,19,3,13293,13283,13291,10,up,29,4,13307,13293,13305,14,up,43,12,13304,13299,13304,5,down,42,1,13301,13298,13301,3,down,39,1,13283,13278,13282,5,down,20,3
0.3%,USD,2013-01-16 09:15:00,0.2%,better,Medium,Industrial Production m/m,1.0%,worse,3,2013-01-16 14:15:00+00:00,-50.0,2013,1,1,Wednesday,13267,13267,13259,13262,13268,13257,13267,11,up,5,5,13279,13267,13278,12,up,16,11,13292,13275,13292,17,up,30,14,13282,13276,13281,6,down,19,3,13293,13283,13291,10,up,29,4,13307,13293,13305,14,up,43,12,13304,13299,13304,5,down,42,1,13301,13298,13301,3,down,39,1,13283,13278,13282,5,down,20,3
47,USD,2013-01-16 10:00:00,48,worse,Low,NAHB Housing Market Index,47,accurate,3,2013-01-16 15:00:00+00:00,2.08,2013,1,1,Wednesday,13276,13279,13272,13276,13289,13272,13282,17,up,6,6,13288,13281,13287,7,up,11,5,13293,13283,13291,10,up,15,4,13297,13290,13293,7,up,17,3,13307,13295,13296,12,up,20,11,13310,13304,13306,6,up,30,1,13304,13300,13304,4,down,28,1,13284,13276,13283,8,down,7,4,13300,13295,13300,5,up,24,4
-1.0M,USD,2013-01-16 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,1.3M,accurate,3,2013-01-16 15:30:00+00:00,150.0,2013,1,1,Wednesday,13296,13297,13290,13293,13299,13292,13292,7,down,1,2,13293,13287,13293,6,up,0,1,13307,13293,13305,14,up,12,12,13307,13295,13296,12,down,3,11,13310,13304,13306,6,up,13,1,13304,13300,13304,4,down,11,1,13291,13284,13289,7,down,4,2,13290,13284,13289,6,down,4,5,13293,13288,13289,5,down,4,3
0.90M,USD,2013-01-17 08:30:00,0.91M,accurate,High,Building Permits,0.90M,accurate,3,2013-01-17 13:30:00+00:00,1.1,2013,1,1,Thursday,13372,13374,13370,13373,13377,13357,13359,20,down,14,14,13360,13354,13358,6,down,15,1,13359,13351,13353,8,down,20,5,13353,13343,13344,10,down,29,8,13345,13340,13342,5,down,31,1,13346,13340,13345,6,up,28,4,13356,13349,13353,7,up,20,4,13353,13350,13352,3,down,21,1,13353,13342,13350,11,down,23,4
335K,USD,2013-01-17 08:30:00,369K,better,High,Unemployment Claims,372K,accurate,3,2013-01-17 13:30:00+00:00,9.21,2013,1,1,Thursday,13372,13374,13370,13373,13377,13357,13359,20,down,14,14,13360,13354,13358,6,down,15,1,13359,13351,13353,8,down,20,5,13353,13343,13344,10,down,29,8,13345,13340,13342,5,down,31,1,13346,13340,13345,6,up,28,4,13356,13349,13353,7,up,20,4,13353,13350,13352,3,down,21,1,13353,13342,13350,11,down,23,4
0.95M,USD,2013-01-17 08:30:00,0.89M,better,Medium,Housing Starts,0.85M,accurate,3,2013-01-17 13:30:00+00:00,-6.74,2013,1,1,Thursday,13372,13374,13370,13373,13377,13357,13359,20,down,14,14,13360,13354,13358,6,down,15,1,13359,13351,13353,8,down,20,5,13353,13343,13344,10,down,29,8,13345,13340,13342,5,down,31,1,13346,13340,13345,6,up,28,4,13356,13349,13353,7,up,20,4,13353,13350,13352,3,down,21,1,13353,13342,13350,11,down,23,4
-5.8,USD,2013-01-17 10:00:00,7.1,worse,High,Philly Fed Manufacturing Index,8.1,accurate,3,2013-01-17 15:00:00+00:00,181.69,2013,1,1,Thursday,13341,13346,13340,13345,13356,13342,13354,14,up,9,9,13357,13350,13354,7,down,9,0,13356,13350,13355,6,up,10,1,13356,13349,13353,7,down,8,4,13361,13355,13357,6,up,12,2,13353,13350,13352,3,down,7,1,13356,13353,13356,3,up,11,1,13365,13357,13364,8,up,19,2,13387,13380,13381,7,up,36,1
-148B,USD,2013-01-17 10:30:00,-131B,accurate,Low,Natural Gas Storage,-201B,accurate,3,2013-01-17 15:30:00+00:00,12.98,2013,1,1,Thursday,13349,13356,13349,13353,13353,13346,13346,7,down,7,7,13353,13344,13352,9,up,1,6,13354,13346,13348,8,down,5,4,13361,13355,13357,6,up,4,2,13353,13350,13352,3,down,1,1,13356,13353,13356,3,up,3,1,13353,13342,13350,11,down,3,4,13363,13359,13361,4,up,8,2,13386,13377,13378,9,up,25,4
71.3,USD,2013-01-18 09:55:00,75.1,worse,High,Prelim UoM Consumer Sentiment,72.9,worse,3,2013-01-18 14:55:00+00:00,5.06,2013,1,1,Friday,13322,13322,13315,13316,13321,13313,13321,8,up,5,6,13322,13311,13311,11,down,5,10,13313,13304,13310,9,down,6,1,13308,13303,13303,5,down,13,1,13306,13296,13298,10,down,18,3,13295,13287,13294,8,down,22,7,13298,13294,13297,4,up,19,1,13320,13312,13318,8,up,2,5,13329,13324,13329,5,up,13,5
-12,USD,2013-01-22 09:59:00,4,worse,Low,Richmond Manufacturing Index,5,accurate,4,2013-01-22 15:00:00+00:00,400.0,2013,1,1,Tuesday,13322,13323,13314,13314,13316,13308,13313,8,down,1,1,13313,13302,13310,11,down,4,2,13313,13306,13307,7,down,7,3,13307,13285,13288,22,down,26,19,13293,13286,13287,7,down,27,3,13299,13296,13298,3,up,16,2,13304,13300,13303,4,up,11,3,13308,13305,13305,3,up,9,0,13318,13314,13314,4,up,0,3
4.94M,USD,2013-01-22 10:00:00,5.09M,worse,High,Existing Home Sales,4.99M,worse,4,2013-01-22 15:00:00+00:00,2.95,2013,1,1,Tuesday,13322,13323,13314,13314,13316,13308,13313,8,down,1,1,13313,13302,13310,11,down,4,2,13313,13306,13307,7,down,7,3,13307,13285,13288,22,down,26,19,13293,13286,13287,7,down,27,3,13299,13296,13298,3,up,16,2,13304,13300,13303,4,up,11,3,13308,13305,13305,3,up,9,0,13318,13314,13314,4,up,0,3
0.6%,USD,2013-01-23 09:00:00,0.7%,worse,Low,HPI m/m,0.6%,better,4,2013-01-23 14:00:00+00:00,14.29,2013,1,1,Wednesday,13334,13337,13333,13335,13335,13316,13320,19,down,15,15,13323,13317,13318,6,down,17,2,13324,13317,13322,7,up,13,4,13328,13322,13327,6,up,8,4,13336,13332,13336,4,up,1,3,13323,13300,13303,23,down,32,19,13285,13275,13282,10,down,53,3,13308,13305,13307,3,up,28,2,13309,13303,13307,6,down,28,4
330K,USD,2013-01-24 08:30:00,359K,better,High,Unemployment Claims,335K,accurate,4,2013-01-24 13:30:00+00:00,8.08,2013,1,1,Thursday,13346,13352,13346,13348,13349,13328,13332,21,down,16,16,13341,13331,13338,10,up,10,6,13351,13334,13351,17,up,3,13,13353,13345,13353,8,up,5,2,13352,13343,13343,9,down,5,8,13343,13336,13343,7,down,5,5,13364,13353,13361,11,up,13,2,13381,13376,13378,5,up,30,2,13378,13375,13376,3,down,28,1
56.1,USD,2013-01-24 09:00:00,53.2,better,Medium,Flash Manufacturing PMI,54.0,accurate,4,2013-01-24 14:00:00+00:00,-5.45,2013,1,1,Thursday,13351,13353,13345,13353,13363,13349,13359,14,up,6,6,13362,13347,13350,15,down,3,9,13352,13342,13345,10,down,8,5,13352,13343,13343,9,down,10,8,13343,13336,13343,7,down,10,5,13364,13353,13361,11,up,8,2,13375,13370,13374,5,up,21,0,13378,13374,13377,4,up,24,3,13373,13369,13373,4,down,20,1
0.5%,USD,2013-01-24 10:00:00,0.4%,better,Low,CB Leading Index m/m,0.0%,better,4,2013-01-24 15:00:00+00:00,-25.0,2013,1,1,Thursday,13338,13343,13336,13343,13353,13342,13350,11,up,7,7,13371,13348,13362,23,up,19,12,13366,13355,13355,11,down,12,7,13364,13353,13361,11,up,18,2,13375,13370,13374,5,up,31,0,13381,13376,13378,5,up,35,2,13378,13374,13377,4,down,34,3,13373,13369,13373,4,down,30,1,13370,13368,13369,2,down,26,0
-172B,USD,2013-01-24 10:30:00,-167B,accurate,Low,Natural Gas Storage,-148B,accurate,4,2013-01-24 15:30:00+00:00,2.99,2013,1,1,Thursday,13359,13364,13353,13361,13371,13361,13367,10,up,6,6,13368,13360,13363,8,down,2,5,13374,13363,13370,11,up,9,7,13375,13370,13374,5,up,13,0,13381,13376,13378,5,up,17,2,13378,13374,13377,4,down,16,3,13378,13375,13376,3,down,15,1,13371,13365,13367,6,down,6,3,13374,13371,13372,3,up,11,2
2.8M,USD,2013-01-24 11:00:00,1.9M,accurate,Medium,Crude Oil Inventories,-1.0M,accurate,4,2013-01-24 16:00:00+00:00,-47.37,2013,1,1,Thursday,13374,13375,13370,13374,13380,13373,13378,7,up,4,4,13393,13378,13390,15,up,16,12,13392,13386,13389,6,down,15,1,13381,13376,13378,5,down,4,2,13378,13374,13377,4,down,3,3,13378,13375,13376,3,down,2,1,13373,13369,13373,4,down,1,1,13370,13368,13369,2,down,5,0,13374,13371,13372,3,up,2,1
