,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,num_news,close_0_5_after,low_0_5_after,high_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,close_5_10_after,low_5_10_after,high_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,close_10_15_after,low_10_15_after,high_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,close_5_0_before,low_5_0_before,high_5_0_before,volatility_5_0_before,pips_agg_5_0_before,pips_candle_5_0_before,direction_candle_5_0_before,direction_agg_5_0_before,close_10_5_before,low_10_5_before,high_10_5_before,volatility_10_5_before,pips_agg_10_5_before,pips_candle_10_5_before,direction_candle_10_5_before,direction_agg_10_5_before,close_15_10_before,low_15_10_before,high_15_10_before,volatility_15_10_before,pips_agg_15_10_before,pips_candle_15_10_before,direction_candle_15_10_before,direction_agg_15_10_before,close_20_15_before,low_20_15_before,high_20_15_before,volatility_20_15_before,pips_agg_20_15_before,pips_candle_20_15_before,direction_candle_20_15_before,direction_agg_20_15_before,close_25_20_before,low_25_20_before,high_25_20_before,volatility_25_20_before,pips_agg_25_20_before,pips_candle_25_20_before,direction_candle_25_20_before,direction_agg_25_20_before,close_30_25_before,low_30_25_before,high_30_25_before,volatility_30_25_before,pips_agg_30_25_before,pips_candle_30_25_before,direction_candle_30_25_before,direction_agg_30_25_before,close_45_30_before,low_45_30_before,high_45_30_before,volatility_45_30_before,pips_agg_45_30_before,pips_candle_45_30_before,direction_candle_45_30_before,direction_agg_45_30_before,close_60_45_before,low_60_45_before,high_60_45_before,volatility_60_45_before,pips_agg_60_45_before,pips_candle_60_45_before,direction_candle_60_45_before,direction_agg_60_45_before,close_60_30_before,low_60_30_before,high_60_30_before,volatility_60_30_before,pips_agg_60_30_before,pips_candle_60_30_before,direction_candle_60_30_before,direction_agg_60_30_before,close_90_60_before,low_90_60_before,high_90_60_before,volatility_90_60_before,pips_agg_90_60_before,pips_candle_90_60_before,direction_candle_90_60_before,direction_agg_90_60_before,close_120_90_before,low_120_90_before,high_120_90_before,volatility_120_90_before,pips_agg_120_90_before,pips_candle_120_90_before,direction_candle_120_90_before,direction_agg_120_90_before,close_150_120_before,low_150_120_before,high_150_120_before,volatility_150_120_before,pips_agg_150_120_before,pips_candle_150_120_before,direction_candle_150_120_before,direction_agg_150_120_before,close_180_150_before,low_180_150_before,high_180_150_before,volatility_180_150_before,pips_agg_180_150_before,pips_candle_180_150_before,direction_candle_180_150_before,direction_agg_180_150_before,close_210_180_before,low_210_180_before,high_210_180_before,volatility_210_180_before,pips_agg_210_180_before,pips_candle_210_180_before,direction_candle_210_180_before,direction_agg_210_180_before,close_240_210_before,low_240_210_before,high_240_210_before,volatility_240_210_before,pips_agg_240_210_before,pips_candle_240_210_before,direction_candle_240_210_before,direction_agg_240_210_before,direction_agg_30_60_after,pips_agg_30_60_after
1323,2013-02-15 09:55:00,28,2.01,0.4170444900695789,0.0,2.01,0.4975508122010875,0,1,0,1,0,0,1,1,13346,13344,13352,8,0,0,0,0,13353,13345,13355,10,7,7,1,1,13355,13351,13357,6,9,2,0,1,13346,13344,13353,9,0,-2,0,0,13348,13344,13355,11,-2,-4,0,0,13352,13352,13359,7,-6,-7,-1,-1,13359,13353,13360,7,-13,2,0,-1,13357,13356,13362,6,-11,0,0,-1,13357,13352,13359,7,-11,4,0,-1,13357,13348,13362,14,-11,5,0,-1,13352,13346,13355,9,-6,-1,0,-1,13357,13346,13362,16,-11,4,0,-1,13353,13338,13368,30,-7,13,1,-1,13340,13309,13348,39,6,30,2,1,13310,13309,13322,13,36,-4,0,2,13314,13306,13327,21,32,-10,-1,2,13324,13318,13335,17,22,-2,0,2,13326,13321,13334,13,20,-1,0,1,1,7
1324,2013-02-20 08:30:00,23_3,-34.42,-0.10929284994906663,-1.11,-35.53,-0.26798563458390934,1,0,1,2,0,0,2,2,13379,13368,13379,11,10,10,1,1,13377,13376,13379,3,8,-2,0,1,13376,13376,13382,6,7,-1,0,1,13369,13365,13370,5,0,4,0,0,13364,13362,13369,7,5,-5,0,0,13369,13369,13373,4,0,-1,0,0,13370,13369,13371,2,-1,-1,0,0,13371,13369,13372,3,-2,2,0,0,13369,13368,13373,5,0,-3,0,0,13369,13368,13374,6,0,-1,0,0,13370,13367,13373,6,-1,-1,0,0,13369,13367,13374,7,0,-2,0,0,13371,13366,13381,15,-2,-9,-1,0,13380,13375,13399,24,-11,-14,-1,-1,13394,13387,13397,10,-25,-1,0,-2,13395,13391,13404,13,-26,-7,-1,-2,13402,13392,13419,27,-33,-11,-1,-2,13414,13413,13431,18,-45,-12,-1,-2,1,15
1325,2013-02-21 08:30:00,32_7,47.45,-0.14841516450606396,-0.29,47.16,-0.1244836819389119,0,1,1,2,0,0,2,2,13190,13184,13194,10,3,3,0,0,13193,13190,13196,6,6,3,0,1,13193,13192,13197,5,6,0,0,1,13187,13186,13199,13,0,-12,-1,0,13199,13189,13203,14,-12,8,1,-1,13191,13185,13196,11,-4,5,0,0,13186,13185,13193,8,1,-7,-1,0,13193,13192,13198,6,-6,-3,0,-1,13197,13191,13198,7,-10,3,0,-1,13197,13188,13198,10,-10,4,0,-1,13193,13180,13196,16,-6,12,1,-1,13197,13180,13198,18,-10,16,1,-1,13181,13170,13183,13,6,0,0,1,13181,13179,13188,9,6,-4,0,1,13185,13175,13188,13,2,-2,0,0,13187,13168,13188,20,0,1,0,0,13186,13186,13197,11,1,-8,-1,0,13194,13178,13201,23,-7,8,1,-1,1,20
1326,2013-02-21 10:00:00,25_14,-1235.75,-0.9733346467318738,-0.81,-1236.56,-0.9929842548379471,0,1,1,1,0,1,2,2,13224,13191,13225,34,29,29,2,2,13214,13213,13228,15,19,-9,-1,1,13211,13207,13217,10,16,-3,0,1,13195,13195,13198,3,0,-1,0,0,13196,13195,13203,8,-1,-6,-1,0,13202,13201,13206,5,-7,-3,0,-1,13205,13203,13208,5,-10,2,0,-1,13203,13202,13209,7,-8,-4,0,-1,13207,13203,13209,6,-12,-2,0,-1,13207,13203,13212,9,-12,3,0,-1,13204,13195,13205,10,-9,7,1,-1,13207,13195,13212,17,-12,10,1,-1,13196,13187,13197,10,-1,6,1,0,13190,13184,13203,19,5,-6,-1,0,13197,13180,13198,18,-2,16,1,0,13181,13170,13183,13,14,0,0,1,13181,13179,13188,9,14,-4,0,1,13185,13175,13188,13,10,-2,0,1,2,32
1327,2013-02-26 10:00:00,21_4,29.17,3.272607937645752,2.78,31.950000000000003,3.1930687527913784,0,2,0,1,1,0,2,2,13090,13086,13118,32,-16,-16,-1,-1,13063,13063,13090,27,-43,-27,-2,-2,13055,13055,13074,19,-51,-8,-1,-2,13106,13102,13109,7,0,0,0,0,13106,13095,13107,12,0,4,0,0,13101,13099,13108,9,5,0,0,0,13101,13099,13106,7,5,1,0,0,13100,13087,13100,13,6,11,1,1,13090,13086,13092,6,16,2,0,1,13090,13080,13094,14,16,-4,0,1,13094,13089,13112,23,12,1,0,1,13090,13080,13112,32,16,-3,0,1,13092,13056,13092,36,14,36,2,1,13056,13052,13091,39,50,-34,-2,2,13090,13085,13103,18,16,-12,-1,1,13102,13075,13108,33,4,26,2,0,13076,13074,13087,13,30,2,0,2,13074,13074,13101,27,32,-19,-1,2,-2,-33
1328,2013-02-27 08:30:00,8,533.33,0.4014836877574001,-23.08,510.25000000000006,0.3513317594019456,0,1,0,0,0,1,1,1,13076,13074,13084,10,1,1,0,0,13078,13067,13079,12,3,2,0,0,13083,13075,13084,9,8,4,0,1,13075,13073,13090,17,0,-14,-1,0,13089,13085,13098,13,-14,-9,-1,-1,13098,13096,13100,4,-23,2,0,-2,13096,13095,13100,5,-21,-1,0,-2,13097,13096,13100,4,-22,-1,0,-2,13098,13096,13108,12,-23,-10,-1,-2,13098,13096,13110,14,-23,-10,-1,-2,13108,13104,13109,5,-33,-1,0,-2,13098,13096,13110,14,-23,-11,-1,-2,13109,13104,13122,18,-34,4,0,-2,13105,13100,13109,9,-30,5,0,-2,13100,13086,13101,15,-25,11,1,-2,13089,13085,13101,16,-14,-1,0,-1,13090,13077,13121,44,-15,-15,-1,-1,13105,13069,13111,42,-30,23,2,-2,0,5
1329,2013-02-27 10:00:00,24,164.71,0.17667370814379424,55.81,220.52,0.25906478124337273,0,1,0,0,1,0,1,1,13090,13086,13098,12,-5,-5,0,0,13093,13086,13096,10,-2,3,0,0,13112,13093,13114,21,17,19,1,1,13095,13088,13097,9,0,4,0,0,13091,13080,13093,13,4,10,1,0,13081,13080,13102,22,14,-16,-1,1,13097,13078,13100,22,-2,14,1,0,13083,13079,13086,7,12,3,0,1,13080,13074,13084,10,15,-2,0,1,13080,13074,13088,14,15,0,0,1,13080,13073,13092,19,15,-7,-1,1,13080,13073,13092,19,15,-7,-1,1,13087,13067,13091,24,8,11,1,1,13076,13073,13100,27,19,-22,-2,1,13098,13096,13110,14,-3,-11,-1,0,13109,13104,13122,18,-14,4,0,-1,13105,13100,13109,9,-10,5,0,-1,13100,13086,13101,15,-5,11,1,0,1,15
1330,2013-02-28 08:30:00,32_26,-75.29,-0.8004978256281833,102.60000000000001,27.310000000000006,1.6054212057344066,0,1,1,2,0,0,2,2,13125,13121,13132,11,2,2,0,0,13134,13124,13134,10,11,9,1,1,13133,13127,13136,9,10,-1,0,1,13123,13117,13125,8,0,-2,0,0,13125,13123,13126,3,-2,-1,0,0,13126,13125,13131,6,-3,-4,0,0,13129,13127,13133,6,-6,0,0,-1,13129,13128,13133,5,-6,-3,0,-1,13132,13129,13137,8,-9,0,0,-1,13132,13118,13137,19,-9,13,1,-1,13119,13116,13129,13,4,-8,-1,0,13132,13116,13137,21,-9,5,0,-1,13127,13109,13129,20,-4,13,1,0,13114,13110,13120,10,9,-3,0,1,13117,13103,13120,17,6,10,1,1,13106,13096,13114,18,17,-5,0,1,13111,13110,13124,14,12,-4,0,1,13115,13111,13126,15,8,1,0,1,-1,-15
1331,2013-03-01 10:00:00,17,2.85,0.5570913033010826,0.0,2.85,0.5570913033010826,0,1,0,1,0,0,1,1,12981,12969,12990,21,-9,-9,-1,-1,12993,12978,12993,15,3,12,1,0,12986,12983,12996,13,-4,-7,-1,0,12990,12984,12990,6,0,3,0,0,12988,12987,12994,7,2,-6,-1,0,12994,12988,12996,8,-4,-2,0,0,12996,12984,12996,12,-6,10,1,-1,12985,12983,12992,9,5,-6,-1,0,12991,12990,13001,11,-1,-8,-1,0,12991,12989,13001,12,-1,0,0,0,12991,12991,13009,18,-1,-14,-1,0,12991,12989,13009,20,-1,-14,-1,0,13005,12998,13015,17,-15,1,0,-1,13004,12994,13006,12,-14,-2,0,-1,13006,12992,13008,16,-16,13,1,-1,12993,12985,13012,27,-3,-17,-1,0,13010,13009,13034,25,-20,-23,-2,-1,13033,13019,13037,18,-43,7,1,-2,0,-4
1332,2013-03-05 10:00:00,18,1.82,0.28869266991052184,0.0,1.82,0.28869266991052184,0,1,0,1,0,0,1,1,13033,13028,13045,17,-12,-12,-1,-1,13028,13026,13034,8,-17,-5,0,-1,13025,13020,13031,11,-20,-4,0,-1,13045,13045,13052,7,0,-6,-1,0,13051,13046,13055,9,-6,5,0,-1,13046,13044,13047,3,-1,0,0,0,13046,13043,13050,7,-1,-2,0,0,13048,13043,13049,6,-3,4,0,0,13045,13041,13046,5,0,3,0,0,13045,13041,13048,7,0,0,0,0,13045,13040,13050,10,0,4,0,0,13045,13040,13050,10,0,4,0,0,13041,13035,13050,15,4,5,0,0,13036,13032,13039,7,9,3,0,1,13033,13025,13037,12,12,2,0,1,13031,13029,13041,12,14,-6,-1,1,13037,13031,13038,7,8,4,0,1,13034,13027,13035,8,11,5,0,1,-2,-21
1333,2013-03-06 08:15:00,0,15.12,-0.18354059286212607,11.98,27.1,-0.0907727590096156,0,1,0,0,1,0,1,1,13030,13026,13037,11,-7,-7,-1,-1,13023,13018,13030,12,-14,-6,-1,-1,13030,13022,13030,8,-7,7,1,-1,13037,13033,13039,6,0,3,0,0,13034,13032,13035,3,3,1,0,0,13033,13030,13035,5,4,-2,0,0,13035,13035,13040,5,2,-3,0,0,13038,13038,13041,3,-1,-2,0,0,13040,13037,13042,5,-3,3,0,0,13040,13036,13042,6,-3,2,0,0,13038,13036,13044,8,-1,-2,0,0,13038,13033,13044,11,-1,-5,0,0,13038,13033,13044,11,-1,-5,0,0,13037,13032,13040,8,0,4,0,0,13037,13032,13040,8,0,4,0,0,13030,13023,13037,14,7,-4,0,1,13030,13023,13037,14,7,-4,0,1,13039,13037,13054,17,-2,-13,-1,0,-1,-19
1334,2013-03-07 08:30:00,31_32,0.20999999999999996,0.21855732529187133,-1.9100000000000001,-1.7000000000000002,0.11053499832982483,0,1,1,2,0,0,2,2,13028,12990,13029,39,9,9,1,1,13060,13029,13063,34,41,31,2,2,13056,13053,13064,11,37,-4,0,2,13019,13010,13023,13,0,9,1,0,13010,13010,13016,6,9,-1,0,1,13011,13008,13013,5,8,3,0,1,13008,13006,13012,6,11,0,0,1,13008,13006,13014,8,11,-6,-1,1,13014,13011,13018,7,5,-3,0,0,13014,13011,13022,11,5,-5,0,0,13019,13019,13036,17,0,-12,-1,0,13014,13011,13036,25,5,-17,-1,0,13031,13015,13031,16,-12,13,1,-1,13018,13009,13022,13,1,1,0,0,13017,13005,13019,14,2,4,0,0,13013,13007,13028,21,6,-14,-1,1,13026,13024,13039,15,-7,-12,-1,-1,13038,13018,13044,26,-19,20,1,-1,2,76
1335,2013-03-08 08:30:00,22_33,48.21,1.6099947075371333,-24.2,24.01,0.517383912320426,0,2,0,1,0,1,2,2,13037,13035,13093,58,-55,-55,-2,-2,13028,13010,13037,27,-64,-9,-1,-2,13024,13012,13028,16,-68,-4,0,-2,13092,13092,13098,6,0,-2,0,0,13094,13093,13097,4,-2,0,0,0,13094,13087,13094,7,-2,4,0,0,13089,13086,13089,3,3,0,0,0,13089,13083,13089,6,3,6,1,0,13084,13084,13093,9,8,-7,-1,1,13084,13084,13101,17,8,-13,-1,1,13097,13096,13107,11,-5,-10,-1,0,13084,13084,13107,23,8,-23,-2,1,13107,13100,13114,14,-15,-6,-1,-1,13113,13107,13123,16,-21,-8,-1,-2,13121,13115,13128,13,-29,2,0,-2,13118,13093,13134,41,-26,24,2,-2,13094,13093,13099,6,-2,-2,0,0,13096,13090,13098,8,-4,-2,0,0,-2,-111
1336,2013-03-13 08:30:00,10_29,220.0,1.7408795673447042,200.0,420.0,2.653368873826014,0,2,0,0,2,0,2,2,12981,12977,13010,33,-28,-28,-2,-2,12984,12971,12984,13,-25,3,0,-2,12973,12971,12984,13,-36,-11,-1,-2,13009,13009,13014,5,0,0,0,0,13009,13007,13010,3,0,0,0,0,13009,13009,13012,3,0,-3,0,0,13012,13006,13013,7,-3,6,1,0,13006,13005,13007,2,3,-1,0,0,13007,13004,13008,4,2,3,0,0,13007,13002,13008,6,2,2,0,0,13004,12998,13005,7,5,2,0,0,13007,12998,13008,10,2,5,0,0,13002,12995,13009,14,7,-5,0,1,13007,13004,13024,20,2,-15,-1,0,13022,13012,13030,18,-13,-1,0,-1,13023,13017,13027,10,-14,-2,0,-1,13025,13015,13025,10,-16,9,1,-1,13016,13012,13048,36,-7,-30,-2,-1,-2,-35
1337,2013-03-14 08:30:00,32_23,4.6,1.4306763452424365,-0.59,4.01,1.484406905104501,1,1,0,2,0,0,2,2,12917,12911,12927,16,-9,-10,-1,-1,12924,12914,12924,10,-2,7,1,0,12929,12924,12932,8,3,5,0,0,12926,12926,12930,4,0,-4,0,0,12929,12927,12933,6,-3,-2,0,0,12931,12923,12932,9,-5,7,1,0,12924,12920,12926,6,2,4,0,0,12920,12918,12923,5,6,2,0,1,12918,12915,12924,9,8,-4,0,1,12918,12915,12925,10,8,-1,0,1,12919,12917,12924,7,7,0,0,1,12918,12915,12925,10,8,-1,0,1,12919,12916,12934,18,7,-14,-1,1,12933,12925,12937,12,-7,-2,0,-1,12935,12929,12956,27,-9,-17,-1,-1,12952,12947,12957,10,-26,1,0,-2,12951,12943,12960,17,-25,-7,-1,-2,12958,12955,12977,22,-32,-6,-1,-2,1,9
1338,2013-03-15 08:30:00,7,0.0,-0.1533929977694741,0.0,0.0,-0.1533929977694741,1,0,0,1,0,0,1,1,13094,13054,13098,44,34,34,2,2,13091,13089,13097,8,31,-3,0,2,13095,13087,13096,9,35,4,0,2,13060,13058,13062,4,0,1,0,0,13059,13059,13064,5,1,-4,0,0,13063,13059,13064,5,-3,3,0,0,13060,13058,13062,4,0,-2,0,0,13062,13061,13064,3,-2,1,0,0,13061,13059,13062,3,-1,1,0,0,13061,13059,13067,8,-1,-5,0,0,13066,13053,13069,16,-6,10,1,-1,13061,13053,13069,16,-1,5,0,0,13056,13055,13068,13,4,-8,-1,0,13064,13057,13066,9,-4,1,0,0,13064,13057,13070,13,-4,5,0,0,13059,13042,13066,24,1,13,1,0,13046,13019,13046,27,14,27,2,1,13019,13010,13021,11,41,6,1,2,1,20
1339,2013-03-15 09:55:00,28,-8.18,-0.7984145220742908,1.7,-6.48,-0.3615595296908722,0,0,1,0,1,0,1,1,13064,13061,13076,15,3,3,0,0,13060,13056,13064,8,-1,-4,0,0,13061,13058,13062,4,0,1,0,0,13061,13059,13064,5,0,0,0,0,13060,13058,13073,15,1,-13,-1,0,13073,13067,13075,8,-12,1,0,-1,13072,13072,13083,11,-11,-8,-1,-1,13080,13073,13084,11,-19,-4,0,-1,13083,13081,13090,9,-22,-6,-1,-2,13080,13073,13093,20,-19,-7,-1,-1,13086,13079,13097,18,-25,-10,-1,-2,13080,13073,13097,24,-19,-16,-1,-1,13096,13087,13106,19,-35,2,0,-2,13094,13054,13098,44,-33,33,2,-2,13061,13053,13069,16,0,5,0,0,13056,13055,13068,13,5,-8,-1,0,13064,13057,13066,9,-3,1,0,0,13064,13057,13070,13,-3,5,0,0,0,-4
1340,2013-03-19 08:30:00,3,-2.15,-0.8811145028914801,-3.23,-5.38,-1.456821315641847,1,0,0,0,0,1,1,1,12944,12944,12953,9,-8,-8,-1,-1,12946,12942,12948,6,-6,2,0,-1,12940,12939,12948,9,-12,-5,0,-1,12952,12951,12955,4,0,-3,0,0,12955,12951,12961,10,-3,3,0,0,12952,12946,12953,7,0,1,0,0,12951,12944,12952,8,1,7,1,0,12944,12942,12948,6,8,-3,0,1,12947,12942,12948,6,5,5,0,0,12947,12941,12948,7,5,5,0,0,12942,12941,12953,12,10,-7,-1,1,12947,12941,12953,12,5,-2,0,0,12949,12941,12950,9,3,8,1,0,12941,12928,12942,14,11,2,0,1,12939,12934,12951,17,13,-1,0,1,12940,12919,12952,33,12,14,1,1,12927,12923,12945,22,25,-13,-1,2,12940,12917,12945,28,12,6,1,1,-1,-6
1341,2013-03-21 08:30:00,32,2.04,-0.1674648838820153,-0.6,1.44,-0.14980951524547376,0,1,0,1,0,0,1,1,12919,12912,12919,7,2,3,0,0,12927,12917,12928,11,10,8,1,1,12923,12922,12931,9,6,-4,0,1,12917,12913,12918,5,0,2,0,0,12915,12911,12919,8,2,4,0,0,12911,12911,12914,3,6,-2,0,1,12913,12909,12914,5,4,2,0,0,12911,12910,12919,9,6,-8,-1,1,12919,12916,12922,6,-2,3,0,0,12919,12913,12922,9,-2,1,0,0,12918,12906,12920,14,-1,8,1,0,12919,12906,12922,16,-2,9,1,0,12910,12907,12923,16,7,-12,-1,1,12922,12907,12928,21,-5,14,1,0,12908,12895,12908,13,9,3,0,1,12905,12904,12917,13,12,-10,-1,1,12915,12896,12917,21,2,17,1,0,12898,12880,12900,20,19,4,0,1,-1,-17
1342,2013-03-21 10:00:00,25_14,224.2,0.3460500775121541,-0.41,223.79,0.5341343679774848,0,1,1,2,0,0,2,2,12894,12894,12909,15,-14,-14,-1,-1,12893,12887,12896,9,-15,-1,0,-1,12893,12886,12893,7,-15,0,0,-1,12908,12902,12908,6,0,5,0,0,12903,12899,12905,6,5,0,0,0,12904,12901,12910,9,4,-5,0,0,12909,12903,12910,7,-1,5,0,0,12904,12899,12905,6,4,4,0,0,12900,12896,12906,10,8,-4,0,1,12900,12896,12908,12,8,-8,-1,1,12907,12906,12924,18,1,-15,-1,0,12900,12896,12924,28,8,-22,-2,1,12922,12917,12931,14,-14,3,0,-1,12919,12909,12919,10,-11,0,0,-1,12919,12906,12922,16,-11,9,1,-1,12910,12907,12923,16,-2,-12,-1,0,12922,12907,12928,21,-14,14,1,-1,12908,12895,12908,13,0,3,0,0,0,-4
1343,2013-03-26 08:30:00,8,-171.43,-1.219482263368254,21.05,-150.38,-1.1486895295487856,0,0,1,0,1,0,1,1,12867,12863,12874,11,0,0,0,0,12862,12858,12869,11,-5,-5,0,0,12860,12858,12865,7,-7,-2,0,-1,12867,12860,12871,11,0,7,1,0,12860,12850,12866,16,7,10,1,1,12851,12848,12855,7,16,1,0,1,12850,12848,12855,7,17,0,0,1,12850,12846,12855,9,17,-5,0,1,12855,12849,12855,6,12,3,0,1,12855,12849,12861,12,12,-5,0,1,12860,12856,12869,13,7,-8,-1,1,12855,12849,12869,20,12,-13,-1,1,12868,12867,12880,13,-1,-9,-1,0,12877,12867,12877,10,-10,3,0,-1,12874,12860,12882,22,-7,-6,-1,-1,12880,12858,12883,25,-13,3,0,-1,12877,12864,12881,17,-10,4,0,-1,12873,12855,12877,22,-6,13,1,-1,-1,-7
1344,2013-03-26 10:00:00,21_4,-15.6,-1.2969508967993124,-3.67,-19.270000000000003,-1.4458912085882234,0,0,2,0,0,2,2,2,12864,12863,12870,7,2,1,0,0,12865,12858,12867,9,3,1,0,0,12866,12862,12868,6,4,1,0,0,12862,12858,12865,7,0,-1,0,0,12864,12854,12864,10,-2,8,1,0,12856,12854,12860,6,6,-4,0,1,12860,12853,12863,10,2,-1,0,0,12861,12860,12865,5,1,1,0,0,12860,12857,12864,7,2,-1,0,0,12860,12857,12871,14,2,-6,-1,0,12866,12848,12873,25,-4,11,1,0,12860,12848,12873,25,2,5,0,0,12855,12852,12870,18,7,-12,-1,1,12867,12846,12874,28,-5,12,1,0,12855,12849,12869,20,7,-13,-1,1,12868,12867,12880,13,-6,-9,-1,-1,12877,12867,12877,10,-15,3,0,-1,12874,12860,12882,22,-12,-6,-1,-1,1,14
