,datetime,new_id,forecast_error_ratio,forecast_error_ratio_zscore,previous_error_ratio,total_error_ratio,total_error_ratio_zscore,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,num_news,close_0_5_after,low_0_5_after,high_0_5_after,volatility_0_5_after,pips_agg_0_5_after,pips_candle_0_5_after,direction_candle_0_5_after,direction_agg_0_5_after,close_5_10_after,low_5_10_after,high_5_10_after,volatility_5_10_after,pips_agg_5_10_after,pips_candle_5_10_after,direction_candle_5_10_after,direction_agg_5_10_after,close_10_15_after,low_10_15_after,high_10_15_after,volatility_10_15_after,pips_agg_10_15_after,pips_candle_10_15_after,direction_candle_10_15_after,direction_agg_10_15_after,close_5_0_before,low_5_0_before,high_5_0_before,volatility_5_0_before,pips_agg_5_0_before,pips_candle_5_0_before,direction_candle_5_0_before,direction_agg_5_0_before,close_10_5_before,low_10_5_before,high_10_5_before,volatility_10_5_before,pips_agg_10_5_before,pips_candle_10_5_before,direction_candle_10_5_before,direction_agg_10_5_before,close_15_10_before,low_15_10_before,high_15_10_before,volatility_15_10_before,pips_agg_15_10_before,pips_candle_15_10_before,direction_candle_15_10_before,direction_agg_15_10_before,close_20_15_before,low_20_15_before,high_20_15_before,volatility_20_15_before,pips_agg_20_15_before,pips_candle_20_15_before,direction_candle_20_15_before,direction_agg_20_15_before,close_25_20_before,low_25_20_before,high_25_20_before,volatility_25_20_before,pips_agg_25_20_before,pips_candle_25_20_before,direction_candle_25_20_before,direction_agg_25_20_before,close_30_25_before,low_30_25_before,high_30_25_before,volatility_30_25_before,pips_agg_30_25_before,pips_candle_30_25_before,direction_candle_30_25_before,direction_agg_30_25_before,close_45_30_before,low_45_30_before,high_45_30_before,volatility_45_30_before,pips_agg_45_30_before,pips_candle_45_30_before,direction_candle_45_30_before,direction_agg_45_30_before,close_60_45_before,low_60_45_before,high_60_45_before,volatility_60_45_before,pips_agg_60_45_before,pips_candle_60_45_before,direction_candle_60_45_before,direction_agg_60_45_before,close_60_30_before,low_60_30_before,high_60_30_before,volatility_60_30_before,pips_agg_60_30_before,pips_candle_60_30_before,direction_candle_60_30_before,direction_agg_60_30_before,close_90_60_before,low_90_60_before,high_90_60_before,volatility_90_60_before,pips_agg_90_60_before,pips_candle_90_60_before,direction_candle_90_60_before,direction_agg_90_60_before,close_120_90_before,low_120_90_before,high_120_90_before,volatility_120_90_before,pips_agg_120_90_before,pips_candle_120_90_before,direction_candle_120_90_before,direction_agg_120_90_before,close_150_120_before,low_150_120_before,high_150_120_before,volatility_150_120_before,pips_agg_150_120_before,pips_candle_150_120_before,direction_candle_150_120_before,direction_agg_150_120_before,close_180_150_before,low_180_150_before,high_180_150_before,volatility_180_150_before,pips_agg_180_150_before,pips_candle_180_150_before,direction_candle_180_150_before,direction_agg_180_150_before,close_210_180_before,low_210_180_before,high_210_180_before,volatility_210_180_before,pips_agg_210_180_before,pips_candle_210_180_before,direction_candle_210_180_before,direction_agg_210_180_before,close_240_210_before,low_240_210_before,high_240_210_before,volatility_240_210_before,pips_agg_240_210_before,pips_candle_240_210_before,direction_candle_240_210_before,direction_agg_240_210_before,direction_agg_30_60_after,pips_agg_30_60_after
543,2009-09-24 08:30:00,32,3.28,1.203870851075977,-1.1,2.18,1.2707800506250666,0,1,0,0,0,1,1,1,14789,14770,14798,28,13,12,1,1,14787,14785,14795,10,11,-3,0,1,14790,14783,14794,11,14,4,0,1,14776,14774,14782,8,0,-5,0,0,14782,14774,14782,8,-6,6,1,-1,14777,14766,14779,13,-1,7,1,0,14767,14767,14776,9,9,-6,-1,1,14774,14770,14781,11,2,-6,-1,0,14782,14773,14785,12,-6,0,0,-1,14782,14765,14785,20,-6,12,1,-1,14771,14760,14774,14,5,2,0,0,14782,14760,14785,25,-6,13,1,-1,14769,14758,14775,17,7,3,0,1,14766,14758,14776,18,10,-5,0,1,14772,14766,14780,14,4,-3,0,0,14776,14761,14787,26,0,11,1,0,14764,14754,14780,26,12,6,1,1,14757,14744,14762,18,19,7,1,1,0,1
544,2009-09-24 10:00:00,14,-4.85,-1.4770578172047633,0.0,-4.85,-1.4980068214685354,0,0,1,1,0,0,1,1,14731,14728,14758,30,-25,-27,-2,-2,14723,14719,14733,14,-33,-9,-1,-2,14717,14716,14730,14,-39,-6,-1,-2,14756,14746,14760,14,0,3,0,0,14755,14752,14769,17,1,-10,-1,0,14766,14754,14770,16,-10,6,1,-1,14760,14756,14772,16,-4,-7,-1,0,14767,14765,14779,14,-11,-10,-1,-1,14777,14765,14781,16,-21,9,1,-2,14777,14765,14785,20,-21,-6,-1,-2,14784,14776,14790,14,-28,-4,0,-2,14777,14765,14790,25,-21,-11,-1,-2,14788,14783,14803,20,-32,-2,0,-2,14789,14766,14798,32,-33,9,1,-2,14782,14760,14785,25,-26,13,1,-2,14769,14758,14775,17,-13,3,0,-1,14766,14758,14776,18,-10,-5,0,-1,14772,14766,14780,14,-16,-3,0,-1,-2,-58
545,2009-09-25 08:30:00,8,-100.0,-1.0090457340097778,-12.5,-112.5,-0.8908180730096814,0,0,1,1,0,0,1,1,14633,14632,14665,33,-32,-31,-2,-2,14630,14621,14638,17,-35,-3,0,-2,14635,14627,14641,14,-30,3,0,-2,14665,14660,14670,10,0,2,0,0,14661,14655,14665,10,4,0,0,0,14660,14656,14671,15,5,-8,-1,0,14668,14667,14676,9,-3,-4,0,0,14673,14670,14676,6,-8,1,0,-1,14671,14670,14678,8,-6,-5,0,-1,14671,14670,14688,18,-6,-13,-1,-1,14687,14682,14691,9,-22,-2,0,-2,14671,14670,14691,21,-6,-18,-1,-1,14689,14669,14692,23,-24,8,1,-2,14683,14680,14703,23,-18,-7,-1,-1,14690,14688,14721,33,-25,-24,-2,-2,14714,14680,14715,35,-49,27,2,-2,14687,14679,14691,12,-22,-2,0,-2,14688,14671,14692,21,-23,14,1,-2,0,-4
546,2009-09-25 10:00:00,21,-2.94,-0.6251476303562421,-1.62,-4.5600000000000005,-0.6284606630290533,0,0,1,0,0,1,1,1,14693,14663,14699,36,14,15,1,1,14709,14689,14713,24,30,16,1,2,14694,14691,14711,20,15,-14,-1,1,14679,14661,14681,20,0,16,1,0,14663,14655,14667,12,16,-2,0,1,14665,14658,14670,12,14,4,0,1,14660,14642,14661,19,19,13,1,1,14650,14646,14660,14,29,-10,-1,2,14661,14655,14670,15,18,-1,0,1,14661,14647,14670,23,18,9,1,1,14651,14643,14656,13,28,5,0,2,14661,14643,14670,27,18,15,1,1,14646,14621,14651,30,33,13,1,2,14633,14632,14676,44,46,-39,-2,2,14671,14670,14691,21,8,-18,-1,1,14689,14669,14692,23,-10,8,1,-1,14683,14680,14703,23,-4,-7,-1,0,14690,14688,14721,33,-11,-24,-2,-1,1,16
547,2009-09-29 10:00:00,4,-6.84,-0.6307222852782515,0.74,-6.1,-0.6079994835648341,0,0,1,0,1,0,1,1,14537,14525,14541,16,-4,-4,0,0,14550,14530,14553,23,9,14,1,1,14551,14544,14558,14,10,-1,0,1,14541,14532,14546,14,0,7,1,0,14532,14531,14550,19,9,-8,-1,1,14541,14537,14568,31,0,-26,-2,0,14567,14561,14578,17,-26,-6,-1,-2,14573,14562,14576,14,-32,8,1,-2,14566,14556,14570,14,-25,5,0,-2,14566,14556,14575,19,-25,-1,0,-2,14567,14551,14571,20,-26,9,1,-2,14566,14551,14575,24,-25,8,1,-2,14558,14538,14562,24,-17,7,1,-1,14551,14540,14557,17,-10,0,0,-1,14549,14541,14577,36,-8,-16,-1,-1,14565,14545,14569,24,-24,16,1,-2,14551,14537,14562,25,-10,5,0,-1,14550,14550,14589,39,-9,-35,-2,-1,0,0
548,2009-09-30 08:15:00,0,-27.0,-1.089779603550165,7.05,-19.95,-1.1371086771159278,0,0,1,0,1,0,1,1,14658,14635,14661,26,17,18,1,1,14634,14621,14656,35,-7,-21,-2,-1,14618,14610,14636,26,-23,-16,-1,-2,14641,14633,14647,14,0,-3,0,0,14643,14636,14648,12,-2,1,0,0,14641,14635,14645,10,0,0,0,0,14641,14632,14643,11,0,4,0,0,14639,14634,14657,23,2,-18,-1,0,14657,14654,14665,11,-16,-5,0,-1,14657,14654,14668,14,-16,-4,0,-1,14658,14650,14673,23,-17,-6,-1,-1,14658,14650,14673,23,-17,-5,0,-1,14658,14650,14673,23,-17,-5,0,-1,14652,14650,14670,20,-11,-11,-1,-1,14652,14650,14670,20,-11,-11,-1,-1,14665,14623,14673,50,-24,35,2,-2,14665,14623,14673,50,-24,35,2,-2,14613,14595,14620,25,28,13,1,2,-2,-27
549,2009-10-01 08:30:00,32,-3.57,-1.4369884092773262,-0.75,-4.32,-1.4581935038935463,0,0,1,1,0,0,1,1,14531,14516,14552,36,-9,-7,-1,-1,14548,14528,14554,26,8,16,1,1,14549,14542,14555,13,9,2,0,1,14540,14533,14543,10,0,0,0,0,14538,14533,14540,7,2,0,0,0,14538,14534,14542,8,2,-1,0,0,14538,14535,14543,8,2,-3,0,0,14544,14536,14544,8,-4,2,0,0,14541,14537,14547,10,-1,-5,0,0,14541,14536,14549,13,-1,0,0,0,14541,14527,14545,18,-1,4,0,0,14541,14527,14549,22,-1,4,0,0,14535,14526,14555,29,5,-8,-1,0,14543,14539,14573,34,-3,-25,-2,0,14567,14552,14569,17,-27,5,0,-2,14563,14561,14584,23,-23,-16,-1,-2,14579,14567,14585,18,-39,8,1,-2,14572,14569,14593,24,-32,-18,-1,-2,2,26
550,2009-10-01 10:00:00,17_24,608.7,-1.1081099664829197,0.0,608.7,-1.3173776868207783,0,1,1,2,0,0,2,2,14561,14555,14575,20,-4,-6,-1,0,14551,14548,14567,19,-14,-9,-1,-1,14555,14548,14559,11,-10,3,0,-1,14565,14559,14571,12,0,4,0,0,14561,14556,14565,9,4,-3,0,0,14564,14555,14565,10,1,2,0,0,14560,14549,14564,15,5,5,0,0,14557,14549,14567,18,8,-9,-1,1,14566,14559,14570,11,-1,0,0,0,14566,14559,14571,12,-1,2,0,0,14564,14555,14566,11,1,2,0,0,14566,14555,14571,16,-1,4,0,0,14561,14528,14570,42,4,29,2,0,14531,14516,14552,36,34,-11,-1,2,14541,14527,14549,22,24,4,0,2,14535,14526,14555,29,30,-8,-1,2,14543,14539,14573,34,22,-25,-2,2,14567,14552,14569,17,-2,5,0,0,-1,-16
551,2009-10-02 08:30:00,22_33,-46.93,-1.1482540972908777,6.94,-39.99,-1.0363121819130163,1,0,1,1,1,0,2,2,14497,14479,14539,60,-45,-40,-2,-2,14499,14484,14500,16,-43,4,0,-2,14514,14498,14522,24,-28,12,1,-2,14542,14531,14549,18,0,4,0,0,14539,14530,14542,12,3,0,0,0,14540,14530,14542,12,2,4,0,0,14535,14534,14543,9,7,-5,0,1,14540,14532,14543,11,2,1,0,0,14539,14528,14539,11,3,9,1,0,14539,14528,14544,16,3,2,0,0,14538,14527,14543,16,4,1,0,0,14539,14527,14544,17,3,2,0,0,14536,14531,14545,14,6,3,0,1,14535,14527,14548,21,7,-7,-1,1,14542,14534,14551,17,0,-7,-1,0,14549,14538,14551,13,-7,3,0,-1,14546,14543,14561,18,-4,-12,-1,0,14557,14536,14563,27,-15,17,1,-1,1,18
552,2009-10-05 10:00:00,18,1.8,0.850381933305341,0.0,1.8,0.8503819333053411,0,1,0,1,0,0,1,1,14614,14610,14623,13,-3,-4,0,0,14607,14602,14618,16,-10,-5,0,-1,14609,14604,14616,12,-8,1,0,-1,14617,14610,14620,10,0,0,0,0,14617,14600,14619,19,0,12,1,0,14604,14600,14612,12,13,-4,0,1,14609,14591,14611,20,8,16,1,1,14592,14591,14604,13,25,-9,-1,2,14603,14594,14605,11,14,-1,0,1,14603,14594,14610,16,14,6,1,1,14599,14591,14604,13,18,2,0,1,14603,14591,14610,19,14,6,1,1,14596,14591,14606,15,21,-8,-1,2,14604,14598,14621,23,13,-16,-1,1,14621,14607,14629,22,-4,10,1,0,14609,14605,14625,20,8,-13,-1,1,14623,14619,14634,15,-6,0,0,-1,14624,14613,14632,19,-7,6,1,-1,1,8
553,2009-10-08 08:30:00,32,4.05,0.8787071898964564,-0.54,3.51,1.017444481791926,0,1,0,1,0,0,1,1,14752,14744,14759,15,3,1,0,0,14766,14752,14775,23,17,10,1,1,14764,14760,14767,7,15,-1,0,1,14749,14748,14761,13,0,-8,-1,0,14757,14752,14761,9,-8,-3,0,-1,14760,14757,14765,8,-11,-2,0,-1,14761,14757,14765,8,-12,-1,0,-1,14763,14752,14764,12,-14,7,1,-1,14755,14748,14757,9,-6,2,0,-1,14755,14748,14759,11,-6,-2,0,-1,14755,14752,14764,12,-6,-2,0,-1,14755,14748,14764,16,-6,-2,0,-1,14757,14749,14771,22,-8,-10,-1,-1,14766,14759,14773,14,-17,-1,0,-1,14765,14763,14777,14,-16,-2,0,-1,14767,14762,14782,20,-18,-4,0,-1,14771,14760,14774,14,-22,0,0,-2,14772,14759,14779,20,-23,8,1,-2,-1,-19
554,2009-10-09 08:30:00,31,6.4,0.4065195144076285,-0.31,6.090000000000002,0.473507598416046,0,1,0,1,0,0,1,1,14740,14737,14748,11,-5,-5,0,0,14746,14739,14751,12,1,6,1,0,14737,14736,14749,13,-8,-11,-1,-1,14745,14741,14750,9,0,-4,0,0,14749,14744,14751,7,-4,2,0,0,14748,14745,14753,8,-3,-2,0,0,14748,14746,14761,15,-3,-8,-1,0,14759,14756,14765,9,-14,-4,0,-1,14763,14758,14770,12,-18,2,0,-1,14763,14753,14770,17,-18,5,0,-1,14756,14750,14770,20,-11,-12,-1,-1,14763,14750,14770,20,-18,-5,0,-1,14768,14748,14773,25,-23,16,1,-2,14752,14734,14760,26,-7,13,1,-1,14738,14733,14746,13,7,-3,0,1,14739,14725,14747,22,6,6,1,1,14734,14718,14739,21,11,14,1,1,14720,14710,14730,20,25,-6,-1,2,-1,-16
555,2009-10-14 08:30:00,10_29,91.67,0.6108269805895834,-27.61,64.06,0.3134820735833328,0,2,0,0,0,2,2,2,14880,14874,14896,22,-7,-7,-1,-1,14889,14878,14895,17,2,9,1,0,14883,14879,14892,13,-4,-6,-1,0,14887,14885,14892,7,0,0,0,0,14887,14885,14894,9,0,-3,0,0,14889,14878,14890,12,-2,9,1,0,14878,14870,14881,11,9,4,0,1,14876,14872,14883,11,11,-1,0,1,14876,14870,14880,10,11,0,0,1,14876,14870,14895,25,11,-8,-1,1,14885,14880,14893,13,2,-5,0,0,14876,14870,14895,25,11,-14,-1,1,14891,14879,14920,41,-4,-25,-2,0,14917,14886,14920,34,-30,20,1,-2,14898,14891,14906,15,-11,-3,0,-1,14901,14895,14910,15,-14,-3,0,-1,14904,14889,14913,24,-17,5,0,-1,14900,14875,14909,34,-13,19,1,-1,2,21
556,2009-10-15 08:30:00,32_7,101.91,1.9404727453216557,-0.58,101.33,2.029638878437247,0,2,0,2,0,0,2,2,14887,14881,14899,18,2,4,0,0,14889,14884,14898,14,4,1,0,0,14877,14875,14890,15,-8,-11,-1,-1,14885,14874,14889,15,0,8,1,0,14878,14866,14878,12,7,7,1,1,14870,14859,14874,15,15,7,1,1,14861,14853,14869,16,24,6,1,2,14855,14841,14876,35,30,-20,-1,2,14872,14867,14882,15,13,-4,0,1,14872,14867,14884,17,13,-4,0,1,14880,14863,14884,21,5,3,0,0,14872,14863,14884,21,13,-5,0,1,14878,14872,14919,47,7,-39,-2,1,14916,14908,14930,22,-31,4,0,-2,14912,14907,14924,17,-27,-1,0,-2,14914,14901,14924,23,-29,-8,-1,-2,14922,14917,14945,28,-37,-19,-1,-2,14940,14927,14947,20,-55,8,1,-2,1,10
557,2009-10-16 09:00:00,30,4.98,-0.013897666193588669,0.0,4.98,-0.01105149570179937,1,0,0,1,0,0,1,1,14877,14858,14877,19,13,13,1,1,14873,14865,14880,15,9,-3,0,1,14870,14867,14876,9,6,-1,0,1,14864,14858,14869,11,0,2,0,0,14863,14857,14866,9,1,2,0,0,14859,14856,14865,9,5,-2,0,0,14859,14857,14869,12,5,-7,-1,0,14867,14862,14874,12,-3,2,0,0,14867,14854,14869,15,-3,9,1,0,14867,14846,14869,23,-3,3,0,0,14866,14860,14886,26,-2,-18,-1,0,14867,14846,14886,40,-3,-17,-1,0,14884,14866,14889,23,-20,3,0,-1,14883,14871,14900,29,-19,-9,-1,-1,14893,14891,14915,24,-29,-21,-2,-2,14912,14902,14926,24,-48,-4,0,-2,14917,14903,14924,21,-53,11,1,-2,14903,14889,14911,22,-39,1,0,-2,0,4
558,2009-10-20 08:30:00,23_3,-696.61,-1.2187092681517382,0.0,-696.61,-1.1044015708545178,1,0,1,2,0,0,2,2,14981,14967,14990,23,7,7,1,1,14966,14961,14982,21,-8,-14,-1,-1,14970,14958,14971,13,-4,4,0,0,14974,14969,14977,8,0,-1,0,0,14975,14970,14977,7,-1,2,0,0,14974,14967,14975,8,0,4,0,0,14969,14968,14979,11,5,-7,-1,0,14976,14970,14978,8,-2,2,0,0,14973,14969,14977,8,1,-3,0,0,14973,14969,14981,12,1,-3,0,0,14975,14970,14981,11,-1,-6,-1,0,14973,14969,14981,12,1,-8,-1,0,14981,14957,14987,30,-7,14,1,-1,14966,14960,14975,15,8,-5,0,1,14972,14964,14977,13,2,2,0,0,14970,14967,14980,13,4,0,0,0,14971,14956,14972,16,3,9,1,0,14962,14950,14974,24,12,-6,-1,1,-1,-20
559,2009-10-22 08:30:00,32,-2.91,-0.9743565436364752,-1.17,-4.08,-1.0375361367316267,0,0,1,0,0,1,1,1,14990,14988,15003,15,-9,-8,-1,-1,14991,14986,14998,12,-8,1,0,-1,14988,14981,14995,14,-11,-2,0,-1,14999,14996,15006,10,0,-5,0,0,15004,14997,15006,9,-5,2,0,0,15004,14995,15007,12,-5,6,1,0,14999,14994,15003,9,0,1,0,0,15001,14985,15001,16,-2,11,1,0,14990,14985,14993,8,9,4,0,1,14990,14985,14998,13,9,-5,0,1,14994,14978,15001,23,5,11,1,0,14990,14978,15001,23,9,7,1,1,14981,14966,14983,17,18,5,0,1,14977,14967,14982,15,22,2,0,2,14975,14961,14981,20,24,-4,0,2,14980,14949,14982,33,19,27,2,1,14953,14952,14972,20,46,-10,-1,2,14961,14941,14967,26,38,5,0,2,-1,-7
560,2009-10-23 10:00:00,14,3.72,0.8130500899436712,0.2,3.92,0.8939329319032177,0,1,0,1,0,0,1,1,15012,15009,15024,15,-4,-6,-1,0,15007,15003,15017,14,-9,-4,0,-1,15004,14993,15009,16,-12,-4,0,-1,15016,15011,15021,10,0,-1,0,0,15017,15008,15021,13,-1,6,1,0,15012,15007,15016,9,4,-2,0,0,15014,15010,15022,12,2,-5,0,0,15019,15013,15027,14,-3,-4,0,0,15021,15019,15031,12,-5,-1,0,0,15021,15016,15031,15,-5,-2,0,0,15024,15017,15039,22,-8,-12,-1,-1,15021,15016,15039,23,-5,-15,-1,0,15036,15020,15047,27,-20,-2,0,-1,15037,15015,15042,27,-21,5,0,-2,15032,15028,15042,14,-16,-6,-1,-1,15039,15028,15048,20,-23,1,0,-2,15037,15030,15046,16,-21,-6,-1,-2,15044,15030,15050,20,-28,-1,0,-2,0,-3
561,2009-10-27 10:00:00,4,-11.17,-0.7014893470812037,-0.56,-11.73,-0.7430252533612133,0,0,1,1,0,0,1,1,14812,14805,14844,39,-33,-31,-2,-2,14797,14785,14815,30,-48,-14,-1,-2,14809,14793,14815,22,-36,10,1,-2,14845,14841,14860,19,0,-13,-1,0,14858,14852,14862,10,-13,-1,0,-1,14858,14844,14860,16,-13,6,1,-1,14848,14846,14867,21,-3,-15,-1,0,14863,14860,14871,11,-18,-1,0,-1,14864,14855,14870,15,-19,7,1,-1,14864,14847,14870,23,-19,1,0,-1,14862,14857,14886,29,-17,-21,-2,-1,14864,14847,14886,39,-19,-19,-1,-1,14883,14861,14887,26,-38,21,2,-2,14863,14853,14874,21,-18,-8,-1,-1,14871,14867,14882,15,-26,-8,-1,-2,14880,14874,14890,16,-35,-3,0,-2,14883,14874,14897,23,-38,-7,-1,-2,14890,14880,14895,15,-45,4,0,-2,-2,-36
562,2009-10-28 08:30:00,8,50.0,-0.5498520775470801,-400.0,-350.0,-1.1038133532485666,0,1,0,0,0,1,1,1,14792,14780,14795,15,0,2,0,0,14792,14788,14801,13,0,-1,0,0,14796,14786,14799,13,4,4,0,0,14792,14783,14799,16,0,3,0,0,14790,14779,14790,11,2,6,1,0,14780,14780,14790,10,12,-6,-1,1,14786,14775,14786,11,6,8,1,1,14777,14775,14784,9,15,-5,0,1,14782,14776,14789,13,10,4,0,1,14782,14767,14789,22,10,11,1,1,14771,14753,14775,22,21,13,1,2,14782,14753,14789,36,10,24,2,1,14757,14753,14795,42,35,-36,-2,2,14793,14779,14801,22,-1,2,0,0,14794,14779,14799,20,-2,12,1,0,14781,14768,14789,21,11,0,0,1,14782,14777,14807,30,10,-9,-1,1,14790,14789,14822,33,2,-29,-2,0,1,20
563,2009-10-28 10:00:00,21,-9.26,-1.110838176208988,-2.8,-12.06,-1.0755953002548035,0,0,1,0,0,1,1,1,14777,14773,14802,29,-24,-23,-2,-2,14784,14774,14785,11,-17,7,1,-1,14790,14781,14796,15,-11,6,1,-1,14801,14793,14805,12,0,2,0,0,14799,14797,14809,12,2,0,0,0,14801,14799,14815,16,0,-11,-1,0,14809,14802,14813,11,-8,-1,0,-1,14810,14802,14814,12,-9,-3,0,-1,14812,14791,14812,21,-11,16,1,-1,14812,14786,14812,26,-11,24,2,-1,14789,14779,14792,13,12,-1,0,1,14812,14779,14812,33,-11,22,2,-1,14790,14786,14807,21,11,-3,0,1,14792,14775,14799,24,9,10,1,1,14782,14753,14789,36,19,24,2,1,14757,14753,14795,42,44,-36,-2,2,14793,14779,14801,22,8,2,0,1,14794,14779,14799,20,7,12,1,1,-2,-38
564,2009-10-29 08:30:00,32_1,7.839999999999999,-0.5959482212983231,30.0,37.839999999999996,0.30244335212946427,0,1,1,1,1,0,2,2,14743,14724,14756,32,19,14,1,1,14750,14744,14763,19,26,6,1,2,14758,14743,14765,22,34,9,1,2,14724,14715,14729,14,0,4,0,0,14722,14720,14731,11,2,-6,-1,0,14729,14725,14735,10,-5,1,0,0,14726,14724,14731,7,-2,-3,0,0,14728,14724,14731,7,-4,0,0,0,14727,14725,14732,7,-3,0,0,0,14727,14721,14732,11,-3,2,0,0,14726,14722,14735,13,-2,-8,-1,0,14727,14721,14735,14,-3,-7,-1,0,14733,14730,14752,22,-9,-14,-1,-1,14748,14743,14756,13,-24,0,0,-2,14748,14743,14763,20,-24,1,0,-2,14747,14739,14760,21,-23,-1,0,-2,14747,14737,14759,22,-23,6,1,-2,14741,14733,14751,18,-17,-2,0,-1,2,58
565,2009-11-02 10:00:00,17_24,2954.9,2.4437503978023583,0.0,2954.9,2.336718379719593,0,2,0,2,0,0,2,2,14814,14778,14819,41,37,34,2,2,14809,14807,14819,12,32,-5,0,2,14815,14807,14817,10,38,5,0,2,14777,14766,14779,13,0,9,1,0,14768,14756,14769,13,9,8,1,1,14758,14751,14762,11,19,1,0,1,14758,14751,14760,9,19,2,0,1,14755,14750,14761,11,22,-2,0,2,14758,14751,14764,13,19,3,0,1,14758,14747,14764,17,19,7,1,1,14751,14743,14756,13,26,5,0,2,14758,14743,14764,21,19,12,1,1,14746,14737,14773,36,31,-22,-2,2,14769,14759,14775,16,8,-1,0,1,14772,14762,14785,23,5,-5,0,0,14776,14770,14783,13,1,-2,0,0,14778,14774,14796,22,-1,-13,-1,0,14792,14759,14793,34,-15,30,2,-1,2,44
566,2009-11-04 08:15:00,0,-7.98,0.9141995272530284,10.63,2.6500000000000004,1.359693581903582,0,0,1,0,1,0,1,1,14769,14753,14772,19,7,9,1,1,14772,14758,14773,15,10,4,0,1,14790,14770,14795,25,28,17,1,2,14762,14745,14764,19,0,15,1,0,14747,14744,14752,8,15,-2,0,1,14749,14740,14752,12,13,2,0,1,14747,14739,14751,12,15,1,0,1,14746,14742,14754,12,16,-5,0,1,14752,14748,14765,17,10,-11,-1,1,14752,14748,14766,18,10,-8,-1,1,14759,14755,14766,11,3,1,0,0,14759,14755,14776,21,3,-5,0,0,14759,14755,14776,21,3,-5,0,0,14748,14738,14768,30,14,-15,-1,1,14748,14738,14768,30,14,-15,-1,1,14759,14747,14766,19,3,6,1,0,14759,14747,14766,19,3,6,1,0,14762,14751,14769,18,0,-2,0,0,2,37
567,2009-11-04 10:00:00,18,-1.94,-0.6598403984992357,0.0,-1.94,-0.6598403984992357,0,0,1,1,0,0,1,1,14826,14798,14831,33,15,17,1,1,14828,14824,14834,10,17,1,0,1,14839,14823,14841,18,28,14,1,2,14811,14808,14818,10,0,0,0,0,14813,14806,14816,10,-2,6,1,0,14807,14790,14812,22,4,14,1,0,14794,14790,14803,13,17,-1,0,1,14795,14792,14801,9,16,-3,0,1,14799,14794,14805,11,12,0,0,1,14799,14783,14805,22,12,12,1,1,14787,14785,14801,16,24,-5,0,2,14799,14783,14805,22,12,7,1,1,14793,14775,14798,23,18,7,1,1,14785,14744,14795,51,26,36,2,2,14749,14739,14766,27,62,-11,-1,2,14759,14755,14776,21,52,-5,0,2,14763,14747,14768,21,48,11,1,2,14748,14738,14768,30,63,-15,-1,2,2,27
568,2009-11-04 14:19:00,15,0.0,0.0,0.0,0.0,0.0,1,0,0,1,0,0,1,1,14861,14838,14889,51,-19,-17,-1,-1,14835,14826,14860,34,-45,-25,-2,-2,14859,14827,14865,38,-21,24,2,-2,14880,14850,14889,39,0,24,2,0,14853,14844,14860,16,27,-7,-1,2,14858,14840,14859,19,22,13,1,2,14844,14839,14846,7,36,2,0,2,14842,14838,14847,9,38,1,0,2,14841,14836,14843,7,39,-1,0,2,14842,14835,14846,11,38,-1,0,2,14844,14831,14845,14,36,8,1,2,14844,14835,14847,12,36,1,0,2,14844,14831,14845,14,36,5,0,2,14838,14832,14846,14,42,2,0,2,14835,14828,14841,13,45,-2,0,2,14836,14829,14842,13,44,1,0,2,14836,14831,14846,15,44,-2,0,2,14838,14822,14845,23,42,8,1,2,0,-3
569,2009-11-05 08:30:00,32,2.1,0.4816320175525857,-0.38,1.7200000000000002,0.5110358976030824,0,1,0,1,0,0,1,1,14880,14862,14881,19,17,16,1,1,14883,14875,14895,20,20,4,0,1,14912,14880,14913,33,49,29,2,2,14863,14858,14865,7,0,-1,0,0,14863,14859,14867,8,0,0,0,0,14863,14860,14869,9,0,-2,0,0,14865,14860,14870,10,-2,-3,0,0,14868,14864,14875,11,-5,-3,0,0,14870,14863,14872,9,-7,2,0,-1,14870,14863,14873,10,-7,1,0,-1,14869,14863,14883,20,-6,2,0,-1,14870,14863,14883,20,-7,3,0,-1,14866,14830,14871,41,-3,32,2,0,14835,14831,14852,21,28,-12,-1,2,14846,14838,14853,15,17,1,0,1,14844,14835,14853,18,19,-2,0,1,14846,14833,14853,20,17,9,1,1,14838,14834,14857,23,25,-4,0,2,1,14
570,2009-11-06 08:30:00,22_33,-12.86,-1.1468556095615787,16.73,3.8700000000000006,-0.6877060050818952,0,0,2,1,1,0,2,2,14842,14835,14866,31,-27,-24,-2,-2,14845,14819,14852,33,-24,0,0,-2,14854,14838,14861,23,-15,10,1,-1,14869,14849,14872,23,0,15,1,0,14853,14852,14864,12,16,-7,-1,1,14857,14852,14863,11,12,-4,0,1,14861,14857,14869,12,8,-5,0,1,14867,14863,14871,8,2,-2,0,0,14868,14864,14871,7,1,-1,0,0,14868,14864,14875,11,1,-4,0,0,14874,14868,14879,11,-5,-1,0,0,14868,14864,14879,15,1,-7,-1,0,14879,14867,14886,19,-10,9,1,-1,14870,14863,14882,19,-1,-9,-1,0,14879,14874,14900,26,-10,-15,-1,-1,14895,14888,14899,11,-26,-2,0,-2,14897,14887,14905,18,-28,-6,-1,-2,14902,14889,14904,15,-33,7,1,-2,0,-1
