actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
0.6%,USD,2015-10-30 08:30:00,0.6%,accurate,High,Employment Cost Index q/q,0.2%,accurate,44,2015-10-30 12:30:00+00:00,0.0,2015,4,10,Friday
0.1%,USD,2015-10-30 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,44,2015-10-30 12:30:00+00:00,50.0,2015,4,10,Friday
0.1%,USD,2015-10-30 08:30:00,0.2%,worse,Medium,Personal Spending m/m,0.4%,accurate,44,2015-10-30 12:30:00+00:00,50.0,2015,4,10,Friday
0.1%,USD,2015-10-30 08:30:00,0.2%,worse,Low,Personal Income m/m,0.4%,better,44,2015-10-30 12:30:00+00:00,50.0,2015,4,10,Friday
56.2,USD,2015-10-30 09:45:00,49.5,better,Medium,Chicago PMI,48.7,accurate,44,2015-10-30 13:45:00+00:00,-13.54,2015,4,10,Friday
90.0,USD,2015-10-30 10:00:00,92.6,worse,Medium,Revised UoM Consumer Sentiment,92.1,accurate,44,2015-10-30 14:00:00+00:00,2.81,2015,4,10,Friday
64,USD,2015-10-19 10:00:00,62,better,Low,NAHB Housing Market Index,61,worse,43,2015-10-19 14:00:00+00:00,-3.23,2015,4,10,Monday
1.10M,USD,2015-10-20 08:30:00,1.16M,worse,High,Building Permits,1.16M,accurate,43,2015-10-20 12:30:00+00:00,5.17,2015,4,10,Tuesday
1.21M,USD,2015-10-20 08:30:00,1.14M,better,Medium,Housing Starts,1.13M,accurate,43,2015-10-20 12:30:00+00:00,-6.14,2015,4,10,Tuesday
8.0M,USD,2015-10-21 10:30:00,3.5M,accurate,Medium,Crude Oil Inventories,7.6M,accurate,43,2015-10-21 14:30:00+00:00,-128.57,2015,4,10,Wednesday
259K,USD,2015-10-22 08:30:00,266K,better,High,Unemployment Claims,256K,accurate,43,2015-10-22 12:30:00+00:00,2.63,2015,4,10,Thursday
0.3%,USD,2015-10-22 09:00:00,0.4%,worse,Low,HPI m/m,0.5%,worse,43,2015-10-22 13:00:00+00:00,25.0,2015,4,10,Thursday
5.55M,USD,2015-10-22 10:00:00,5.38M,better,Medium,Existing Home Sales,5.30M,accurate,43,2015-10-22 14:00:00+00:00,-3.16,2015,4,10,Thursday
-0.2%,USD,2015-10-22 10:00:00,0.0%,worse,Low,CB Leading Index m/m,0.0%,worse,43,2015-10-22 14:00:00+00:00,-200.0,2015,4,10,Thursday
81B,USD,2015-10-22 10:30:00,89B,accurate,Low,Natural Gas Storage,100B,accurate,43,2015-10-22 14:30:00+00:00,8.99,2015,4,10,Thursday
54.0,USD,2015-10-23 09:45:00,52.8,better,Low,Flash Manufacturing PMI,53.1,accurate,43,2015-10-23 13:45:00+00:00,-2.27,2015,4,10,Friday
96.1,USD,2015-10-13 06:00:00,95.6,accurate,Low,NFIB Small Business Index,95.9,accurate,42,2015-10-13 10:00:00+00:00,-0.52,2015,4,10,Tuesday
-0.3%,USD,2015-10-14 08:30:00,-0.1%,worse,High,Core Retail Sales m/m,-0.1%,worse,42,2015-10-14 12:30:00+00:00,200.0,2015,4,10,Wednesday
-0.5%,USD,2015-10-14 08:30:00,-0.2%,worse,High,PPI m/m,0.0%,accurate,42,2015-10-14 12:30:00+00:00,150.0,2015,4,10,Wednesday
0.1%,USD,2015-10-14 08:30:00,0.2%,worse,High,Retail Sales m/m,0.0%,worse,42,2015-10-14 12:30:00+00:00,50.0,2015,4,10,Wednesday
-0.3%,USD,2015-10-14 08:30:00,0.1%,worse,Medium,Core PPI m/m,0.3%,accurate,42,2015-10-14 12:30:00+00:00,400.0,2015,4,10,Wednesday
0.0%,USD,2015-10-14 10:00:00,0.1%,better,Low,Business Inventories m/m,0.0%,better,42,2015-10-14 14:00:00+00:00,100.0,2015,4,10,Wednesday
-0.2%,USD,2015-10-15 08:30:00,-0.2%,accurate,High,CPI m/m,-0.1%,accurate,42,2015-10-15 12:30:00+00:00,0.0,2015,4,10,Thursday
0.2%,USD,2015-10-15 08:30:00,0.1%,better,High,Core CPI m/m,0.1%,accurate,42,2015-10-15 12:30:00+00:00,-100.0,2015,4,10,Thursday
255K,USD,2015-10-15 08:30:00,269K,better,High,Unemployment Claims,262K,accurate,42,2015-10-15 12:30:00+00:00,5.2,2015,4,10,Thursday
-11.4,USD,2015-10-15 08:30:00,-7.3,worse,Medium,Empire State Manufacturing Index,-14.7,accurate,42,2015-10-15 12:30:00+00:00,56.16,2015,4,10,Thursday
-4.5,USD,2015-10-15 10:00:00,-1.8,worse,High,Philly Fed Manufacturing Index,-6.0,accurate,42,2015-10-15 14:00:00+00:00,150.0,2015,4,10,Thursday
100B,USD,2015-10-15 10:30:00,92B,accurate,Low,Natural Gas Storage,95B,accurate,42,2015-10-15 14:30:00+00:00,-8.7,2015,4,10,Thursday
7.6M,USD,2015-10-15 11:00:00,2.2M,accurate,Medium,Crude Oil Inventories,3.1M,accurate,42,2015-10-15 15:00:00+00:00,-245.45,2015,4,10,Thursday
91.1B,USD,2015-10-15 15:26:00,93.8B,accurate,Low,Federal Budget Balance,-64.4B,accurate,42,2015-10-15 19:25:00+00:00,2.88,2015,4,10,Thursday
77.5%,USD,2015-10-16 09:15:00,77.4%,accurate,Medium,Capacity Utilization Rate,77.8%,better,42,2015-10-16 13:15:00+00:00,-0.13,2015,4,10,Friday
-0.2%,USD,2015-10-16 09:15:00,-0.2%,accurate,Medium,Industrial Production m/m,-0.1%,better,42,2015-10-16 13:15:00+00:00,0.0,2015,4,10,Friday
92.1,USD,2015-10-16 10:00:00,88.8,better,High,Prelim UoM Consumer Sentiment,87.2,better,42,2015-10-16 14:00:00+00:00,-3.72,2015,4,10,Friday
5.37M,USD,2015-10-16 10:00:00,5.77M,worse,Medium,JOLTS Job Openings,5.67M,worse,42,2015-10-16 14:00:00+00:00,6.93,2015,4,10,Friday
20.4B,USD,2015-10-16 16:00:00,24.3B,worse,Low,TIC Long-Term Purchases,7.7B,accurate,42,2015-10-16 20:00:00+00:00,16.05,2015,4,10,Friday
55.1,USD,2015-10-05 09:45:00,55.7,worse,Low,Final Services PMI,55.6,accurate,41,2015-10-05 13:45:00+00:00,1.08,2015,4,10,Monday
56.9,USD,2015-10-05 10:00:00,58.0,worse,High,ISM Non-Manufacturing PMI,59.0,accurate,41,2015-10-05 14:00:00+00:00,1.9,2015,4,10,Monday
-48.3B,USD,2015-10-06 08:30:00,-47.6B,accurate,High,Trade Balance,-41.8B,accurate,41,2015-10-06 12:30:00+00:00,1.47,2015,4,10,Tuesday
47.3,USD,2015-10-06 10:00:00,44.6,better,Low,IBD/TIPP Economic Optimism,42.0,accurate,41,2015-10-06 14:00:00+00:00,-6.05,2015,4,10,Tuesday
3.1M,USD,2015-10-07 10:30:00,2.2M,accurate,Medium,Crude Oil Inventories,4.0M,accurate,41,2015-10-07 14:30:00+00:00,-40.91,2015,4,10,Wednesday
16.0B,USD,2015-10-07 15:00:00,18.8B,worse,Low,Consumer Credit m/m,18.9B,accurate,41,2015-10-07 19:00:00+00:00,14.89,2015,4,10,Wednesday
263K,USD,2015-10-08 08:30:00,274K,better,High,Unemployment Claims,276K,accurate,41,2015-10-08 12:30:00+00:00,4.01,2015,4,10,Thursday
95B,USD,2015-10-08 10:30:00,101B,accurate,Low,Natural Gas Storage,98B,accurate,41,2015-10-08 14:30:00+00:00,5.94,2015,4,10,Thursday
-0.1%,USD,2015-10-09 08:30:00,-0.5%,better,Medium,Import Prices m/m,-1.6%,better,41,2015-10-09 12:30:00+00:00,-80.0,2015,4,10,Friday
0.1%,USD,2015-10-09 10:00:00,0.1%,accurate,Low,Final Wholesale Inventories m/m,-0.3%,better,41,2015-10-09 14:00:00+00:00,0.0,2015,4,10,Friday
0.1%,USD,2015-09-28 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,40,2015-09-28 12:30:00+00:00,0.0,2015,3,9,Monday
0.4%,USD,2015-09-28 08:30:00,0.3%,better,Medium,Personal Spending m/m,0.4%,better,40,2015-09-28 12:30:00+00:00,-33.33,2015,3,9,Monday
0.3%,USD,2015-09-28 08:30:00,0.4%,worse,Low,Personal Income m/m,0.5%,better,40,2015-09-28 12:30:00+00:00,25.0,2015,3,9,Monday
-1.4%,USD,2015-09-28 10:00:00,0.4%,worse,Medium,Pending Home Sales m/m,0.5%,accurate,40,2015-09-28 14:00:00+00:00,450.0,2015,3,9,Monday
-67.2B,USD,2015-09-29 08:30:00,-57.3B,worse,Medium,Goods Trade Balance,-59.1B,accurate,40,2015-09-29 12:30:00+00:00,17.28,2015,3,9,Tuesday
5.0%,USD,2015-09-29 09:00:00,5.1%,accurate,Low,S&P/CS Composite-20 HPI y/y,4.9%,accurate,40,2015-09-29 13:00:00+00:00,1.96,2015,3,9,Tuesday
103.0,USD,2015-09-29 10:00:00,96.2,better,High,CB Consumer Confidence,101.3,accurate,40,2015-09-29 14:00:00+00:00,-7.07,2015,3,9,Tuesday
200K,USD,2015-09-30 08:15:00,192K,better,High,ADP Non-Farm Employment Change,186K,accurate,40,2015-09-30 12:15:00+00:00,-4.17,2015,3,9,Wednesday
48.7,USD,2015-09-30 09:45:00,53.2,worse,Medium,Chicago PMI,54.4,accurate,40,2015-09-30 13:45:00+00:00,8.46,2015,3,9,Wednesday
4.0M,USD,2015-09-30 10:30:00,-0.5M,accurate,Medium,Crude Oil Inventories,-1.9M,accurate,40,2015-09-30 14:30:00+00:00,-900.0,2015,3,9,Wednesday
277K,USD,2015-10-01 08:30:00,273K,accurate,High,Unemployment Claims,267K,accurate,40,2015-10-01 12:30:00+00:00,-1.47,2015,4,10,Thursday
53.1,USD,2015-10-01 09:45:00,53.0,accurate,Low,Final Manufacturing PMI,53.0,accurate,40,2015-10-01 13:45:00+00:00,-0.19,2015,4,10,Thursday
50.2,USD,2015-10-01 10:00:00,50.8,worse,High,ISM Manufacturing PMI,51.1,accurate,40,2015-10-01 14:00:00+00:00,1.18,2015,4,10,Thursday
0.7%,USD,2015-10-01 10:00:00,0.6%,accurate,Low,Construction Spending m/m,0.4%,worse,40,2015-10-01 14:00:00+00:00,-16.67,2015,4,10,Thursday
38.0,USD,2015-10-01 10:00:00,40.0,worse,Low,ISM Manufacturing Prices,39.0,accurate,40,2015-10-01 14:00:00+00:00,5.0,2015,4,10,Thursday
98B,USD,2015-10-01 10:30:00,101B,accurate,Low,Natural Gas Storage,106B,accurate,40,2015-10-01 14:30:00+00:00,2.97,2015,4,10,Thursday
18.2M,USD,2015-10-01 01:00:00,17.5M,better,Low,Total Vehicle Sales,17.8M,accurate,40,2015-10-01 05:00:00+00:00,-4.0,2015,4,10,Thursday
0.0%,USD,2015-10-02 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.4%,better,40,2015-10-02 12:30:00+00:00,100.0,2015,4,10,Friday
142K,USD,2015-10-02 08:30:00,201K,worse,High,Non-Farm Employment Change,136K,worse,40,2015-10-02 12:30:00+00:00,29.35,2015,4,10,Friday
5.1%,USD,2015-10-02 08:30:00,5.1%,accurate,High,Unemployment Rate,5.1%,accurate,40,2015-10-02 12:30:00+00:00,0.0,2015,4,10,Friday
-1.7%,USD,2015-10-02 10:00:00,-0.9%,worse,Medium,Factory Orders m/m,0.2%,worse,40,2015-10-02 14:00:00+00:00,88.89,2015,4,10,Friday
5.31M,USD,2015-09-21 10:00:00,5.50M,worse,Medium,Existing Home Sales,5.58M,accurate,39,2015-09-21 14:00:00+00:00,3.45,2015,3,9,Monday
0.6%,USD,2015-09-22 09:00:00,0.4%,better,Low,HPI m/m,0.2%,accurate,39,2015-09-22 13:00:00+00:00,-50.0,2015,3,9,Tuesday
-5,USD,2015-09-22 09:59:00,4,worse,Low,Richmond Manufacturing Index,0,accurate,39,2015-09-22 14:00:00+00:00,225.0,2015,3,9,Tuesday
53.0,USD,2015-09-23 09:45:00,53.3,accurate,Low,Flash Manufacturing PMI,53.0,accurate,39,2015-09-23 13:45:00+00:00,0.56,2015,3,9,Wednesday
-1.9M,USD,2015-09-23 10:30:00,-1.0M,accurate,Medium,Crude Oil Inventories,-2.1M,accurate,39,2015-09-23 14:30:00+00:00,90.0,2015,3,9,Wednesday
0.0%,USD,2015-09-24 08:30:00,0.2%,worse,High,Core Durable Goods Orders m/m,0.4%,worse,39,2015-09-24 12:30:00+00:00,100.0,2015,3,9,Thursday
267K,USD,2015-09-24 08:30:00,268K,accurate,High,Unemployment Claims,264K,accurate,39,2015-09-24 12:30:00+00:00,0.37,2015,3,9,Thursday
-2.0%,USD,2015-09-24 08:30:00,-2.0%,accurate,Medium,Durable Goods Orders m/m,2.2%,better,39,2015-09-24 12:30:00+00:00,0.0,2015,3,9,Thursday
552K,USD,2015-09-24 10:00:00,516K,better,Medium,New Home Sales,522K,better,39,2015-09-24 14:00:00+00:00,-6.98,2015,3,9,Thursday
106B,USD,2015-09-24 10:30:00,95B,accurate,Low,Natural Gas Storage,73B,accurate,39,2015-09-24 14:30:00+00:00,-11.58,2015,3,9,Thursday
3.9%,USD,2015-09-25 08:30:00,3.7%,better,High,Final GDP q/q,3.7%,accurate,39,2015-09-25 12:30:00+00:00,-5.41,2015,3,9,Friday
2.1%,USD,2015-09-25 08:30:00,2.1%,accurate,Low,Final GDP Price Index q/q,2.1%,accurate,39,2015-09-25 12:30:00+00:00,0.0,2015,3,9,Friday
55.6,USD,2015-09-25 09:45:00,55.5,accurate,Low,Flash Services PMI,56.1,better,39,2015-09-25 13:45:00+00:00,-0.18,2015,3,9,Friday
87.2,USD,2015-09-25 10:00:00,87.2,accurate,Medium,Revised UoM Consumer Sentiment,85.7,accurate,39,2015-09-25 14:00:00+00:00,0.0,2015,3,9,Friday
0.1%,USD,2015-09-15 08:30:00,0.2%,worse,High,Core Retail Sales m/m,0.6%,better,38,2015-09-15 12:30:00+00:00,50.0,2015,3,9,Tuesday
0.2%,USD,2015-09-15 08:30:00,0.3%,worse,High,Retail Sales m/m,0.7%,better,38,2015-09-15 12:30:00+00:00,33.33,2015,3,9,Tuesday
-14.7,USD,2015-09-15 08:30:00,-0.5,worse,Medium,Empire State Manufacturing Index,-14.9,accurate,38,2015-09-15 12:30:00+00:00,2840.0,2015,3,9,Tuesday
77.6%,USD,2015-09-15 09:15:00,77.9%,worse,Medium,Capacity Utilization Rate,78.0%,accurate,38,2015-09-15 13:15:00+00:00,0.39,2015,3,9,Tuesday
-0.4%,USD,2015-09-15 09:15:00,-0.1%,worse,Medium,Industrial Production m/m,0.9%,better,38,2015-09-15 13:15:00+00:00,300.0,2015,3,9,Tuesday
0.1%,USD,2015-09-15 10:00:00,-0.2%,worse,Low,Business Inventories m/m,0.7%,better,38,2015-09-15 14:00:00+00:00,-150.0,2015,3,9,Tuesday
-0.1%,USD,2015-09-16 08:30:00,0.0%,worse,High,CPI m/m,0.1%,accurate,38,2015-09-16 12:30:00+00:00,-100.0,2015,3,9,Wednesday
0.1%,USD,2015-09-16 08:30:00,0.1%,accurate,High,Core CPI m/m,0.1%,accurate,38,2015-09-16 12:30:00+00:00,0.0,2015,3,9,Wednesday
62,USD,2015-09-16 10:00:00,61,better,Low,NAHB Housing Market Index,61,accurate,38,2015-09-16 14:00:00+00:00,-1.64,2015,3,9,Wednesday
-2.1M,USD,2015-09-16 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,38,2015-09-16 14:30:00+00:00,400.0,2015,3,9,Wednesday
7.7B,USD,2015-09-16 16:00:00,27.5B,worse,Low,TIC Long-Term Purchases,103.1B,accurate,38,2015-09-16 20:00:00+00:00,72.0,2015,3,9,Wednesday
1.17M,USD,2015-09-17 08:30:00,1.15M,accurate,High,Building Permits,1.13M,accurate,38,2015-09-17 12:30:00+00:00,-1.74,2015,3,9,Thursday
264K,USD,2015-09-17 08:30:00,276K,better,High,Unemployment Claims,275K,accurate,38,2015-09-17 12:30:00+00:00,4.35,2015,3,9,Thursday
-110B,USD,2015-09-17 08:30:00,-111B,accurate,Medium,Current Account,-118B,worse,38,2015-09-17 12:30:00+00:00,-0.9,2015,3,9,Thursday
1.13M,USD,2015-09-17 08:30:00,1.16M,worse,Medium,Housing Starts,1.16M,worse,38,2015-09-17 12:30:00+00:00,2.59,2015,3,9,Thursday
-6.0,USD,2015-09-17 10:00:00,6.1,worse,High,Philly Fed Manufacturing Index,8.3,accurate,38,2015-09-17 14:00:00+00:00,198.36,2015,3,9,Thursday
73B,USD,2015-09-17 10:30:00,70B,accurate,Low,Natural Gas Storage,68B,accurate,38,2015-09-17 14:30:00+00:00,-4.29,2015,3,9,Thursday
<0.25%,USD,2015-09-17 14:00:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,38,2015-09-17 18:00:00+00:00,0.0,2015,3,9,Thursday
0.1%,USD,2015-09-18 10:00:00,0.2%,worse,Low,CB Leading Index m/m,-0.2%,accurate,38,2015-09-18 14:00:00+00:00,50.0,2015,3,9,Friday
95.9,USD,2015-09-08 06:00:00,96.0,accurate,Low,NFIB Small Business Index,95.4,accurate,37,2015-09-08 10:00:00+00:00,0.1,2015,3,9,Tuesday
19.1B,USD,2015-09-08 15:13:00,18.4B,better,Low,Consumer Credit m/m,27.0B,better,37,2015-09-08 19:15:00+00:00,-3.8,2015,3,9,Tuesday
5.75M,USD,2015-09-09 10:00:00,5.30M,better,Medium,JOLTS Job Openings,5.32M,better,37,2015-09-09 14:00:00+00:00,-8.49,2015,3,9,Wednesday
275K,USD,2015-09-10 08:30:00,279K,accurate,High,Unemployment Claims,281K,accurate,37,2015-09-10 12:30:00+00:00,1.43,2015,3,9,Thursday
-1.8%,USD,2015-09-10 08:30:00,-1.7%,accurate,Medium,Import Prices m/m,-0.9%,accurate,37,2015-09-10 12:30:00+00:00,5.88,2015,3,9,Thursday
-0.1%,USD,2015-09-10 10:00:00,0.2%,better,Low,Final Wholesale Inventories m/m,0.7%,better,37,2015-09-10 14:00:00+00:00,150.0,2015,3,9,Thursday
68B,USD,2015-09-10 10:30:00,76B,accurate,Low,Natural Gas Storage,94B,accurate,37,2015-09-10 14:30:00+00:00,10.53,2015,3,9,Thursday
2.6M,USD,2015-09-10 11:00:00,0.9M,accurate,Medium,Crude Oil Inventories,4.7M,accurate,37,2015-09-10 15:00:00+00:00,-188.89,2015,3,9,Thursday
0.0%,USD,2015-09-11 08:30:00,-0.1%,better,High,PPI m/m,0.2%,accurate,37,2015-09-11 12:30:00+00:00,-100.0,2015,3,9,Friday
0.3%,USD,2015-09-11 08:30:00,0.1%,better,Medium,Core PPI m/m,0.3%,accurate,37,2015-09-11 12:30:00+00:00,-200.0,2015,3,9,Friday
85.7,USD,2015-09-11 10:00:00,91.4,worse,High,Prelim UoM Consumer Sentiment,91.9,worse,37,2015-09-11 14:00:00+00:00,6.24,2015,3,9,Friday
-64.4B,USD,2015-09-11 13:55:00,-82.3B,better,Low,Federal Budget Balance,-149.2B,accurate,37,2015-09-11 17:55:00+00:00,-21.75,2015,3,9,Friday
54.4,USD,2015-08-31 09:45:00,54.7,accurate,Medium,Chicago PMI,54.7,accurate,36,2015-08-31 13:45:00+00:00,0.55,2015,3,8,Monday
53.0,USD,2015-09-01 09:45:00,52.9,accurate,Low,Final Manufacturing PMI,52.9,accurate,36,2015-09-01 13:45:00+00:00,-0.19,2015,3,9,Tuesday
51.1,USD,2015-09-01 10:00:00,52.6,worse,High,ISM Manufacturing PMI,52.7,accurate,36,2015-09-01 14:00:00+00:00,2.85,2015,3,9,Tuesday
0.7%,USD,2015-09-01 10:00:00,0.8%,accurate,Low,Construction Spending m/m,0.7%,better,36,2015-09-01 14:00:00+00:00,12.5,2015,3,9,Tuesday
42.0,USD,2015-09-01 10:00:00,47.3,worse,Low,IBD/TIPP Economic Optimism,46.9,accurate,36,2015-09-01 14:00:00+00:00,11.21,2015,3,9,Tuesday
39.0,USD,2015-09-01 10:00:00,39.7,worse,Low,ISM Manufacturing Prices,44.0,accurate,36,2015-09-01 14:00:00+00:00,1.76,2015,3,9,Tuesday
17.8M,USD,2015-09-01 01:00:00,17.3M,better,Low,Total Vehicle Sales,17.6M,accurate,36,2015-09-01 05:00:00+00:00,-2.89,2015,3,9,Tuesday
190K,USD,2015-09-02 08:15:00,204K,worse,High,ADP Non-Farm Employment Change,177K,worse,36,2015-09-02 12:15:00+00:00,6.86,2015,3,9,Wednesday
3.3%,USD,2015-09-02 08:30:00,2.9%,worse,Medium,Revised Nonfarm Productivity q/q,1.3%,accurate,36,2015-09-02 12:30:00+00:00,-13.79,2015,3,9,Wednesday
-1.4%,USD,2015-09-02 08:30:00,-0.5%,worse,Low,Revised Unit Labor Costs q/q,0.5%,accurate,36,2015-09-02 12:30:00+00:00,180.0,2015,3,9,Wednesday
0.4%,USD,2015-09-02 10:00:00,0.8%,worse,Medium,Factory Orders m/m,2.2%,better,36,2015-09-02 14:00:00+00:00,50.0,2015,3,9,Wednesday
4.7M,USD,2015-09-02 10:30:00,-0.7M,accurate,Medium,Crude Oil Inventories,-5.5M,accurate,36,2015-09-02 14:30:00+00:00,-771.43,2015,3,9,Wednesday
-41.9B,USD,2015-09-03 08:30:00,-43.2B,better,High,Trade Balance,-45.2B,worse,36,2015-09-03 12:30:00+00:00,-3.01,2015,3,9,Thursday
282K,USD,2015-09-03 08:30:00,273K,worse,High,Unemployment Claims,270K,accurate,36,2015-09-03 12:30:00+00:00,-3.3,2015,3,9,Thursday
56.1,USD,2015-09-03 09:45:00,55.2,better,Low,Final Services PMI,55.2,accurate,36,2015-09-03 13:45:00+00:00,-1.63,2015,3,9,Thursday
59.0,USD,2015-09-03 10:00:00,58.3,better,High,ISM Non-Manufacturing PMI,60.3,accurate,36,2015-09-03 14:00:00+00:00,-1.2,2015,3,9,Thursday
94B,USD,2015-09-03 10:30:00,88B,accurate,Low,Natural Gas Storage,69B,accurate,36,2015-09-03 14:30:00+00:00,-6.82,2015,3,9,Thursday
0.3%,USD,2015-09-04 08:30:00,0.2%,better,High,Average Hourly Earnings m/m,0.2%,accurate,36,2015-09-04 12:30:00+00:00,-50.0,2015,3,9,Friday
173K,USD,2015-09-04 08:30:00,215K,worse,High,Non-Farm Employment Change,245K,better,36,2015-09-04 12:30:00+00:00,19.53,2015,3,9,Friday
5.1%,USD,2015-09-04 08:30:00,5.2%,better,High,Unemployment Rate,5.3%,accurate,36,2015-09-04 12:30:00+00:00,1.92,2015,3,9,Friday
0.2%,USD,2015-08-25 09:00:00,0.4%,worse,Low,HPI m/m,0.5%,better,35,2015-08-25 13:00:00+00:00,50.0,2015,3,8,Tuesday
5.0%,USD,2015-08-25 09:00:00,5.1%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.0%,accurate,35,2015-08-25 13:00:00+00:00,1.96,2015,3,8,Tuesday
55.2,USD,2015-08-25 09:45:00,54.1,better,Low,Flash Services PMI,55.7,better,35,2015-08-25 13:45:00+00:00,-2.03,2015,3,8,Tuesday
0,USD,2015-08-25 09:59:00,9,worse,Low,Richmond Manufacturing Index,13,accurate,35,2015-08-25 14:00:00+00:00,100.0,2015,3,8,Tuesday
101.5,USD,2015-08-25 10:00:00,92.8,better,High,CB Consumer Confidence,91.0,accurate,35,2015-08-25 14:00:00+00:00,-9.38,2015,3,8,Tuesday
507K,USD,2015-08-25 10:00:00,512K,worse,Medium,New Home Sales,481K,accurate,35,2015-08-25 14:00:00+00:00,0.98,2015,3,8,Tuesday
0.6%,USD,2015-08-26 08:30:00,0.3%,better,High,Core Durable Goods Orders m/m,0.6%,worse,35,2015-08-26 12:30:00+00:00,-100.0,2015,3,8,Wednesday
2.0%,USD,2015-08-26 08:30:00,-0.4%,better,Medium,Durable Goods Orders m/m,4.1%,better,35,2015-08-26 12:30:00+00:00,-600.0,2015,3,8,Wednesday
-5.5M,USD,2015-08-26 10:30:00,1.0M,accurate,Medium,Crude Oil Inventories,2.6M,accurate,35,2015-08-26 14:30:00+00:00,650.0,2015,3,8,Wednesday
3.7%,USD,2015-08-27 08:30:00,3.2%,better,High,Prelim GDP q/q,2.3%,accurate,35,2015-08-27 12:30:00+00:00,-15.62,2015,3,8,Thursday
271K,USD,2015-08-27 08:30:00,275K,accurate,High,Unemployment Claims,277K,accurate,35,2015-08-27 12:30:00+00:00,1.45,2015,3,8,Thursday
2.1%,USD,2015-08-27 08:30:00,2.0%,accurate,Low,Prelim GDP Price Index q/q,2.0%,accurate,35,2015-08-27 12:30:00+00:00,-5.0,2015,3,8,Thursday
0.5%,USD,2015-08-27 10:00:00,1.3%,worse,Medium,Pending Home Sales m/m,-1.7%,accurate,35,2015-08-27 14:00:00+00:00,61.54,2015,3,8,Thursday
69B,USD,2015-08-27 10:30:00,59B,accurate,Low,Natural Gas Storage,53B,accurate,35,2015-08-27 14:30:00+00:00,-16.95,2015,3,8,Thursday
0.1%,USD,2015-08-28 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,35,2015-08-28 12:30:00+00:00,0.0,2015,3,8,Friday
0.3%,USD,2015-08-28 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.3%,better,35,2015-08-28 12:30:00+00:00,25.0,2015,3,8,Friday
0.4%,USD,2015-08-28 08:30:00,0.4%,accurate,Low,Personal Income m/m,0.4%,accurate,35,2015-08-28 12:30:00+00:00,0.0,2015,3,8,Friday
91.9,USD,2015-08-28 10:00:00,93.2,worse,Medium,Revised UoM Consumer Sentiment,92.9,accurate,35,2015-08-28 14:00:00+00:00,1.39,2015,3,8,Friday
-14.9,USD,2015-08-17 08:30:00,5.0,worse,Medium,Empire State Manufacturing Index,3.9,accurate,34,2015-08-17 12:30:00+00:00,398.0,2015,3,8,Monday
61,USD,2015-08-17 10:00:00,62,worse,Low,NAHB Housing Market Index,60,accurate,34,2015-08-17 14:00:00+00:00,1.61,2015,3,8,Monday
103.1B,USD,2015-08-17 16:00:00,23.0B,better,Low,TIC Long-Term Purchases,93.0B,accurate,34,2015-08-17 20:00:00+00:00,-348.26,2015,3,8,Monday
1.12M,USD,2015-08-18 08:30:00,1.23M,worse,High,Building Permits,1.34M,accurate,34,2015-08-18 12:30:00+00:00,8.94,2015,3,8,Tuesday
1.21M,USD,2015-08-18 08:30:00,1.19M,accurate,Medium,Housing Starts,1.20M,better,34,2015-08-18 12:30:00+00:00,-1.68,2015,3,8,Tuesday
0.1%,USD,2015-08-19 08:30:00,0.2%,worse,High,CPI m/m,0.3%,accurate,34,2015-08-19 12:30:00+00:00,50.0,2015,3,8,Wednesday
0.1%,USD,2015-08-19 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,34,2015-08-19 12:30:00+00:00,50.0,2015,3,8,Wednesday
2.6M,USD,2015-08-19 10:30:00,-0.6M,accurate,Medium,Crude Oil Inventories,-1.7M,accurate,34,2015-08-19 14:30:00+00:00,-533.33,2015,3,8,Wednesday
277K,USD,2015-08-20 08:30:00,272K,worse,High,Unemployment Claims,273K,accurate,34,2015-08-20 12:30:00+00:00,-1.84,2015,3,8,Thursday
5.59M,USD,2015-08-20 10:00:00,5.45M,better,High,Existing Home Sales,5.48M,accurate,34,2015-08-20 14:00:00+00:00,-2.57,2015,3,8,Thursday
8.3,USD,2015-08-20 10:00:00,6.9,better,High,Philly Fed Manufacturing Index,5.7,accurate,34,2015-08-20 14:00:00+00:00,-20.29,2015,3,8,Thursday
-0.2%,USD,2015-08-20 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.6%,accurate,34,2015-08-20 14:00:00+00:00,200.0,2015,3,8,Thursday
53B,USD,2015-08-20 10:30:00,60B,accurate,Low,Natural Gas Storage,65B,accurate,34,2015-08-20 14:30:00+00:00,11.67,2015,3,8,Thursday
