actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,prediction_error,year,quarter,month,day_name
667K,USD,2017-10-25 10:00:00,555K,better,Medium,New Home Sales,561K,accurate,43,2017-10-25 14:00:00+00:00,-20.18,2017,4,10,Wednesday
0.9M,USD,2017-10-25 10:30:00,-2.6M,accurate,High,Crude Oil Inventories,-5.7M,accurate,43,2017-10-25 14:30:00+00:00,-134.62,2017,4,10,Wednesday
233K,USD,2017-10-26 08:30:00,235K,accurate,High,Unemployment Claims,223K,accurate,43,2017-10-26 12:30:00+00:00,0.85,2017,4,10,Thursday
-64.1B,USD,2017-10-26 08:30:00,-63.8B,accurate,Low,Goods Trade Balance,-63.3B,accurate,43,2017-10-26 12:30:00+00:00,0.47,2017,4,10,Thursday
0.3%,USD,2017-10-26 08:30:00,0.4%,better,Low,Prelim Wholesale Inventories m/m,0.9%,better,43,2017-10-26 12:30:00+00:00,25.0,2017,4,10,Thursday
0.0%,USD,2017-10-26 10:00:00,0.2%,worse,Medium,Pending Home Sales m/m,-2.8%,worse,43,2017-10-26 14:00:00+00:00,100.0,2017,4,10,Thursday
64B,USD,2017-10-26 10:30:00,61B,accurate,Low,Natural Gas Storage,51B,accurate,43,2017-10-26 14:30:00+00:00,-4.92,2017,4,10,Thursday
3.0%,USD,2017-10-27 08:30:00,2.6%,better,High,Advance GDP q/q,3.1%,better,43,2017-10-27 12:30:00+00:00,-15.38,2017,4,10,Friday
2.2%,USD,2017-10-27 08:30:00,1.7%,better,Medium,Advance GDP Price Index q/q,1.0%,accurate,43,2017-10-27 12:30:00+00:00,-29.41,2017,4,10,Friday
100.7,USD,2017-10-27 10:00:00,100.8,accurate,Medium,Revised UoM Consumer Sentiment,101.1,accurate,43,2017-10-27 14:00:00+00:00,0.1,2017,4,10,Friday
30.2,USD,2017-10-16 08:30:00,20.3,better,Medium,Empire State Manufacturing Index,24.4,accurate,42,2017-10-16 12:30:00+00:00,-48.77,2017,4,10,Monday
0.7%,USD,2017-10-17 08:30:00,0.6%,accurate,Medium,Import Prices m/m,0.6%,accurate,42,2017-10-17 12:30:00+00:00,-16.67,2017,4,10,Tuesday
76.0%,USD,2017-10-17 09:15:00,76.2%,worse,Medium,Capacity Utilization Rate,75.8%,worse,42,2017-10-17 13:15:00+00:00,0.26,2017,4,10,Tuesday
0.3%,USD,2017-10-17 09:15:00,0.3%,accurate,Medium,Industrial Production m/m,-0.7%,better,42,2017-10-17 13:15:00+00:00,0.0,2017,4,10,Tuesday
68,USD,2017-10-17 10:00:00,64,better,Low,NAHB Housing Market Index,64,accurate,42,2017-10-17 14:00:00+00:00,-6.25,2017,4,10,Tuesday
67.2B,USD,2017-10-17 16:00:00,14.3B,better,Low,TIC Long-Term Purchases,1.2B,accurate,42,2017-10-17 20:00:00+00:00,-369.93,2017,4,10,Tuesday
1.22M,USD,2017-10-18 08:30:00,1.25M,worse,High,Building Permits,1.27M,worse,42,2017-10-18 12:30:00+00:00,2.4,2017,4,10,Wednesday
1.13M,USD,2017-10-18 08:30:00,1.18M,worse,Medium,Housing Starts,1.18M,accurate,42,2017-10-18 12:30:00+00:00,4.24,2017,4,10,Wednesday
-5.7M,USD,2017-10-18 10:30:00,-4.7M,accurate,High,Crude Oil Inventories,-2.7M,accurate,42,2017-10-18 14:30:00+00:00,21.28,2017,4,10,Wednesday
222K,USD,2017-10-19 08:30:00,240K,better,High,Unemployment Claims,244K,accurate,42,2017-10-19 12:30:00+00:00,7.5,2017,4,10,Thursday
27.9,USD,2017-10-19 08:30:00,21.9,better,Medium,Philly Fed Manufacturing Index,23.8,accurate,42,2017-10-19 12:30:00+00:00,-27.4,2017,4,10,Thursday
-0.2%,USD,2017-10-19 10:00:00,0.1%,worse,Low,CB Leading Index m/m,0.4%,accurate,42,2017-10-19 14:00:00+00:00,300.0,2017,4,10,Thursday
51B,USD,2017-10-19 10:30:00,59B,accurate,Low,Natural Gas Storage,87B,accurate,42,2017-10-19 14:30:00+00:00,13.56,2017,4,10,Thursday
5.39M,USD,2017-10-20 10:00:00,5.30M,better,Medium,Existing Home Sales,5.35M,accurate,42,2017-10-20 14:00:00+00:00,-1.7,2017,4,10,Friday
8.0B,USD,2017-10-20 14:00:00,-0.9B,better,Low,Federal Budget Balance,-107.7B,accurate,42,2017-10-20 18:00:00+00:00,-988.89,2017,4,10,Friday
103.0,USD,2017-10-10 06:00:00,105.1,worse,Low,NFIB Small Business Index,105.3,accurate,41,2017-10-10 10:00:00+00:00,2.0,2017,4,10,Tuesday
50.3,USD,2017-10-10 10:00:00,54.2,worse,Low,IBD/TIPP Economic Optimism,53.4,accurate,41,2017-10-10 14:00:00+00:00,7.2,2017,4,10,Tuesday
6.08M,USD,2017-10-11 10:00:00,6.13M,accurate,Medium,JOLTS Job Openings,6.14M,accurate,41,2017-10-11 14:00:00+00:00,0.82,2017,4,10,Wednesday
0.4%,USD,2017-10-12 08:30:00,0.4%,accurate,High,PPI m/m,0.2%,accurate,41,2017-10-12 12:30:00+00:00,0.0,2017,4,10,Thursday
243K,USD,2017-10-12 08:30:00,251K,better,High,Unemployment Claims,258K,accurate,41,2017-10-12 12:30:00+00:00,3.19,2017,4,10,Thursday
0.4%,USD,2017-10-12 08:30:00,0.2%,better,Medium,Core PPI m/m,0.1%,accurate,41,2017-10-12 12:30:00+00:00,-100.0,2017,4,10,Thursday
87B,USD,2017-10-12 10:30:00,74B,accurate,Low,Natural Gas Storage,42B,accurate,41,2017-10-12 14:30:00+00:00,-17.57,2017,4,10,Thursday
-2.7M,USD,2017-10-12 11:00:00,-1.9M,accurate,High,Crude Oil Inventories,-6.0M,accurate,41,2017-10-12 15:00:00+00:00,42.11,2017,4,10,Thursday
0.5%,USD,2017-10-13 08:30:00,0.6%,worse,High,CPI m/m,0.4%,accurate,41,2017-10-13 12:30:00+00:00,16.67,2017,4,10,Friday
0.1%,USD,2017-10-13 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,41,2017-10-13 12:30:00+00:00,50.0,2017,4,10,Friday
1.0%,USD,2017-10-13 08:30:00,0.9%,better,High,Core Retail Sales m/m,0.5%,better,41,2017-10-13 12:30:00+00:00,-11.11,2017,4,10,Friday
1.6%,USD,2017-10-13 08:30:00,1.7%,worse,High,Retail Sales m/m,-0.1%,better,41,2017-10-13 12:30:00+00:00,5.88,2017,4,10,Friday
101.1,USD,2017-10-13 10:00:00,95.1,better,Medium,Prelim UoM Consumer Sentiment,95.1,accurate,41,2017-10-13 14:00:00+00:00,-6.31,2017,4,10,Friday
0.7%,USD,2017-10-13 10:00:00,0.7%,accurate,Low,Business Inventories m/m,0.3%,worse,41,2017-10-13 14:00:00+00:00,0.0,2017,4,10,Friday
53.1,USD,2017-10-02 09:45:00,53.0,accurate,Low,Final Manufacturing PMI,53.0,accurate,40,2017-10-02 13:45:00+00:00,-0.19,2017,4,10,Monday
60.8,USD,2017-10-02 10:00:00,57.9,better,High,ISM Manufacturing PMI,58.8,accurate,40,2017-10-02 14:00:00+00:00,-5.01,2017,4,10,Monday
0.5%,USD,2017-10-02 10:00:00,0.4%,accurate,Low,Construction Spending m/m,-1.2%,worse,40,2017-10-02 14:00:00+00:00,-25.0,2017,4,10,Monday
71.5,USD,2017-10-02 10:00:00,64.5,better,Low,ISM Manufacturing Prices,62.0,accurate,40,2017-10-02 14:00:00+00:00,-10.85,2017,4,10,Monday
18.6M,USD,2017-10-03 01:00:00,16.9M,better,Low,Total Vehicle Sales,16.1M,accurate,40,2017-10-03 05:00:00+00:00,-10.06,2017,4,10,Tuesday
135K,USD,2017-10-04 08:15:00,131K,accurate,High,ADP Non-Farm Employment Change,228K,worse,40,2017-10-04 12:15:00+00:00,-3.05,2017,4,10,Wednesday
55.3,USD,2017-10-04 09:45:00,55.1,accurate,Low,Final Services PMI,55.1,accurate,40,2017-10-04 13:45:00+00:00,-0.36,2017,4,10,Wednesday
59.8,USD,2017-10-04 10:00:00,55.5,better,High,ISM Non-Manufacturing PMI,55.3,accurate,40,2017-10-04 14:00:00+00:00,-7.75,2017,4,10,Wednesday
-6.0M,USD,2017-10-04 10:30:00,-0.5M,accurate,High,Crude Oil Inventories,-1.8M,accurate,40,2017-10-04 14:30:00+00:00,1100.0,2017,4,10,Wednesday
260K,USD,2017-10-05 08:30:00,266K,better,High,Unemployment Claims,272K,accurate,40,2017-10-05 12:30:00+00:00,2.26,2017,4,10,Thursday
-42.4B,USD,2017-10-05 08:30:00,-42.7B,accurate,Medium,Trade Balance,-43.6B,accurate,40,2017-10-05 12:30:00+00:00,-0.7,2017,4,10,Thursday
1.2%,USD,2017-10-05 10:00:00,1.0%,better,Medium,Factory Orders m/m,-3.3%,accurate,40,2017-10-05 14:00:00+00:00,-20.0,2017,4,10,Thursday
42B,USD,2017-10-05 10:30:00,56B,accurate,Low,Natural Gas Storage,58B,accurate,40,2017-10-05 14:30:00+00:00,25.0,2017,4,10,Thursday
0.5%,USD,2017-10-06 08:30:00,0.3%,better,High,Average Hourly Earnings m/m,0.2%,better,40,2017-10-06 12:30:00+00:00,-66.67,2017,4,10,Friday
-33K,USD,2017-10-06 08:30:00,82K,worse,High,Non-Farm Employment Change,169K,better,40,2017-10-06 12:30:00+00:00,140.24,2017,4,10,Friday
4.2%,USD,2017-10-06 08:30:00,4.4%,better,High,Unemployment Rate,4.4%,accurate,40,2017-10-06 12:30:00+00:00,4.55,2017,4,10,Friday
0.9%,USD,2017-10-06 10:00:00,1.0%,better,Low,Final Wholesale Inventories m/m,1.0%,accurate,40,2017-10-06 14:00:00+00:00,10.0,2017,4,10,Friday
13.1B,USD,2017-10-06 15:00:00,15.8B,worse,Low,Consumer Credit m/m,17.7B,worse,40,2017-10-06 19:00:00+00:00,17.09,2017,4,10,Friday
5.8%,USD,2017-09-26 09:00:00,5.7%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.6%,accurate,39,2017-09-26 13:00:00+00:00,-1.75,2017,3,9,Tuesday
19,USD,2017-09-26 09:59:00,13,better,Low,Richmond Manufacturing Index,14,accurate,39,2017-09-26 14:00:00+00:00,-46.15,2017,3,9,Tuesday
119.8,USD,2017-09-26 10:00:00,119.9,accurate,High,CB Consumer Confidence,120.4,worse,39,2017-09-26 14:00:00+00:00,0.08,2017,3,9,Tuesday
560K,USD,2017-09-26 10:00:00,585K,worse,Medium,New Home Sales,580K,better,39,2017-09-26 14:00:00+00:00,4.27,2017,3,9,Tuesday
0.2%,USD,2017-09-27 08:30:00,0.2%,accurate,High,Core Durable Goods Orders m/m,0.6%,accurate,39,2017-09-27 12:30:00+00:00,0.0,2017,3,9,Wednesday
1.7%,USD,2017-09-27 08:30:00,1.0%,better,Medium,Durable Goods Orders m/m,-6.8%,accurate,39,2017-09-27 12:30:00+00:00,-70.0,2017,3,9,Wednesday
-2.6%,USD,2017-09-27 10:00:00,-0.5%,worse,Medium,Pending Home Sales m/m,-0.8%,accurate,39,2017-09-27 14:00:00+00:00,420.0,2017,3,9,Wednesday
-1.8M,USD,2017-09-27 10:30:00,2.9M,accurate,High,Crude Oil Inventories,4.6M,accurate,39,2017-09-27 14:30:00+00:00,162.07,2017,3,9,Wednesday
3.1%,USD,2017-09-28 08:30:00,3.0%,better,High,Final GDP q/q,3.0%,accurate,39,2017-09-28 12:30:00+00:00,-3.33,2017,3,9,Thursday
272K,USD,2017-09-28 08:30:00,269K,accurate,High,Unemployment Claims,260K,accurate,39,2017-09-28 12:30:00+00:00,-1.12,2017,3,9,Thursday
1.0%,USD,2017-09-28 08:30:00,1.0%,accurate,Low,Final GDP Price Index q/q,1.0%,accurate,39,2017-09-28 12:30:00+00:00,0.0,2017,3,9,Thursday
-62.9B,USD,2017-09-28 08:30:00,-65.0B,better,Low,Goods Trade Balance,-63.9B,better,39,2017-09-28 12:30:00+00:00,-3.23,2017,3,9,Thursday
1.0%,USD,2017-09-28 08:30:00,0.4%,worse,Low,Prelim Wholesale Inventories m/m,0.6%,worse,39,2017-09-28 12:30:00+00:00,-150.0,2017,3,9,Thursday
58B,USD,2017-09-28 10:30:00,77B,accurate,Low,Natural Gas Storage,97B,accurate,39,2017-09-28 14:30:00+00:00,24.68,2017,3,9,Thursday
0.1%,USD,2017-09-29 08:30:00,0.2%,worse,Medium,Core PCE Price Index m/m,0.1%,accurate,39,2017-09-29 12:30:00+00:00,50.0,2017,3,9,Friday
0.1%,USD,2017-09-29 08:30:00,0.1%,accurate,Medium,Personal Spending m/m,0.3%,accurate,39,2017-09-29 12:30:00+00:00,0.0,2017,3,9,Friday
0.2%,USD,2017-09-29 08:30:00,0.2%,accurate,Low,Personal Income m/m,0.3%,worse,39,2017-09-29 12:30:00+00:00,0.0,2017,3,9,Friday
65.2,USD,2017-09-29 09:45:00,58.6,better,Medium,Chicago PMI,58.9,accurate,39,2017-09-29 13:45:00+00:00,-11.26,2017,3,9,Friday
95.1,USD,2017-09-29 10:00:00,95.3,accurate,Medium,Revised UoM Consumer Sentiment,95.3,accurate,39,2017-09-29 14:00:00+00:00,0.21,2017,3,9,Friday
64,USD,2017-09-18 10:00:00,67,worse,Low,NAHB Housing Market Index,67,worse,38,2017-09-18 14:00:00+00:00,4.48,2017,3,9,Monday
1.3B,USD,2017-09-18 16:00:00,42.3B,worse,Low,TIC Long-Term Purchases,34.4B,accurate,38,2017-09-18 20:00:00+00:00,96.93,2017,3,9,Monday
1.30M,USD,2017-09-19 08:30:00,1.22M,better,High,Building Permits,1.23M,accurate,38,2017-09-19 12:30:00+00:00,-6.56,2017,3,9,Tuesday
-123B,USD,2017-09-19 08:30:00,-115B,worse,Medium,Current Account,-114B,better,38,2017-09-19 12:30:00+00:00,6.96,2017,3,9,Tuesday
1.18M,USD,2017-09-19 08:30:00,1.17M,accurate,Medium,Housing Starts,1.19M,better,38,2017-09-19 12:30:00+00:00,-0.85,2017,3,9,Tuesday
0.6%,USD,2017-09-19 08:30:00,0.4%,better,Medium,Import Prices m/m,-0.1%,worse,38,2017-09-19 12:30:00+00:00,-50.0,2017,3,9,Tuesday
5.35M,USD,2017-09-20 10:00:00,5.46M,worse,Medium,Existing Home Sales,5.44M,accurate,38,2017-09-20 14:00:00+00:00,2.01,2017,3,9,Wednesday
4.6M,USD,2017-09-20 10:30:00,2.8M,accurate,High,Crude Oil Inventories,5.9M,accurate,38,2017-09-20 14:30:00+00:00,-64.29,2017,3,9,Wednesday
<1.25%,USD,2017-09-20 14:00:00,<1.25%,accurate,High,Federal Funds Rate,<1.25%,accurate,38,2017-09-20 18:00:00+00:00,0.0,2017,3,9,Wednesday
259K,USD,2017-09-21 08:30:00,302K,better,High,Unemployment Claims,282K,accurate,38,2017-09-21 12:30:00+00:00,14.24,2017,3,9,Thursday
23.8,USD,2017-09-21 08:30:00,17.3,better,Medium,Philly Fed Manufacturing Index,18.9,accurate,38,2017-09-21 12:30:00+00:00,-37.57,2017,3,9,Thursday
0.2%,USD,2017-09-21 09:00:00,0.4%,worse,Low,HPI m/m,0.1%,accurate,38,2017-09-21 13:00:00+00:00,50.0,2017,3,9,Thursday
0.4%,USD,2017-09-21 10:00:00,0.3%,better,Low,CB Leading Index m/m,0.3%,accurate,38,2017-09-21 14:00:00+00:00,-33.33,2017,3,9,Thursday
97B,USD,2017-09-21 10:30:00,93B,accurate,Low,Natural Gas Storage,91B,accurate,38,2017-09-21 14:30:00+00:00,-4.3,2017,3,9,Thursday
53.0,USD,2017-09-22 09:45:00,52.9,accurate,Low,Flash Manufacturing PMI,52.8,accurate,38,2017-09-22 13:45:00+00:00,-0.19,2017,3,9,Friday
55.1,USD,2017-09-22 09:45:00,55.8,worse,Low,Flash Services PMI,56.0,worse,38,2017-09-22 13:45:00+00:00,1.25,2017,3,9,Friday
105.3,USD,2017-09-12 06:00:00,104.8,accurate,Low,NFIB Small Business Index,105.2,accurate,37,2017-09-12 10:00:00+00:00,-0.48,2017,3,9,Tuesday
6.17M,USD,2017-09-12 10:00:00,5.96M,better,Medium,JOLTS Job Openings,6.12M,accurate,37,2017-09-12 14:00:00+00:00,-3.52,2017,3,9,Tuesday
0.2%,USD,2017-09-13 08:30:00,0.3%,worse,High,PPI m/m,-0.1%,accurate,37,2017-09-13 12:30:00+00:00,33.33,2017,3,9,Wednesday
0.1%,USD,2017-09-13 08:30:00,0.2%,worse,Medium,Core PPI m/m,-0.1%,accurate,37,2017-09-13 12:30:00+00:00,50.0,2017,3,9,Wednesday
5.9M,USD,2017-09-13 10:30:00,4.1M,accurate,High,Crude Oil Inventories,4.6M,accurate,37,2017-09-13 14:30:00+00:00,-43.9,2017,3,9,Wednesday
-107.7B,USD,2017-09-13 13:59:00,-118.6B,better,Low,Federal Budget Balance,-42.9B,accurate,37,2017-09-13 18:00:00+00:00,-9.19,2017,3,9,Wednesday
0.4%,USD,2017-09-14 08:30:00,0.3%,better,High,CPI m/m,0.1%,accurate,37,2017-09-14 12:30:00+00:00,-33.33,2017,3,9,Thursday
0.2%,USD,2017-09-14 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,37,2017-09-14 12:30:00+00:00,0.0,2017,3,9,Thursday
284K,USD,2017-09-14 08:30:00,303K,better,High,Unemployment Claims,298K,accurate,37,2017-09-14 12:30:00+00:00,6.27,2017,3,9,Thursday
91B,USD,2017-09-14 10:30:00,80B,accurate,Low,Natural Gas Storage,65B,accurate,37,2017-09-14 14:30:00+00:00,-13.75,2017,3,9,Thursday
0.2%,USD,2017-09-15 08:30:00,0.5%,worse,High,Core Retail Sales m/m,0.4%,worse,37,2017-09-15 12:30:00+00:00,60.0,2017,3,9,Friday
-0.2%,USD,2017-09-15 08:30:00,0.1%,worse,High,Retail Sales m/m,0.3%,worse,37,2017-09-15 12:30:00+00:00,300.0,2017,3,9,Friday
24.4,USD,2017-09-15 08:30:00,18.2,better,Medium,Empire State Manufacturing Index,25.2,accurate,37,2017-09-15 12:30:00+00:00,-34.07,2017,3,9,Friday
76.1%,USD,2017-09-15 09:15:00,76.8%,worse,Medium,Capacity Utilization Rate,76.9%,better,37,2017-09-15 13:15:00+00:00,0.91,2017,3,9,Friday
-0.9%,USD,2017-09-15 09:15:00,0.1%,worse,Medium,Industrial Production m/m,0.4%,better,37,2017-09-15 13:15:00+00:00,1000.0,2017,3,9,Friday
95.3,USD,2017-09-15 10:00:00,95.1,accurate,Medium,Prelim UoM Consumer Sentiment,96.8,worse,37,2017-09-15 14:00:00+00:00,-0.21,2017,3,9,Friday
0.2%,USD,2017-09-15 10:00:00,0.2%,accurate,Low,Business Inventories m/m,0.5%,accurate,37,2017-09-15 14:00:00+00:00,0.0,2017,3,9,Friday
-3.3%,USD,2017-09-05 10:00:00,-3.3%,accurate,Medium,Factory Orders m/m,3.2%,better,36,2017-09-05 14:00:00+00:00,0.0,2017,3,9,Tuesday
-43.7B,USD,2017-09-06 08:30:00,-44.6B,better,Medium,Trade Balance,-43.5B,accurate,36,2017-09-06 12:30:00+00:00,-2.02,2017,3,9,Wednesday
56.0,USD,2017-09-06 09:45:00,56.8,worse,Low,Final Services PMI,56.9,accurate,36,2017-09-06 13:45:00+00:00,1.41,2017,3,9,Wednesday
55.3,USD,2017-09-06 10:00:00,55.8,worse,High,ISM Non-Manufacturing PMI,53.9,accurate,36,2017-09-06 14:00:00+00:00,0.9,2017,3,9,Wednesday
298K,USD,2017-09-07 08:30:00,245K,worse,High,Unemployment Claims,236K,accurate,36,2017-09-07 12:30:00+00:00,-21.63,2017,3,9,Thursday
1.5%,USD,2017-09-07 08:30:00,1.3%,worse,Low,Revised Nonfarm Productivity q/q,0.9%,accurate,36,2017-09-07 12:30:00+00:00,-15.38,2017,3,9,Thursday
0.2%,USD,2017-09-07 08:30:00,0.3%,accurate,Low,Revised Unit Labor Costs q/q,0.6%,accurate,36,2017-09-07 12:30:00+00:00,33.33,2017,3,9,Thursday
53.4,USD,2017-09-07 09:58:00,53.1,accurate,Low,IBD/TIPP Economic Optimism,52.2,accurate,36,2017-09-07 14:00:00+00:00,-0.56,2017,3,9,Thursday
65B,USD,2017-09-07 10:30:00,63B,accurate,Low,Natural Gas Storage,30B,accurate,36,2017-09-07 14:30:00+00:00,-3.17,2017,3,9,Thursday
4.6M,USD,2017-09-07 11:00:00,4.1M,accurate,High,Crude Oil Inventories,-5.4M,accurate,36,2017-09-07 15:00:00+00:00,-12.2,2017,3,9,Thursday
0.6%,USD,2017-09-08 10:00:00,0.4%,worse,Low,Final Wholesale Inventories m/m,0.4%,accurate,36,2017-09-08 14:00:00+00:00,-50.0,2017,3,9,Friday
18.5B,USD,2017-09-08 15:00:00,15.1B,better,Low,Consumer Credit m/m,11.8B,worse,36,2017-09-08 19:00:00+00:00,-22.52,2017,3,9,Friday
-65.1B,USD,2017-08-28 08:30:00,-64.5B,accurate,Low,Goods Trade Balance,-64.0B,accurate,35,2017-08-28 12:30:00+00:00,0.93,2017,3,8,Monday
0.4%,USD,2017-08-28 08:30:00,0.3%,worse,Low,Prelim Wholesale Inventories m/m,0.7%,worse,35,2017-08-28 12:30:00+00:00,-33.33,2017,3,8,Monday
5.7%,USD,2017-08-29 09:00:00,5.6%,accurate,Low,S&P/CS Composite-20 HPI y/y,5.7%,accurate,35,2017-08-29 13:00:00+00:00,-1.79,2017,3,8,Tuesday
122.9,USD,2017-08-29 10:00:00,120.9,better,High,CB Consumer Confidence,120.0,worse,35,2017-08-29 14:00:00+00:00,-1.65,2017,3,8,Tuesday
237K,USD,2017-08-30 08:15:00,185K,better,High,ADP Non-Farm Employment Change,201K,better,35,2017-08-30 12:15:00+00:00,-28.11,2017,3,8,Wednesday
3.0%,USD,2017-08-30 08:30:00,2.7%,better,High,Prelim GDP q/q,2.6%,accurate,35,2017-08-30 12:30:00+00:00,-11.11,2017,3,8,Wednesday
1.0%,USD,2017-08-30 08:30:00,1.0%,accurate,Low,Prelim GDP Price Index q/q,1.0%,accurate,35,2017-08-30 12:30:00+00:00,0.0,2017,3,8,Wednesday
-5.4M,USD,2017-08-30 10:30:00,-1.8M,accurate,High,Crude Oil Inventories,-3.3M,accurate,35,2017-08-30 14:30:00+00:00,200.0,2017,3,8,Wednesday
236K,USD,2017-08-31 08:30:00,237K,accurate,High,Unemployment Claims,235K,accurate,35,2017-08-31 12:30:00+00:00,0.42,2017,3,8,Thursday
0.1%,USD,2017-08-31 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.1%,accurate,35,2017-08-31 12:30:00+00:00,0.0,2017,3,8,Thursday
0.3%,USD,2017-08-31 08:30:00,0.4%,worse,Medium,Personal Spending m/m,0.2%,better,35,2017-08-31 12:30:00+00:00,25.0,2017,3,8,Thursday
0.4%,USD,2017-08-31 08:30:00,0.3%,better,Low,Personal Income m/m,0.0%,accurate,35,2017-08-31 12:30:00+00:00,-33.33,2017,3,8,Thursday
58.9,USD,2017-08-31 09:45:00,58.7,accurate,Medium,Chicago PMI,58.9,accurate,35,2017-08-31 13:45:00+00:00,-0.34,2017,3,8,Thursday
-0.8%,USD,2017-08-31 10:00:00,0.4%,worse,Medium,Pending Home Sales m/m,1.3%,worse,35,2017-08-31 14:00:00+00:00,300.0,2017,3,8,Thursday
30B,USD,2017-08-31 10:30:00,33B,accurate,Low,Natural Gas Storage,43B,accurate,35,2017-08-31 14:30:00+00:00,9.09,2017,3,8,Thursday
0.1%,USD,2017-09-01 08:30:00,0.2%,worse,High,Average Hourly Earnings m/m,0.3%,accurate,35,2017-09-01 12:30:00+00:00,50.0,2017,3,9,Friday
156K,USD,2017-09-01 08:30:00,180K,worse,High,Non-Farm Employment Change,189K,worse,35,2017-09-01 12:30:00+00:00,13.33,2017,3,9,Friday
4.4%,USD,2017-09-01 08:30:00,4.3%,worse,High,Unemployment Rate,4.3%,accurate,35,2017-09-01 12:30:00+00:00,-2.33,2017,3,9,Friday
52.8,USD,2017-09-01 09:45:00,52.5,accurate,Low,Final Manufacturing PMI,52.5,accurate,35,2017-09-01 13:45:00+00:00,-0.57,2017,3,9,Friday
58.8,USD,2017-09-01 10:00:00,56.5,better,High,ISM Manufacturing PMI,56.3,accurate,35,2017-09-01 14:00:00+00:00,-4.07,2017,3,9,Friday
96.8,USD,2017-09-01 10:00:00,97.4,worse,Medium,Revised UoM Consumer Sentiment,97.6,accurate,35,2017-09-01 14:00:00+00:00,0.62,2017,3,9,Friday
-0.6%,USD,2017-09-01 10:00:00,0.5%,worse,Low,Construction Spending m/m,-1.4%,accurate,35,2017-09-01 14:00:00+00:00,220.0,2017,3,9,Friday
62.0,USD,2017-09-01 10:00:00,61.9,accurate,Low,ISM Manufacturing Prices,62.0,accurate,35,2017-09-01 14:00:00+00:00,-0.16,2017,3,9,Friday
16.1M,USD,2017-09-01 01:00:00,16.6M,worse,Low,Total Vehicle Sales,16.7M,accurate,35,2017-09-01 05:00:00+00:00,3.01,2017,3,9,Friday
0.1%,USD,2017-08-22 09:00:00,0.5%,worse,Low,HPI m/m,0.3%,worse,34,2017-08-22 13:00:00+00:00,80.0,2017,3,8,Tuesday
14,USD,2017-08-22 09:59:00,11,better,Low,Richmond Manufacturing Index,14,accurate,34,2017-08-22 14:00:00+00:00,-27.27,2017,3,8,Tuesday
52.5,USD,2017-08-23 09:45:00,53.4,worse,Low,Flash Manufacturing PMI,53.3,accurate,34,2017-08-23 13:45:00+00:00,1.69,2017,3,8,Wednesday
56.9,USD,2017-08-23 09:45:00,55.0,better,Low,Flash Services PMI,54.7,better,34,2017-08-23 13:45:00+00:00,-3.45,2017,3,8,Wednesday
571K,USD,2017-08-23 10:00:00,611K,worse,Medium,New Home Sales,630K,better,34,2017-08-23 14:00:00+00:00,6.55,2017,3,8,Wednesday
-3.3M,USD,2017-08-23 10:30:00,-3.3M,accurate,High,Crude Oil Inventories,-8.9M,accurate,34,2017-08-23 14:30:00+00:00,0.0,2017,3,8,Wednesday
234K,USD,2017-08-24 08:30:00,237K,accurate,High,Unemployment Claims,232K,accurate,34,2017-08-24 12:30:00+00:00,1.27,2017,3,8,Thursday
5.44M,USD,2017-08-24 10:00:00,5.55M,worse,Medium,Existing Home Sales,5.51M,accurate,34,2017-08-24 14:00:00+00:00,1.98,2017,3,8,Thursday
43B,USD,2017-08-24 10:30:00,44B,accurate,Low,Natural Gas Storage,53B,accurate,34,2017-08-24 14:30:00+00:00,2.27,2017,3,8,Thursday
0.5%,USD,2017-08-25 08:30:00,0.4%,accurate,High,Core Durable Goods Orders m/m,0.1%,accurate,34,2017-08-25 12:30:00+00:00,-25.0,2017,3,8,Friday
-6.8%,USD,2017-08-25 08:30:00,-6.0%,worse,Medium,Durable Goods Orders m/m,6.4%,accurate,34,2017-08-25 12:30:00+00:00,13.33,2017,3,8,Friday
0.5%,USD,2017-08-15 08:30:00,0.3%,better,High,Core Retail Sales m/m,0.1%,better,33,2017-08-15 12:30:00+00:00,-66.67,2017,3,8,Tuesday
0.6%,USD,2017-08-15 08:30:00,0.3%,better,High,Retail Sales m/m,0.3%,better,33,2017-08-15 12:30:00+00:00,-100.0,2017,3,8,Tuesday
25.2,USD,2017-08-15 08:30:00,10.1,better,Medium,Empire State Manufacturing Index,9.8,accurate,33,2017-08-15 12:30:00+00:00,-149.5,2017,3,8,Tuesday
0.1%,USD,2017-08-15 08:30:00,0.1%,accurate,Medium,Import Prices m/m,-0.2%,accurate,33,2017-08-15 12:30:00+00:00,0.0,2017,3,8,Tuesday
0.5%,USD,2017-08-15 10:00:00,0.4%,worse,Low,Business Inventories m/m,0.3%,accurate,33,2017-08-15 14:00:00+00:00,-25.0,2017,3,8,Tuesday
68,USD,2017-08-15 10:00:00,64,better,Low,NAHB Housing Market Index,64,accurate,33,2017-08-15 14:00:00+00:00,-6.25,2017,3,8,Tuesday
