actual,country,datetime,forecast,forecast_error,impact,new,previous,previous_error,week,datetime_gmt,forecast_error_ratio,year,quarter,month,day_name
16,USD,2011-05-16 10:00:00,17,worse,Low,NAHB Housing Market Index,16,accurate,20,2011-05-16 14:00:00+00:00,-5.88,2011,2,5,Monday
0.55M,USD,2011-05-17 08:30:00,0.59M,worse,High,Building Permits,0.57M,accurate,20,2011-05-17 12:30:00+00:00,-6.78,2011,2,5,Tuesday
0.52M,USD,2011-05-17 08:30:00,0.58M,worse,Medium,Housing Starts,0.59M,better,20,2011-05-17 12:30:00+00:00,-10.34,2011,2,5,Tuesday
76.9%,USD,2011-05-17 09:15:00,77.7%,worse,Medium,Capacity Utilization Rate,77.0%,worse,20,2011-05-17 13:15:00+00:00,-1.03,2011,2,5,Tuesday
0.0%,USD,2011-05-17 09:15:00,0.5%,worse,Medium,Industrial Production m/m,0.7%,worse,20,2011-05-17 13:15:00+00:00,-100.0,2011,2,5,Tuesday
0.0M,USD,2011-05-18 10:30:00,1.4M,accurate,Medium,Crude Oil Inventories,3.8M,accurate,20,2011-05-18 14:30:00+00:00,-100.0,2011,2,5,Wednesday
409K,USD,2011-05-19 08:30:00,421K,better,High,Unemployment Claims,438K,accurate,20,2011-05-19 12:30:00+00:00,-2.85,2011,2,5,Thursday
5.05M,USD,2011-05-19 10:00:00,5.21M,worse,High,Existing Home Sales,5.09M,accurate,20,2011-05-19 14:00:00+00:00,-3.07,2011,2,5,Thursday
3.9,USD,2011-05-19 10:00:00,20.2,worse,High,Philly Fed Manufacturing Index,18.5,accurate,20,2011-05-19 14:00:00+00:00,-80.69,2011,2,5,Thursday
-0.3%,USD,2011-05-19 10:00:00,0.2%,worse,Low,CB Leading Index m/m,0.7%,better,20,2011-05-19 14:00:00+00:00,-250.0,2011,2,5,Thursday
92B,USD,2011-05-19 10:30:00,91B,accurate,Low,Natural Gas Storage,70B,accurate,20,2011-05-19 14:30:00+00:00,1.1,2011,2,5,Thursday
91.2,USD,2011-05-10 07:30:00,91.9,accurate,Low,NFIB Small Business Index,91.9,accurate,19,2011-05-10 11:30:00+00:00,-0.76,2011,2,5,Tuesday
2.2%,USD,2011-05-10 08:30:00,1.8%,better,Medium,Import Prices m/m,2.6%,accurate,19,2011-05-10 12:30:00+00:00,22.22,2011,2,5,Tuesday
1.1%,USD,2011-05-10 10:00:00,1.0%,worse,Low,Final Wholesale Inventories m/m,1.0%,accurate,19,2011-05-10 14:00:00+00:00,10.0,2011,2,5,Tuesday
42.8,USD,2011-05-10 10:00:00,41.5,better,Low,IBD/TIPP Economic Optimism,40.8,accurate,19,2011-05-10 14:00:00+00:00,3.13,2011,2,5,Tuesday
-48.2B,USD,2011-05-11 08:30:00,-46.8B,worse,High,Trade Balance,-45.4B,accurate,19,2011-05-11 12:30:00+00:00,-2.99,2011,2,5,Wednesday
3.8M,USD,2011-05-11 10:30:00,1.1M,accurate,Medium,Crude Oil Inventories,3.4M,accurate,19,2011-05-11 14:30:00+00:00,245.45,2011,2,5,Wednesday
-40.5B,USD,2011-05-11 14:00:00,-50.5B,better,Medium,Federal Budget Balance,-188.2B,accurate,19,2011-05-11 18:00:00+00:00,19.8,2011,2,5,Wednesday
0.6%,USD,2011-05-12 08:30:00,0.7%,worse,High,Core Retail Sales m/m,1.2%,better,19,2011-05-12 12:30:00+00:00,-14.29,2011,2,5,Thursday
0.8%,USD,2011-05-12 08:30:00,0.6%,better,High,PPI m/m,0.7%,accurate,19,2011-05-12 12:30:00+00:00,33.33,2011,2,5,Thursday
0.5%,USD,2011-05-12 08:30:00,0.5%,accurate,High,Retail Sales m/m,0.9%,better,19,2011-05-12 12:30:00+00:00,0.0,2011,2,5,Thursday
434K,USD,2011-05-12 08:30:00,430K,accurate,High,Unemployment Claims,478K,accurate,19,2011-05-12 12:30:00+00:00,0.93,2011,2,5,Thursday
0.3%,USD,2011-05-12 08:30:00,0.2%,better,Medium,Core PPI m/m,0.3%,accurate,19,2011-05-12 12:30:00+00:00,50.0,2011,2,5,Thursday
1.0%,USD,2011-05-12 10:00:00,0.8%,worse,Medium,Business Inventories m/m,0.7%,worse,19,2011-05-12 14:00:00+00:00,25.0,2011,2,5,Thursday
70B,USD,2011-05-12 10:30:00,69B,accurate,Low,Natural Gas Storage,72B,accurate,19,2011-05-12 14:30:00+00:00,1.45,2011,2,5,Thursday
0.2%,USD,2011-05-13 08:30:00,0.2%,accurate,High,Core CPI m/m,0.1%,accurate,19,2011-05-13 12:30:00+00:00,0.0,2011,2,5,Friday
0.4%,USD,2011-05-13 08:30:00,0.4%,accurate,Medium,CPI m/m,0.5%,accurate,19,2011-05-13 12:30:00+00:00,0.0,2011,2,5,Friday
72.4,USD,2011-05-13 09:55:00,70.0,better,High,Prelim UoM Consumer Sentiment,69.8,accurate,19,2011-05-13 13:55:00+00:00,3.43,2011,2,5,Friday
60.4,USD,2011-05-02 10:00:00,59.9,better,High,ISM Manufacturing PMI,61.2,accurate,18,2011-05-02 14:00:00+00:00,0.83,2011,2,5,Monday
1.4%,USD,2011-05-02 10:00:00,0.4%,better,Low,Construction Spending m/m,-2.4%,worse,18,2011-05-02 14:00:00+00:00,250.0,2011,2,5,Monday
85.5,USD,2011-05-02 10:00:00,83.3,better,Low,ISM Manufacturing Prices,85.0,accurate,18,2011-05-02 14:00:00+00:00,2.64,2011,2,5,Monday
3.0%,USD,2011-05-03 10:00:00,1.9%,better,Medium,Factory Orders m/m,0.7%,better,18,2011-05-03 14:00:00+00:00,57.89,2011,2,5,Tuesday
13.2M,USD,2011-05-03 01:00:00,13.0M,better,Low,Total Vehicle Sales,13.1M,accurate,18,2011-05-03 05:00:00+00:00,1.54,2011,2,5,Tuesday
179K,USD,2011-05-04 08:15:00,200K,worse,High,ADP Non-Farm Employment Change,207K,accurate,18,2011-05-04 12:15:00+00:00,-10.5,2011,2,5,Wednesday
52.8,USD,2011-05-04 10:00:00,57.9,worse,High,ISM Non-Manufacturing PMI,57.3,accurate,18,2011-05-04 14:00:00+00:00,-8.81,2011,2,5,Wednesday
3.4M,USD,2011-05-04 10:30:00,1.9M,accurate,Medium,Crude Oil Inventories,6.2M,accurate,18,2011-05-04 14:30:00+00:00,78.95,2011,2,5,Wednesday
474K,USD,2011-05-05 08:30:00,415K,worse,High,Unemployment Claims,431K,accurate,18,2011-05-05 12:30:00+00:00,14.22,2011,2,5,Thursday
1.6%,USD,2011-05-05 08:30:00,1.1%,worse,Medium,Prelim Nonfarm Productivity q/q,2.6%,accurate,18,2011-05-05 12:30:00+00:00,45.45,2011,2,5,Thursday
1.0%,USD,2011-05-05 08:30:00,0.8%,better,Medium,Prelim Unit Labor Costs q/q,-0.6%,accurate,18,2011-05-05 12:30:00+00:00,25.0,2011,2,5,Thursday
72B,USD,2011-05-05 10:30:00,68B,accurate,Low,Natural Gas Storage,31B,accurate,18,2011-05-05 14:30:00+00:00,5.88,2011,2,5,Thursday
244K,USD,2011-05-06 08:30:00,185K,better,High,Non-Farm Employment Change,221K,accurate,18,2011-05-06 12:30:00+00:00,31.89,2011,2,5,Friday
9.0%,USD,2011-05-06 08:30:00,8.8%,worse,High,Unemployment Rate,8.8%,accurate,18,2011-05-06 12:30:00+00:00,2.27,2011,2,5,Friday
0.1%,USD,2011-05-06 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.2%,better,18,2011-05-06 12:30:00+00:00,-50.0,2011,2,5,Friday
6.0B,USD,2011-05-06 15:00:00,5.2B,better,Low,Consumer Credit m/m,7.6B,accurate,18,2011-05-06 19:00:00+00:00,15.38,2011,2,5,Friday
300K,USD,2011-04-25 10:00:00,280K,better,High,New Home Sales,270K,better,17,2011-04-25 14:00:00+00:00,7.14,2011,2,4,Monday
-3.3%,USD,2011-04-26 09:00:00,-3.2%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-3.1%,accurate,17,2011-04-26 13:00:00+00:00,-3.12,2011,2,4,Tuesday
65.4,USD,2011-04-26 10:00:00,64.6,better,High,CB Consumer Confidence,63.8,better,17,2011-04-26 14:00:00+00:00,1.24,2011,2,4,Tuesday
10,USD,2011-04-26 10:00:00,20,worse,Low,Richmond Manufacturing Index,20,accurate,17,2011-04-26 14:00:00+00:00,-50.0,2011,2,4,Tuesday
1.3%,USD,2011-04-27 08:30:00,1.7%,worse,High,Core Durable Goods Orders m/m,0.6%,better,17,2011-04-27 12:30:00+00:00,-23.53,2011,2,4,Wednesday
2.5%,USD,2011-04-27 08:30:00,2.1%,better,Medium,Durable Goods Orders m/m,0.7%,better,17,2011-04-27 12:30:00+00:00,19.05,2011,2,4,Wednesday
6.2M,USD,2011-04-27 10:30:00,1.4M,accurate,Medium,Crude Oil Inventories,-2.3M,accurate,17,2011-04-27 14:30:00+00:00,342.86,2011,2,4,Wednesday
<0.25%,USD,2011-04-27 12:32:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,17,2011-04-27 16:32:00+00:00,0.0,2011,2,4,Wednesday
1.8%,USD,2011-04-28 08:30:00,1.9%,worse,High,Advance GDP q/q,3.1%,worse,17,2011-04-28 12:30:00+00:00,-5.26,2011,2,4,Thursday
429K,USD,2011-04-28 08:30:00,392K,worse,High,Unemployment Claims,404K,accurate,17,2011-04-28 12:30:00+00:00,9.44,2011,2,4,Thursday
1.9%,USD,2011-04-28 08:30:00,2.2%,worse,Medium,Advance GDP Price Index q/q,0.4%,accurate,17,2011-04-28 12:30:00+00:00,-13.64,2011,2,4,Thursday
5.1%,USD,2011-04-28 10:00:00,1.6%,better,High,Pending Home Sales m/m,0.7%,worse,17,2011-04-28 14:00:00+00:00,218.75,2011,2,4,Thursday
31B,USD,2011-04-28 10:30:00,38B,accurate,Low,Natural Gas Storage,47B,accurate,17,2011-04-28 14:30:00+00:00,-18.42,2011,2,4,Thursday
0.1%,USD,2011-04-29 08:30:00,0.1%,accurate,Medium,Core PCE Price Index m/m,0.2%,accurate,17,2011-04-29 12:30:00+00:00,0.0,2011,2,4,Friday
0.6%,USD,2011-04-29 08:30:00,0.5%,better,Medium,Employment Cost Index q/q,0.4%,accurate,17,2011-04-29 12:30:00+00:00,20.0,2011,2,4,Friday
0.6%,USD,2011-04-29 08:30:00,0.6%,accurate,Medium,Personal Spending m/m,0.9%,better,17,2011-04-29 12:30:00+00:00,0.0,2011,2,4,Friday
0.5%,USD,2011-04-29 08:30:00,0.3%,better,Low,Personal Income m/m,0.4%,better,17,2011-04-29 12:30:00+00:00,66.67,2011,2,4,Friday
67.6,USD,2011-04-29 09:45:00,68.7,worse,Medium,Chicago PMI,70.6,accurate,17,2011-04-29 13:45:00+00:00,-1.6,2011,2,4,Friday
69.8,USD,2011-04-29 09:55:00,70.0,accurate,Medium,Revised UoM Consumer Sentiment,69.6,accurate,17,2011-04-29 13:55:00+00:00,-0.29,2011,2,4,Friday
16,USD,2011-04-18 10:00:00,17,worse,Low,NAHB Housing Market Index,17,accurate,16,2011-04-18 14:00:00+00:00,-5.88,2011,2,4,Monday
0.59M,USD,2011-04-19 08:30:00,0.55M,better,High,Building Permits,0.53M,accurate,16,2011-04-19 12:30:00+00:00,7.27,2011,2,4,Tuesday
0.55M,USD,2011-04-19 08:30:00,0.53M,accurate,Medium,Housing Starts,0.51M,better,16,2011-04-19 12:30:00+00:00,3.77,2011,2,4,Tuesday
5.10M,USD,2011-04-20 10:00:00,5.02M,better,High,Existing Home Sales,4.92M,better,16,2011-04-20 14:00:00+00:00,1.59,2011,2,4,Wednesday
-2.3M,USD,2011-04-20 10:30:00,0.7M,accurate,Medium,Crude Oil Inventories,1.6M,accurate,16,2011-04-20 14:30:00+00:00,-428.57,2011,2,4,Wednesday
403K,USD,2011-04-21 08:30:00,394K,worse,High,Unemployment Claims,416K,accurate,16,2011-04-21 12:30:00+00:00,2.28,2011,2,4,Thursday
18.5,USD,2011-04-21 10:00:00,37.1,worse,High,Philly Fed Manufacturing Index,43.4,accurate,16,2011-04-21 14:00:00+00:00,-50.13,2011,2,4,Thursday
0.4%,USD,2011-04-21 10:00:00,0.3%,better,Low,CB Leading Index m/m,1.0%,better,16,2011-04-21 14:00:00+00:00,33.33,2011,2,4,Thursday
-1.6%,USD,2011-04-21 10:00:00,0.2%,worse,Low,HPI m/m,-1.0%,worse,16,2011-04-21 14:00:00+00:00,-900.0,2011,2,4,Thursday
47B,USD,2011-04-21 10:30:00,53B,accurate,Low,Natural Gas Storage,28B,accurate,16,2011-04-21 14:30:00+00:00,-11.32,2011,2,4,Thursday
91.9,USD,2011-04-12 07:30:00,95.0,worse,Low,NFIB Small Business Index,94.5,accurate,15,2011-04-12 11:30:00+00:00,-3.26,2011,2,4,Tuesday
-45.8B,USD,2011-04-12 08:30:00,-44.1B,worse,High,Trade Balance,-47.0B,accurate,15,2011-04-12 12:30:00+00:00,-3.85,2011,2,4,Tuesday
2.7%,USD,2011-04-12 08:30:00,2.1%,better,Medium,Import Prices m/m,1.4%,accurate,15,2011-04-12 12:30:00+00:00,28.57,2011,2,4,Tuesday
40.8,USD,2011-04-12 10:00:00,45.7,worse,Low,IBD/TIPP Economic Optimism,43.0,accurate,15,2011-04-12 14:00:00+00:00,-10.72,2011,2,4,Tuesday
-188.2B,USD,2011-04-12 14:00:00,-163.5B,worse,Medium,Federal Budget Balance,-222.5B,accurate,15,2011-04-12 18:00:00+00:00,-15.11,2011,2,4,Tuesday
0.8%,USD,2011-04-13 08:30:00,0.7%,better,High,Core Retail Sales m/m,1.1%,better,15,2011-04-13 12:30:00+00:00,14.29,2011,2,4,Wednesday
0.4%,USD,2011-04-13 08:30:00,0.6%,worse,High,Retail Sales m/m,1.1%,better,15,2011-04-13 12:30:00+00:00,-33.33,2011,2,4,Wednesday
0.5%,USD,2011-04-13 10:00:00,0.8%,better,Medium,Business Inventories m/m,1.0%,worse,15,2011-04-13 14:00:00+00:00,-37.5,2011,2,4,Wednesday
1.6M,USD,2011-04-13 10:30:00,0.9M,accurate,Medium,Crude Oil Inventories,2.0M,accurate,15,2011-04-13 14:30:00+00:00,77.78,2011,2,4,Wednesday
0.7%,USD,2011-04-14 08:30:00,1.1%,worse,High,PPI m/m,1.6%,accurate,15,2011-04-14 12:30:00+00:00,-36.36,2011,2,4,Thursday
412K,USD,2011-04-14 08:30:00,379K,worse,High,Unemployment Claims,385K,accurate,15,2011-04-14 12:30:00+00:00,8.71,2011,2,4,Thursday
0.3%,USD,2011-04-14 08:30:00,0.2%,better,Medium,Core PPI m/m,0.2%,accurate,15,2011-04-14 12:30:00+00:00,50.0,2011,2,4,Thursday
28B,USD,2011-04-14 10:30:00,34B,accurate,Low,Natural Gas Storage,-45B,accurate,15,2011-04-14 14:30:00+00:00,-17.65,2011,2,4,Thursday
0.1%,USD,2011-04-15 08:30:00,0.2%,worse,High,Core CPI m/m,0.2%,accurate,15,2011-04-15 12:30:00+00:00,-50.0,2011,2,4,Friday
0.5%,USD,2011-04-15 08:30:00,0.5%,accurate,Medium,CPI m/m,0.5%,accurate,15,2011-04-15 12:30:00+00:00,0.0,2011,2,4,Friday
21.7,USD,2011-04-15 08:30:00,17.1,better,Medium,Empire State Manufacturing Index,17.5,accurate,15,2011-04-15 12:30:00+00:00,26.9,2011,2,4,Friday
26.9B,USD,2011-04-15 09:00:00,59.4B,worse,High,TIC Long-Term Purchases,51.1B,accurate,15,2011-04-15 13:00:00+00:00,-54.71,2011,2,4,Friday
77.4%,USD,2011-04-15 09:15:00,77.5%,accurate,Medium,Capacity Utilization Rate,76.9%,better,15,2011-04-15 13:15:00+00:00,-0.13,2011,2,4,Friday
0.8%,USD,2011-04-15 09:15:00,0.5%,better,Medium,Industrial Production m/m,0.1%,better,15,2011-04-15 13:15:00+00:00,60.0,2011,2,4,Friday
69.6,USD,2011-04-15 09:55:00,68.7,better,High,Prelim UoM Consumer Sentiment,67.5,worse,15,2011-04-15 13:55:00+00:00,1.31,2011,2,4,Friday
57.3,USD,2011-04-05 10:00:00,59.8,worse,High,ISM Non-Manufacturing PMI,59.7,accurate,14,2011-04-05 14:00:00+00:00,-4.18,2011,2,4,Tuesday
2.0M,USD,2011-04-06 10:30:00,1.3M,accurate,Medium,Crude Oil Inventories,2.9M,accurate,14,2011-04-06 14:30:00+00:00,53.85,2011,2,4,Wednesday
382K,USD,2011-04-07 08:30:00,385K,accurate,High,Unemployment Claims,392K,accurate,14,2011-04-07 12:30:00+00:00,-0.78,2011,2,4,Thursday
-45B,USD,2011-04-07 10:30:00,-51B,accurate,Low,Natural Gas Storage,12B,accurate,14,2011-04-07 14:30:00+00:00,11.76,2011,2,4,Thursday
7.6B,USD,2011-04-07 15:00:00,4.8B,better,Low,Consumer Credit m/m,4.4B,worse,14,2011-04-07 19:00:00+00:00,58.33,2011,2,4,Thursday
1.0%,USD,2011-04-08 10:00:00,1.1%,better,Low,Final Wholesale Inventories m/m,1.0%,better,14,2011-04-08 14:00:00+00:00,-9.09,2011,2,4,Friday
0.2%,USD,2011-03-28 08:30:00,0.2%,accurate,Medium,Core PCE Price Index m/m,0.2%,better,13,2011-03-28 12:30:00+00:00,0.0,2011,1,3,Monday
0.7%,USD,2011-03-28 08:30:00,0.6%,better,Medium,Personal Spending m/m,0.3%,better,13,2011-03-28 12:30:00+00:00,16.67,2011,1,3,Monday
0.3%,USD,2011-03-28 08:30:00,0.5%,worse,Low,Personal Income m/m,1.2%,better,13,2011-03-28 12:30:00+00:00,-40.0,2011,1,3,Monday
2.1%,USD,2011-03-28 10:00:00,-0.5%,better,High,Pending Home Sales m/m,-2.8%,accurate,13,2011-03-28 14:00:00+00:00,520.0,2011,1,3,Monday
-3.1%,USD,2011-03-29 09:00:00,-3.1%,accurate,Medium,S&P/CS Composite-20 HPI y/y,-2.4%,accurate,13,2011-03-29 13:00:00+00:00,0.0,2011,1,3,Tuesday
63.4,USD,2011-03-29 10:00:00,64.9,worse,High,CB Consumer Confidence,72.0,better,13,2011-03-29 14:00:00+00:00,-2.31,2011,1,3,Tuesday
201K,USD,2011-03-30 08:15:00,205K,accurate,High,ADP Non-Farm Employment Change,208K,worse,13,2011-03-30 12:15:00+00:00,-1.95,2011,1,3,Wednesday
2.9M,USD,2011-03-30 10:30:00,1.6M,accurate,Medium,Crude Oil Inventories,2.1M,accurate,13,2011-03-30 14:30:00+00:00,81.25,2011,1,3,Wednesday
388K,USD,2011-03-31 08:30:00,379K,worse,High,Unemployment Claims,394K,worse,13,2011-03-31 12:30:00+00:00,2.37,2011,1,3,Thursday
70.6,USD,2011-03-31 09:45:00,70.1,better,Medium,Chicago PMI,71.2,accurate,13,2011-03-31 13:45:00+00:00,0.71,2011,1,3,Thursday
-0.1%,USD,2011-03-31 10:00:00,0.7%,worse,Medium,Factory Orders m/m,3.3%,better,13,2011-03-31 14:00:00+00:00,-114.29,2011,1,3,Thursday
12B,USD,2011-03-31 10:30:00,-2B,accurate,Low,Natural Gas Storage,-6B,accurate,13,2011-03-31 14:30:00+00:00,700.0,2011,1,3,Thursday
216K,USD,2011-04-01 08:30:00,191K,better,High,Non-Farm Employment Change,194K,accurate,13,2011-04-01 12:30:00+00:00,13.09,2011,2,4,Friday
8.8%,USD,2011-04-01 08:30:00,8.9%,better,High,Unemployment Rate,8.9%,accurate,13,2011-04-01 12:30:00+00:00,-1.12,2011,2,4,Friday
0.0%,USD,2011-04-01 08:30:00,0.2%,worse,Medium,Average Hourly Earnings m/m,0.0%,accurate,13,2011-04-01 12:30:00+00:00,-100.0,2011,2,4,Friday
61.2,USD,2011-04-01 10:00:00,61.1,accurate,High,ISM Manufacturing PMI,61.4,accurate,13,2011-04-01 14:00:00+00:00,0.16,2011,2,4,Friday
-1.4%,USD,2011-04-01 10:00:00,-0.1%,worse,Low,Construction Spending m/m,-1.8%,worse,13,2011-04-01 14:00:00+00:00,-1300.0,2011,2,4,Friday
85.0,USD,2011-04-01 10:00:00,83.1,better,Low,ISM Manufacturing Prices,82.0,accurate,13,2011-04-01 14:00:00+00:00,2.29,2011,2,4,Friday
13.1M,USD,2011-04-01 01:00:00,13.3M,worse,Low,Total Vehicle Sales,13.4M,accurate,13,2011-04-01 05:00:00+00:00,-1.5,2011,2,4,Friday
4.88M,USD,2011-03-21 10:00:00,5.15M,worse,High,Existing Home Sales,5.40M,better,12,2011-03-21 14:00:00+00:00,-5.24,2011,1,3,Monday
20,USD,2011-03-22 09:59:00,23,worse,Low,Richmond Manufacturing Index,25,accurate,12,2011-03-22 13:59:00+00:00,-13.04,2011,1,3,Tuesday
-0.3%,USD,2011-03-22 10:00:00,-0.2%,worse,Low,HPI m/m,-1.0%,worse,12,2011-03-22 14:00:00+00:00,-50.0,2011,1,3,Tuesday
250K,USD,2011-03-23 10:00:00,291K,worse,High,New Home Sales,301K,better,12,2011-03-23 14:00:00+00:00,-14.09,2011,1,3,Wednesday
2.1M,USD,2011-03-23 10:30:00,2.0M,accurate,Medium,Crude Oil Inventories,1.7M,accurate,12,2011-03-23 14:30:00+00:00,5.0,2011,1,3,Wednesday
-0.6%,USD,2011-03-24 08:30:00,2.1%,worse,High,Core Durable Goods Orders m/m,-3.0%,better,12,2011-03-24 12:30:00+00:00,-128.57,2011,1,3,Thursday
382K,USD,2011-03-24 08:30:00,388K,better,High,Unemployment Claims,387K,accurate,12,2011-03-24 12:30:00+00:00,-1.55,2011,1,3,Thursday
-0.9%,USD,2011-03-24 08:30:00,1.2%,worse,Medium,Durable Goods Orders m/m,3.6%,better,12,2011-03-24 12:30:00+00:00,-175.0,2011,1,3,Thursday
-6B,USD,2011-03-24 10:30:00,-11B,accurate,Low,Natural Gas Storage,-56B,accurate,12,2011-03-24 14:30:00+00:00,45.45,2011,1,3,Thursday
3.1%,USD,2011-03-25 08:30:00,3.0%,better,Medium,Final GDP q/q,2.8%,accurate,12,2011-03-25 12:30:00+00:00,3.33,2011,1,3,Friday
0.4%,USD,2011-03-25 08:30:00,0.4%,accurate,Low,Final GDP Price Index q/q,0.4%,accurate,12,2011-03-25 12:30:00+00:00,0.0,2011,1,3,Friday
67.5,USD,2011-03-25 09:55:00,68.1,worse,Medium,Revised UoM Consumer Sentiment,68.2,accurate,12,2011-03-25 13:55:00+00:00,-0.88,2011,1,3,Friday
17.5,USD,2011-03-15 08:30:00,16.2,better,Medium,Empire State Manufacturing Index,15.4,accurate,11,2011-03-15 12:30:00+00:00,8.02,2011,1,3,Tuesday
1.4%,USD,2011-03-15 08:30:00,0.9%,better,Medium,Import Prices m/m,1.3%,worse,11,2011-03-15 12:30:00+00:00,55.56,2011,1,3,Tuesday
51.5B,USD,2011-03-15 09:00:00,59.3B,worse,High,TIC Long-Term Purchases,62.5B,worse,11,2011-03-15 13:00:00+00:00,-13.15,2011,1,3,Tuesday
17,USD,2011-03-15 10:00:00,17,accurate,Low,NAHB Housing Market Index,16,accurate,11,2011-03-15 14:00:00+00:00,0.0,2011,1,3,Tuesday
<0.25%,USD,2011-03-15 14:14:00,<0.25%,accurate,High,Federal Funds Rate,<0.25%,accurate,11,2011-03-15 18:14:00+00:00,0.0,2011,1,3,Tuesday
0.52M,USD,2011-03-16 08:30:00,0.58M,worse,High,Building Permits,0.56M,accurate,11,2011-03-16 12:30:00+00:00,-10.34,2011,1,3,Wednesday
1.6%,USD,2011-03-16 08:30:00,0.7%,better,High,PPI m/m,0.8%,accurate,11,2011-03-16 12:30:00+00:00,128.57,2011,1,3,Wednesday
0.2%,USD,2011-03-16 08:30:00,0.2%,accurate,Medium,Core PPI m/m,0.5%,accurate,11,2011-03-16 12:30:00+00:00,0.0,2011,1,3,Wednesday
-113B,USD,2011-03-16 08:30:00,-111B,accurate,Medium,Current Account,-126B,accurate,11,2011-03-16 12:30:00+00:00,-1.8,2011,1,3,Wednesday
0.48M,USD,2011-03-16 08:30:00,0.58M,worse,Medium,Housing Starts,0.62M,accurate,11,2011-03-16 12:30:00+00:00,-17.24,2011,1,3,Wednesday
1.7M,USD,2011-03-16 10:30:00,1.8M,accurate,Medium,Crude Oil Inventories,2.5M,accurate,11,2011-03-16 14:30:00+00:00,-5.56,2011,1,3,Wednesday
0.2%,USD,2011-03-17 08:30:00,0.1%,better,High,Core CPI m/m,0.2%,accurate,11,2011-03-17 12:30:00+00:00,100.0,2011,1,3,Thursday
385K,USD,2011-03-17 08:30:00,388K,accurate,High,Unemployment Claims,401K,accurate,11,2011-03-17 12:30:00+00:00,-0.77,2011,1,3,Thursday
0.5%,USD,2011-03-17 08:30:00,0.5%,accurate,Medium,CPI m/m,0.4%,accurate,11,2011-03-17 12:30:00+00:00,0.0,2011,1,3,Thursday
76.3%,USD,2011-03-17 09:15:00,76.6%,worse,Medium,Capacity Utilization Rate,76.4%,better,11,2011-03-17 13:15:00+00:00,-0.39,2011,1,3,Thursday
-0.1%,USD,2011-03-17 09:15:00,0.7%,worse,Medium,Industrial Production m/m,0.3%,better,11,2011-03-17 13:15:00+00:00,-114.29,2011,1,3,Thursday
43.4,USD,2011-03-17 10:00:00,29.9,better,High,Philly Fed Manufacturing Index,35.9,accurate,11,2011-03-17 14:00:00+00:00,45.15,2011,1,3,Thursday
0.8%,USD,2011-03-17 10:00:00,0.9%,worse,Low,CB Leading Index m/m,0.1%,accurate,11,2011-03-17 14:00:00+00:00,-11.11,2011,1,3,Thursday
-56B,USD,2011-03-17 10:30:00,-41B,accurate,Low,Natural Gas Storage,-71B,accurate,11,2011-03-17 14:30:00+00:00,-36.59,2011,1,3,Thursday
5.0B,USD,2011-03-07 15:00:00,3.7B,better,Low,Consumer Credit m/m,4.1B,worse,10,2011-03-07 20:00:00+00:00,35.14,2011,1,3,Monday
94.5,USD,2011-03-08 07:30:00,95.0,accurate,Low,NFIB Small Business Index,94.1,accurate,10,2011-03-08 12:30:00+00:00,-0.53,2011,1,3,Tuesday
43.0,USD,2011-03-08 10:00:00,51.8,worse,Low,IBD/TIPP Economic Optimism,50.9,accurate,10,2011-03-08 15:00:00+00:00,-16.99,2011,1,3,Tuesday
1.1%,USD,2011-03-09 10:00:00,0.9%,worse,Low,Final Wholesale Inventories m/m,1.3%,worse,10,2011-03-09 15:00:00+00:00,22.22,2011,1,3,Wednesday
2.5M,USD,2011-03-09 10:30:00,0.8M,accurate,Medium,Crude Oil Inventories,-0.4M,accurate,10,2011-03-09 15:30:00+00:00,212.5,2011,1,3,Wednesday
-46.3B,USD,2011-03-10 08:30:00,-41.4B,worse,High,Trade Balance,-40.3B,accurate,10,2011-03-10 13:30:00+00:00,-11.84,2011,1,3,Thursday
397K,USD,2011-03-10 08:30:00,375K,worse,High,Unemployment Claims,371K,accurate,10,2011-03-10 13:30:00+00:00,5.87,2011,1,3,Thursday
-71B,USD,2011-03-10 10:30:00,-72B,accurate,Low,Natural Gas Storage,-85B,accurate,10,2011-03-10 15:30:00+00:00,1.39,2011,1,3,Thursday
-222.5B,USD,2011-03-10 14:00:00,-232.1B,better,Medium,Federal Budget Balance,-49.8B,accurate,10,2011-03-10 19:00:00+00:00,4.14,2011,1,3,Thursday
0.7%,USD,2011-03-11 08:30:00,0.7%,accurate,High,Core Retail Sales m/m,0.6%,better,10,2011-03-11 13:30:00+00:00,0.0,2011,1,3,Friday
1.0%,USD,2011-03-11 08:30:00,0.8%,better,High,Retail Sales m/m,0.7%,better,10,2011-03-11 13:30:00+00:00,25.0,2011,1,3,Friday
68.2,USD,2011-03-11 09:55:00,77.0,worse,High,Prelim UoM Consumer Sentiment,77.5,better,10,2011-03-11 14:55:00+00:00,-11.43,2011,1,3,Friday
0.9%,USD,2011-03-11 10:00:00,0.6%,worse,Medium,Business Inventories m/m,1.1%,worse,10,2011-03-11 15:00:00+00:00,50.0,2011,1,3,Friday
