,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
2,clf,dtree,basic,ALL_YES_1_1_1,30_60,included,basic,0.70,"{'max_depth': 5, 'min_samples_leaf': 50}",0.69,0.74,0.56,0.84,0.52,174.00,594.00,149.00,"{'0': {'precision': 0.56, 'recall': 0.7241379310344828, 'f1-score': 0.6315789473684211, 'support': 174}, '1': {'precision': 0.8428874734607219, 'recall': 0.6683501683501684, 'f1-score': 0.7455399061032865, 'support': 594}, '2': {'precision': 0.5158371040723982, 'recall': 0.7651006711409396, 'f1-score': 0.6162162162162164, 'support': 149}, 'micro avg': {'precision': 0.6946564885496184, 'recall': 0.6946564885496184, 'f1-score': 0.6946564885496184, 'support': 917}, 'macro avg': {'precision': 0.6395748591777067, 'recall': 0.7191962568418635, 'f1-score': 0.664445023229308, 'support': 917}, 'weighted avg': {'precision': 0.7360685798718168, 'recall': 0.6946564885496184, 'f1-score': 0.7029025706474087, 'support': 917}}",0.25
3,clf,rforest,basic,ALL_YES_1_1_1,30_60,included,basic,0.71,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.68,0.72,0.53,0.83,0.49,170.00,594.00,153.00,"{'0': {'precision': 0.5288888888888889, 'recall': 0.7, 'f1-score': 0.6025316455696202, 'support': 170}, '1': {'precision': 0.8301486199575372, 'recall': 0.6582491582491582, 'f1-score': 0.7342723004694836, 'support': 594}, '2': {'precision': 0.49321266968325794, 'recall': 0.7124183006535948, 'f1-score': 0.5828877005347594, 'support': 153}, 'micro avg': {'precision': 0.6750272628135223, 'recall': 0.6750272628135223, 'f1-score': 0.6750272628135223, 'support': 917}, 'macro avg': {'precision': 0.6174167261765614, 'recall': 0.6902224863009176, 'f1-score': 0.6398972155246211, 'support': 917}, 'weighted avg': {'precision': 0.7180817119164957, 'recall': 0.6750272628135223, 'f1-score': 0.6845909971728754, 'support': 917}}",11.47
4,clf,xgb,basic,ALL_YES_1_1_1,30_60,included,basic,0.71,{'n_estimators': 50},0.69,0.72,0.58,0.82,0.55,181.00,563.00,173.00,"{'0': {'precision': 0.5822222222222222, 'recall': 0.7237569060773481, 'f1-score': 0.645320197044335, 'support': 181}, '1': {'precision': 0.8152866242038217, 'recall': 0.6820603907637656, 'f1-score': 0.7427466150870407, 'support': 563}, '2': {'precision': 0.5475113122171946, 'recall': 0.6994219653179191, 'f1-score': 0.6142131979695431, 'support': 173}, 'micro avg': {'precision': 0.693565976008724, 'recall': 0.693565976008724, 'f1-score': 0.693565976008724, 'support': 917}, 'macro avg': {'precision': 0.6483400528810795, 'recall': 0.7017464207196776, 'f1-score': 0.6674266700336396, 'support': 917}, 'weighted avg': {'precision': 0.7187655928708272, 'recall': 0.693565976008724, 'f1-score': 0.6992673753628783, 'support': 917}}",0.47
5,clf,gboosting,basic,ALL_YES_1_1_1,30_60,included,basic,0.71,{'n_estimators': 10},0.69,0.74,0.54,0.85,0.52,161.00,598.00,158.00,"{'0': {'precision': 0.5377777777777778, 'recall': 0.7515527950310559, 'f1-score': 0.6269430051813472, 'support': 161}, '1': {'precision': 0.8492569002123143, 'recall': 0.6688963210702341, 'f1-score': 0.7483629560336764, 'support': 598}, '2': {'precision': 0.5203619909502263, 'recall': 0.7278481012658228, 'f1-score': 0.6068601583113457, 'support': 158}, 'micro avg': {'precision': 0.693565976008724, 'recall': 0.693565976008724, 'f1-score': 0.693565976008724, 'support': 917}, 'macro avg': {'precision': 0.6357988896467727, 'recall': 0.7160990724557043, 'f1-score': 0.6607220398421231, 'support': 917}, 'weighted avg': {'precision': 0.7379008103809398, 'recall': 0.693565976008724, 'f1-score': 0.7026638784684056, 'support': 917}}",1.33
6,clf,ada,basic,ALL_YES_1_1_1,30_60,included,basic,0.68,{'n_estimators': 10},0.68,0.69,0.54,0.77,0.60,184.00,538.00,195.00,"{'0': {'precision': 0.5422222222222223, 'recall': 0.6630434782608695, 'f1-score': 0.5965770171149144, 'support': 184}, '1': {'precision': 0.7749469214437368, 'recall': 0.6784386617100372, 'f1-score': 0.7234886025768087, 'support': 538}, '2': {'precision': 0.6018099547511312, 'recall': 0.6820512820512821, 'f1-score': 0.639423076923077, 'support': 195}, 'micro avg': {'precision': 0.6761177753544165, 'recall': 0.6761177753544165, 'f1-score': 0.6761177753544165, 'support': 917}, 'macro avg': {'precision': 0.6396596994723635, 'recall': 0.6745111406740629, 'f1-score': 0.6531628988716, 'support': 917}, 'weighted avg': {'precision': 0.6914321415508068, 'recall': 0.6761177753544165, 'f1-score': 0.6801467168325707, 'support': 917}}",0.41
0,clf,kn,all,ALL_YES_1_1_1,30_60,included,basic,0.69,{'n_neighbors': 31},0.69,0.78,0.51,0.90,0.41,142.00,655.00,120.00,"{'0': {'precision': 0.5066666666666667, 'recall': 0.8028169014084507, 'f1-score': 0.6212534059945506, 'support': 142}, '1': {'precision': 0.9044585987261147, 'recall': 0.650381679389313, 'f1-score': 0.7566607460035525, 'support': 655}, '2': {'precision': 0.4072398190045249, 'recall': 0.75, 'f1-score': 0.527859237536657, 'support': 120}, 'micro avg': {'precision': 0.6870229007633588, 'recall': 0.6870229007633588, 'f1-score': 0.6870229007633588, 'support': 917}, 'macro avg': {'precision': 0.606121694799102, 'recall': 0.7343995269325879, 'f1-score': 0.6352577965115866, 'support': 917}, 'weighted avg': {'precision': 0.7777926140815865, 'recall': 0.6870229007633588, 'f1-score': 0.7057512331384427, 'support': 917}}",3.96
1,clf,svc-rbf,all,ALL_YES_1_1_1,30_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",3.34
2,clf,dtree,all,ALL_YES_1_1_1,30_60,included,basic,0.70,"{'max_depth': 5, 'min_samples_leaf': 100}",0.67,0.74,0.51,0.86,0.44,157.00,630.00,130.00,"{'0': {'precision': 0.5111111111111111, 'recall': 0.732484076433121, 'f1-score': 0.6020942408376962, 'support': 157}, '1': {'precision': 0.8577494692144374, 'recall': 0.6412698412698413, 'f1-score': 0.7338782924613988, 'support': 630}, '2': {'precision': 0.4434389140271493, 'recall': 0.7538461538461538, 'f1-score': 0.5584045584045584, 'support': 130}, 'micro avg': {'precision': 0.6728462377317339, 'recall': 0.6728462377317339, 'f1-score': 0.6728462377317339, 'support': 917}, 'macro avg': {'precision': 0.6040998314508993, 'recall': 0.7092000238497054, 'f1-score': 0.6314590305678845, 'support': 917}, 'weighted avg': {'precision': 0.7396659420644159, 'recall': 0.6728462377317339, 'f1-score': 0.6864391632004276, 'support': 917}}",0.30
3,clf,rforest,all,ALL_YES_1_1_1,30_60,included,basic,0.71,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 200}",0.68,0.74,0.52,0.85,0.48,159.00,613.00,145.00,"{'0': {'precision': 0.52, 'recall': 0.7358490566037735, 'f1-score': 0.6093749999999999, 'support': 159}, '1': {'precision': 0.8535031847133758, 'recall': 0.6557911908646004, 'f1-score': 0.7416974169741698, 'support': 613}, '2': {'precision': 0.4841628959276018, 'recall': 0.7379310344827587, 'f1-score': 0.5846994535519126, 'support': 145}, 'micro avg': {'precision': 0.6826608505997819, 'recall': 0.6826608505997819, 'f1-score': 0.6826608505997819, 'support': 917}, 'macro avg': {'precision': 0.6192220268803259, 'recall': 0.7098570939837109, 'f1-score': 0.6452572901753607, 'support': 917}, 'weighted avg': {'precision': 0.7372748878285734, 'recall': 0.6826608505997819, 'f1-score': 0.6939286394440495, 'support': 917}}",11.96
4,clf,xgb,all,ALL_YES_1_1_1,30_60,included,basic,0.71,{'n_estimators': 10},0.69,0.71,0.58,0.81,0.54,184.00,565.00,168.00,"{'0': {'precision': 0.5777777777777777, 'recall': 0.7065217391304348, 'f1-score': 0.6356968215158924, 'support': 184}, '1': {'precision': 0.8067940552016986, 'recall': 0.672566371681416, 'f1-score': 0.7335907335907336, 'support': 565}, '2': {'precision': 0.5384615384615384, 'recall': 0.7083333333333334, 'f1-score': 0.6118251928020565, 'support': 168}, 'micro avg': {'precision': 0.6859323882224646, 'recall': 0.6859323882224646, 'f1-score': 0.6859323882224646, 'support': 917}, 'macro avg': {'precision': 0.6410111238136715, 'recall': 0.6958071480483947, 'f1-score': 0.6603709159695609, 'support': 917}, 'weighted avg': {'precision': 0.7116807969046992, 'recall': 0.6859323882224646, 'f1-score': 0.6916397077736468, 'support': 917}}",0.50
5,clf,gboosting,all,ALL_YES_1_1_1,30_60,included,basic,0.71,{'n_estimators': 10},0.69,0.74,0.51,0.85,0.52,154.00,605.00,158.00,"{'0': {'precision': 0.5111111111111111, 'recall': 0.7467532467532467, 'f1-score': 0.6068601583113455, 'support': 154}, '1': {'precision': 0.851380042462845, 'recall': 0.6628099173553719, 'f1-score': 0.7453531598513011, 'support': 605}, '2': {'precision': 0.5203619909502263, 'recall': 0.7278481012658228, 'f1-score': 0.6068601583113457, 'support': 158}, 'micro avg': {'precision': 0.688113413304253, 'recall': 0.688113413304253, 'f1-score': 0.688113413304253, 'support': 917}, 'macro avg': {'precision': 0.6276177148413941, 'recall': 0.7124704217914805, 'f1-score': 0.6530244921579974, 'support': 917}, 'weighted avg': {'precision': 0.7372009066207941, 'recall': 0.688113413304253, 'f1-score': 0.698232313089615, 'support': 917}}",1.57
6,clf,ada,all,ALL_YES_1_1_1,30_60,included,basic,0.69,{'n_estimators': 10},0.68,0.69,0.54,0.77,0.60,184.00,538.00,195.00,"{'0': {'precision': 0.5422222222222223, 'recall': 0.6630434782608695, 'f1-score': 0.5965770171149144, 'support': 184}, '1': {'precision': 0.7749469214437368, 'recall': 0.6784386617100372, 'f1-score': 0.7234886025768087, 'support': 538}, '2': {'precision': 0.6018099547511312, 'recall': 0.6820512820512821, 'f1-score': 0.639423076923077, 'support': 195}, 'micro avg': {'precision': 0.6761177753544165, 'recall': 0.6761177753544165, 'f1-score': 0.6761177753544165, 'support': 917}, 'macro avg': {'precision': 0.6396596994723635, 'recall': 0.6745111406740629, 'f1-score': 0.6531628988716, 'support': 917}, 'weighted avg': {'precision': 0.6914321415508068, 'recall': 0.6761177753544165, 'f1-score': 0.6801467168325707, 'support': 917}}",0.47
0,clf,kn,basic,ALL_YES_3_2_1,30_60,included,basic,0.70,{'n_neighbors': 41},0.68,0.77,0.49,0.90,0.41,139.00,655.00,123.00,"{'0': {'precision': 0.4888888888888889, 'recall': 0.7913669064748201, 'f1-score': 0.6043956043956044, 'support': 139}, '1': {'precision': 0.9044585987261147, 'recall': 0.650381679389313, 'f1-score': 0.7566607460035525, 'support': 655}, '2': {'precision': 0.4072398190045249, 'recall': 0.7317073170731707, 'f1-score': 0.5232558139534883, 'support': 123}, 'micro avg': {'precision': 0.6826608505997819, 'recall': 0.6826608505997819, 'f1-score': 0.6826608505997819, 'support': 917}, 'macro avg': {'precision': 0.6001957688731762, 'recall': 0.7244853009791014, 'f1-score': 0.628104054784215, 'support': 917}, 'weighted avg': {'precision': 0.7747725577521453, 'recall': 0.6826608505997819, 'f1-score': 0.7022728928676063, 'support': 917}}",3.82
1,clf,svc-rbf,basic,ALL_YES_3_2_1,30_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",3.09
2,clf,dtree,basic,ALL_YES_3_2_1,30_60,included,basic,0.70,"{'max_depth': 5, 'min_samples_leaf': 100}",0.68,0.73,0.51,0.85,0.51,157.00,608.00,152.00,"{'0': {'precision': 0.5111111111111111, 'recall': 0.732484076433121, 'f1-score': 0.6020942408376962, 'support': 157}, '1': {'precision': 0.8450106157112527, 'recall': 0.6546052631578947, 'f1-score': 0.7377201112140871, 'support': 608}, '2': {'precision': 0.5067873303167421, 'recall': 0.7368421052631579, 'f1-score': 0.6005361930294906, 'support': 152}, 'micro avg': {'precision': 0.6815703380588877, 'recall': 0.6815703380588877, 'f1-score': 0.6815703380588877, 'support': 917}, 'macro avg': {'precision': 0.6209696857130352, 'recall': 0.7079771482847246, 'f1-score': 0.6467835150270913, 'support': 917}, 'weighted avg': {'precision': 0.7317803413359115, 'recall': 0.6815703380588877, 'f1-score': 0.6917602233044339, 'support': 917}}",0.26
3,clf,rforest,basic,ALL_YES_3_2_1,30_60,included,basic,0.71,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 50}",0.67,0.72,0.50,0.83,0.50,164.00,600.00,153.00,"{'0': {'precision': 0.5022222222222222, 'recall': 0.6890243902439024, 'f1-score': 0.5809768637532134, 'support': 164}, '1': {'precision': 0.8343949044585988, 'recall': 0.655, 'f1-score': 0.7338935574229692, 'support': 600}, '2': {'precision': 0.497737556561086, 'recall': 0.7189542483660131, 'f1-score': 0.5882352941176471, 'support': 153}, 'micro avg': {'precision': 0.6717557251908397, 'recall': 0.6717557251908397, 'f1-score': 0.6717557251908397, 'support': 917}, 'macro avg': {'precision': 0.6114515610806356, 'recall': 0.6876595462033052, 'f1-score': 0.63436857176461, 'support': 917}, 'weighted avg': {'precision': 0.7188170482807523, 'recall': 0.6717557251908397, 'f1-score': 0.6822424646775448, 'support': 917}}",11.47
4,clf,xgb,basic,ALL_YES_3_2_1,30_60,included,basic,0.71,{'n_estimators': 100},0.69,0.72,0.57,0.82,0.55,181.00,565.00,171.00,"{'0': {'precision': 0.5688888888888889, 'recall': 0.7071823204419889, 'f1-score': 0.6305418719211822, 'support': 181}, '1': {'precision': 0.8195329087048833, 'recall': 0.6831858407079646, 'f1-score': 0.7451737451737451, 'support': 565}, '2': {'precision': 0.5520361990950227, 'recall': 0.7134502923976608, 'f1-score': 0.6224489795918368, 'support': 171}, 'micro avg': {'precision': 0.693565976008724, 'recall': 0.693565976008724, 'f1-score': 0.693565976008724, 'support': 917}, 'macro avg': {'precision': 0.6468193322295982, 'recall': 0.7012728178492047, 'f1-score': 0.6660548655622547, 'support': 917}, 'weighted avg': {'precision': 0.7201779414966158, 'recall': 0.693565976008724, 'f1-score': 0.6996619633054569, 'support': 917}}",0.51
5,clf,gboosting,basic,ALL_YES_3_2_1,30_60,included,basic,0.71,{'n_estimators': 10},0.69,0.74,0.53,0.85,0.53,159.00,598.00,160.00,"{'0': {'precision': 0.5333333333333333, 'recall': 0.7547169811320755, 'f1-score': 0.625, 'support': 159}, '1': {'precision': 0.8492569002123143, 'recall': 0.6688963210702341, 'f1-score': 0.7483629560336764, 'support': 598}, '2': {'precision': 0.5294117647058824, 'recall': 0.73125, 'f1-score': 0.6141732283464566, 'support': 160}, 'micro avg': {'precision': 0.6946564885496184, 'recall': 0.6946564885496184, 'f1-score': 0.6946564885496184, 'support': 917}, 'macro avg': {'precision': 0.6373339994171766, 'recall': 0.7182877674007698, 'f1-score': 0.6625120614600443, 'support': 917}, 'weighted avg': {'precision': 0.7386712199344658, 'recall': 0.6946564885496184, 'f1-score': 0.7035591758381368, 'support': 917}}",1.35
6,clf,ada,basic,ALL_YES_3_2_1,30_60,included,basic,0.69,{'n_estimators': 10},0.68,0.69,0.54,0.77,0.60,184.00,538.00,195.00,"{'0': {'precision': 0.5422222222222223, 'recall': 0.6630434782608695, 'f1-score': 0.5965770171149144, 'support': 184}, '1': {'precision': 0.7749469214437368, 'recall': 0.6784386617100372, 'f1-score': 0.7234886025768087, 'support': 538}, '2': {'precision': 0.6018099547511312, 'recall': 0.6820512820512821, 'f1-score': 0.639423076923077, 'support': 195}, 'micro avg': {'precision': 0.6761177753544165, 'recall': 0.6761177753544165, 'f1-score': 0.6761177753544165, 'support': 917}, 'macro avg': {'precision': 0.6396596994723635, 'recall': 0.6745111406740629, 'f1-score': 0.6531628988716, 'support': 917}, 'weighted avg': {'precision': 0.6914321415508068, 'recall': 0.6761177753544165, 'f1-score': 0.6801467168325707, 'support': 917}}",0.46
0,clf,kn,all,ALL_YES_3_2_1,30_60,included,basic,0.70,{'n_neighbors': 31},0.68,0.77,0.48,0.90,0.43,140.00,653.00,124.00,"{'0': {'precision': 0.48444444444444446, 'recall': 0.7785714285714286, 'f1-score': 0.5972602739726026, 'support': 140}, '1': {'precision': 0.9002123142250531, 'recall': 0.6493108728943339, 'f1-score': 0.7544483985765126, 'support': 653}, '2': {'precision': 0.4253393665158371, 'recall': 0.7580645161290323, 'f1-score': 0.544927536231884, 'support': 124}, 'micro avg': {'precision': 0.6837513631406761, 'recall': 0.6837513631406761, 'f1-score': 0.6837513631406761, 'support': 917}, 'macro avg': {'precision': 0.6033320417284449, 'recall': 0.728648939198265, 'f1-score': 0.6322120695936664, 'support': 917}, 'weighted avg': {'precision': 0.772522295375295, 'recall': 0.6837513631406761, 'f1-score': 0.7021180557463258, 'support': 917}}",4.97
1,clf,svc-rbf,all,ALL_YES_3_2_1,30_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",2.89
2,clf,dtree,all,ALL_YES_3_2_1,30_60,included,basic,0.70,"{'max_depth': 5, 'min_samples_leaf': 100}",0.68,0.73,0.51,0.85,0.51,157.00,608.00,152.00,"{'0': {'precision': 0.5111111111111111, 'recall': 0.732484076433121, 'f1-score': 0.6020942408376962, 'support': 157}, '1': {'precision': 0.8450106157112527, 'recall': 0.6546052631578947, 'f1-score': 0.7377201112140871, 'support': 608}, '2': {'precision': 0.5067873303167421, 'recall': 0.7368421052631579, 'f1-score': 0.6005361930294906, 'support': 152}, 'micro avg': {'precision': 0.6815703380588877, 'recall': 0.6815703380588877, 'f1-score': 0.6815703380588877, 'support': 917}, 'macro avg': {'precision': 0.6209696857130352, 'recall': 0.7079771482847246, 'f1-score': 0.6467835150270913, 'support': 917}, 'weighted avg': {'precision': 0.7317803413359115, 'recall': 0.6815703380588877, 'f1-score': 0.6917602233044339, 'support': 917}}",0.26
3,clf,rforest,all,ALL_YES_3_2_1,30_60,included,basic,0.71,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.68,0.73,0.52,0.85,0.50,161.00,606.00,150.00,"{'0': {'precision': 0.5244444444444445, 'recall': 0.7329192546583851, 'f1-score': 0.61139896373057, 'support': 161}, '1': {'precision': 0.8492569002123143, 'recall': 0.6600660066006601, 'f1-score': 0.7428040854224698, 'support': 606}, '2': {'precision': 0.497737556561086, 'recall': 0.7333333333333333, 'f1-score': 0.5929919137466306, 'support': 150}, 'micro avg': {'precision': 0.6848418756815703, 'recall': 0.6848418756815703, 'f1-score': 0.6848418756815703, 'support': 917}, 'macro avg': {'precision': 0.6238129670726149, 'recall': 0.7087728648641262, 'f1-score': 0.6490649876332235, 'support': 917}, 'weighted avg': {'precision': 0.7347283212305135, 'recall': 0.6848418756815703, 'f1-score': 0.6952271493878224, 'support': 917}}",10.19
4,clf,xgb,all,ALL_YES_3_2_1,30_60,included,basic,0.71,{'n_estimators': 100},0.68,0.71,0.56,0.81,0.53,178.00,566.00,173.00,"{'0': {'precision': 0.5644444444444444, 'recall': 0.7134831460674157, 'f1-score': 0.630272952853598, 'support': 178}, '1': {'precision': 0.8089171974522293, 'recall': 0.6731448763250883, 'f1-score': 0.7348119575699132, 'support': 566}, '2': {'precision': 0.5339366515837104, 'recall': 0.6820809248554913, 'f1-score': 0.5989847715736041, 'support': 173}, 'micro avg': {'precision': 0.6826608505997819, 'recall': 0.6826608505997819, 'f1-score': 0.6826608505997819, 'support': 917}, 'macro avg': {'precision': 0.6357660978267946, 'recall': 0.6895696490826652, 'f1-score': 0.6546898939990384, 'support': 917}, 'weighted avg': {'precision': 0.7095848261647272, 'recall': 0.6826608505997819, 'f1-score': 0.6888947863410522, 'support': 917}}",0.50
5,clf,gboosting,all,ALL_YES_3_2_1,30_60,included,basic,0.71,{'n_estimators': 50},0.68,0.70,0.57,0.79,0.57,185.00,551.00,181.00,"{'0': {'precision': 0.5688888888888889, 'recall': 0.6918918918918919, 'f1-score': 0.6243902439024389, 'support': 185}, '1': {'precision': 0.7940552016985138, 'recall': 0.6787658802177858, 'f1-score': 0.7318982387475538, 'support': 551}, '2': {'precision': 0.5656108597285068, 'recall': 0.6906077348066298, 'f1-score': 0.6218905472636815, 'support': 181}, 'micro avg': {'precision': 0.6837513631406761, 'recall': 0.6837513631406761, 'f1-score': 0.6837513631406761, 'support': 917}, 'macro avg': {'precision': 0.6428516501053031, 'recall': 0.6870885023054359, 'f1-score': 0.6593930099712247, 'support': 917}, 'weighted avg': {'precision': 0.7035380874494933, 'recall': 0.6837513631406761, 'f1-score': 0.6884954348163355, 'support': 917}}",1.35
6,clf,ada,all,ALL_YES_3_2_1,30_60,included,basic,0.69,{'n_estimators': 10},0.68,0.69,0.54,0.77,0.60,184.00,538.00,195.00,"{'0': {'precision': 0.5422222222222223, 'recall': 0.6630434782608695, 'f1-score': 0.5965770171149144, 'support': 184}, '1': {'precision': 0.7749469214437368, 'recall': 0.6784386617100372, 'f1-score': 0.7234886025768087, 'support': 538}, '2': {'precision': 0.6018099547511312, 'recall': 0.6820512820512821, 'f1-score': 0.639423076923077, 'support': 195}, 'micro avg': {'precision': 0.6761177753544165, 'recall': 0.6761177753544165, 'f1-score': 0.6761177753544165, 'support': 917}, 'macro avg': {'precision': 0.6396596994723635, 'recall': 0.6745111406740629, 'f1-score': 0.6531628988716, 'support': 917}, 'weighted avg': {'precision': 0.6914321415508068, 'recall': 0.6761177753544165, 'f1-score': 0.6801467168325707, 'support': 917}}",0.45
0,clf,kn,basic,High_NO_1_1_1,30_60,included,basic,0.65,{'n_neighbors': 21},0.65,0.68,0.63,0.77,0.49,141.00,272.00,91.00,"{'0': {'precision': 0.6331360946745562, 'recall': 0.7588652482269503, 'f1-score': 0.6903225806451613, 'support': 141}, '1': {'precision': 0.7718446601941747, 'recall': 0.5845588235294118, 'f1-score': 0.6652719665271967, 'support': 272}, '2': {'precision': 0.4883720930232558, 'recall': 0.6923076923076923, 'f1-score': 0.5727272727272728, 'support': 91}, 'micro avg': {'precision': 0.6527777777777778, 'recall': 0.6527777777777778, 'f1-score': 0.6527777777777778, 'support': 504}, 'macro avg': {'precision': 0.6311176159639956, 'recall': 0.6785772546880181, 'f1-score': 0.6427739399665436, 'support': 504}, 'weighted avg': {'precision': 0.68185674084731, 'recall': 0.6527777777777778, 'f1-score': 0.6555707154455298, 'support': 504}}",0.64
1,clf,svc-rbf,basic,High_NO_1_1_1,30_60,included,basic,0.42,"{'C': 1, 'gamma': 1}",0.41,1.00,0.00,1.00,0.00,0.00,504.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.4087301587301587, 'f1-score': 0.5802816901408451, 'support': 504}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.4087301587301587, 'recall': 0.4087301587301587, 'f1-score': 0.4087301587301588, 'support': 504}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.13624338624338625, 'f1-score': 0.19342723004694837, 'support': 504}, 'weighted avg': {'precision': 1.0, 'recall': 0.4087301587301587, 'f1-score': 0.5802816901408451, 'support': 504}}",0.73
2,clf,dtree,basic,High_NO_1_1_1,30_60,included,basic,0.70,"{'max_depth': 2, 'min_samples_leaf': 10}",0.68,0.68,0.76,0.64,0.64,172.00,208.00,124.00,"{'0': {'precision': 0.757396449704142, 'recall': 0.7441860465116279, 'f1-score': 0.750733137829912, 'support': 172}, '1': {'precision': 0.6407766990291263, 'recall': 0.6346153846153846, 'f1-score': 0.6376811594202898, 'support': 208}, '2': {'precision': 0.6434108527131783, 'recall': 0.6693548387096774, 'f1-score': 0.6561264822134388, 'support': 124}, 'micro avg': {'precision': 0.6805555555555556, 'recall': 0.6805555555555556, 'f1-score': 0.6805555555555556, 'support': 504}, 'macro avg': {'precision': 0.6805280004821489, 'recall': 0.68271875661223, 'f1-score': 0.681513593154547, 'support': 504}, 'weighted avg': {'precision': 0.6812235882611205, 'recall': 0.6805555555555556, 'f1-score': 0.6808005251203008, 'support': 504}}",0.13
3,clf,rforest,basic,High_NO_1_1_1,30_60,included,basic,0.70,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.69,0.69,0.73,0.72,0.59,155.00,233.00,116.00,"{'0': {'precision': 0.7337278106508875, 'recall': 0.8, 'f1-score': 0.7654320987654321, 'support': 155}, '1': {'precision': 0.7184466019417476, 'recall': 0.6351931330472103, 'f1-score': 0.674259681093394, 'support': 233}, '2': {'precision': 0.5891472868217055, 'recall': 0.6551724137931034, 'f1-score': 0.6204081632653061, 'support': 116}, 'micro avg': {'precision': 0.6904761904761905, 'recall': 0.6904761904761905, 'f1-score': 0.6904761904761905, 'support': 504}, 'macro avg': {'precision': 0.6804405664714469, 'recall': 0.6967885156134379, 'f1-score': 0.6866999810413774, 'support': 504}, 'weighted avg': {'precision': 0.6933868138385568, 'recall': 0.6904761904761905, 'f1-score': 0.689904420520195, 'support': 504}}",7.00
