,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
0,clf,kn,all,ALL_NO_3_2_1,60_240,included,basic,0.59,{'n_neighbors': 31},0.58,0.69,0.38,0.83,0.33,202.00,918.00,172.00,"{'0': {'precision': 0.37898089171974525, 'recall': 0.5891089108910891, 'f1-score': 0.4612403100775194, 'support': 202}, '1': {'precision': 0.8319870759289176, 'recall': 0.5610021786492375, 'f1-score': 0.6701366297983086, 'support': 918}, '2': {'precision': 0.33147632311977715, 'recall': 0.6918604651162791, 'f1-score': 0.44821092278719393, 'support': 172}, 'micro avg': {'precision': 0.5828173374613003, 'recall': 0.5828173374613003, 'f1-score': 0.5828173374613003, 'support': 1292}, 'macro avg': {'precision': 0.5141480969228134, 'recall': 0.6139905182188685, 'f1-score': 0.5265292875543407, 'support': 1292}, 'weighted avg': {'precision': 0.6945295692002604, 'recall': 0.5828173374613003, 'f1-score': 0.6079320801160244, 'support': 1292}}",6.57
1,clf,svc-rbf,all,ALL_NO_3_2_1,60_240,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,1.00,0.00,1.00,0.00,0.00,1292.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.4791021671826625, 'f1-score': 0.6478283621140764, 'support': 1292}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.4791021671826625, 'recall': 0.4791021671826625, 'f1-score': 0.4791021671826625, 'support': 1292}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.15970072239422084, 'f1-score': 0.21594278737135877, 'support': 1292}, 'weighted avg': {'precision': 1.0, 'recall': 0.4791021671826625, 'f1-score': 0.6478283621140764, 'support': 1292}}",8.05
2,clf,dtree,all,ALL_NO_3_2_1,60_240,included,basic,0.63,"{'max_depth': 4, 'min_samples_leaf': 150}",0.62,0.68,0.44,0.81,0.43,212.00,850.00,230.00,"{'0': {'precision': 0.4426751592356688, 'recall': 0.6556603773584906, 'f1-score': 0.5285171102661597, 'support': 212}, '1': {'precision': 0.8077544426494345, 'recall': 0.5882352941176471, 'f1-score': 0.6807351940095302, 'support': 850}, '2': {'precision': 0.43454038997214484, 'recall': 0.6782608695652174, 'f1-score': 0.5297113752122241, 'support': 230}, 'micro avg': {'precision': 0.6153250773993808, 'recall': 0.6153250773993808, 'f1-score': 0.6153250773993808, 'support': 1292}, 'macro avg': {'precision': 0.561656663952416, 'recall': 0.640718847013785, 'f1-score': 0.5796545598293047, 'support': 1292}, 'weighted avg': {'precision': 0.6814107582845004, 'recall': 0.6153250773993808, 'f1-score': 0.6288731877580016, 'support': 1292}}",0.50
3,clf,rforest,all,ALL_NO_3_2_1,60_240,included,basic,0.62,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 50}",0.61,0.68,0.44,0.80,0.43,220.00,846.00,226.00,"{'0': {'precision': 0.43630573248407645, 'recall': 0.6227272727272727, 'f1-score': 0.5131086142322098, 'support': 220}, '1': {'precision': 0.802907915993538, 'recall': 0.5874704491725768, 'f1-score': 0.6784982935153584, 'support': 846}, '2': {'precision': 0.42896935933147634, 'recall': 0.6814159292035398, 'f1-score': 0.5264957264957265, 'support': 226}, 'micro avg': {'precision': 0.6099071207430341, 'recall': 0.6099071207430341, 'f1-score': 0.6099071207430341, 'support': 1292}, 'macro avg': {'precision': 0.5560610026030303, 'recall': 0.6305378837011298, 'f1-score': 0.5727008780810983, 'support': 1292}, 'weighted avg': {'precision': 0.6750730907785941, 'recall': 0.6099071207430341, 'f1-score': 0.6237472799017906, 'support': 1292}}",16.72
4,clf,xgb,all,ALL_NO_3_2_1,60_240,included,basic,0.63,{'n_estimators': 50},0.61,0.66,0.45,0.78,0.45,229.00,814.00,249.00,"{'0': {'precision': 0.45222929936305734, 'recall': 0.6200873362445415, 'f1-score': 0.5230202578268877, 'support': 229}, '1': {'precision': 0.778675282714055, 'recall': 0.5921375921375921, 'f1-score': 0.6727145847871598, 'support': 814}, '2': {'precision': 0.45125348189415043, 'recall': 0.6506024096385542, 'f1-score': 0.5328947368421053, 'support': 249}, 'micro avg': {'precision': 0.608359133126935, 'recall': 0.608359133126935, 'f1-score': 0.608359133126935, 'support': 1292}, 'macro avg': {'precision': 0.5607193546570876, 'recall': 0.6209424460068959, 'f1-score': 0.5762098598187176, 'support': 1292}, 'weighted avg': {'precision': 0.6577123116679755, 'recall': 0.608359133126935, 'f1-score': 0.6192353719294037, 'support': 1292}}",0.82
5,clf,gboosting,all,ALL_NO_3_2_1,60_240,included,basic,0.62,{'n_estimators': 10},0.62,0.69,0.43,0.82,0.43,207.00,857.00,228.00,"{'0': {'precision': 0.4299363057324841, 'recall': 0.6521739130434783, 'f1-score': 0.5182341650671785, 'support': 207}, '1': {'precision': 0.8190630048465266, 'recall': 0.5915985997666278, 'f1-score': 0.6869918699186991, 'support': 857}, '2': {'precision': 0.43454038997214484, 'recall': 0.6842105263157895, 'f1-score': 0.5315161839863715, 'support': 228}, 'micro avg': {'precision': 0.6176470588235294, 'recall': 0.6176470588235294, 'f1-score': 0.6176470588235294, 'support': 1292}, 'macro avg': {'precision': 0.5611799001837184, 'recall': 0.6426610130419652, 'f1-score': 0.5789140729907496, 'support': 1292}, 'weighted avg': {'precision': 0.688861470088039, 'recall': 0.6176470588235294, 'f1-score': 0.6325171785124797, 'support': 1292}}",2.42
6,clf,ada,all,ALL_NO_3_2_1,60_240,included,basic,0.62,{'n_estimators': 10},0.61,0.66,0.44,0.77,0.48,211.00,806.00,275.00,"{'0': {'precision': 0.4426751592356688, 'recall': 0.6587677725118484, 'f1-score': 0.5295238095238096, 'support': 211}, '1': {'precision': 0.7689822294022617, 'recall': 0.5905707196029777, 'f1-score': 0.6680701754385965, 'support': 806}, '2': {'precision': 0.48467966573816157, 'recall': 0.6327272727272727, 'f1-score': 0.5488958990536278, 'support': 275}, 'micro avg': {'precision': 0.6106811145510835, 'recall': 0.6106811145510835, 'f1-score': 0.6106811145510835, 'support': 1292}, 'macro avg': {'precision': 0.5654456847920307, 'recall': 0.6273552549473663, 'f1-score': 0.5821632946720113, 'support': 1292}, 'weighted avg': {'precision': 0.6551788262963959, 'recall': 0.6106811145510835, 'f1-score': 0.6200777534464244, 'support': 1292}}",0.70
0,clf,kn,basic,ALL_YES_1_1_1,60_240,included,basic,0.64,{'n_neighbors': 41},0.62,0.73,0.33,0.86,0.35,111.00,683.00,123.00,"{'0': {'precision': 0.33497536945812806, 'recall': 0.6126126126126126, 'f1-score': 0.4331210191082802, 'support': 111}, '1': {'precision': 0.8588709677419355, 'recall': 0.623718887262079, 'f1-score': 0.7226463104325699, 'support': 683}, '2': {'precision': 0.3532110091743119, 'recall': 0.6260162601626016, 'f1-score': 0.45161290322580644, 'support': 123}, 'micro avg': {'precision': 0.6226826608505998, 'recall': 0.6226826608505998, 'f1-score': 0.6226826608505998, 'support': 917}, 'macro avg': {'precision': 0.5156857821247919, 'recall': 0.6207825866790978, 'f1-score': 0.5357934109222189, 'support': 917}, 'weighted avg': {'precision': 0.7276293250883692, 'recall': 0.6226826608505998, 'f1-score': 0.6512456382150911, 'support': 917}}",3.79
1,clf,svc-rbf,basic,ALL_YES_1_1_1,60_240,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5408942202835333, 'recall': 0.5408942202835333, 'f1-score': 0.5408942202835333, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.18029807342784443, 'f1-score': 0.23401745694739326, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}}",3.38
2,clf,dtree,basic,ALL_YES_1_1_1,60_240,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 100}",0.64,0.71,0.40,0.84,0.40,124.00,651.00,142.00,"{'0': {'precision': 0.39901477832512317, 'recall': 0.6532258064516129, 'f1-score': 0.49541284403669733, 'support': 124}, '1': {'precision': 0.8387096774193549, 'recall': 0.6390168970814132, 'f1-score': 0.7253705318221448, 'support': 651}, '2': {'precision': 0.4036697247706422, 'recall': 0.6197183098591549, 'f1-score': 0.48888888888888893, 'support': 142}, 'micro avg': {'precision': 0.6379498364231189, 'recall': 0.6379498364231189, 'f1-score': 0.6379498364231189, 'support': 917}, 'macro avg': {'precision': 0.54713139350504, 'recall': 0.6373203377973936, 'f1-score': 0.5698907549159103, 'support': 917}, 'weighted avg': {'precision': 0.7118854235875097, 'recall': 0.6379498364231189, 'f1-score': 0.6576549957458986, 'support': 917}}",0.29
3,clf,rforest,basic,ALL_YES_1_1_1,60_240,included,basic,0.64,"{'max_depth': 5, 'min_samples_leaf': 20, 'n_estimators': 50}",0.63,0.74,0.33,0.87,0.35,105.00,692.00,120.00,"{'0': {'precision': 0.33004926108374383, 'recall': 0.638095238095238, 'f1-score': 0.43506493506493504, 'support': 105}, '1': {'precision': 0.8729838709677419, 'recall': 0.6257225433526011, 'f1-score': 0.7289562289562289, 'support': 692}, '2': {'precision': 0.3532110091743119, 'recall': 0.6416666666666667, 'f1-score': 0.4556213017751479, 'support': 120}, 'micro avg': {'precision': 0.6292257360959651, 'recall': 0.6292257360959651, 'f1-score': 0.6292257360959651, 'support': 917}, 'macro avg': {'precision': 0.5187480470752659, 'recall': 0.6351614827048353, 'f1-score': 0.539880821932104, 'support': 917}, 'weighted avg': {'precision': 0.7427975269622551, 'recall': 0.6292257360959651, 'f1-score': 0.6595355341685347, 'support': 917}}",12.14
4,clf,xgb,basic,ALL_YES_1_1_1,60_240,included,basic,0.64,{'n_estimators': 50},0.65,0.70,0.44,0.82,0.44,150.00,620.00,147.00,"{'0': {'precision': 0.4433497536945813, 'recall': 0.6, 'f1-score': 0.509915014164306, 'support': 150}, '1': {'precision': 0.8245967741935484, 'recall': 0.6596774193548387, 'f1-score': 0.7329749103942651, 'support': 620}, '2': {'precision': 0.43577981651376146, 'recall': 0.6462585034013606, 'f1-score': 0.5205479452054794, 'support': 147}, 'micro avg': {'precision': 0.6477644492911668, 'recall': 0.6477644492911668, 'f1-score': 0.6477644492911668, 'support': 917}, 'macro avg': {'precision': 0.5679087814672971, 'recall': 0.6353119742520664, 'f1-score': 0.5878126232546834, 'support': 917}, 'weighted avg': {'precision': 0.6999041396747112, 'recall': 0.6477644492911668, 'f1-score': 0.6624342906371818, 'support': 917}}",0.50
5,clf,gboosting,basic,ALL_YES_1_1_1,60_240,included,basic,0.64,{'n_estimators': 10},0.64,0.72,0.40,0.85,0.38,133.00,653.00,131.00,"{'0': {'precision': 0.4039408866995074, 'recall': 0.6165413533834586, 'f1-score': 0.4880952380952381, 'support': 133}, '1': {'precision': 0.8467741935483871, 'recall': 0.6431852986217458, 'f1-score': 0.731070496083551, 'support': 653}, '2': {'precision': 0.38073394495412843, 'recall': 0.6335877862595419, 'f1-score': 0.47564469914040114, 'support': 131}, 'micro avg': {'precision': 0.6379498364231189, 'recall': 0.6379498364231189, 'f1-score': 0.6379498364231189, 'support': 917}, 'macro avg': {'precision': 0.5438163417340077, 'recall': 0.6311048127549155, 'f1-score': 0.5649368111063967, 'support': 917}, 'weighted avg': {'precision': 0.7159692836500787, 'recall': 0.6379498364231189, 'f1-score': 0.6593404102471299, 'support': 917}}",1.35
6,clf,ada,basic,ALL_YES_1_1_1,60_240,included,basic,0.63,{'n_estimators': 50},0.63,0.66,0.47,0.79,0.44,170.00,581.00,166.00,"{'0': {'precision': 0.46798029556650245, 'recall': 0.5588235294117647, 'f1-score': 0.5093833780160858, 'support': 170}, '1': {'precision': 0.7862903225806451, 'recall': 0.6712564543889845, 'f1-score': 0.7242339832869079, 'support': 581}, '2': {'precision': 0.44036697247706424, 'recall': 0.5783132530120482, 'f1-score': 0.5, 'support': 166}, 'micro avg': {'precision': 0.6335877862595419, 'recall': 0.6335877862595419, 'f1-score': 0.6335877862595419, 'support': 917}, 'macro avg': {'precision': 0.5648791968747373, 'recall': 0.6027977456042658, 'f1-score': 0.5778724537676646, 'support': 917}, 'weighted avg': {'precision': 0.664658936855892, 'recall': 0.6335877862595419, 'f1-score': 0.643811470613335, 'support': 917}}",0.46
0,clf,kn,all,ALL_YES_1_1_1,60_240,included,basic,0.63,{'n_neighbors': 51},0.63,0.75,0.33,0.88,0.34,106.00,700.00,111.00,"{'0': {'precision': 0.3251231527093596, 'recall': 0.6226415094339622, 'f1-score': 0.4271844660194175, 'support': 106}, '1': {'precision': 0.8790322580645161, 'recall': 0.6228571428571429, 'f1-score': 0.7290969899665553, 'support': 700}, '2': {'precision': 0.3440366972477064, 'recall': 0.6756756756756757, 'f1-score': 0.4559270516717325, 'support': 111}, 'micro avg': {'precision': 0.6292257360959651, 'recall': 0.6292257360959651, 'f1-score': 0.6292257360959651, 'support': 917}, 'macro avg': {'precision': 0.5160640360071941, 'recall': 0.6403914426555936, 'f1-score': 0.5374028358859018, 'support': 917}, 'weighted avg': {'precision': 0.7502439566268799, 'recall': 0.6292257360959651, 'f1-score': 0.6611312422139687, 'support': 917}}",4.33
1,clf,svc-rbf,all,ALL_YES_1_1_1,60_240,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5408942202835333, 'recall': 0.5408942202835333, 'f1-score': 0.5408942202835333, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.18029807342784443, 'f1-score': 0.23401745694739326, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}}",3.64
2,clf,dtree,all,ALL_YES_1_1_1,60_240,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 100}",0.64,0.71,0.40,0.84,0.40,124.00,651.00,142.00,"{'0': {'precision': 0.39901477832512317, 'recall': 0.6532258064516129, 'f1-score': 0.49541284403669733, 'support': 124}, '1': {'precision': 0.8387096774193549, 'recall': 0.6390168970814132, 'f1-score': 0.7253705318221448, 'support': 651}, '2': {'precision': 0.4036697247706422, 'recall': 0.6197183098591549, 'f1-score': 0.48888888888888893, 'support': 142}, 'micro avg': {'precision': 0.6379498364231189, 'recall': 0.6379498364231189, 'f1-score': 0.6379498364231189, 'support': 917}, 'macro avg': {'precision': 0.54713139350504, 'recall': 0.6373203377973936, 'f1-score': 0.5698907549159103, 'support': 917}, 'weighted avg': {'precision': 0.7118854235875097, 'recall': 0.6379498364231189, 'f1-score': 0.6576549957458986, 'support': 917}}",0.34
3,clf,rforest,all,ALL_YES_1_1_1,60_240,included,basic,0.64,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",0.63,0.71,0.35,0.84,0.40,117.00,655.00,145.00,"{'0': {'precision': 0.35467980295566504, 'recall': 0.6153846153846154, 'f1-score': 0.45000000000000007, 'support': 117}, '1': {'precision': 0.8366935483870968, 'recall': 0.6335877862595419, 'f1-score': 0.7211120764552562, 'support': 655}, '2': {'precision': 0.39908256880733944, 'recall': 0.6, 'f1-score': 0.47933884297520657, 'support': 145}, 'micro avg': {'precision': 0.6259541984732825, 'recall': 0.6259541984732825, 'f1-score': 0.6259541984732825, 'support': 917}, 'macro avg': {'precision': 0.5301519733833671, 'recall': 0.6163241338813857, 'f1-score': 0.550150306476821, 'support': 917}, 'weighted avg': {'precision': 0.7059964924933757, 'recall': 0.6259541984732825, 'f1-score': 0.6482906677312953, 'support': 917}}",12.74
4,clf,xgb,all,ALL_YES_1_1_1,60_240,included,basic,0.64,{'n_estimators': 50},0.64,0.69,0.44,0.82,0.43,150.00,618.00,149.00,"{'0': {'precision': 0.4433497536945813, 'recall': 0.6, 'f1-score': 0.509915014164306, 'support': 150}, '1': {'precision': 0.8185483870967742, 'recall': 0.656957928802589, 'f1-score': 0.7289048473967683, 'support': 618}, '2': {'precision': 0.43119266055045874, 'recall': 0.6308724832214765, 'f1-score': 0.5122615803814714, 'support': 149}, 'micro avg': {'precision': 0.64340239912759, 'recall': 0.64340239912759, 'f1-score': 0.64340239912759, 'support': 917}, 'macro avg': {'precision': 0.5643636004472714, 'recall': 0.6292768040080218, 'f1-score': 0.5836938139808486, 'support': 917}, 'weighted avg': {'precision': 0.6942345394787481, 'recall': 0.64340239912759, 'f1-score': 0.6578815957390273, 'support': 917}}",0.58
5,clf,gboosting,all,ALL_YES_1_1_1,60_240,included,basic,0.64,{'n_estimators': 10},0.64,0.72,0.40,0.85,0.38,131.00,657.00,129.00,"{'0': {'precision': 0.39901477832512317, 'recall': 0.6183206106870229, 'f1-score': 0.48502994011976047, 'support': 131}, '1': {'precision': 0.8528225806451613, 'recall': 0.6438356164383562, 'f1-score': 0.7337380745880312, 'support': 657}, '2': {'precision': 0.38073394495412843, 'recall': 0.6434108527131783, 'f1-score': 0.478386167146974, 'support': 129}, 'micro avg': {'precision': 0.6401308615049073, 'recall': 0.6401308615049073, 'f1-score': 0.6401308615049073, 'support': 917}, 'macro avg': {'precision': 0.544190434641471, 'recall': 0.6351890266128525, 'f1-score': 0.5657180606182552, 'support': 917}, 'weighted avg': {'precision': 0.7215812980845635, 'recall': 0.6401308615049073, 'f1-score': 0.6622864260872243, 'support': 917}}",1.65
6,clf,ada,all,ALL_YES_1_1_1,60_240,included,basic,0.63,{'n_estimators': 50},0.63,0.66,0.44,0.77,0.48,164.00,573.00,180.00,"{'0': {'precision': 0.4433497536945813, 'recall': 0.5487804878048781, 'f1-score': 0.49046321525885556, 'support': 164}, '1': {'precision': 0.7701612903225806, 'recall': 0.6666666666666666, 'f1-score': 0.7146866230121609, 'support': 573}, '2': {'precision': 0.481651376146789, 'recall': 0.5833333333333334, 'f1-score': 0.5276381909547738, 'support': 180}, 'micro avg': {'precision': 0.6292257360959651, 'recall': 0.6292257360959651, 'f1-score': 0.6292257360959651, 'support': 917}, 'macro avg': {'precision': 0.5650541400546504, 'recall': 0.5995934959349594, 'f1-score': 0.57759600974193, 'support': 917}, 'weighted avg': {'precision': 0.6550807270089116, 'recall': 0.6292257360959651, 'f1-score': 0.6378694401965973, 'support': 917}}",0.52
0,clf,kn,basic,ALL_YES_3_2_1,60_240,included,basic,0.64,{'n_neighbors': 31},0.62,0.72,0.35,0.85,0.34,117.00,678.00,122.00,"{'0': {'precision': 0.35467980295566504, 'recall': 0.6153846153846154, 'f1-score': 0.45000000000000007, 'support': 117}, '1': {'precision': 0.8487903225806451, 'recall': 0.6209439528023599, 'f1-score': 0.717206132879046, 'support': 678}, '2': {'precision': 0.3440366972477064, 'recall': 0.6147540983606558, 'f1-score': 0.44117647058823534, 'support': 122}, 'micro avg': {'precision': 0.6194111232279171, 'recall': 0.6194111232279171, 'f1-score': 0.6194111232279171, 'support': 917}, 'macro avg': {'precision': 0.5158356075946722, 'recall': 0.6170275555158771, 'f1-score': 0.5361275344890938, 'support': 917}, 'weighted avg': {'precision': 0.7185930782112436, 'recall': 0.6194111232279171, 'f1-score': 0.6463896265035528, 'support': 917}}",4.38
1,clf,svc-rbf,basic,ALL_YES_3_2_1,60_240,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5408942202835333, 'recall': 0.5408942202835333, 'f1-score': 0.5408942202835333, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.18029807342784443, 'f1-score': 0.23401745694739326, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}}",3.42
2,clf,dtree,basic,ALL_YES_3_2_1,60_240,included,basic,0.64,"{'max_depth': 3, 'min_samples_leaf': 100}",0.64,0.71,0.40,0.84,0.40,124.00,651.00,142.00,"{'0': {'precision': 0.39901477832512317, 'recall': 0.6532258064516129, 'f1-score': 0.49541284403669733, 'support': 124}, '1': {'precision': 0.8387096774193549, 'recall': 0.6390168970814132, 'f1-score': 0.7253705318221448, 'support': 651}, '2': {'precision': 0.4036697247706422, 'recall': 0.6197183098591549, 'f1-score': 0.48888888888888893, 'support': 142}, 'micro avg': {'precision': 0.6379498364231189, 'recall': 0.6379498364231189, 'f1-score': 0.6379498364231189, 'support': 917}, 'macro avg': {'precision': 0.54713139350504, 'recall': 0.6373203377973936, 'f1-score': 0.5698907549159103, 'support': 917}, 'weighted avg': {'precision': 0.7118854235875097, 'recall': 0.6379498364231189, 'f1-score': 0.6576549957458986, 'support': 917}}",0.30
3,clf,rforest,basic,ALL_YES_3_2_1,60_240,included,basic,0.64,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 50}",0.63,0.72,0.36,0.85,0.39,119.00,664.00,134.00,"{'0': {'precision': 0.35960591133004927, 'recall': 0.6134453781512605, 'f1-score': 0.453416149068323, 'support': 119}, '1': {'precision': 0.8548387096774194, 'recall': 0.6385542168674698, 'f1-score': 0.7310344827586206, 'support': 664}, '2': {'precision': 0.3853211009174312, 'recall': 0.6268656716417911, 'f1-score': 0.4772727272727274, 'support': 134}, 'micro avg': {'precision': 0.6335877862595419, 'recall': 0.6335877862595419, 'f1-score': 0.6335877862595419, 'support': 917}, 'macro avg': {'precision': 0.5332552406416333, 'recall': 0.6262884222201738, 'f1-score': 0.553907786366557, 'support': 917}, 'weighted avg': {'precision': 0.7219618693533457, 'recall': 0.6335877862595419, 'f1-score': 0.6579258056111232, 'support': 917}}",10.73
4,clf,xgb,basic,ALL_YES_3_2_1,60_240,included,basic,0.64,{'n_estimators': 10},0.63,0.68,0.46,0.80,0.41,161.00,610.00,146.00,"{'0': {'precision': 0.458128078817734, 'recall': 0.577639751552795, 'f1-score': 0.510989010989011, 'support': 161}, '1': {'precision': 0.8044354838709677, 'recall': 0.6540983606557377, 'f1-score': 0.721518987341772, 'support': 610}, '2': {'precision': 0.40825688073394495, 'recall': 0.6095890410958904, 'f1-score': 0.48901098901098894, 'support': 146}, 'micro avg': {'precision': 0.6335877862595419, 'recall': 0.6335877862595419, 'f1-score': 0.6335877862595419, 'support': 917}, 'macro avg': {'precision': 0.5569401478075489, 'recall': 0.613775717768141, 'f1-score': 0.5738396624472574, 'support': 917}, 'weighted avg': {'precision': 0.6805559110557267, 'recall': 0.6335877862595419, 'f1-score': 0.6475369873972913, 'support': 917}}",0.40
5,clf,gboosting,basic,ALL_YES_3_2_1,60_240,included,basic,0.64,{'n_estimators': 10},0.64,0.72,0.40,0.85,0.37,133.00,660.00,124.00,"{'0': {'precision': 0.4039408866995074, 'recall': 0.6165413533834586, 'f1-score': 0.4880952380952381, 'support': 133}, '1': {'precision': 0.8508064516129032, 'recall': 0.6393939393939394, 'f1-score': 0.7301038062283738, 'support': 660}, '2': {'precision': 0.37155963302752293, 'recall': 0.6532258064516129, 'f1-score': 0.47368421052631576, 'support': 124}, 'micro avg': {'precision': 0.6379498364231189, 'recall': 0.6379498364231189, 'f1-score': 0.6379498364231189, 'support': 917}, 'macro avg': {'precision': 0.5421023237799778, 'recall': 0.6363870330763369, 'f1-score': 0.5639610849499759, 'support': 917}, 'weighted avg': {'precision': 0.7211884301973429, 'recall': 0.6379498364231189, 'f1-score': 0.6603293575601489, 'support': 917}}",1.17
6,clf,ada,basic,ALL_YES_3_2_1,60_240,included,basic,0.63,{'n_estimators': 50},0.63,0.66,0.48,0.78,0.44,170.00,579.00,168.00,"{'0': {'precision': 0.47783251231527096, 'recall': 0.5705882352941176, 'f1-score': 0.5201072386058981, 'support': 170}, '1': {'precision': 0.7782258064516129, 'recall': 0.6666666666666666, 'f1-score': 0.718139534883721, 'support': 579}, '2': {'precision': 0.43577981651376146, 'recall': 0.5654761904761905, 'f1-score': 0.49222797927461137, 'support': 168}, 'micro avg': {'precision': 0.6303162486368593, 'recall': 0.6303162486368593, 'f1-score': 0.6303162486368593, 'support': 917}, 'macro avg': {'precision': 0.5639460450935484, 'recall': 0.6009103641456582, 'f1-score': 0.5768249175880769, 'support': 917}, 'weighted avg': {'precision': 0.6597985585642223, 'recall': 0.6303162486368593, 'f1-score': 0.640038518842761, 'support': 917}}",0.40
0,clf,kn,all,ALL_YES_3_2_1,60_240,included,basic,0.64,{'n_neighbors': 51},0.63,0.75,0.33,0.88,0.34,108.00,698.00,111.00,"{'0': {'precision': 0.33497536945812806, 'recall': 0.6296296296296297, 'f1-score': 0.43729903536977494, 'support': 108}, '1': {'precision': 0.8790322580645161, 'recall': 0.6246418338108882, 'f1-score': 0.7303182579564488, 'support': 698}, '2': {'precision': 0.3394495412844037, 'recall': 0.6666666666666666, 'f1-score': 0.4498480243161094, 'support': 111}, 'micro avg': {'precision': 0.6303162486368593, 'recall': 0.6303162486368593, 'f1-score': 0.6303162486368593, 'support': 917}, 'macro avg': {'precision': 0.5178190562690159, 'recall': 0.6403127100357282, 'f1-score': 0.5391551058807776, 'support': 917}, 'weighted avg': {'precision': 0.7496409543217871, 'recall': 0.6303162486368593, 'f1-score': 0.6618577650737459, 'support': 917}}",4.36
1,clf,svc-rbf,all,ALL_YES_3_2_1,60_240,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.54,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5408942202835333, 'recall': 0.5408942202835333, 'f1-score': 0.5408942202835333, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.18029807342784443, 'f1-score': 0.23401745694739326, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5408942202835333, 'f1-score': 0.7020523708421798, 'support': 917}}",3.15
