,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_60_after,direction_agg_0_60_after
443,2009-10-09 08:30:00,31,0.63,0,0.2,0,0,1,0,1,0,0,1,2009,41,4,1,11,-5,12,1,13,-8,11,-8,9,-10,13,-11,33,-23,-23,0
444,2009-10-16 09:00:00,30,-0.03,0,0.4,0,1,0,0,1,0,0,1,2009,42,4,1,19,13,15,9,9,6,10,7,13,9,12,5,40,-20,24,2
445,2009-10-22 08:30:00,32,0.93,0,3.3,0,0,0,1,0,0,1,1,2009,43,3,1,15,-9,12,-8,14,-11,9,-13,12,-15,11,-15,29,15,0,1
446,2009-10-23 10:00:00,14,1.15,0,-0.49,0,0,1,0,1,0,0,1,2009,43,4,1,15,-4,14,-9,16,-12,13,-5,11,-6,15,-3,32,-18,0,1
447,2009-10-27 10:00:00,4,-0.78,0,0.43,0,0,0,1,1,0,0,1,2009,44,1,1,39,-33,30,-48,22,-36,22,-50,11,-43,22,-29,81,-40,-33,0
448,2009-10-28 08:30:00,8,0.31,0,-0.32,0,0,1,0,0,0,1,1,2009,44,2,1,15,0,13,0,13,4,9,4,9,5,14,10,46,32,3,1
449,2009-10-28 10:00:00,21,-1.5,0,-1.46,0,0,0,1,0,0,1,1,2009,44,2,1,29,-24,11,-17,15,-11,10,-7,13,-2,12,-4,42,10,-33,0
450,2009-11-04 08:15:00,0,-0.49,0,0.73,0,0,0,1,0,1,0,1,2009,45,2,1,19,7,15,10,25,28,9,23,10,19,14,23,33,2,32,2
451,2009-11-04 10:00:00,18,-0.81,0,0.0,0,0,0,1,1,0,0,1,2009,45,2,1,33,15,10,17,18,28,14,21,7,19,8,17,48,17,28,2
452,2009-11-04 14:19:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,45,2,1,51,-19,34,-45,38,-21,16,-21,54,8,16,15,58,43,-5,1
453,2009-11-05 08:30:00,32,-0.63,0,0.92,0,0,1,0,1,0,0,1,2009,45,3,1,19,17,20,20,33,49,17,38,19,26,13,32,25,-3,9,1
454,2009-11-12 08:30:00,32,-0.66,0,0.92,0,0,1,0,1,0,0,1,2009,46,3,1,15,-4,11,-1,20,10,12,6,8,5,9,5,33,11,-1,1
455,2009-11-13 08:30:00,31,-1.39,0,-0.19,0,0,0,1,1,0,0,1,2009,46,4,1,19,12,14,14,17,3,13,1,8,3,11,5,38,-2,-28,0
456,2009-11-13 09:55:00,28,-1.29,0,1.24,0,0,0,1,0,1,0,1,2009,46,4,1,21,-21,18,-10,19,-4,16,-6,12,0,12,2,53,-30,21,2
457,2009-11-17 08:30:00,23,-0.37,0,0.0,0,0,0,1,1,0,0,1,2009,47,1,1,17,4,18,15,11,17,15,8,10,7,13,2,34,13,0,1
458,2009-11-17 09:00:00,30,0.26,0,13.87,2,0,1,0,0,1,0,1,2009,47,1,1,13,6,11,1,12,2,15,-7,17,0,17,-8,32,1,-6,1
459,2009-11-19 08:30:00,32,0.16,0,1.37,0,1,0,0,1,0,0,1,2009,47,3,1,21,11,14,7,9,8,9,9,17,16,10,14,34,15,22,2
460,2009-11-23 10:00:00,14,1.99,1,-1.45,1,0,1,0,0,0,1,1,2009,48,0,1,19,-6,9,-1,18,-4,7,-4,14,-13,9,-14,19,4,-15,0
461,2009-11-24 08:30:00,26,-0.17,0,1.32,0,0,0,1,1,0,0,1,2009,48,1,1,14,-11,9,-13,24,7,14,11,13,2,9,1,19,0,0,1
462,2009-11-24 10:00:00,4,0.38,0,2.81,0,0,1,0,0,1,0,1,2009,48,1,1,28,-2,24,-11,7,-10,2,-10,1,-11,2,-10,41,-31,3,1
463,2009-11-25 10:00:00,21,0.64,0,0.31,0,0,1,0,0,1,0,1,2009,48,2,1,17,1,12,-1,10,-4,14,1,11,-4,12,-9,34,-4,-11,1
464,2009-11-30 09:45:00,6,0.64,0,0.0,0,0,1,0,1,0,0,1,2009,49,0,1,13,-6,10,-8,15,-1,12,-1,13,9,11,13,34,-7,14,2
465,2009-12-02 08:15:00,0,-0.71,0,0.53,0,0,0,1,0,1,0,1,2009,49,2,1,15,-3,15,7,11,0,13,-2,10,-3,9,-2,18,3,-21,0
466,2009-12-03 08:30:00,32,-1.36,0,-1.43,1,0,1,0,1,0,0,1,2009,49,3,1,18,-8,58,13,33,-6,18,-11,21,-24,14,-30,21,-2,-36,0
467,2009-12-03 10:00:00,18,-2.4,0,0.0,0,0,0,1,1,0,0,1,2009,49,3,1,18,-9,12,-3,9,-5,9,-9,9,-7,15,2,48,-14,4,1
468,2009-12-11 09:55:00,28,1.25,0,1.62,0,0,1,0,0,1,0,1,2009,50,4,1,10,-8,20,-2,23,-20,12,-17,23,-32,14,-26,80,-64,-42,0
469,2009-12-15 08:30:00,23,1.26,0,0.0,0,0,1,0,1,0,0,1,2009,51,1,1,18,-2,11,-3,14,-4,12,1,16,13,15,7,22,1,27,2
470,2009-12-15 09:00:00,30,-0.36,0,2.51,0,0,0,1,1,0,0,1,2009,51,1,1,17,6,11,11,14,7,21,18,11,21,12,17,33,-3,14,2
471,2009-12-16 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2009,51,2,1,44,-4,34,-33,21,-30,15,-34,13,-25,13,-26,44,6,-34,0
472,2009-12-17 08:30:00,32,0.78,0,-0.3,0,0,0,1,1,0,0,1,2009,51,3,1,17,2,12,-1,17,-13,15,-2,9,-3,11,1,39,-24,22,2
473,2009-12-17 10:00:00,25,1.04,0,0.0,0,0,1,0,1,0,0,1,2009,51,3,1,17,14,15,8,11,5,9,5,7,6,11,-1,27,2,5,1
474,2009-12-22 10:00:00,14,1.03,0,-0.46,0,0,1,0,1,0,0,1,2009,52,1,1,25,-8,16,-2,15,-13,11,-16,24,-1,12,-5,53,-31,-39,0
475,2009-12-23 10:00:00,21,-2.57,0,-3.26,0,0,0,1,0,0,1,1,2009,52,2,1,42,36,13,33,13,39,10,41,11,42,9,40,46,2,52,2
476,2009-12-29 10:00:00,4,-0.02,0,2.75,0,1,0,0,0,1,0,1,2009,52,1,1,18,-10,17,0,10,-3,14,0,9,0,9,-3,38,-12,-13,0
477,2009-12-30 09:45:00,6,1.12,0,0.0,0,0,1,0,1,0,0,1,2009,52,2,1,15,-7,17,2,15,-2,9,-5,9,0,9,3,46,-31,-1,1
478,2009-12-31 08:30:00,32,-1.31,0,0.98,0,0,1,0,1,0,0,1,2009,52,3,1,31,-25,15,-17,8,-20,9,-22,7,-20,24,-4,43,-11,-13,0
479,2010-01-04 10:00:00,17,0.88,0,0.0,0,0,1,0,1,0,0,1,2010,2,0,1,18,-2,21,9,15,-4,24,-20,12,-16,13,-7,37,-15,22,2
480,2010-01-05 10:00:00,24,-7.56,1,0.61,0,0,0,1,0,1,0,1,2010,2,1,1,23,17,15,7,9,9,16,20,11,12,19,21,41,-5,7,1
481,2010-01-06 08:15:00,0,-0.55,0,2.93,0,0,0,1,0,1,0,1,2010,2,2,1,22,19,13,11,11,14,11,13,17,21,10,23,24,0,14,2
482,2010-01-06 10:00:00,18,-0.27,0,0.0,0,0,0,1,1,0,0,1,2010,2,2,1,28,21,23,34,11,29,12,28,10,24,17,33,34,-7,24,2
483,2010-01-07 08:30:00,32,-0.76,0,0.46,0,0,1,0,1,0,0,1,2010,2,3,1,18,11,11,11,11,9,9,13,10,20,8,21,42,-20,26,2
484,2010-01-12 08:30:00,31,-0.36,0,-0.64,0,0,0,1,1,0,0,1,2010,3,1,1,18,-6,13,0,10,0,18,8,13,0,20,-13,40,-6,1,1
485,2010-01-15 08:30:00,7,0.08,0,0.0,0,1,0,0,1,0,0,1,2010,3,4,1,17,0,17,-2,14,1,15,-1,14,3,14,3,26,-17,14,2
486,2010-01-15 09:55:00,28,-0.2,0,-0.99,0,0,0,1,0,0,1,1,2010,3,4,1,13,-1,23,-16,17,-26,10,-19,10,-19,12,-16,34,14,-20,0
487,2010-01-19 09:00:00,30,2.12,0,-0.55,0,0,1,0,1,0,0,1,2010,4,1,1,21,-8,16,-18,14,-8,10,-11,16,-1,8,2,32,10,10,1
488,2010-01-21 08:30:00,32,2.32,0,1.53,0,0,0,1,1,0,0,1,2010,4,3,1,18,7,19,21,12,14,9,10,13,12,12,6,28,-7,27,2
489,2010-01-21 10:00:00,25,-1.03,0,0.0,0,0,0,1,1,0,0,1,2010,4,3,1,9,4,12,6,10,1,16,-6,29,-31,18,-44,30,15,-53,0
490,2010-01-25 10:00:00,14,-2.03,1,0.01,0,0,0,1,1,0,0,1,2010,5,0,1,13,-8,17,-17,10,-17,10,-13,12,-8,14,-4,23,0,0,1
491,2010-01-26 10:00:00,4,0.49,0,1.96,0,0,1,0,0,1,0,1,2010,5,1,1,13,5,17,15,15,19,14,16,10,10,16,2,22,-8,2,1
492,2010-01-27 10:00:00,21,-0.59,0,0.96,0,0,0,1,0,1,0,1,2010,5,2,1,15,5,14,14,18,1,13,-7,11,-2,12,3,33,9,-9,1
493,2010-01-27 14:16:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,5,2,1,31,-18,30,-31,14,-39,15,-41,25,-23,31,-9,37,13,-23,0
494,2010-01-29 08:30:00,1,1.16,0,-0.96,0,0,1,0,0,0,1,1,2010,5,4,1,35,-19,12,-19,16,-10,11,-5,16,-15,12,-16,37,6,-28,0
495,2010-02-01 10:00:00,17,1.5,0,0.0,0,0,1,0,1,0,0,1,2010,6,0,1,26,-20,14,-17,11,-13,11,-11,15,-5,13,-14,37,8,-20,0
496,2010-02-02 10:00:00,24,0.07,0,-3.65,0,0,1,0,0,0,1,1,2010,6,1,1,15,-7,9,-10,17,-19,10,-11,10,-5,19,2,23,15,7,1
497,2010-02-03 08:15:00,0,0.45,0,2.77,0,0,1,0,0,1,0,1,2010,6,2,1,7,-4,11,-9,11,-21,4,-19,5,-19,13,-28,21,-12,-41,0
498,2010-02-03 10:00:00,18,-0.42,0,0.0,0,0,0,1,1,0,0,1,2010,6,2,1,12,-6,11,-3,11,-7,17,-14,11,-21,14,-30,20,1,-38,0
499,2010-02-04 08:30:00,32,0.7,0,0.78,0,0,0,1,1,0,0,1,2010,6,3,1,14,-2,12,-7,13,-9,20,-13,13,-13,19,-24,14,-6,-29,0
500,2010-02-10 08:30:00,31,-1.1,0,0.5,0,0,0,1,1,0,0,1,2010,7,2,1,16,-6,10,-4,17,-16,19,-19,12,-18,15,-14,56,-21,-24,0
501,2010-02-11 08:30:00,32,-0.97,0,1.18,0,0,1,0,1,0,0,1,2010,7,3,1,18,-9,16,-19,23,-29,14,-32,19,-17,11,-21,34,2,-42,0
502,2010-02-12 09:55:00,28,-0.25,0,1.01,0,0,0,1,0,1,0,1,2010,7,4,1,45,34,27,16,39,50,14,43,17,48,20,34,77,0,34,2
503,2010-02-16 09:00:00,30,0.24,0,-0.14,0,0,1,0,1,0,0,1,2010,8,1,1,10,-1,21,-11,14,-14,10,-16,10,-18,11,-15,37,28,-16,0
504,2010-02-17 08:30:00,3,-0.27,0,0.0,0,1,0,0,1,0,0,1,2010,8,2,1,15,2,14,1,14,8,19,-1,10,1,11,7,34,-18,-15,0
505,2010-02-18 10:00:00,25,0.1,0,0.0,0,0,1,0,1,0,0,1,2010,8,3,1,14,5,16,-3,18,5,13,-4,12,-15,13,-21,89,50,-3,1
506,2010-02-19 08:30:00,7,-3.59,1,0.0,0,0,0,1,1,0,0,1,2010,8,4,1,22,0,26,-14,16,-10,16,-5,14,0,23,-12,38,12,-9,1
507,2010-02-23 10:00:00,4,-2.46,0,1.7,0,0,0,1,0,1,0,1,2010,9,1,1,23,-17,26,3,20,-12,16,-9,15,-17,12,-14,34,8,-8,1
508,2010-02-24 10:00:00,21,-1.13,0,0.36,0,0,0,1,0,1,0,1,2010,9,2,1,50,22,23,9,22,-2,17,-10,12,-10,12,-2,58,23,53,2
509,2010-02-26 08:30:00,26,0.69,1,0.72,0,0,1,0,1,0,0,1,2010,9,4,1,21,-8,21,2,13,7,13,15,20,16,8,14,46,-26,4,1
510,2010-02-26 10:00:00,14,-1.22,1,-0.82,0,0,0,1,1,0,0,1,2010,9,4,1,28,-22,17,-12,14,-8,10,-3,16,3,16,14,35,12,40,2
511,2010-03-01 10:00:00,17,-0.58,0,0.0,0,0,0,1,1,0,0,1,2010,10,0,1,21,15,12,22,15,22,13,15,35,-11,33,-35,43,-35,-25,0
512,2010-03-03 08:15:00,0,-0.22,0,-5.16,0,1,0,0,0,0,1,1,2010,10,2,1,19,6,15,10,13,16,14,11,18,7,15,15,48,5,-6,1
513,2010-03-03 10:00:00,18,1.46,0,0.0,0,0,1,0,1,0,0,1,2010,10,2,1,24,-10,18,-11,12,-14,16,-2,17,-1,12,2,32,10,11,1
514,2010-03-04 08:30:00,32,-0.14,0,0.72,0,1,0,0,1,0,0,1,2010,10,3,1,18,-3,26,6,17,0,11,4,11,6,20,17,34,-16,-10,1
515,2010-03-04 10:00:00,24,-1.1,0,-0.91,0,0,0,1,0,0,1,1,2010,10,3,1,14,2,27,-21,11,-20,20,-32,17,-34,13,-34,47,-28,-37,0
516,2010-03-12 09:55:00,28,-0.39,0,-0.07,0,0,0,1,1,0,0,1,2010,11,4,1,8,8,23,-5,10,-10,9,-7,12,-7,10,-6,28,-13,10,1
517,2010-03-15 08:58:00,30,-0.71,0,2.77,0,0,0,1,1,0,0,1,2010,12,0,1,10,-2,10,-5,12,-12,9,-11,9,-8,10,-11,20,-4,-9,1
518,2010-03-16 08:30:00,3,0.04,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,12,6,9,6,9,5,9,2,9,0,10,4,25,-1,9,1
519,2010-03-16 14:13:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,12,1,1,39,-6,18,8,14,3,11,0,23,-14,13,-16,61,7,-4,1
520,2010-03-17 08:30:00,23,-0.59,0,0.0,0,0,0,1,1,0,0,1,2010,12,2,1,10,5,15,-3,17,-13,7,-11,11,-9,7,-11,25,-17,-26,0
521,2010-03-18 10:00:00,25,0.41,0,0.0,0,0,1,0,1,0,0,1,2010,12,3,1,19,6,10,2,8,1,9,-1,10,1,11,-6,41,20,-18,0
522,2010-03-23 10:00:00,14,0.02,0,0.01,0,1,0,0,1,0,0,1,2010,13,1,1,16,3,27,24,11,20,19,35,16,34,16,24,36,-7,39,2
523,2010-03-24 08:30:00,8,0.22,0,2.62,0,0,1,0,0,1,0,1,2010,13,2,1,17,9,21,-4,11,4,12,6,11,6,14,11,30,-15,-1,1
524,2010-03-24 10:00:00,21,-0.26,0,0.34,0,0,0,1,0,1,0,1,2010,13,2,1,12,0,14,7,10,12,11,12,9,13,13,8,34,11,3,1
525,2010-03-25 08:30:00,32,-0.55,0,-0.77,0,0,1,0,1,0,0,1,2010,13,3,1,16,-6,12,-1,10,3,11,0,12,2,8,2,34,-20,-6,1
526,2010-03-30 10:00:00,4,0.47,0,1.25,0,0,1,0,0,1,0,1,2010,14,1,1,16,6,15,-1,11,-11,10,-12,10,-9,15,-15,41,-31,-22,0
527,2010-03-31 08:15:00,0,-5.66,0,-0.15,0,0,0,1,1,0,0,1,2010,14,2,1,25,21,20,35,13,25,19,13,11,10,10,12,27,4,25,2
528,2010-04-01 08:30:00,32,-0.06,0,2.3,0,1,0,0,1,0,0,1,2010,14,3,1,15,6,15,12,15,19,11,26,10,22,11,29,42,-32,27,2
529,2010-04-01 10:00:00,17,1.28,0,0.0,0,0,1,0,1,0,0,1,2010,14,3,1,28,-10,16,-14,20,-2,12,-6,10,-13,10,-11,38,23,20,2
530,2010-04-08 08:30:00,32,4.44,0,1.65,0,0,0,1,1,0,0,1,2010,15,3,1,11,-2,13,5,10,2,14,9,12,12,15,20,22,-1,8,1
531,2010-04-13 08:30:00,31,-0.29,0,0.7,0,0,0,1,1,0,0,1,2010,16,1,1,15,8,9,9,14,14,8,13,17,21,13,26,21,-3,20,2
532,2010-04-15 08:30:00,32,3.36,0,2.05,0,0,0,1,1,0,0,1,2010,16,3,1,17,-7,8,-2,13,4,16,-4,14,5,11,6,27,15,2,1
533,2010-04-15 09:00:00,30,0.26,0,-1.48,1,0,1,0,0,0,1,1,2010,16,3,1,15,1,14,-6,12,-14,20,-1,9,0,10,6,29,11,3,1
534,2010-04-15 10:00:00,25,0.13,0,0.0,0,0,1,0,1,0,0,1,2010,16,3,1,13,-1,12,3,19,8,9,5,9,5,7,7,28,2,12,2
535,2010-04-16 08:30:00,3,1.65,0,0.03,1,0,1,0,0,1,0,1,2010,16,4,1,15,-5,14,-13,9,-7,15,-11,10,-15,16,-22,23,7,-27,0
536,2010-04-16 09:55:00,28,-1.46,0,1.01,0,0,0,1,0,1,0,1,2010,16,4,1,16,9,14,11,20,25,14,23,21,33,17,24,26,-8,20,2
537,2010-04-22 10:00:00,14,0.17,0,-0.82,0,0,1,0,1,0,0,1,2010,17,3,1,14,-2,11,-2,15,-8,12,2,15,7,42,21,58,-25,13,2
538,2010-04-23 08:30:00,8,1.56,0,1.43,0,0,1,0,0,1,0,1,2010,17,4,1,17,2,18,-7,9,-9,19,-19,13,-15,13,-10,45,-13,-16,0
539,2010-04-23 10:00:00,21,2.1,0,0.92,0,0,1,0,0,1,0,1,2010,17,4,1,21,-9,11,-10,34,17,16,12,12,13,11,6,54,28,57,2
540,2010-04-27 10:00:00,4,0.89,0,-0.69,0,0,1,0,1,0,0,1,2010,18,1,1,16,2,13,8,11,2,9,6,14,3,13,14,39,13,0,1
541,2010-04-28 14:14:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,18,2,1,20,7,21,18,18,28,14,33,16,42,13,33,27,0,30,2
542,2010-04-29 08:30:00,32,0.27,0,1.02,0,0,0,1,1,0,0,1,2010,18,3,1,13,2,11,6,11,-2,20,-15,12,-10,10,-10,21,2,-17,0
543,2010-04-30 08:30:00,1,-0.18,0,-0.08,0,0,0,1,0,0,1,1,2010,18,4,1,15,12,11,16,9,18,12,22,10,16,13,21,27,-19,32,2
544,2010-05-03 10:00:00,17,0.2,0,0.0,0,0,1,0,1,0,0,1,2010,19,0,1,14,-4,11,-4,9,-1,10,-5,12,-12,15,-21,23,-3,-58,0
545,2010-05-04 10:00:00,24,0.15,0,0.46,0,0,1,0,1,0,0,1,2010,19,1,1,14,1,10,-1,13,2,16,-7,16,5,11,3,40,-18,-12,0
546,2010-05-05 08:15:00,0,0.11,0,1.65,0,1,0,0,0,1,0,1,2010,19,2,1,19,-11,13,-3,19,-19,14,-26,17,-35,13,-26,34,-11,-95,0
547,2010-05-05 10:00:00,18,-0.37,0,0.0,0,0,0,1,1,0,0,1,2010,19,2,1,29,16,11,15,12,9,17,20,15,22,18,8,66,0,22,2
548,2010-05-06 08:30:00,32,0.16,0,0.97,0,1,0,0,1,0,0,1,2010,19,3,1,21,-12,19,-1,15,-6,18,1,19,-8,24,-27,55,-19,-37,0
549,2010-05-12 08:30:00,31,-0.11,0,0.73,0,1,0,0,1,0,0,1,2010,20,2,1,14,-3,14,-9,13,-6,14,0,10,-3,11,-8,26,2,2,1
550,2010-05-13 08:30:00,32,0.22,0,1.3,0,1,0,0,1,0,0,1,2010,20,3,1,15,-12,14,-11,25,-32,21,-15,10,-14,17,-26,41,-26,-18,0
551,2010-05-14 09:55:00,28,-0.06,0,2.51,0,1,0,0,0,1,0,1,2010,20,4,1,15,-10,23,-22,20,-16,14,-1,21,-6,19,-3,83,-63,-12,0
552,2010-05-17 09:00:00,30,1.81,0,1.73,0,0,1,0,1,0,0,1,2010,21,0,1,23,21,13,18,16,16,19,28,31,49,16,39,35,-16,36,2
553,2010-05-20 08:30:00,32,1.75,0,0.61,0,0,0,1,1,0,0,1,2010,21,3,1,15,-6,35,16,17,21,14,17,29,42,23,31,43,-2,44,2
554,2010-05-20 10:00:00,25,-0.2,0,0.0,0,0,0,1,1,0,0,1,2010,21,3,1,21,7,17,7,29,-16,22,-2,32,-28,31,-20,57,-29,-8,1
555,2010-05-24 10:00:00,14,0.45,0,0.01,0,0,1,0,1,0,0,1,2010,22,0,1,31,-14,27,5,16,12,13,14,18,-2,15,0,51,-19,-2,1
556,2010-05-25 10:00:00,4,0.8,0,-0.42,0,0,1,0,1,0,0,1,2010,22,1,1,28,25,23,17,14,14,20,14,15,18,15,13,75,41,0,1
557,2010-05-26 08:30:00,8,-1.09,0,3.57,0,0,0,1,0,1,0,1,2010,22,2,1,15,-7,16,-19,13,-22,23,-43,23,-53,20,-42,32,-9,-45,0
558,2010-05-26 10:00:00,21,1.24,0,1.49,0,0,1,0,0,1,0,1,2010,22,2,1,17,-5,34,-33,15,-30,15,-25,15,-37,9,-39,41,-5,-31,0
559,2010-06-01 10:00:00,17,0.24,0,0.0,0,0,1,0,1,0,0,1,2010,23,1,1,27,16,15,20,14,20,19,34,44,64,63,103,64,34,68,2
560,2010-06-02 10:00:00,24,0.12,0,7.35,1,0,1,0,0,1,0,1,2010,23,2,1,20,7,16,7,19,7,14,11,9,13,15,6,41,12,2,1
561,2010-06-03 08:15:00,0,-0.45,0,1.06,0,0,0,1,0,1,0,1,2010,23,3,1,17,-7,10,-6,14,-10,19,-16,12,-19,10,-17,43,19,-11,1
562,2010-06-03 08:30:00,32,0.17,0,4.24,0,1,0,0,1,0,0,1,2010,23,3,1,19,-6,12,-9,10,-7,16,5,11,8,11,6,31,10,-3,1
563,2010-06-03 10:00:00,18,-0.24,0,0.0,0,1,0,0,1,0,0,1,2010,23,3,1,36,-26,14,-27,16,-36,22,-44,12,-49,13,-53,46,-10,-53,0
564,2010-06-11 09:55:00,28,0.41,0,0.21,0,0,1,0,1,0,0,1,2010,24,4,1,27,18,19,12,24,20,20,14,14,16,15,9,49,21,4,1
565,2010-06-15 09:00:00,30,0.1,0,1.73,0,0,1,0,1,0,0,1,2010,25,1,1,21,15,11,17,14,25,18,27,13,23,12,25,46,15,17,2
566,2010-06-17 10:00:00,25,-8.15,0,0.0,0,0,0,1,1,0,0,1,2010,25,3,1,19,-7,27,8,24,-3,18,-7,11,-7,16,-11,39,14,-39,0
567,2010-06-22 10:00:00,14,-1.65,1,0.02,1,0,0,1,1,0,0,1,2010,26,1,1,16,-12,13,-8,9,-2,21,-15,12,-15,15,-16,28,-1,-5,1
568,2010-06-23 10:00:00,21,-2.01,0,-6.4,1,0,0,1,0,0,1,1,2010,26,2,1,28,-22,11,-22,15,-10,14,-5,10,-3,11,-12,78,-50,3,1
569,2010-06-23 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,26,2,1,17,4,17,-3,29,21,29,42,24,46,11,38,41,29,24,2
570,2010-06-29 10:00:00,4,-1.77,0,-1.38,0,0,0,1,0,0,1,1,2010,27,1,1,28,-21,13,-23,13,-15,20,-25,15,-17,15,-26,53,-18,-12,0
571,2010-06-30 08:15:00,0,-1.6,0,0.06,0,0,0,1,1,0,0,1,2010,27,2,1,20,-9,15,-8,13,-3,9,-4,13,-2,8,-1,38,-16,-26,0
572,2010-07-01 08:30:00,32,1.99,0,1.63,0,0,0,1,1,0,0,1,2010,27,3,1,14,-8,23,4,6,2,39,27,14,22,12,20,60,51,16,2
573,2010-07-06 10:00:00,18,-1.06,0,0.0,0,0,0,1,1,0,0,1,2010,28,1,1,51,41,18,40,23,54,16,48,16,39,17,47,61,-6,68,2
574,2010-07-08 08:30:00,32,-0.68,0,2.02,0,0,1,0,1,0,0,1,2010,28,3,1,14,10,19,18,14,19,12,13,19,26,12,29,33,11,25,2
575,2010-07-13 08:30:00,31,-1.04,0,0.15,0,0,0,1,1,0,0,1,2010,29,1,1,13,8,13,15,11,22,12,30,9,29,28,46,25,-19,61,2
576,2010-07-15 10:00:00,25,-0.84,0,0.0,0,0,0,1,1,0,0,1,2010,29,3,1,16,5,32,-19,18,-12,12,-12,14,-8,12,-5,36,15,14,2
577,2010-07-16 08:30:00,7,0.82,0,0.0,0,0,1,0,1,0,0,1,2010,29,4,1,15,-6,10,-6,15,-5,13,-15,11,-19,8,-22,28,15,-21,0
578,2010-07-16 09:00:00,30,-0.07,0,-0.83,0,0,0,1,1,0,0,1,2010,29,4,1,16,-6,9,-7,17,-16,17,-3,13,0,14,-9,39,-17,-11,1
579,2010-07-16 09:55:00,28,-3.38,0,0.45,0,0,0,1,1,0,0,1,2010,29,4,1,15,-6,20,-21,24,-27,11,-25,18,-16,15,-17,31,-11,-28,0
580,2010-07-20 08:30:00,3,0.38,0,0.01,0,1,0,0,1,0,0,1,2010,30,1,1,15,5,13,11,10,14,15,21,13,15,13,19,62,-47,14,2
581,2010-07-22 08:30:00,32,0.89,0,-2.24,0,0,0,1,1,0,0,1,2010,30,3,1,14,-5,14,-12,13,-4,10,-6,8,-4,11,-1,33,1,-19,0
582,2010-07-22 10:00:00,14,0.61,0,0.01,0,0,1,0,1,0,0,1,2010,30,3,1,15,1,18,-6,13,0,40,28,10,26,9,29,62,26,21,2
583,2010-07-26 10:00:00,21,0.15,0,-0.99,0,0,1,0,0,0,1,1,2010,31,0,1,12,5,13,5,9,10,12,5,11,4,11,6,27,15,-7,1
584,2010-07-27 10:00:00,4,-0.12,0,2.86,0,0,0,1,0,1,0,1,2010,31,1,1,16,7,29,-19,20,-30,14,-21,15,-14,15,-10,29,1,-11,1
585,2010-07-28 08:30:00,8,-0.78,0,0.43,0,0,0,1,0,1,0,1,2010,31,2,1,18,9,8,6,10,1,17,-11,10,-7,13,-2,28,-14,-1,1
586,2010-07-29 08:30:00,32,15.6,0,1.61,0,1,0,0,1,0,0,1,2010,31,3,1,15,1,15,8,9,5,8,6,10,12,13,20,23,-9,21,2
587,2010-07-30 08:30:00,1,-0.11,0,-0.39,0,0,0,1,0,0,1,1,2010,31,4,1,23,15,13,20,14,15,16,8,21,-8,13,-3,37,16,-33,0
588,2010-08-02 10:00:00,17,0.65,0,0.0,0,0,1,0,1,0,0,1,2010,32,0,1,14,-8,28,14,15,22,11,24,11,22,9,26,39,18,38,2
589,2010-08-03 10:00:00,24,-0.26,0,0.12,0,0,0,1,1,0,0,1,2010,32,1,1,14,3,17,-5,13,-17,12,-12,12,-11,8,-13,37,-27,10,1
590,2010-08-04 08:15:00,0,0.14,0,0.19,0,1,0,0,1,0,0,1,2010,32,2,1,11,0,14,6,9,6,8,0,19,-11,11,-12,29,-14,-5,1
591,2010-08-04 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2010,32,2,1,23,-21,20,-34,19,-45,13,-55,15,-48,11,-50,30,12,-77,0
592,2010-08-05 08:30:00,32,1.49,0,1.2,0,0,0,1,1,0,0,1,2010,32,3,1,36,27,17,32,18,42,14,35,18,28,12,27,42,-9,-7,1
593,2010-08-10 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2010,33,1,1,67,59,33,85,20,87,28,104,24,87,16,95,84,3,85,2
594,2010-08-11 08:30:00,31,-3.24,0,1.98,0,0,0,1,1,0,0,1,2010,33,2,1,14,10,16,0,15,-8,10,-9,13,-13,23,-29,34,19,-60,0
595,2010-08-12 08:30:00,32,1.13,0,1.2,0,0,0,1,1,0,0,1,2010,33,3,1,14,-1,11,-6,31,-26,20,-13,22,0,13,-1,44,4,6,1
596,2010-08-13 09:55:00,28,0.06,0,1.19,0,1,0,0,0,1,0,1,2010,33,4,1,16,8,20,-2,12,1,12,-6,12,-3,38,-40,30,-1,-54,0
