,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
4,clf,xgb,basic,High_NO_1_1_1,60_120,included,basic,0.65,{'n_estimators': 50},0.61,0.62,0.55,0.67,0.57,143.00,247.00,114.00,"{'0': {'precision': 0.5523255813953488, 'recall': 0.6643356643356644, 'f1-score': 0.6031746031746033, 'support': 143}, '1': {'precision': 0.6717171717171717, 'recall': 0.5384615384615384, 'f1-score': 0.5977528089887642, 'support': 247}, '2': {'precision': 0.5746268656716418, 'recall': 0.6754385964912281, 'f1-score': 0.6209677419354838, 'support': 114}, 'micro avg': {'precision': 0.6051587301587301, 'recall': 0.6051587301587301, 'f1-score': 0.6051587301587301, 'support': 504}, 'macro avg': {'precision': 0.5995565395947208, 'recall': 0.6260785997628103, 'f1-score': 0.607298384699617, 'support': 504}, 'weighted avg': {'precision': 0.6158812742861973, 'recall': 0.6051587301587301, 'f1-score': 0.6045421322516631, 'support': 504}}",0.23
5,clf,gboosting,basic,High_NO_1_1_1,60_120,included,basic,0.66,{'n_estimators': 50},0.62,0.63,0.57,0.69,0.59,146.00,243.00,115.00,"{'0': {'precision': 0.5697674418604651, 'recall': 0.6712328767123288, 'f1-score': 0.6163522012578616, 'support': 146}, '1': {'precision': 0.6868686868686869, 'recall': 0.5596707818930041, 'f1-score': 0.6167800453514738, 'support': 243}, '2': {'precision': 0.5895522388059702, 'recall': 0.6869565217391305, 'f1-score': 0.6345381526104418, 'support': 115}, 'micro avg': {'precision': 0.621031746031746, 'recall': 0.621031746031746, 'f1-score': 0.621031746031746, 'support': 504}, 'macro avg': {'precision': 0.6153961225117074, 'recall': 0.6392867267814878, 'f1-score': 0.6225567997399257, 'support': 504}, 'weighted avg': {'precision': 0.6307413588956456, 'recall': 0.621031746031746, 'f1-score': 0.6207080554647951, 'support': 504}}",0.75
6,clf,ada,basic,High_NO_1_1_1,60_120,included,basic,0.62,{'n_estimators': 10},0.63,0.64,0.67,0.59,0.66,180.00,197.00,127.00,"{'0': {'precision': 0.6686046511627907, 'recall': 0.6388888888888888, 'f1-score': 0.6534090909090909, 'support': 180}, '1': {'precision': 0.5909090909090909, 'recall': 0.5939086294416244, 'f1-score': 0.5924050632911393, 'support': 197}, '2': {'precision': 0.6567164179104478, 'recall': 0.6929133858267716, 'f1-score': 0.6743295019157088, 'support': 127}, 'micro avg': {'precision': 0.6349206349206349, 'recall': 0.6349206349206349, 'f1-score': 0.6349206349206349, 'support': 504}, 'macro avg': {'precision': 0.6387433866607765, 'recall': 0.6419036347190951, 'f1-score': 0.6400478853719797, 'support': 504}, 'weighted avg': {'precision': 0.6352399071290081, 'recall': 0.6349206349206349, 'f1-score': 0.6348358741573131, 'support': 504}}",0.27
0,clf,kn,all,High_NO_1_1_1,60_120,included,basic,0.61,{'n_neighbors': 21},0.59,0.62,0.52,0.71,0.51,136.00,267.00,101.00,"{'0': {'precision': 0.5174418604651163, 'recall': 0.6544117647058824, 'f1-score': 0.577922077922078, 'support': 136}, '1': {'precision': 0.7121212121212122, 'recall': 0.5280898876404494, 'f1-score': 0.6064516129032258, 'support': 267}, '2': {'precision': 0.5149253731343284, 'recall': 0.6831683168316832, 'f1-score': 0.5872340425531916, 'support': 101}, 'micro avg': {'precision': 0.5932539682539683, 'recall': 0.5932539682539683, 'f1-score': 0.5932539682539683, 'support': 504}, 'macro avg': {'precision': 0.5814961485735523, 'recall': 0.6218899897260051, 'f1-score': 0.5905359111261651, 'support': 504}, 'weighted avg': {'precision': 0.6200712685440212, 'recall': 0.5932539682539683, 'f1-score': 0.594902026865945, 'support': 504}}",0.69
1,clf,svc-rbf,all,High_NO_1_1_1,60_120,included,basic,0.43,"{'C': 1, 'gamma': 1}",0.39,1.00,0.00,1.00,0.00,0.00,504.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.39285714285714285, 'f1-score': 0.5641025641025641, 'support': 504}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.39285714285714285, 'recall': 0.39285714285714285, 'f1-score': 0.39285714285714285, 'support': 504}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.13095238095238096, 'f1-score': 0.18803418803418803, 'support': 504}, 'weighted avg': {'precision': 1.0, 'recall': 0.39285714285714285, 'f1-score': 0.5641025641025641, 'support': 504}}",0.85
2,clf,dtree,all,High_NO_1_1_1,60_120,included,basic,0.65,"{'max_depth': 2, 'min_samples_leaf': 10}",0.62,0.64,0.48,0.69,0.68,113.00,255.00,136.00,"{'0': {'precision': 0.48255813953488375, 'recall': 0.7345132743362832, 'f1-score': 0.5824561403508772, 'support': 113}, '1': {'precision': 0.6919191919191919, 'recall': 0.5372549019607843, 'f1-score': 0.6048565121412803, 'support': 255}, '2': {'precision': 0.6791044776119403, 'recall': 0.6691176470588235, 'f1-score': 0.674074074074074, 'support': 136}, 'micro avg': {'precision': 0.6170634920634921, 'recall': 0.6170634920634921, 'f1-score': 0.6170634920634921, 'support': 504}, 'macro avg': {'precision': 0.6178606030220054, 'recall': 0.6469619411186303, 'f1-score': 0.6204622421887439, 'support': 504}, 'weighted avg': {'precision': 0.641521175916785, 'recall': 0.6170634920634921, 'f1-score': 0.618511961368551, 'support': 504}}",0.16
3,clf,rforest,all,High_NO_1_1_1,60_120,included,basic,0.65,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 50}",0.62,0.63,0.55,0.71,0.57,137.00,255.00,112.00,"{'0': {'precision': 0.5523255813953488, 'recall': 0.6934306569343066, 'f1-score': 0.6148867313915858, 'support': 137}, '1': {'precision': 0.7070707070707071, 'recall': 0.5490196078431373, 'f1-score': 0.6181015452538632, 'support': 255}, '2': {'precision': 0.5671641791044776, 'recall': 0.6785714285714286, 'f1-score': 0.6178861788617885, 'support': 112}, 'micro avg': {'precision': 0.6170634920634921, 'recall': 0.6170634920634921, 'f1-score': 0.6170634920634921, 'support': 504}, 'macro avg': {'precision': 0.6088534891901779, 'recall': 0.6403405644496242, 'f1-score': 0.6169581518357458, 'support': 504}, 'weighted avg': {'precision': 0.6339167123291559, 'recall': 0.6170634920634921, 'f1-score': 0.617179818001791, 'support': 504}}",7.34
4,clf,xgb,all,High_NO_1_1_1,60_120,included,basic,0.65,{'n_estimators': 10},0.62,0.63,0.59,0.69,0.57,150.00,248.00,106.00,"{'0': {'precision': 0.5872093023255814, 'recall': 0.6733333333333333, 'f1-score': 0.6273291925465838, 'support': 150}, '1': {'precision': 0.6919191919191919, 'recall': 0.5524193548387096, 'f1-score': 0.6143497757847534, 'support': 248}, '2': {'precision': 0.5671641791044776, 'recall': 0.7169811320754716, 'f1-score': 0.6333333333333333, 'support': 106}, 'micro avg': {'precision': 0.623015873015873, 'recall': 0.623015873015873, 'f1-score': 0.623015873015873, 'support': 504}, 'macro avg': {'precision': 0.615430891116417, 'recall': 0.6475779400825048, 'f1-score': 0.6250041005548902, 'support': 504}, 'weighted avg': {'precision': 0.634517376844983, 'recall': 0.623015873015873, 'f1-score': 0.6222052710514678, 'support': 504}}",0.25
5,clf,gboosting,all,High_NO_1_1_1,60_120,included,basic,0.65,{'n_estimators': 50},0.62,0.64,0.57,0.69,0.60,142.00,248.00,114.00,"{'0': {'precision': 0.5697674418604651, 'recall': 0.6901408450704225, 'f1-score': 0.6242038216560508, 'support': 142}, '1': {'precision': 0.6919191919191919, 'recall': 0.5524193548387096, 'f1-score': 0.6143497757847534, 'support': 248}, '2': {'precision': 0.5970149253731343, 'recall': 0.7017543859649122, 'f1-score': 0.6451612903225806, 'support': 114}, 'micro avg': {'precision': 0.625, 'recall': 0.625, 'f1-score': 0.625, 'support': 504}, 'macro avg': {'precision': 0.6195671863842638, 'recall': 0.6481048619580148, 'f1-score': 0.6279049625877949, 'support': 504}, 'weighted avg': {'precision': 0.6360369798267519, 'recall': 0.625, 'f1-score': 0.6240953852510958, 'support': 504}}",0.83
6,clf,ada,all,High_NO_1_1_1,60_120,included,basic,0.62,{'n_estimators': 10},0.63,0.64,0.67,0.59,0.66,180.00,197.00,127.00,"{'0': {'precision': 0.6686046511627907, 'recall': 0.6388888888888888, 'f1-score': 0.6534090909090909, 'support': 180}, '1': {'precision': 0.5909090909090909, 'recall': 0.5939086294416244, 'f1-score': 0.5924050632911393, 'support': 197}, '2': {'precision': 0.6567164179104478, 'recall': 0.6929133858267716, 'f1-score': 0.6743295019157088, 'support': 127}, 'micro avg': {'precision': 0.6349206349206349, 'recall': 0.6349206349206349, 'f1-score': 0.6349206349206349, 'support': 504}, 'macro avg': {'precision': 0.6387433866607765, 'recall': 0.6419036347190951, 'f1-score': 0.6400478853719797, 'support': 504}, 'weighted avg': {'precision': 0.6352399071290081, 'recall': 0.6349206349206349, 'f1-score': 0.6348358741573131, 'support': 504}}",0.29
0,clf,kn,basic,High_YES_1_1_1,60_120,included,basic,0.65,{'n_neighbors': 41},0.63,0.66,0.49,0.75,0.56,85.00,221.00,83.00,"{'0': {'precision': 0.49107142857142855, 'recall': 0.6470588235294118, 'f1-score': 0.5583756345177665, 'support': 85}, '1': {'precision': 0.7542857142857143, 'recall': 0.5972850678733032, 'f1-score': 0.6666666666666667, 'support': 221}, '2': {'precision': 0.5588235294117647, 'recall': 0.6867469879518072, 'f1-score': 0.6162162162162163, 'support': 83}, 'micro avg': {'precision': 0.6272493573264781, 'recall': 0.6272493573264781, 'f1-score': 0.6272493573264781, 'support': 389}, 'macro avg': {'precision': 0.6013935574229692, 'recall': 0.6436969597848408, 'f1-score': 0.6137528391335497, 'support': 389}, 'weighted avg': {'precision': 0.6550657255189993, 'recall': 0.6272493573264781, 'f1-score': 0.6322396098028007, 'support': 389}}",0.53
1,clf,svc-rbf,basic,High_YES_1_1_1,60_120,included,basic,0.45,"{'C': 1, 'gamma': 1}",0.45,1.00,0.00,1.00,0.00,0.00,389.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.4498714652956298, 'f1-score': 0.6205673758865248, 'support': 389}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.4498714652956298, 'recall': 0.4498714652956298, 'f1-score': 0.4498714652956298, 'support': 389}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.14995715509854327, 'f1-score': 0.20685579196217493, 'support': 389}, 'weighted avg': {'precision': 1.0, 'recall': 0.4498714652956298, 'f1-score': 0.6205673758865248, 'support': 389}}",0.43
2,clf,dtree,basic,High_YES_1_1_1,60_120,included,basic,0.63,"{'max_depth': 3, 'min_samples_leaf': 200}",0.62,0.62,0.62,0.59,0.68,107.00,166.00,116.00,"{'0': {'precision': 0.6160714285714286, 'recall': 0.6448598130841121, 'f1-score': 0.6301369863013699, 'support': 107}, '1': {'precision': 0.5942857142857143, 'recall': 0.6265060240963856, 'f1-score': 0.6099706744868035, 'support': 166}, '2': {'precision': 0.6764705882352942, 'recall': 0.5948275862068966, 'f1-score': 0.6330275229357799, 'support': 116}, 'micro avg': {'precision': 0.622107969151671, 'recall': 0.622107969151671, 'f1-score': 0.622107969151671, 'support': 389}, 'macro avg': {'precision': 0.6289425770308124, 'recall': 0.6220644744624647, 'f1-score': 0.6243783945746512, 'support': 389}, 'weighted avg': {'precision': 0.6247857574906569, 'recall': 0.622107969151671, 'f1-score': 0.6223932703331785, 'support': 389}}",0.10
3,clf,rforest,basic,High_YES_1_1_1,60_120,included,basic,0.64,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.62,0.63,0.52,0.69,0.61,98.00,200.00,91.00,"{'0': {'precision': 0.5178571428571429, 'recall': 0.5918367346938775, 'f1-score': 0.5523809523809524, 'support': 98}, '1': {'precision': 0.6914285714285714, 'recall': 0.605, 'f1-score': 0.6453333333333334, 'support': 200}, '2': {'precision': 0.6078431372549019, 'recall': 0.6813186813186813, 'f1-score': 0.6424870466321244, 'support': 91}, 'micro avg': {'precision': 0.6195372750642674, 'recall': 0.6195372750642674, 'f1-score': 0.6195372750642674, 'support': 389}, 'macro avg': {'precision': 0.6057096171802053, 'recall': 0.6260518053375196, 'f1-score': 0.6134004441154701, 'support': 389}, 'weighted avg': {'precision': 0.6281476600923145, 'recall': 0.6195372750642674, 'f1-score': 0.6212501831453043, 'support': 389}}",4.09
4,clf,xgb,basic,High_YES_1_1_1,60_120,included,basic,0.65,{'n_estimators': 10},0.63,0.63,0.63,0.63,0.62,114.00,175.00,100.00,"{'0': {'precision': 0.6339285714285714, 'recall': 0.6228070175438597, 'f1-score': 0.6283185840707964, 'support': 114}, '1': {'precision': 0.6342857142857142, 'recall': 0.6342857142857142, 'f1-score': 0.6342857142857142, 'support': 175}, '2': {'precision': 0.6176470588235294, 'recall': 0.63, 'f1-score': 0.6237623762376239, 'support': 100}, 'micro avg': {'precision': 0.6298200514138818, 'recall': 0.6298200514138818, 'f1-score': 0.6298200514138818, 'support': 389}, 'macro avg': {'precision': 0.6286204481792717, 'recall': 0.6290309106098579, 'f1-score': 0.6287888915313782, 'support': 389}, 'weighted avg': {'precision': 0.6299037609902571, 'recall': 0.6298200514138818, 'f1-score': 0.6298317640304194, 'support': 389}}",0.12
5,clf,gboosting,basic,High_YES_1_1_1,60_120,included,basic,0.64,{'n_estimators': 10},0.64,0.65,0.62,0.69,0.58,106.00,196.00,87.00,"{'0': {'precision': 0.6160714285714286, 'recall': 0.6509433962264151, 'f1-score': 0.6330275229357799, 'support': 106}, '1': {'precision': 0.6914285714285714, 'recall': 0.6173469387755102, 'f1-score': 0.6522911051212938, 'support': 196}, '2': {'precision': 0.5784313725490197, 'recall': 0.6781609195402298, 'f1-score': 0.6243386243386243, 'support': 87}, 'micro avg': {'precision': 0.6401028277634961, 'recall': 0.6401028277634961, 'f1-score': 0.6401028277634961, 'support': 389}, 'macro avg': {'precision': 0.6286437908496733, 'recall': 0.648817084847385, 'f1-score': 0.6365524174652326, 'support': 389}, 'weighted avg': {'precision': 0.6456223671988075, 'recall': 0.6401028277634961, 'f1-score': 0.6407903196720477, 'support': 389}}",0.39
6,clf,ada,basic,High_YES_1_1_1,60_120,included,basic,0.62,{'n_estimators': 10},0.62,0.63,0.57,0.62,0.68,97.00,177.00,115.00,"{'0': {'precision': 0.5714285714285714, 'recall': 0.6597938144329897, 'f1-score': 0.6124401913875598, 'support': 97}, '1': {'precision': 0.6228571428571429, 'recall': 0.615819209039548, 'f1-score': 0.6193181818181819, 'support': 177}, '2': {'precision': 0.6764705882352942, 'recall': 0.6, 'f1-score': 0.6359447004608295, 'support': 115}, 'micro avg': {'precision': 0.622107969151671, 'recall': 0.622107969151671, 'f1-score': 0.622107969151671, 'support': 389}, 'macro avg': {'precision': 0.6235854341736695, 'recall': 0.6252043411575126, 'f1-score': 0.6225676912221904, 'support': 389}, 'weighted avg': {'precision': 0.6258827849906029, 'recall': 0.622107969151671, 'f1-score': 0.622518399227267, 'support': 389}}",0.15
0,clf,kn,all,High_YES_1_1_1,60_120,included,basic,0.64,{'n_neighbors': 51},0.60,0.63,0.46,0.73,0.54,84.00,221.00,84.00,"{'0': {'precision': 0.4642857142857143, 'recall': 0.6190476190476191, 'f1-score': 0.5306122448979592, 'support': 84}, '1': {'precision': 0.7314285714285714, 'recall': 0.579185520361991, 'f1-score': 0.6464646464646464, 'support': 221}, '2': {'precision': 0.5392156862745098, 'recall': 0.6547619047619048, 'f1-score': 0.5913978494623655, 'support': 84}, 'micro avg': {'precision': 0.6041131105398457, 'recall': 0.6041131105398457, 'f1-score': 0.6041131105398457, 'support': 389}, 'macro avg': {'precision': 0.5783099906629318, 'recall': 0.6176650147238383, 'f1-score': 0.5894915802749904, 'support': 389}, 'weighted avg': {'precision': 0.6322360718066147, 'recall': 0.6041131105398457, 'f1-score': 0.6095566447171058, 'support': 389}}",0.40
1,clf,svc-rbf,all,High_YES_1_1_1,60_120,included,basic,0.45,"{'C': 1, 'gamma': 1}",0.45,1.00,0.00,1.00,0.00,0.00,389.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.4498714652956298, 'f1-score': 0.6205673758865248, 'support': 389}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.4498714652956298, 'recall': 0.4498714652956298, 'f1-score': 0.4498714652956298, 'support': 389}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.14995715509854327, 'f1-score': 0.20685579196217493, 'support': 389}, 'weighted avg': {'precision': 1.0, 'recall': 0.4498714652956298, 'f1-score': 0.6205673758865248, 'support': 389}}",0.33
2,clf,dtree,all,High_YES_1_1_1,60_120,included,basic,0.63,"{'max_depth': 3, 'min_samples_leaf': 200}",0.62,0.62,0.62,0.59,0.68,107.00,166.00,116.00,"{'0': {'precision': 0.6160714285714286, 'recall': 0.6448598130841121, 'f1-score': 0.6301369863013699, 'support': 107}, '1': {'precision': 0.5942857142857143, 'recall': 0.6265060240963856, 'f1-score': 0.6099706744868035, 'support': 166}, '2': {'precision': 0.6764705882352942, 'recall': 0.5948275862068966, 'f1-score': 0.6330275229357799, 'support': 116}, 'micro avg': {'precision': 0.622107969151671, 'recall': 0.622107969151671, 'f1-score': 0.622107969151671, 'support': 389}, 'macro avg': {'precision': 0.6289425770308124, 'recall': 0.6220644744624647, 'f1-score': 0.6243783945746512, 'support': 389}, 'weighted avg': {'precision': 0.6247857574906569, 'recall': 0.622107969151671, 'f1-score': 0.6223932703331785, 'support': 389}}",0.08
3,clf,rforest,all,High_YES_1_1_1,60_120,included,basic,0.64,"{'max_depth': 6, 'min_samples_leaf': 10, 'n_estimators': 10}",0.60,0.61,0.54,0.67,0.56,98.00,200.00,91.00,"{'0': {'precision': 0.5446428571428571, 'recall': 0.6224489795918368, 'f1-score': 0.580952380952381, 'support': 98}, '1': {'precision': 0.6685714285714286, 'recall': 0.585, 'f1-score': 0.624, 'support': 200}, '2': {'precision': 0.5588235294117647, 'recall': 0.6263736263736264, 'f1-score': 0.5906735751295338, 'support': 91}, 'micro avg': {'precision': 0.6041131105398457, 'recall': 0.6041131105398457, 'f1-score': 0.6041131105398457, 'support': 389}, 'macro avg': {'precision': 0.5906792717086835, 'recall': 0.6112742019884877, 'f1-score': 0.5985419853606383, 'support': 389}, 'weighted avg': {'precision': 0.6116766758117128, 'recall': 0.6041131105398457, 'f1-score': 0.6053589425967119, 'support': 389}}",4.15
4,clf,xgb,all,High_YES_1_1_1,60_120,included,basic,0.64,{'n_estimators': 10},0.62,0.62,0.63,0.62,0.62,115.00,172.00,102.00,"{'0': {'precision': 0.6339285714285714, 'recall': 0.6173913043478261, 'f1-score': 0.6255506607929515, 'support': 115}, '1': {'precision': 0.6228571428571429, 'recall': 0.6337209302325582, 'f1-score': 0.6282420749279539, 'support': 172}, '2': {'precision': 0.6176470588235294, 'recall': 0.6176470588235294, 'f1-score': 0.6176470588235294, 'support': 102}, 'micro avg': {'precision': 0.6246786632390745, 'recall': 0.6246786632390745, 'f1-score': 0.6246786632390745, 'support': 389}, 'macro avg': {'precision': 0.6248109243697479, 'recall': 0.6229197644679713, 'f1-score': 0.6238132648481449, 'support': 389}, 'weighted avg': {'precision': 0.6247640470069776, 'recall': 0.6246786632390745, 'f1-score': 0.6246682850354692, 'support': 389}}",0.14
5,clf,gboosting,all,High_YES_1_1_1,60_120,included,basic,0.64,{'n_estimators': 10},0.62,0.63,0.58,0.67,0.59,102.00,193.00,94.00,"{'0': {'precision': 0.5803571428571429, 'recall': 0.6372549019607843, 'f1-score': 0.6074766355140188, 'support': 102}, '1': {'precision': 0.6685714285714286, 'recall': 0.6062176165803109, 'f1-score': 0.6358695652173914, 'support': 193}, '2': {'precision': 0.5882352941176471, 'recall': 0.6382978723404256, 'f1-score': 0.6122448979591838, 'support': 94}, 'micro avg': {'precision': 0.622107969151671, 'recall': 0.622107969151671, 'f1-score': 0.622107969151671, 'support': 389}, 'macro avg': {'precision': 0.6123879551820729, 'recall': 0.6272567969605068, 'f1-score': 0.618530366230198, 'support': 389}, 'weighted avg': {'precision': 0.626027845585535, 'recall': 0.622107969151671, 'f1-score': 0.6227158440039838, 'support': 389}}",0.44
6,clf,ada,all,High_YES_1_1_1,60_120,included,basic,0.62,{'n_estimators': 50},0.59,0.59,0.54,0.58,0.66,102.00,174.00,113.00,"{'0': {'precision': 0.5446428571428571, 'recall': 0.5980392156862745, 'f1-score': 0.5700934579439252, 'support': 102}, '1': {'precision': 0.5828571428571429, 'recall': 0.5862068965517241, 'f1-score': 0.5845272206303724, 'support': 174}, '2': {'precision': 0.6568627450980392, 'recall': 0.5929203539823009, 'f1-score': 0.6232558139534883, 'support': 113}, 'micro avg': {'precision': 0.5912596401028277, 'recall': 0.5912596401028277, 'f1-score': 0.5912596401028277, 'support': 389}, 'macro avg': {'precision': 0.5947875816993463, 'recall': 0.5923888220734331, 'f1-score': 0.592625497509262, 'support': 389}, 'weighted avg': {'precision': 0.594334715891498, 'recall': 0.5912596401028277, 'f1-score': 0.5919927405570934, 'support': 389}}",0.17
