,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
2,clf,dtree,basic,ALL_YES_1_1_1,0_60,included,basic,0.54,"{'max_depth': 6, 'min_samples_leaf': 50}",0.52,0.75,0.19,0.88,0.09,121.00,748.00,48.00,"{'0': {'precision': 0.18666666666666668, 'recall': 0.34710743801652894, 'f1-score': 0.24277456647398846, 'support': 121}, '1': {'precision': 0.881104033970276, 'recall': 0.5548128342245989, 'f1-score': 0.6808859721082856, 'support': 748}, '2': {'precision': 0.08597285067873303, 'recall': 0.3958333333333333, 'f1-score': 0.1412639405204461, 'support': 48}, 'micro avg': {'precision': 0.5190839694656488, 'recall': 0.5190839694656488, 'f1-score': 0.5190839694656488, 'support': 917}, 'macro avg': {'precision': 0.38458118377189193, 'recall': 0.43258453519148704, 'f1-score': 0.3549748263675734, 'support': 917}, 'weighted avg': {'precision': 0.7478507970654443, 'recall': 0.5190839694656488, 'f1-score': 0.5948299878138841, 'support': 917}}",0.16
3,clf,rforest,basic,ALL_YES_1_1_1,0_60,included,basic,0.55,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.53,0.89,0.09,0.96,0.05,45.00,842.00,30.00,"{'0': {'precision': 0.08888888888888889, 'recall': 0.4444444444444444, 'f1-score': 0.14814814814814814, 'support': 45}, '1': {'precision': 0.9639065817409767, 'recall': 0.5391923990498813, 'f1-score': 0.6915460776846916, 'support': 842}, '2': {'precision': 0.05429864253393665, 'recall': 0.4, 'f1-score': 0.09561752988047809, 'support': 30}, 'micro avg': {'precision': 0.529989094874591, 'recall': 0.529989094874591, 'f1-score': 0.529989094874591, 'support': 917}, 'macro avg': {'precision': 0.3690313710546007, 'recall': 0.4612122811647752, 'f1-score': 0.3117705852377726, 'support': 917}, 'weighted avg': {'precision': 0.8912086162507311, 'recall': 0.529989094874591, 'f1-score': 0.6453838494804703, 'support': 917}}",10.75
4,clf,xgb,basic,ALL_YES_1_1_1,0_60,included,basic,0.54,{'n_estimators': 50},0.54,0.82,0.11,0.94,0.11,64.00,790.00,63.00,"{'0': {'precision': 0.1111111111111111, 'recall': 0.390625, 'f1-score': 0.17301038062283736, 'support': 64}, '1': {'precision': 0.9363057324840764, 'recall': 0.5582278481012658, 'f1-score': 0.6994448850118954, 'support': 790}, '2': {'precision': 0.11312217194570136, 'recall': 0.3968253968253968, 'f1-score': 0.17605633802816903, 'support': 63}, 'micro avg': {'precision': 0.5354416575790621, 'recall': 0.5354416575790621, 'f1-score': 0.5354416575790621, 'support': 917}, 'macro avg': {'precision': 0.38684633851362965, 'recall': 0.44855941497555424, 'f1-score': 0.34950386788763393, 'support': 917}, 'weighted avg': {'precision': 0.8221584913916148, 'recall': 0.5354416575790621, 'f1-score': 0.6267455537786626, 'support': 917}}",0.32
5,clf,gboosting,basic,ALL_YES_1_1_1,0_60,included,basic,0.54,{'n_estimators': 50},0.53,0.79,0.13,0.92,0.12,77.00,769.00,71.00,"{'0': {'precision': 0.13333333333333333, 'recall': 0.38961038961038963, 'f1-score': 0.19867549668874174, 'support': 77}, '1': {'precision': 0.9150743099787686, 'recall': 0.5604681404421327, 'f1-score': 0.6951612903225806, 'support': 769}, '2': {'precision': 0.11764705882352941, 'recall': 0.36619718309859156, 'f1-score': 0.1780821917808219, 'support': 71}, 'micro avg': {'precision': 0.5310796074154853, 'recall': 0.5310796074154853, 'f1-score': 0.5310796074154853, 'support': 917}, 'macro avg': {'precision': 0.3886849007118771, 'recall': 0.43875857105037125, 'f1-score': 0.35730632626404807, 'support': 917}, 'weighted avg': {'precision': 0.7876900242277103, 'recall': 0.5310796074154853, 'f1-score': 0.6134360753757206, 'support': 917}}",0.94
6,clf,ada,basic,ALL_YES_1_1_1,0_60,included,basic,0.53,{'n_estimators': 50},0.53,0.74,0.15,0.89,0.15,98.00,732.00,87.00,"{'0': {'precision': 0.1511111111111111, 'recall': 0.3469387755102041, 'f1-score': 0.21052631578947367, 'support': 98}, '1': {'precision': 0.8853503184713376, 'recall': 0.569672131147541, 'f1-score': 0.6932668329177057, 'support': 732}, '2': {'precision': 0.1493212669683258, 'recall': 0.3793103448275862, 'f1-score': 0.21428571428571427, 'support': 87}, 'micro avg': {'precision': 0.5278080697928026, 'recall': 0.5278080697928026, 'f1-score': 0.5278080697928026, 'support': 917}, 'macro avg': {'precision': 0.39526089885025817, 'recall': 0.4319737504951104, 'f1-score': 0.37269295433096455, 'support': 917}, 'weighted avg': {'precision': 0.7370515509663602, 'recall': 0.5278080697928026, 'f1-score': 0.5962331055463317, 'support': 917}}",0.33
0,clf,kn,all,ALL_YES_1_1_1,0_60,included,basic,0.55,{'n_neighbors': 81},0.53,0.88,0.08,0.96,0.08,41.00,834.00,42.00,"{'0': {'precision': 0.07555555555555556, 'recall': 0.4146341463414634, 'f1-score': 0.12781954887218047, 'support': 41}, '1': {'precision': 0.9554140127388535, 'recall': 0.539568345323741, 'f1-score': 0.6896551724137931, 'support': 834}, '2': {'precision': 0.07692307692307693, 'recall': 0.40476190476190477, 'f1-score': 0.12927756653992395, 'support': 42}, 'micro avg': {'precision': 0.5278080697928026, 'recall': 0.5278080697928026, 'f1-score': 0.5278080697928026, 'support': 917}, 'macro avg': {'precision': 0.3692975484058287, 'recall': 0.4529881321423697, 'f1-score': 0.31558409594196585, 'support': 917}, 'weighted avg': {'precision': 0.8758384227183761, 'recall': 0.5278080697928026, 'f1-score': 0.638868781997317, 'support': 917}}",1.48
1,clf,svc-rbf,all,ALL_YES_1_1_1,0_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",2.79
2,clf,dtree,all,ALL_YES_1_1_1,0_60,included,basic,0.54,"{'max_depth': 6, 'min_samples_leaf': 50}",0.52,0.75,0.19,0.88,0.09,121.00,748.00,48.00,"{'0': {'precision': 0.18666666666666668, 'recall': 0.34710743801652894, 'f1-score': 0.24277456647398846, 'support': 121}, '1': {'precision': 0.881104033970276, 'recall': 0.5548128342245989, 'f1-score': 0.6808859721082856, 'support': 748}, '2': {'precision': 0.08597285067873303, 'recall': 0.3958333333333333, 'f1-score': 0.1412639405204461, 'support': 48}, 'micro avg': {'precision': 0.5190839694656488, 'recall': 0.5190839694656488, 'f1-score': 0.5190839694656488, 'support': 917}, 'macro avg': {'precision': 0.38458118377189193, 'recall': 0.43258453519148704, 'f1-score': 0.3549748263675734, 'support': 917}, 'weighted avg': {'precision': 0.7478507970654443, 'recall': 0.5190839694656488, 'f1-score': 0.5948299878138841, 'support': 917}}",0.17
3,clf,rforest,all,ALL_YES_1_1_1,0_60,included,basic,0.55,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 100}",0.53,0.89,0.09,0.96,0.05,45.00,842.00,30.00,"{'0': {'precision': 0.08888888888888889, 'recall': 0.4444444444444444, 'f1-score': 0.14814814814814814, 'support': 45}, '1': {'precision': 0.9639065817409767, 'recall': 0.5391923990498813, 'f1-score': 0.6915460776846916, 'support': 842}, '2': {'precision': 0.05429864253393665, 'recall': 0.4, 'f1-score': 0.09561752988047809, 'support': 30}, 'micro avg': {'precision': 0.529989094874591, 'recall': 0.529989094874591, 'f1-score': 0.529989094874591, 'support': 917}, 'macro avg': {'precision': 0.3690313710546007, 'recall': 0.4612122811647752, 'f1-score': 0.3117705852377726, 'support': 917}, 'weighted avg': {'precision': 0.8912086162507311, 'recall': 0.529989094874591, 'f1-score': 0.6453838494804703, 'support': 917}}",10.24
4,clf,xgb,all,ALL_YES_1_1_1,0_60,included,basic,0.54,{'n_estimators': 50},0.54,0.82,0.11,0.94,0.11,64.00,790.00,63.00,"{'0': {'precision': 0.1111111111111111, 'recall': 0.390625, 'f1-score': 0.17301038062283736, 'support': 64}, '1': {'precision': 0.9363057324840764, 'recall': 0.5582278481012658, 'f1-score': 0.6994448850118954, 'support': 790}, '2': {'precision': 0.11312217194570136, 'recall': 0.3968253968253968, 'f1-score': 0.17605633802816903, 'support': 63}, 'micro avg': {'precision': 0.5354416575790621, 'recall': 0.5354416575790621, 'f1-score': 0.5354416575790621, 'support': 917}, 'macro avg': {'precision': 0.38684633851362965, 'recall': 0.44855941497555424, 'f1-score': 0.34950386788763393, 'support': 917}, 'weighted avg': {'precision': 0.8221584913916148, 'recall': 0.5354416575790621, 'f1-score': 0.6267455537786626, 'support': 917}}",0.30
5,clf,gboosting,all,ALL_YES_1_1_1,0_60,included,basic,0.54,{'n_estimators': 50},0.53,0.79,0.13,0.92,0.12,77.00,769.00,71.00,"{'0': {'precision': 0.13333333333333333, 'recall': 0.38961038961038963, 'f1-score': 0.19867549668874174, 'support': 77}, '1': {'precision': 0.9150743099787686, 'recall': 0.5604681404421327, 'f1-score': 0.6951612903225806, 'support': 769}, '2': {'precision': 0.11764705882352941, 'recall': 0.36619718309859156, 'f1-score': 0.1780821917808219, 'support': 71}, 'micro avg': {'precision': 0.5310796074154853, 'recall': 0.5310796074154853, 'f1-score': 0.5310796074154853, 'support': 917}, 'macro avg': {'precision': 0.3886849007118771, 'recall': 0.43875857105037125, 'f1-score': 0.35730632626404807, 'support': 917}, 'weighted avg': {'precision': 0.7876900242277103, 'recall': 0.5310796074154853, 'f1-score': 0.6134360753757206, 'support': 917}}",0.93
6,clf,ada,all,ALL_YES_1_1_1,0_60,included,basic,0.53,{'n_estimators': 50},0.53,0.74,0.15,0.89,0.15,98.00,732.00,87.00,"{'0': {'precision': 0.1511111111111111, 'recall': 0.3469387755102041, 'f1-score': 0.21052631578947367, 'support': 98}, '1': {'precision': 0.8853503184713376, 'recall': 0.569672131147541, 'f1-score': 0.6932668329177057, 'support': 732}, '2': {'precision': 0.1493212669683258, 'recall': 0.3793103448275862, 'f1-score': 0.21428571428571427, 'support': 87}, 'micro avg': {'precision': 0.5278080697928026, 'recall': 0.5278080697928026, 'f1-score': 0.5278080697928026, 'support': 917}, 'macro avg': {'precision': 0.39526089885025817, 'recall': 0.4319737504951104, 'f1-score': 0.37269295433096455, 'support': 917}, 'weighted avg': {'precision': 0.7370515509663602, 'recall': 0.5278080697928026, 'f1-score': 0.5962331055463317, 'support': 917}}",0.33
0,clf,kn,basic,ALL_YES_3_2_1,0_60,included,basic,0.55,{'n_neighbors': 111},0.53,0.90,0.07,0.97,0.08,30.00,848.00,39.00,"{'0': {'precision': 0.06666666666666667, 'recall': 0.5, 'f1-score': 0.11764705882352941, 'support': 30}, '1': {'precision': 0.9723991507430998, 'recall': 0.5400943396226415, 'f1-score': 0.6944655041698257, 'support': 848}, '2': {'precision': 0.07692307692307693, 'recall': 0.4358974358974359, 'f1-score': 0.1307692307692308, 'support': 39}, 'micro avg': {'precision': 0.5343511450381679, 'recall': 0.5343511450381679, 'f1-score': 0.5343511450381679, 'support': 917}, 'macro avg': {'precision': 0.37199629811094775, 'recall': 0.49199725850669246, 'f1-score': 0.3142939312541953, 'support': 917}, 'weighted avg': {'precision': 0.9046831841113944, 'recall': 0.5343511450381679, 'f1-score': 0.6516206753551996, 'support': 917}}",1.74
1,clf,svc-rbf,basic,ALL_YES_3_2_1,0_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",2.64
2,clf,dtree,basic,ALL_YES_3_2_1,0_60,included,basic,0.53,"{'max_depth': 5, 'min_samples_leaf': 100}",0.51,0.82,0.11,0.93,0.03,93.00,804.00,20.00,"{'0': {'precision': 0.1111111111111111, 'recall': 0.26881720430107525, 'f1-score': 0.15723270440251572, 'support': 93}, '1': {'precision': 0.9256900212314225, 'recall': 0.5422885572139303, 'f1-score': 0.6839215686274509, 'support': 804}, '2': {'precision': 0.03167420814479638, 'recall': 0.35, 'f1-score': 0.05809128630705394, 'support': 20}, 'micro avg': {'precision': 0.5103598691384951, 'recall': 0.5103598691384951, 'f1-score': 0.5103598691384951, 'support': 917}, 'macro avg': {'precision': 0.3561584468291101, 'recall': 0.3870352538383352, 'f1-score': 0.29974851977900685, 'support': 917}, 'weighted avg': {'precision': 0.8235786200286729, 'recall': 0.5103598691384951, 'f1-score': 0.6168564977230594, 'support': 917}}",0.17
3,clf,rforest,basic,ALL_YES_3_2_1,0_60,included,basic,0.54,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.53,0.91,0.08,0.97,0.04,41.00,856.00,20.00,"{'0': {'precision': 0.08, 'recall': 0.43902439024390244, 'f1-score': 0.13533834586466167, 'support': 41}, '1': {'precision': 0.9681528662420382, 'recall': 0.5327102803738317, 'f1-score': 0.6872645064054258, 'support': 856}, '2': {'precision': 0.04072398190045249, 'recall': 0.45, 'f1-score': 0.07468879668049792, 'support': 20}, 'micro avg': {'precision': 0.5267175572519084, 'recall': 0.5267175572519084, 'f1-score': 0.5267175572519084, 'support': 917}, 'macro avg': {'precision': 0.3629589493808303, 'recall': 0.473911556872578, 'f1-score': 0.29909721631686176, 'support': 917}, 'weighted avg': {'precision': 0.9082151942652058, 'recall': 0.5267175572519084, 'f1-score': 0.6492268981429722, 'support': 917}}",10.05
4,clf,xgb,basic,ALL_YES_3_2_1,0_60,included,basic,0.55,{'n_estimators': 10},0.54,0.84,0.11,0.94,0.12,57.00,806.00,54.00,"{'0': {'precision': 0.10666666666666667, 'recall': 0.42105263157894735, 'f1-score': 0.17021276595744683, 'support': 57}, '1': {'precision': 0.9384288747346072, 'recall': 0.5483870967741935, 'f1-score': 0.692247454972592, 'support': 806}, '2': {'precision': 0.11764705882352941, 'recall': 0.48148148148148145, 'f1-score': 0.1890909090909091, 'support': 54}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.38758086674160114, 'recall': 0.4836404032782074, 'f1-score': 0.35051704334031597, 'support': 917}, 'weighted avg': {'precision': 0.8383932543212259, 'recall': 0.5365321701199564, 'f1-score': 0.630168468329763, 'support': 917}}",0.30
5,clf,gboosting,basic,ALL_YES_3_2_1,0_60,included,basic,0.54,{'n_estimators': 10},0.52,0.90,0.06,0.96,0.05,33.00,854.00,30.00,"{'0': {'precision': 0.06222222222222222, 'recall': 0.42424242424242425, 'f1-score': 0.10852713178294573, 'support': 33}, '1': {'precision': 0.9617834394904459, 'recall': 0.5304449648711944, 'f1-score': 0.6837735849056604, 'support': 854}, '2': {'precision': 0.05429864253393665, 'recall': 0.4, 'f1-score': 0.09561752988047809, 'support': 30}, 'micro avg': {'precision': 0.5223555070883316, 'recall': 0.5223555070883316, 'f1-score': 0.5223555070883316, 'support': 917}, 'macro avg': {'precision': 0.3594347680822016, 'recall': 0.45156246303787295, 'f1-score': 0.29597274885636143, 'support': 917}, 'weighted avg': {'precision': 0.899722300909697, 'recall': 0.5223555070883316, 'f1-score': 0.6438304937346625, 'support': 917}}",0.93
6,clf,ada,basic,ALL_YES_3_2_1,0_60,included,basic,0.54,{'n_estimators': 50},0.54,0.74,0.18,0.89,0.14,102.00,732.00,83.00,"{'0': {'precision': 0.17777777777777778, 'recall': 0.39215686274509803, 'f1-score': 0.24464831804281348, 'support': 102}, '1': {'precision': 0.89171974522293, 'recall': 0.5737704918032787, 'f1-score': 0.6982543640897755, 'support': 732}, '2': {'precision': 0.14479638009049775, 'recall': 0.3855421686746988, 'f1-score': 0.21052631578947367, 'support': 83}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.40476463436373517, 'recall': 0.45048984107435847, 'f1-score': 0.38447633264068753, 'support': 917}, 'weighted avg': {'precision': 0.7447004213566296, 'recall': 0.5365321701199564, 'f1-score': 0.6036532248250916, 'support': 917}}",0.33
0,clf,kn,all,ALL_YES_3_2_1,0_60,included,basic,0.55,{'n_neighbors': 111},0.53,0.90,0.07,0.97,0.08,30.00,848.00,39.00,"{'0': {'precision': 0.06666666666666667, 'recall': 0.5, 'f1-score': 0.11764705882352941, 'support': 30}, '1': {'precision': 0.9723991507430998, 'recall': 0.5400943396226415, 'f1-score': 0.6944655041698257, 'support': 848}, '2': {'precision': 0.07692307692307693, 'recall': 0.4358974358974359, 'f1-score': 0.1307692307692308, 'support': 39}, 'micro avg': {'precision': 0.5343511450381679, 'recall': 0.5343511450381679, 'f1-score': 0.5343511450381679, 'support': 917}, 'macro avg': {'precision': 0.37199629811094775, 'recall': 0.49199725850669246, 'f1-score': 0.3142939312541953, 'support': 917}, 'weighted avg': {'precision': 0.9046831841113944, 'recall': 0.5343511450381679, 'f1-score': 0.6516206753551996, 'support': 917}}",1.96
1,clf,svc-rbf,all,ALL_YES_3_2_1,0_60,included,basic,0.53,"{'C': 1, 'gamma': 1}",0.51,1.00,0.00,1.00,0.00,0.00,917.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.5136314067611778, 'recall': 0.5136314067611778, 'f1-score': 0.5136314067611778, 'support': 917}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.1712104689203926, 'f1-score': 0.22622478386167147, 'support': 917}, 'weighted avg': {'precision': 1.0, 'recall': 0.5136314067611778, 'f1-score': 0.6786743515850144, 'support': 917}}",2.67
2,clf,dtree,all,ALL_YES_3_2_1,0_60,included,basic,0.53,"{'max_depth': 5, 'min_samples_leaf': 100}",0.51,0.82,0.11,0.93,0.03,93.00,804.00,20.00,"{'0': {'precision': 0.1111111111111111, 'recall': 0.26881720430107525, 'f1-score': 0.15723270440251572, 'support': 93}, '1': {'precision': 0.9256900212314225, 'recall': 0.5422885572139303, 'f1-score': 0.6839215686274509, 'support': 804}, '2': {'precision': 0.03167420814479638, 'recall': 0.35, 'f1-score': 0.05809128630705394, 'support': 20}, 'micro avg': {'precision': 0.5103598691384951, 'recall': 0.5103598691384951, 'f1-score': 0.5103598691384951, 'support': 917}, 'macro avg': {'precision': 0.3561584468291101, 'recall': 0.3870352538383352, 'f1-score': 0.29974851977900685, 'support': 917}, 'weighted avg': {'precision': 0.8235786200286729, 'recall': 0.5103598691384951, 'f1-score': 0.6168564977230594, 'support': 917}}",0.16
3,clf,rforest,all,ALL_YES_3_2_1,0_60,included,basic,0.54,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 50}",0.53,0.91,0.08,0.97,0.04,41.00,856.00,20.00,"{'0': {'precision': 0.08, 'recall': 0.43902439024390244, 'f1-score': 0.13533834586466167, 'support': 41}, '1': {'precision': 0.9681528662420382, 'recall': 0.5327102803738317, 'f1-score': 0.6872645064054258, 'support': 856}, '2': {'precision': 0.04072398190045249, 'recall': 0.45, 'f1-score': 0.07468879668049792, 'support': 20}, 'micro avg': {'precision': 0.5267175572519084, 'recall': 0.5267175572519084, 'f1-score': 0.5267175572519084, 'support': 917}, 'macro avg': {'precision': 0.3629589493808303, 'recall': 0.473911556872578, 'f1-score': 0.29909721631686176, 'support': 917}, 'weighted avg': {'precision': 0.9082151942652058, 'recall': 0.5267175572519084, 'f1-score': 0.6492268981429722, 'support': 917}}",9.96
4,clf,xgb,all,ALL_YES_3_2_1,0_60,included,basic,0.55,{'n_estimators': 10},0.54,0.84,0.11,0.94,0.12,57.00,806.00,54.00,"{'0': {'precision': 0.10666666666666667, 'recall': 0.42105263157894735, 'f1-score': 0.17021276595744683, 'support': 57}, '1': {'precision': 0.9384288747346072, 'recall': 0.5483870967741935, 'f1-score': 0.692247454972592, 'support': 806}, '2': {'precision': 0.11764705882352941, 'recall': 0.48148148148148145, 'f1-score': 0.1890909090909091, 'support': 54}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.38758086674160114, 'recall': 0.4836404032782074, 'f1-score': 0.35051704334031597, 'support': 917}, 'weighted avg': {'precision': 0.8383932543212259, 'recall': 0.5365321701199564, 'f1-score': 0.630168468329763, 'support': 917}}",0.28
5,clf,gboosting,all,ALL_YES_3_2_1,0_60,included,basic,0.54,{'n_estimators': 10},0.52,0.90,0.06,0.96,0.05,33.00,854.00,30.00,"{'0': {'precision': 0.06222222222222222, 'recall': 0.42424242424242425, 'f1-score': 0.10852713178294573, 'support': 33}, '1': {'precision': 0.9617834394904459, 'recall': 0.5304449648711944, 'f1-score': 0.6837735849056604, 'support': 854}, '2': {'precision': 0.05429864253393665, 'recall': 0.4, 'f1-score': 0.09561752988047809, 'support': 30}, 'micro avg': {'precision': 0.5223555070883316, 'recall': 0.5223555070883316, 'f1-score': 0.5223555070883316, 'support': 917}, 'macro avg': {'precision': 0.3594347680822016, 'recall': 0.45156246303787295, 'f1-score': 0.29597274885636143, 'support': 917}, 'weighted avg': {'precision': 0.899722300909697, 'recall': 0.5223555070883316, 'f1-score': 0.6438304937346625, 'support': 917}}",0.88
6,clf,ada,all,ALL_YES_3_2_1,0_60,included,basic,0.54,{'n_estimators': 50},0.54,0.74,0.18,0.89,0.14,102.00,732.00,83.00,"{'0': {'precision': 0.17777777777777778, 'recall': 0.39215686274509803, 'f1-score': 0.24464831804281348, 'support': 102}, '1': {'precision': 0.89171974522293, 'recall': 0.5737704918032787, 'f1-score': 0.6982543640897755, 'support': 732}, '2': {'precision': 0.14479638009049775, 'recall': 0.3855421686746988, 'f1-score': 0.21052631578947367, 'support': 83}, 'micro avg': {'precision': 0.5365321701199564, 'recall': 0.5365321701199564, 'f1-score': 0.5365321701199564, 'support': 917}, 'macro avg': {'precision': 0.40476463436373517, 'recall': 0.45048984107435847, 'f1-score': 0.38447633264068753, 'support': 917}, 'weighted avg': {'precision': 0.7447004213566296, 'recall': 0.5365321701199564, 'f1-score': 0.6036532248250916, 'support': 917}}",0.31
0,clf,kn,basic,High_NO_1_1_1,0_60,included,basic,0.47,{'n_neighbors': 151},0.44,0.61,0.19,0.80,0.22,67.00,344.00,93.00,"{'0': {'precision': 0.1893491124260355, 'recall': 0.47761194029850745, 'f1-score': 0.2711864406779661, 'support': 67}, '1': {'precision': 0.7961165048543689, 'recall': 0.47674418604651164, 'f1-score': 0.5963636363636363, 'support': 344}, '2': {'precision': 0.21705426356589147, 'recall': 0.3010752688172043, 'f1-score': 0.2522522522522523, 'support': 93}, 'micro avg': {'precision': 0.4444444444444444, 'recall': 0.4444444444444444, 'f1-score': 0.4444444444444444, 'support': 504}, 'macro avg': {'precision': 0.4008399602820986, 'recall': 0.41847713172074114, 'f1-score': 0.3732674430979516, 'support': 504}, 'weighted avg': {'precision': 0.6086041958612602, 'recall': 0.4444444444444444, 'f1-score': 0.4896389720118533, 'support': 504}}",0.39
1,clf,svc-rbf,basic,High_NO_1_1_1,0_60,included,basic,0.42,"{'C': 1, 'gamma': 1}",0.41,1.00,0.00,1.00,0.00,0.00,504.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.4087301587301587, 'f1-score': 0.5802816901408451, 'support': 504}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.4087301587301587, 'recall': 0.4087301587301587, 'f1-score': 0.4087301587301588, 'support': 504}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.13624338624338625, 'f1-score': 0.19342723004694837, 'support': 504}, 'weighted avg': {'precision': 1.0, 'recall': 0.4087301587301587, 'f1-score': 0.5802816901408451, 'support': 504}}",0.68
2,clf,dtree,basic,High_NO_1_1_1,0_60,included,basic,0.47,"{'max_depth': 4, 'min_samples_leaf': 50}",0.45,0.64,0.17,0.81,0.25,59.00,361.00,84.00,"{'0': {'precision': 0.17159763313609466, 'recall': 0.4915254237288136, 'f1-score': 0.2543859649122807, 'support': 59}, '1': {'precision': 0.8058252427184466, 'recall': 0.4598337950138504, 'f1-score': 0.5855379188712523, 'support': 361}, '2': {'precision': 0.24806201550387597, 'recall': 0.38095238095238093, 'f1-score': 0.3004694835680751, 'support': 84}, 'micro avg': {'precision': 0.4503968253968254, 'recall': 0.4503968253968254, 'f1-score': 0.4503968253968254, 'support': 504}, 'macro avg': {'precision': 0.40849496378613903, 'recall': 0.444103866565015, 'f1-score': 0.3801311224505361, 'support': 504}, 'weighted avg': {'precision': 0.6386198061085603, 'recall': 0.4503968253968254, 'f1-score': 0.4992607088533034, 'support': 504}}",0.09
3,clf,rforest,basic,High_NO_1_1_1,0_60,included,basic,0.50,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",0.49,0.58,0.33,0.74,0.29,94.00,308.00,102.00,"{'0': {'precision': 0.33136094674556216, 'recall': 0.5957446808510638, 'f1-score': 0.42585551330798477, 'support': 94}, '1': {'precision': 0.7427184466019418, 'recall': 0.4967532467532468, 'f1-score': 0.5953307392996109, 'support': 308}, '2': {'precision': 0.29457364341085274, 'recall': 0.37254901960784315, 'f1-score': 0.32900432900432897, 'support': 102}, 'micro avg': {'precision': 0.49007936507936506, 'recall': 0.49007936507936506, 'f1-score': 0.49007936507936506, 'support': 504}, 'macro avg': {'precision': 0.45621767891945225, 'recall': 0.4883489824040512, 'f1-score': 0.45006352720397486, 'support': 504}, 'weighted avg': {'precision': 0.5753010360622776, 'recall': 0.49007936507936506, 'f1-score': 0.5098228720509371, 'support': 504}}",7.63
