,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,clf_report,elapsed_time
5,clf,gboosting,basic,High_NO_1_1_1,30_90,included,basic,0.63,{'n_estimators': 10},0.62,0.65,0.60,0.73,0.46,135.00,280.00,89.00,"{'0': {'precision': 0.6024844720496895, 'recall': 0.7185185185185186, 'f1-score': 0.6554054054054055, 'support': 135}, '1': {'precision': 0.7345971563981043, 'recall': 0.5535714285714286, 'f1-score': 0.6313645621181263, 'support': 280}, '2': {'precision': 0.4621212121212121, 'recall': 0.6853932584269663, 'f1-score': 0.5520361990950227, 'support': 89}, 'micro avg': {'precision': 0.621031746031746, 'recall': 0.621031746031746, 'f1-score': 0.621031746031746, 'support': 504}, 'macro avg': {'precision': 0.5997342801896687, 'recall': 0.6524944018389712, 'f1-score': 0.6129353888728515, 'support': 504}, 'weighted avg': {'precision': 0.6510940384860421, 'recall': 0.621031746031746, 'f1-score': 0.6237956921473454, 'support': 504}}",0.67
6,clf,ada,basic,High_NO_1_1_1,30_90,included,basic,0.62,{'n_estimators': 10},0.60,0.65,0.67,0.70,0.36,169.00,275.00,60.00,"{'0': {'precision': 0.6708074534161491, 'recall': 0.6390532544378699, 'f1-score': 0.6545454545454547, 'support': 169}, '1': {'precision': 0.6966824644549763, 'recall': 0.5345454545454545, 'f1-score': 0.6049382716049382, 'support': 275}, '2': {'precision': 0.3560606060606061, 'recall': 0.7833333333333333, 'f1-score': 0.48958333333333337, 'support': 60}, 'micro avg': {'precision': 0.5992063492063492, 'recall': 0.5992063492063492, 'f1-score': 0.5992063492063492, 'support': 504}, 'macro avg': {'precision': 0.5745168413105771, 'recall': 0.6523106807722193, 'f1-score': 0.5830223531612421, 'support': 504}, 'weighted avg': {'precision': 0.6474559002303255, 'recall': 0.5992063492063492, 'f1-score': 0.6078396954554363, 'support': 504}}",0.25
0,clf,kn,all,High_NO_1_1_1,30_90,included,basic,0.59,{'n_neighbors': 11},0.57,0.62,0.55,0.73,0.33,137.00,298.00,69.00,"{'0': {'precision': 0.5527950310559007, 'recall': 0.6496350364963503, 'f1-score': 0.5973154362416108, 'support': 137}, '1': {'precision': 0.7251184834123223, 'recall': 0.5134228187919463, 'f1-score': 0.6011787819253438, 'support': 298}, '2': {'precision': 0.32575757575757575, 'recall': 0.6231884057971014, 'f1-score': 0.4278606965174129, 'support': 69}, 'micro avg': {'precision': 0.5654761904761905, 'recall': 0.5654761904761905, 'f1-score': 0.5654761904761905, 'support': 504}, 'macro avg': {'precision': 0.5345570300752662, 'recall': 0.5954154203617993, 'f1-score': 0.5421183048947892, 'support': 504}, 'weighted avg': {'precision': 0.623602182616673, 'recall': 0.5654761904761905, 'f1-score': 0.5764005552352274, 'support': 504}}",0.66
1,clf,svc-rbf,all,High_NO_1_1_1,30_90,included,basic,0.45,"{'C': 1, 'gamma': 1}",0.42,1.00,0.00,1.00,0.00,0.00,504.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.41865079365079366, 'f1-score': 0.5902097902097903, 'support': 504}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.41865079365079366, 'recall': 0.41865079365079366, 'f1-score': 0.41865079365079366, 'support': 504}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.13955026455026456, 'f1-score': 0.19673659673659674, 'support': 504}, 'weighted avg': {'precision': 1.0, 'recall': 0.41865079365079366, 'f1-score': 0.5902097902097903, 'support': 504}}",0.75
2,clf,dtree,all,High_NO_1_1_1,30_90,included,basic,0.63,"{'max_depth': 2, 'min_samples_leaf': 250}",0.61,0.64,0.67,0.68,0.41,170.00,264.00,70.00,"{'0': {'precision': 0.6708074534161491, 'recall': 0.6352941176470588, 'f1-score': 0.6525679758308157, 'support': 170}, '1': {'precision': 0.6824644549763034, 'recall': 0.5454545454545454, 'f1-score': 0.6063157894736843, 'support': 264}, '2': {'precision': 0.4090909090909091, 'recall': 0.7714285714285715, 'f1-score': 0.5346534653465347, 'support': 70}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 504}, 'macro avg': {'precision': 0.5874542724944539, 'recall': 0.6507257448433919, 'f1-score': 0.5978457435503449, 'support': 504}, 'weighted avg': {'precision': 0.6405639818072482, 'recall': 0.6071428571428571, 'f1-score': 0.6119636247748983, 'support': 504}}",0.15
3,clf,rforest,all,High_NO_1_1_1,30_90,included,basic,0.63,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 10}",0.61,0.65,0.58,0.74,0.42,133.00,286.00,85.00,"{'0': {'precision': 0.5838509316770186, 'recall': 0.706766917293233, 'f1-score': 0.6394557823129252, 'support': 133}, '1': {'precision': 0.7440758293838863, 'recall': 0.548951048951049, 'f1-score': 0.6317907444668007, 'support': 286}, '2': {'precision': 0.4166666666666667, 'recall': 0.6470588235294118, 'f1-score': 0.5069124423963134, 'support': 85}, 'micro avg': {'precision': 0.6071428571428571, 'recall': 0.6071428571428571, 'f1-score': 0.6071428571428571, 'support': 504}, 'macro avg': {'precision': 0.5815311425758573, 'recall': 0.6342589299245646, 'f1-score': 0.5927196563920131, 'support': 504}, 'weighted avg': {'precision': 0.6465764440148842, 'recall': 0.6071428571428571, 'f1-score': 0.6127526380333547, 'support': 504}}",7.37
4,clf,xgb,all,High_NO_1_1_1,30_90,included,basic,0.63,{'n_estimators': 50},0.62,0.65,0.61,0.72,0.49,142.00,267.00,95.00,"{'0': {'precision': 0.6149068322981367, 'recall': 0.6971830985915493, 'f1-score': 0.6534653465346534, 'support': 142}, '1': {'precision': 0.7156398104265402, 'recall': 0.5655430711610487, 'f1-score': 0.6317991631799164, 'support': 267}, '2': {'precision': 0.49242424242424243, 'recall': 0.6842105263157895, 'f1-score': 0.5726872246696035, 'support': 95}, 'micro avg': {'precision': 0.625, 'recall': 0.625, 'f1-score': 0.625, 'support': 504}, 'macro avg': {'precision': 0.6076569617163065, 'recall': 0.6489788986894625, 'f1-score': 0.6193172447947245, 'support': 504}, 'weighted avg': {'precision': 0.6451843305565966, 'recall': 0.625, 'f1-score': 0.6267613930963706, 'support': 504}}",0.24
5,clf,gboosting,all,High_NO_1_1_1,30_90,included,basic,0.63,{'n_estimators': 10},0.60,0.63,0.58,0.71,0.46,134.00,280.00,90.00,"{'0': {'precision': 0.577639751552795, 'recall': 0.6940298507462687, 'f1-score': 0.6305084745762711, 'support': 134}, '1': {'precision': 0.7109004739336493, 'recall': 0.5357142857142857, 'f1-score': 0.6109979633401222, 'support': 280}, '2': {'precision': 0.4621212121212121, 'recall': 0.6777777777777778, 'f1-score': 0.5495495495495495, 'support': 90}, 'micro avg': {'precision': 0.6031746031746031, 'recall': 0.6031746031746031, 'f1-score': 0.6031746031746031, 'support': 504}, 'macro avg': {'precision': 0.5835538125358856, 'recall': 0.635840638079444, 'f1-score': 0.5970186624886477, 'support': 504}, 'weighted avg': {'precision': 0.6310451755960425, 'recall': 0.6031746031746031, 'f1-score': 0.6052123507696706, 'support': 504}}",0.76
6,clf,ada,all,High_NO_1_1_1,30_90,included,basic,0.61,{'n_estimators': 10},0.60,0.65,0.68,0.70,0.36,169.00,275.00,60.00,"{'0': {'precision': 0.6770186335403726, 'recall': 0.6449704142011834, 'f1-score': 0.6606060606060606, 'support': 169}, '1': {'precision': 0.6966824644549763, 'recall': 0.5345454545454545, 'f1-score': 0.6049382716049382, 'support': 275}, '2': {'precision': 0.3560606060606061, 'recall': 0.7833333333333333, 'f1-score': 0.48958333333333337, 'support': 60}, 'micro avg': {'precision': 0.6011904761904762, 'recall': 0.6011904761904762, 'f1-score': 0.6011904761904762, 'support': 504}, 'macro avg': {'precision': 0.5765872346853183, 'recall': 0.6542830673599904, 'f1-score': 0.5850425551814441, 'support': 504}, 'weighted avg': {'precision': 0.6495386173751545, 'recall': 0.6011904761904762, 'f1-score': 0.6098719224876632, 'support': 504}}",0.27
0,clf,kn,basic,High_YES_1_1_1,30_90,included,basic,0.62,{'n_neighbors': 71},0.59,0.71,0.43,0.84,0.33,68.00,274.00,47.00,"{'0': {'precision': 0.43119266055045874, 'recall': 0.6911764705882353, 'f1-score': 0.5310734463276836, 'support': 68}, '1': {'precision': 0.8418079096045198, 'recall': 0.5437956204379562, 'f1-score': 0.6607538802660754, 'support': 274}, '2': {'precision': 0.3300970873786408, 'recall': 0.723404255319149, 'f1-score': 0.45333333333333337, 'support': 47}, 'micro avg': {'precision': 0.5912596401028277, 'recall': 0.5912596401028277, 'f1-score': 0.5912596401028277, 'support': 389}, 'macro avg': {'precision': 0.5343658858445398, 'recall': 0.6527921154484467, 'f1-score': 0.5483868866423641, 'support': 389}, 'weighted avg': {'precision': 0.7082031651821741, 'recall': 0.5912596401028277, 'f1-score': 0.6130237126217323, 'support': 389}}",0.47
1,clf,svc-rbf,basic,High_YES_1_1_1,30_90,included,basic,0.48,"{'C': 1, 'gamma': 1}",0.46,1.00,0.00,1.00,0.00,0.00,389.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.455012853470437, 'f1-score': 0.6254416961130742, 'support': 389}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.455012853470437, 'recall': 0.455012853470437, 'f1-score': 0.455012853470437, 'support': 389}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.15167095115681234, 'f1-score': 0.20848056537102475, 'support': 389}, 'weighted avg': {'precision': 1.0, 'recall': 0.455012853470437, 'f1-score': 0.6254416961130742, 'support': 389}}",0.42
2,clf,dtree,basic,High_YES_1_1_1,30_90,included,basic,0.63,"{'max_depth': 2, 'min_samples_leaf': 200}",0.60,0.72,0.38,0.86,0.40,53.00,276.00,60.00,"{'0': {'precision': 0.3761467889908257, 'recall': 0.7735849056603774, 'f1-score': 0.5061728395061729, 'support': 53}, '1': {'precision': 0.8587570621468926, 'recall': 0.5507246376811594, 'f1-score': 0.6710816777041944, 'support': 276}, '2': {'precision': 0.39805825242718446, 'recall': 0.6833333333333333, 'f1-score': 0.5030674846625767, 'support': 60}, 'micro avg': {'precision': 0.6015424164524421, 'recall': 0.6015424164524421, 'f1-score': 0.6015424164524421, 'support': 389}, 'macro avg': {'precision': 0.544320701188301, 'recall': 0.6692142922249568, 'f1-score': 0.560107333957648, 'support': 389}, 'weighted avg': {'precision': 0.7219440208603783, 'recall': 0.6015424164524421, 'f1-score': 0.6226985928533146, 'support': 389}}",0.09
3,clf,rforest,basic,High_YES_1_1_1,30_90,included,basic,0.62,"{'max_depth': 5, 'min_samples_leaf': 10, 'n_estimators': 10}",0.59,0.68,0.42,0.82,0.37,69.00,263.00,57.00,"{'0': {'precision': 0.42201834862385323, 'recall': 0.6666666666666666, 'f1-score': 0.5168539325842697, 'support': 69}, '1': {'precision': 0.8192090395480226, 'recall': 0.5513307984790875, 'f1-score': 0.6590909090909092, 'support': 263}, '2': {'precision': 0.36893203883495146, 'recall': 0.6666666666666666, 'f1-score': 0.47500000000000003, 'support': 57}, 'micro avg': {'precision': 0.5886889460154242, 'recall': 0.5886889460154242, 'f1-score': 0.5886889460154242, 'support': 389}, 'macro avg': {'precision': 0.5367198090022758, 'recall': 0.628221377270807, 'f1-score': 0.5503149472250596, 'support': 389}, 'weighted avg': {'precision': 0.6827772999222829, 'recall': 0.5886889460154242, 'f1-score': 0.6068864535712692, 'support': 389}}",6.01
4,clf,xgb,basic,High_YES_1_1_1,30_90,included,basic,0.63,{'n_estimators': 10},0.60,0.68,0.47,0.81,0.37,75.00,258.00,56.00,"{'0': {'precision': 0.46788990825688076, 'recall': 0.68, 'f1-score': 0.5543478260869567, 'support': 75}, '1': {'precision': 0.8135593220338984, 'recall': 0.5581395348837209, 'f1-score': 0.6620689655172414, 'support': 258}, '2': {'precision': 0.36893203883495146, 'recall': 0.6785714285714286, 'f1-score': 0.47798742138364775, 'support': 56}, 'micro avg': {'precision': 0.5989717223650386, 'recall': 0.5989717223650386, 'f1-score': 0.5989717223650386, 'support': 389}, 'macro avg': {'precision': 0.5501270897085769, 'recall': 0.6389036544850498, 'f1-score': 0.5648014043292818, 'support': 389}, 'weighted avg': {'precision': 0.6829055074004348, 'recall': 0.5989717223650386, 'f1-score': 0.6147999374227616, 'support': 389}}",0.16
5,clf,gboosting,basic,High_YES_1_1_1,30_90,included,basic,0.62,{'n_estimators': 50},0.59,0.63,0.53,0.73,0.42,91.00,228.00,70.00,"{'0': {'precision': 0.5321100917431193, 'recall': 0.6373626373626373, 'f1-score': 0.5800000000000001, 'support': 91}, '1': {'precision': 0.7288135593220338, 'recall': 0.5657894736842105, 'f1-score': 0.6370370370370371, 'support': 228}, '2': {'precision': 0.4174757281553398, 'recall': 0.6142857142857143, 'f1-score': 0.4971098265895954, 'support': 70}, 'micro avg': {'precision': 0.5912596401028277, 'recall': 0.5912596401028277, 'f1-score': 0.5912596401028277, 'support': 389}, 'macro avg': {'precision': 0.5594664597401643, 'recall': 0.6058126084441874, 'f1-score': 0.5713822878755442, 'support': 389}, 'weighted avg': {'precision': 0.6267732926604662, 'recall': 0.5912596401028277, 'f1-score': 0.5985144789350029, 'support': 389}}",0.56
6,clf,ada,basic,High_YES_1_1_1,30_90,included,basic,0.60,{'n_estimators': 10},0.59,0.61,0.55,0.70,0.44,102.00,215.00,72.00,"{'0': {'precision': 0.5504587155963303, 'recall': 0.5882352941176471, 'f1-score': 0.5687203791469195, 'support': 102}, '1': {'precision': 0.7005649717514124, 'recall': 0.5767441860465117, 'f1-score': 0.6326530612244897, 'support': 215}, '2': {'precision': 0.4368932038834951, 'recall': 0.625, 'f1-score': 0.5142857142857142, 'support': 72}, 'micro avg': {'precision': 0.5886889460154242, 'recall': 0.5886889460154242, 'f1-score': 0.5886889460154242, 'support': 389}, 'macro avg': {'precision': 0.562638963743746, 'recall': 0.5966598267213863, 'f1-score': 0.5718863848857079, 'support': 389}, 'weighted avg': {'precision': 0.6124024899665578, 'recall': 0.5886889460154242, 'f1-score': 0.5939806125059705, 'support': 389}}",0.22
0,clf,kn,all,High_YES_1_1_1,30_90,included,basic,0.62,{'n_neighbors': 31},0.59,0.69,0.44,0.82,0.34,73.00,268.00,48.00,"{'0': {'precision': 0.44036697247706424, 'recall': 0.6575342465753424, 'f1-score': 0.5274725274725275, 'support': 73}, '1': {'precision': 0.8248587570621468, 'recall': 0.5447761194029851, 'f1-score': 0.6561797752808988, 'support': 268}, '2': {'precision': 0.33980582524271846, 'recall': 0.7291666666666666, 'f1-score': 0.4635761589403974, 'support': 48}, 'micro avg': {'precision': 0.5886889460154242, 'recall': 0.5886889460154242, 'f1-score': 0.5886889460154242, 'support': 389}, 'macro avg': {'precision': 0.5350105182606432, 'recall': 0.6438256775483313, 'f1-score': 0.5490761538979413, 'support': 389}, 'weighted avg': {'precision': 0.6928524819926261, 'recall': 0.5886889460154242, 'f1-score': 0.6082604882002942, 'support': 389}}",0.56
1,clf,svc-rbf,all,High_YES_1_1_1,30_90,included,basic,0.48,"{'C': 1, 'gamma': 1}",0.46,1.00,0.00,1.00,0.00,0.00,389.00,0.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, '1': {'precision': 1.0, 'recall': 0.455012853470437, 'f1-score': 0.6254416961130742, 'support': 389}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 0}, 'micro avg': {'precision': 0.455012853470437, 'recall': 0.455012853470437, 'f1-score': 0.455012853470437, 'support': 389}, 'macro avg': {'precision': 0.3333333333333333, 'recall': 0.15167095115681234, 'f1-score': 0.20848056537102475, 'support': 389}, 'weighted avg': {'precision': 1.0, 'recall': 0.455012853470437, 'f1-score': 0.6254416961130742, 'support': 389}}",0.46
2,clf,dtree,all,High_YES_1_1_1,30_90,included,basic,0.63,"{'max_depth': 2, 'min_samples_leaf': 200}",0.60,0.72,0.38,0.86,0.40,53.00,276.00,60.00,"{'0': {'precision': 0.3761467889908257, 'recall': 0.7735849056603774, 'f1-score': 0.5061728395061729, 'support': 53}, '1': {'precision': 0.8587570621468926, 'recall': 0.5507246376811594, 'f1-score': 0.6710816777041944, 'support': 276}, '2': {'precision': 0.39805825242718446, 'recall': 0.6833333333333333, 'f1-score': 0.5030674846625767, 'support': 60}, 'micro avg': {'precision': 0.6015424164524421, 'recall': 0.6015424164524421, 'f1-score': 0.6015424164524421, 'support': 389}, 'macro avg': {'precision': 0.544320701188301, 'recall': 0.6692142922249568, 'f1-score': 0.560107333957648, 'support': 389}, 'weighted avg': {'precision': 0.7219440208603783, 'recall': 0.6015424164524421, 'f1-score': 0.6226985928533146, 'support': 389}}",0.11
3,clf,rforest,all,High_YES_1_1_1,30_90,included,basic,0.63,"{'max_depth': 6, 'min_samples_leaf': 30, 'n_estimators': 10}",0.61,0.68,0.49,0.80,0.41,77.00,252.00,60.00,"{'0': {'precision': 0.48623853211009177, 'recall': 0.6883116883116883, 'f1-score': 0.5698924731182796, 'support': 77}, '1': {'precision': 0.7966101694915254, 'recall': 0.5595238095238095, 'f1-score': 0.6573426573426574, 'support': 252}, '2': {'precision': 0.4077669902912621, 'recall': 0.7, 'f1-score': 0.5153374233128835, 'support': 60}, 'micro avg': {'precision': 0.6066838046272494, 'recall': 0.6066838046272494, 'f1-score': 0.6066838046272494, 'support': 389}, 'macro avg': {'precision': 0.5635385639642931, 'recall': 0.6492784992784993, 'f1-score': 0.5808575179246068, 'support': 389}, 'weighted avg': {'precision': 0.67519832673989, 'recall': 0.6066838046272494, 'f1-score': 0.6181293457049619, 'support': 389}}",6.31
4,clf,xgb,all,High_YES_1_1_1,30_90,included,basic,0.62,{'n_estimators': 50},0.60,0.65,0.51,0.76,0.42,87.00,236.00,66.00,"{'0': {'precision': 0.5137614678899083, 'recall': 0.6436781609195402, 'f1-score': 0.5714285714285714, 'support': 87}, '1': {'precision': 0.7570621468926554, 'recall': 0.5677966101694916, 'f1-score': 0.648910411622276, 'support': 236}, '2': {'precision': 0.4174757281553398, 'recall': 0.6515151515151515, 'f1-score': 0.5088757396449705, 'support': 66}, 'micro avg': {'precision': 0.5989717223650386, 'recall': 0.5989717223650386, 'f1-score': 0.5989717223650386, 'support': 389}, 'macro avg': {'precision': 0.5627664476459678, 'recall': 0.6209966408680611, 'f1-score': 0.5764049075652725, 'support': 389}, 'weighted avg': {'precision': 0.6450316514944501, 'recall': 0.5989717223650386, 'f1-score': 0.6078224721689226, 'support': 389}}",0.20
5,clf,gboosting,all,High_YES_1_1_1,30_90,included,basic,0.62,{'n_estimators': 10},0.60,0.68,0.50,0.81,0.37,79.00,253.00,57.00,"{'0': {'precision': 0.4954128440366973, 'recall': 0.6835443037974683, 'f1-score': 0.574468085106383, 'support': 79}, '1': {'precision': 0.807909604519774, 'recall': 0.5652173913043478, 'f1-score': 0.6651162790697673, 'support': 253}, '2': {'precision': 0.36893203883495146, 'recall': 0.6666666666666666, 'f1-score': 0.47500000000000003, 'support': 57}, 'micro avg': {'precision': 0.6041131105398457, 'recall': 0.6041131105398457, 'f1-score': 0.6041131105398457, 'support': 389}, 'macro avg': {'precision': 0.5574181624638076, 'recall': 0.6384761205894942, 'f1-score': 0.5715281213920501, 'support': 389}, 'weighted avg': {'precision': 0.6801230612750492, 'recall': 0.6041131105398457, 'f1-score': 0.618849350457726, 'support': 389}}",0.61
6,clf,ada,all,High_YES_1_1_1,30_90,included,basic,0.60,{'n_estimators': 10},0.59,0.61,0.55,0.70,0.44,102.00,215.00,72.00,"{'0': {'precision': 0.5504587155963303, 'recall': 0.5882352941176471, 'f1-score': 0.5687203791469195, 'support': 102}, '1': {'precision': 0.7005649717514124, 'recall': 0.5767441860465117, 'f1-score': 0.6326530612244897, 'support': 215}, '2': {'precision': 0.4368932038834951, 'recall': 0.625, 'f1-score': 0.5142857142857142, 'support': 72}, 'micro avg': {'precision': 0.5886889460154242, 'recall': 0.5886889460154242, 'f1-score': 0.5886889460154242, 'support': 389}, 'macro avg': {'precision': 0.562638963743746, 'recall': 0.5966598267213863, 'f1-score': 0.5718863848857079, 'support': 389}, 'weighted avg': {'precision': 0.6124024899665578, 'recall': 0.5886889460154242, 'f1-score': 0.5939806125059705, 'support': 389}}",0.23
