,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,year,week,weekday,num_news,volatility_0_5_after,pips_agg_0_5_after,volatility_5_10_after,pips_agg_5_10_after,volatility_10_15_after,pips_agg_10_15_after,volatility_15_20_after,pips_agg_15_20_after,volatility_20_25_after,pips_agg_20_25_after,volatility_25_30_after,pips_agg_25_30_after,volatility_0_45_after,pips_agg_0_45_after,volatility_0_60_after,pips_agg_0_60_after,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_120_after,direction_agg_0_120_after
82,2007-06-25 10:00:00,14,0.1,0,0.69,0,0,1,0,1,0,0,1,2007,26,0,1,7,2,3,3,7,-4,4,0,3,-1,3,0,11,-4,19,-10,8,-1,-19,0
83,2007-06-26 10:00:00,21_4,-0.69,0,-1.83,1,0,0,2,0,1,1,2,2007,26,1,2,15,-8,5,-6,4,-7,4,-9,4,-8,2,-9,19,-11,19,-9,15,4,-2,1
84,2007-06-27 08:30:00,8,-0.6,0,1.61,0,0,0,1,0,1,0,1,2007,26,2,1,8,3,5,1,5,-1,7,-8,7,-2,6,-8,19,-6,19,-3,22,3,-6,1
85,2007-06-28 14:15:00,15,0.0,0,0.0,0,1,0,0,1,0,0,1,2007,26,3,1,12,2,8,7,5,7,7,2,5,-2,3,-2,25,-4,25,-10,17,-14,-7,1
86,2007-06-29 08:30:00,9,0.11,0,0.04,0,1,0,0,1,0,0,1,2007,26,4,1,9,-5,6,-2,7,-6,3,-5,4,-2,2,0,20,5,20,4,22,13,-3,1
87,2007-07-02 10:00:00,17,0.43,0,0.0,0,0,1,0,1,0,0,1,2007,27,0,1,6,0,2,-1,13,10,8,14,5,13,8,21,30,18,36,23,10,-3,27,2
88,2007-07-03 10:00:00,24,-1.28,0,-0.58,0,0,0,1,0,0,1,1,2007,27,1,1,8,-3,7,-11,7,-4,4,-7,2,-7,7,-12,19,-13,19,-10,13,-1,-1,1
89,2007-07-05 10:00:00,18,0.79,0,0.0,0,0,1,0,1,0,0,1,2007,27,3,1,8,-10,9,-7,5,-7,12,-18,11,-15,6,-19,28,-25,28,-10,27,-19,-15,1
90,2007-07-06 08:30:00,22_33,0.33,0,1.88,0,1,1,0,1,1,0,2,2007,27,4,2,28,-26,15,-15,9,-19,6,-21,5,-17,19,0,48,16,48,4,33,12,42,2
91,2007-07-12 08:30:00,31,-3.39,0,-0.29,0,1,0,0,1,0,0,1,2007,28,3,1,9,7,5,9,17,-6,6,-2,17,-20,6,-17,38,-18,38,-10,11,0,-12,1
92,2007-07-13 08:30:00,10_29,-3.0199999999999996,0,1.9300000000000002,0,0,0,2,0,2,0,2,2007,28,4,2,17,18,17,33,13,21,6,17,8,23,4,22,31,16,31,23,22,0,20,2
93,2007-07-13 10:00:00,28,2.41,1,1.14,2,0,1,0,0,1,0,1,2007,28,4,1,9,-11,10,-5,4,-5,3,-2,3,-2,2,-3,25,-15,29,-21,23,0,-10,1
94,2007-07-17 08:30:00,23,-1.15,2,0.0,0,0,0,1,1,0,0,1,2007,29,1,1,11,1,3,0,14,13,4,10,3,9,2,8,21,3,21,1,14,0,6,1
