,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.53,0.50,0.50,0.53,0.43,311.00,658.00,323.00,"{'0': {'precision': 0.5, 'recall': 0.05144694533762058, 'f1-score': 0.09329446064139942, 'support': 311}, '1': {'precision': 0.533955857385399, 'recall': 0.9559270516717325, 'f1-score': 0.6851851851851852, 'support': 658}, '2': {'precision': 0.4268292682926829, 'recall': 0.10835913312693499, 'f1-score': 0.17283950617283952, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.4869283752260272, 'recall': 0.3719110433787627, 'f1-score': 0.31710638399980806, 'support': 1292}, 'weighted avg': {'precision': 0.49900062524622996, 'recall': 0.5263157894736842, 'f1-score': 0.4146235213662185, 'support': 1292}}",1.90
1,clf,svc-rbf,basic,ALL_NO_1_1_1,0_60,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.51,0.26,0.00,0.51,0.00,311.00,658.00,323.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 311}, '1': {'precision': 0.5092879256965944, 'recall': 1.0, 'f1-score': 0.6748717948717948, 'support': 658}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 323}, 'micro avg': {'precision': 0.5092879256965944, 'recall': 0.5092879256965944, 'f1-score': 0.5092879256965944, 'support': 1292}, 'macro avg': {'precision': 0.1697626418988648, 'recall': 0.3333333333333333, 'f1-score': 0.22495726495726495, 'support': 1292}, 'weighted avg': {'precision': 0.2593741912603399, 'recall': 0.5092879256965944, 'f1-score': 0.34370405652139396, 'support': 1292}}",6.08
2,clf,dtree,basic,ALL_NO_1_1_1,0_60,included,basic,0.51,"{'max_depth': 7, 'min_samples_leaf': 100}",0.51,0.46,0.33,0.58,0.35,311.00,658.00,323.00,"{'0': {'precision': 0.32786885245901637, 'recall': 0.2572347266881029, 'f1-score': 0.28828828828828823, 'support': 311}, '1': {'precision': 0.579295154185022, 'recall': 0.7993920972644377, 'f1-score': 0.6717752234993614, 'support': 658}, '2': {'precision': 0.35, 'recall': 0.15170278637770898, 'f1-score': 0.21166306695464362, 'support': 323}, 'micro avg': {'precision': 0.5069659442724458, 'recall': 0.5069659442724458, 'f1-score': 0.5069659442724458, 'support': 1292}, 'macro avg': {'precision': 0.41905466888134607, 'recall': 0.4027765367767498, 'f1-score': 0.3905755262474311, 'support': 1292}, 'weighted avg': {'precision': 0.4614500190158658, 'recall': 0.5069659442724458, 'f1-score': 0.46443724872026876, 'support': 1292}}",0.30
3,clf,rforest,basic,ALL_NO_1_1_1,0_60,included,basic,0.52,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 100}",0.54,0.51,0.53,0.55,0.42,311.00,658.00,323.00,"{'0': {'precision': 0.5272727272727272, 'recall': 0.1864951768488746, 'f1-score': 0.2755344418052256, 'support': 311}, '1': {'precision': 0.551131221719457, 'recall': 0.925531914893617, 'f1-score': 0.6908678389109473, 'support': 658}, '2': {'precision': 0.4155844155844156, 'recall': 0.09907120743034056, 'f1-score': 0.15999999999999998, 'support': 323}, 'micro avg': {'precision': 0.5410216718266254, 'recall': 0.5410216718266254, 'f1-score': 0.5410216718266254, 'support': 1292}, 'macro avg': {'precision': 0.4979961215255333, 'recall': 0.4036994330576107, 'f1-score': 0.375467426905391, 'support': 1292}, 'weighted avg': {'precision': 0.5115014924976681, 'recall': 0.5410216718266254, 'f1-score': 0.45817511563841207, 'support': 1292}}",15.64
4,clf,xgb,basic,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.53,0.49,0.48,0.56,0.35,311.00,658.00,323.00,"{'0': {'precision': 0.4782608695652174, 'recall': 0.21221864951768488, 'f1-score': 0.29398663697104677, 'support': 311}, '1': {'precision': 0.5634765625, 'recall': 0.8768996960486323, 'f1-score': 0.6860879904875149, 'support': 658}, '2': {'precision': 0.34615384615384615, 'recall': 0.1393188854489164, 'f1-score': 0.19867549668874174, 'support': 323}, 'micro avg': {'precision': 0.5325077399380805, 'recall': 0.5325077399380805, 'f1-score': 0.5325077399380805, 'support': 1292}, 'macro avg': {'precision': 0.4626304260730212, 'recall': 0.40947907700507785, 'f1-score': 0.39291670804910117, 'support': 1292}, 'weighted avg': {'precision': 0.48863343720392793, 'recall': 0.5325077399380805, 'f1-score': 0.46985133689569963, 'support': 1292}}",0.48
5,clf,gboosting,basic,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.47,0.44,0.56,0.33,311.00,658.00,323.00,"{'0': {'precision': 0.4420289855072464, 'recall': 0.19614147909967847, 'f1-score': 0.2717149220489978, 'support': 311}, '1': {'precision': 0.5605911330049261, 'recall': 0.8647416413373861, 'f1-score': 0.6802151823072325, 'support': 658}, '2': {'precision': 0.33093525179856115, 'recall': 0.14241486068111456, 'f1-score': 0.19913419913419914, 'support': 323}, 'micro avg': {'precision': 0.5232198142414861, 'recall': 0.5232198142414861, 'f1-score': 0.5232198142414861, 'support': 1292}, 'macro avg': {'precision': 0.44451845677024454, 'recall': 0.40109932703939305, 'f1-score': 0.38368810116347646, 'support': 1292}, 'weighted avg': {'precision': 0.47463782224530204, 'recall': 0.5232198142414861, 'f1-score': 0.4616139915137335, 'support': 1292}}",1.41
6,clf,ada,basic,ALL_NO_1_1_1,0_60,included,basic,0.52,{'n_estimators': 50},0.52,0.47,0.38,0.58,0.34,311.00,658.00,323.00,"{'0': {'precision': 0.3825503355704698, 'recall': 0.1832797427652733, 'f1-score': 0.24782608695652175, 'support': 311}, '1': {'precision': 0.5788923719958202, 'recall': 0.8419452887537994, 'f1-score': 0.6860681114551083, 'support': 658}, '2': {'precision': 0.3387096774193548, 'recall': 0.19504643962848298, 'f1-score': 0.24754420432220042, 'support': 323}, 'micro avg': {'precision': 0.521671826625387, 'recall': 0.521671826625387, 'f1-score': 0.521671826625387, 'support': 1292}, 'macro avg': {'precision': 0.4333841283285483, 'recall': 0.40675715704918525, 'f1-score': 0.39381280091127685, 'support': 1292}, 'weighted avg': {'precision': 0.471584799490803, 'recall': 0.521671826625387, 'f1-score': 0.4709469879079027, 'support': 1292}}",0.46
0,reg,kn,basic,ALL_NO_1_1_1,0_60,included,basic,26.06,{'n_neighbors': 181},,,,,,,,,26.46,1.61
1,reg,svr-rbf,basic,ALL_NO_1_1_1,0_60,included,basic,26.11,"{'C': 5, 'gamma': 2}",,,,,,,,,26.46,4.00
2,reg,dtree,basic,ALL_NO_1_1_1,0_60,included,basic,26.13,"{'max_depth': 3, 'min_samples_leaf': 100}",,,,,,,,,26.22,0.26
3,reg,rforest,basic,ALL_NO_1_1_1,0_60,included,basic,25.93,"{'max_depth': 7, 'min_samples_leaf': 50, 'n_estimators': 100}",,,,,,,,,26.34,25.40
4,reg,xgb,basic,ALL_NO_1_1_1,0_60,included,basic,26.19,{'n_estimators': 10},,,,,,,,,26.29,0.16
5,reg,gboosting,basic,ALL_NO_1_1_1,0_60,included,basic,26.24,{'n_estimators': 10},,,,,,,,,26.35,0.31
6,reg,ada,basic,ALL_NO_1_1_1,0_60,included,basic,26.57,{'n_estimators': 10},,,,,,,,,26.71,0.52
0,clf,kn,all,ALL_NO_1_1_1,0_60,included,basic,0.51,{'n_neighbors': 161},0.53,0.50,0.50,0.53,0.43,311.00,658.00,323.00,"{'0': {'precision': 0.5, 'recall': 0.05144694533762058, 'f1-score': 0.09329446064139942, 'support': 311}, '1': {'precision': 0.533955857385399, 'recall': 0.9559270516717325, 'f1-score': 0.6851851851851852, 'support': 658}, '2': {'precision': 0.4268292682926829, 'recall': 0.10835913312693499, 'f1-score': 0.17283950617283952, 'support': 323}, 'micro avg': {'precision': 0.5263157894736842, 'recall': 0.5263157894736842, 'f1-score': 0.5263157894736842, 'support': 1292}, 'macro avg': {'precision': 0.4869283752260272, 'recall': 0.3719110433787627, 'f1-score': 0.31710638399980806, 'support': 1292}, 'weighted avg': {'precision': 0.49900062524622996, 'recall': 0.5263157894736842, 'f1-score': 0.4146235213662185, 'support': 1292}}",1.72
