,model_type,model,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_EUR_down,precision_EUR_same,precision_EUR_up,support_EUR_down,support_EUR_same,support_EUR_up,report,elapsed_time
0,clf,kn,basic,ALL_NO_1_1_1,60_120,included,basic,0.63,{'n_neighbors': 11},0.65,0.66,0.64,0.63,0.72,332.00,618.00,342.00,"{'0': {'precision': 0.6412213740458015, 'recall': 0.5060240963855421, 'f1-score': 0.5656565656565657, 'support': 332}, '1': {'precision': 0.6267166042446941, 'recall': 0.8122977346278317, 'f1-score': 0.7075405214940098, 'support': 618}, '2': {'precision': 0.7248908296943232, 'recall': 0.4853801169590643, 'f1-score': 0.5814360770577933, 'support': 342}, 'micro avg': {'precision': 0.6470588235294118, 'recall': 0.6470588235294118, 'f1-score': 0.6470588235294118, 'support': 1292}, 'macro avg': {'precision': 0.664276269328273, 'recall': 0.6012339826574794, 'f1-score': 0.6182110547361229, 'support': 1292}, 'weighted avg': {'precision': 0.6564311310850507, 'recall': 0.6470588235294118, 'f1-score': 0.6377005885720148, 'support': 1292}}",5.70
1,clf,svc-rbf,basic,ALL_NO_1_1_1,60_120,included,basic,0.50,"{'C': 1, 'gamma': 1}",0.48,0.23,0.00,0.48,0.00,332.00,618.00,342.00,"{'0': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 332}, '1': {'precision': 0.47832817337461303, 'recall': 1.0, 'f1-score': 0.6471204188481676, 'support': 618}, '2': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 342}, 'micro avg': {'precision': 0.47832817337461303, 'recall': 0.47832817337461303, 'f1-score': 0.47832817337461303, 'support': 1292}, 'macro avg': {'precision': 0.15944272445820434, 'recall': 0.3333333333333333, 'f1-score': 0.21570680628272254, 'support': 1292}, 'weighted avg': {'precision': 0.22879784144389384, 'recall': 0.47832817337461303, 'f1-score': 0.3095359279010585, 'support': 1292}}",8.12
2,clf,dtree,basic,ALL_NO_1_1_1,60_120,included,basic,0.68,"{'max_depth': 3, 'min_samples_leaf': 200}",0.68,0.69,0.73,0.66,0.71,332.00,618.00,342.00,"{'0': {'precision': 0.7328519855595668, 'recall': 0.6114457831325302, 'f1-score': 0.6666666666666667, 'support': 332}, '1': {'precision': 0.6558265582655827, 'recall': 0.7831715210355987, 'f1-score': 0.7138643067846607, 'support': 618}, '2': {'precision': 0.7075812274368231, 'recall': 0.5730994152046783, 'f1-score': 0.6332794830371566, 'support': 342}, 'micro avg': {'precision': 0.68343653250774, 'recall': 0.68343653250774, 'f1-score': 0.68343653250774, 'support': 1292}, 'macro avg': {'precision': 0.6987532570873242, 'recall': 0.6559055731242691, 'f1-score': 0.6712701521628279, 'support': 1292}, 'weighted avg': {'precision': 0.6893192352920275, 'recall': 0.68343653250774, 'f1-score': 0.68040484374997, 'support': 1292}}",0.47
3,clf,rforest,basic,ALL_NO_1_1_1,60_120,included,basic,0.67,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 10}",0.68,0.70,0.76,0.64,0.76,332.00,618.00,342.00,"{'0': {'precision': 0.7623318385650224, 'recall': 0.5120481927710844, 'f1-score': 0.6126126126126126, 'support': 332}, '1': {'precision': 0.6409638554216868, 'recall': 0.86084142394822, 'f1-score': 0.7348066298342542, 'support': 618}, '2': {'precision': 0.7573221757322176, 'recall': 0.5292397660818714, 'f1-score': 0.6230636833046472, 'support': 342}, 'micro avg': {'precision': 0.68343653250774, 'recall': 0.68343653250774, 'f1-score': 0.68343653250774, 'support': 1292}, 'macro avg': {'precision': 0.7202059565729756, 'recall': 0.6340431276003918, 'f1-score': 0.6568276419171714, 'support': 1292}, 'weighted avg': {'precision': 0.7029520256614614, 'recall': 0.68343653250774, 'f1-score': 0.6738279135566144, 'support': 1292}}",17.73
4,clf,xgb,basic,ALL_NO_1_1_1,60_120,included,basic,0.68,{'n_estimators': 50},0.70,0.70,0.75,0.66,0.74,332.00,618.00,342.00,"{'0': {'precision': 0.75, 'recall': 0.5692771084337349, 'f1-score': 0.6472602739726028, 'support': 332}, '1': {'precision': 0.6623207301173403, 'recall': 0.8220064724919094, 'f1-score': 0.7335740072202166, 'support': 618}, '2': {'precision': 0.7362637362637363, 'recall': 0.5877192982456141, 'f1-score': 0.6536585365853659, 'support': 342}, 'micro avg': {'precision': 0.695046439628483, 'recall': 0.695046439628483, 'f1-score': 0.695046439628483, 'support': 1292}, 'macro avg': {'precision': 0.7161948221270255, 'recall': 0.6596676263904194, 'f1-score': 0.6781642725927285, 'support': 1292}, 'weighted avg': {'precision': 0.7044244651816672, 'recall': 0.695046439628483, 'f1-score': 0.6902402220845149, 'support': 1292}}",0.81
5,clf,gboosting,basic,ALL_NO_1_1_1,60_120,included,basic,0.68,{'n_estimators': 50},0.69,0.70,0.73,0.66,0.72,332.00,618.00,342.00,"{'0': {'precision': 0.7338403041825095, 'recall': 0.5813253012048193, 'f1-score': 0.6487394957983194, 'support': 332}, '1': {'precision': 0.6640211640211641, 'recall': 0.8122977346278317, 'f1-score': 0.7307132459970889, 'support': 618}, '2': {'precision': 0.7216117216117216, 'recall': 0.5760233918128655, 'f1-score': 0.6406504065040651, 'support': 342}, 'micro avg': {'precision': 0.6904024767801857, 'recall': 0.6904024767801857, 'f1-score': 0.6904024767801857, 'support': 1292}, 'macro avg': {'precision': 0.7064910632717983, 'recall': 0.6565488092151721, 'f1-score': 0.6733677160998245, 'support': 1292}, 'weighted avg': {'precision': 0.6972068646632208, 'recall': 0.6904024767801857, 'f1-score': 0.6858086204764963, 'support': 1292}}",2.40
6,clf,ada,basic,ALL_NO_1_1_1,60_120,included,basic,0.67,{'n_estimators': 10},0.69,0.69,0.73,0.68,0.66,332.00,618.00,342.00,"{'0': {'precision': 0.7328519855595668, 'recall': 0.6114457831325302, 'f1-score': 0.6666666666666667, 'support': 332}, '1': {'precision': 0.6837349397590361, 'recall': 0.7346278317152104, 'f1-score': 0.7082683307332295, 'support': 618}, '2': {'precision': 0.6638176638176638, 'recall': 0.6812865497076024, 'f1-score': 0.6724386724386725, 'support': 342}, 'micro avg': {'precision': 0.6888544891640866, 'recall': 0.6888544891640866, 'f1-score': 0.6888544891640866, 'support': 1292}, 'macro avg': {'precision': 0.6934681963787556, 'recall': 0.6757867215184477, 'f1-score': 0.6824578899461895, 'support': 1292}, 'weighted avg': {'precision': 0.6910841277109144, 'recall': 0.6888544891640866, 'f1-score': 0.6880937985297951, 'support': 1292}}",0.71
0,reg,kn,basic,ALL_NO_1_1_1,60_120,included,basic,25.73,{'n_neighbors': 11},,,,,,,,,26.04,5.71
1,reg,svr-rbf,basic,ALL_NO_1_1_1,60_120,included,basic,34.20,"{'C': 1, 'gamma': 1}",,,,,,,,,34.77,5.72
2,reg,dtree,basic,ALL_NO_1_1_1,60_120,included,basic,22.29,"{'max_depth': 4, 'min_samples_leaf': 10}",,,,,,,,,22.15,0.47
3,reg,rforest,basic,ALL_NO_1_1_1,60_120,included,basic,22.10,"{'max_depth': 4, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,21.66,47.83
4,reg,xgb,basic,ALL_NO_1_1_1,60_120,included,basic,22.05,{'n_estimators': 50},,,,,,,,,22.07,0.29
5,reg,gboosting,basic,ALL_NO_1_1_1,60_120,included,basic,22.02,{'n_estimators': 50},,,,,,,,,22.46,0.70
6,reg,ada,basic,ALL_NO_1_1_1,60_120,included,basic,23.31,{'n_estimators': 10},,,,,,,,,22.51,0.95
