,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_neighbors': 91},0.74,0.68,0.74,0.99,0.50,0.01,953.00,339.00,"{'0': {'precision': 0.7394695787831513, 'recall': 0.9947534102833159, 'f1-score': 0.8483221476510067, 'support': 953}, '1': {'precision': 0.5, 'recall': 0.014749262536873156, 'f1-score': 0.02865329512893983, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.6197347893915757, 'recall': 0.5047513364100945, 'f1-score': 0.4384877213899733, 'support': 1292}, 'weighted avg': {'precision': 0.6766366165482532, 'recall': 0.7376160990712074, 'f1-score': 0.6332542366564397, 'support': 1292}}",2.99
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,"{'C': 1, 'gamma': 1}",0.74,0.54,0.74,1.00,0.00,0.00,953.00,339.00,"{'0': {'precision': 0.7376160990712074, 'recall': 1.0, 'f1-score': 0.8489977728285079, 'support': 953}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.3688080495356037, 'recall': 0.5, 'f1-score': 0.42449888641425393, 'support': 1292}, 'weighted avg': {'precision': 0.5440775096090252, 'recall': 0.7376160990712074, 'f1-score': 0.626234425313907, 'support': 1292}}",7.89
2,clf,dtree,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 100}",0.74,0.68,0.74,0.98,0.50,0.04,953.00,339.00,"{'0': {'precision': 0.7432646592709984, 'recall': 0.9842602308499475, 'f1-score': 0.8469525959367945, 'support': 953}, '1': {'precision': 0.5, 'recall': 0.04424778761061947, 'f1-score': 0.0813008130081301, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.6216323296354992, 'recall': 0.5142540092302835, 'f1-score': 0.4641267044724623, 'support': 1292}, 'weighted avg': {'precision': 0.6794359290133603, 'recall': 0.7376160990712074, 'f1-score': 0.6460578943788865, 'support': 1292}}",0.49
3,clf,rforest,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.76,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 10}",0.74,0.69,0.74,0.99,0.55,0.03,953.00,339.00,"{'0': {'precision': 0.7421383647798742, 'recall': 0.9905561385099685, 'f1-score': 0.8485393258426966, 'support': 953}, '1': {'precision': 0.55, 'recall': 0.032448377581120944, 'f1-score': 0.06128133704735375, 'support': 339}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6460691823899372, 'recall': 0.5115022580455447, 'f1-score': 0.4549103314450252, 'support': 1292}, 'weighted avg': {'precision': 0.6917243511108514, 'recall': 0.7391640866873065, 'f1-score': 0.6419755037052189, 'support': 1292}}",24.89
4,clf,xgb,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_estimators': 100},0.75,0.72,0.75,0.98,0.63,0.08,953.00,339.00,"{'0': {'precision': 0.7502001601281025, 'recall': 0.9832109129066107, 'f1-score': 0.8510445049954587, 'support': 953}, '1': {'precision': 0.627906976744186, 'recall': 0.07964601769911504, 'f1-score': 0.1413612565445026, 'support': 339}, 'micro avg': {'precision': 0.7461300309597523, 'recall': 0.7461300309597523, 'f1-score': 0.7461300309597522, 'support': 1292}, 'macro avg': {'precision': 0.6890535684361443, 'recall': 0.5314284653028628, 'f1-score': 0.49620288076998065, 'support': 1292}, 'weighted avg': {'precision': 0.7181123976148304, 'recall': 0.7461300309597523, 'f1-score': 0.6648350458430794, 'support': 1292}}",0.33
5,clf,gboosting,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_estimators': 10},0.74,0.54,0.74,1.00,0.00,0.00,953.00,339.00,"{'0': {'precision': 0.7376160990712074, 'recall': 1.0, 'f1-score': 0.8489977728285079, 'support': 953}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 339}, 'micro avg': {'precision': 0.7376160990712074, 'recall': 0.7376160990712074, 'f1-score': 0.7376160990712074, 'support': 1292}, 'macro avg': {'precision': 0.3688080495356037, 'recall': 0.5, 'f1-score': 0.42449888641425393, 'support': 1292}, 'weighted avg': {'precision': 0.5440775096090252, 'recall': 0.7376160990712074, 'f1-score': 0.626234425313907, 'support': 1292}}",0.70
6,clf,ada,max,basic,ALL_NO_1_1_1,0_180,included,basic,0.75,{'n_estimators': 10},0.74,0.68,0.75,0.97,0.48,0.09,953.00,339.00,"{'0': {'precision': 0.748780487804878, 'recall': 0.9664218258132214, 'f1-score': 0.8437929454878607, 'support': 953}, '1': {'precision': 0.4838709677419355, 'recall': 0.08849557522123894, 'f1-score': 0.14962593516209477, 'support': 339}, 'micro avg': {'precision': 0.7360681114551083, 'recall': 0.7360681114551083, 'f1-score': 0.7360681114551083, 'support': 1292}, 'macro avg': {'precision': 0.6163257277734068, 'recall': 0.5274587005172302, 'f1-score': 0.4967094403249777, 'support': 1292}, 'weighted avg': {'precision': 0.679272494537589, 'recall': 0.7360681114551083, 'f1-score': 0.6616546974225087, 'support': 1292}}",0.76
0,reg,kn,max,basic,ALL_NO_1_1_1,0_180,included,basic,26.85,{'n_neighbors': 81},,,,,,,,,26.63,2.77
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,0_180,included,basic,28.85,"{'C': 5, 'gamma': 2}",,,,,,,,,28.98,7.56
2,reg,dtree,max,basic,ALL_NO_1_1_1,0_180,included,basic,26.47,"{'max_depth': 6, 'min_samples_leaf': 200}",,,,,,,,,26.34,0.59
