,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
3,reg,rforest,max,basic,ALL_NO_1_1_1,60_180,included,basic,19.17,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,19.04,72.69
4,reg,xgb,max,basic,ALL_NO_1_1_1,60_180,included,basic,19.32,{'n_estimators': 50},,,,,,,,,19.25,0.46
5,reg,gboosting,max,basic,ALL_NO_1_1_1,60_180,included,basic,19.46,{'n_estimators': 50},,,,,,,,,19.13,1.08
6,reg,ada,max,basic,ALL_NO_1_1_1,60_180,included,basic,20.96,{'n_estimators': 10},,,,,,,,,21.40,1.05
0,clf,kn,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.76,{'n_neighbors': 61},0.77,0.67,0.77,1.00,0.33,0.01,995.00,297.00,"{'0': {'precision': 0.7706065318818041, 'recall': 0.9959798994974874, 'f1-score': 0.8689171416045594, 'support': 995}, '1': {'precision': 0.3333333333333333, 'recall': 0.006734006734006734, 'f1-score': 0.0132013201320132, 'support': 297}, 'micro avg': {'precision': 0.7685758513931888, 'recall': 0.7685758513931888, 'f1-score': 0.7685758513931888, 'support': 1292}, 'macro avg': {'precision': 0.5519699326075687, 'recall': 0.5013569531157471, 'f1-score': 0.4410592308682863, 'support': 1292}, 'weighted avg': {'precision': 0.6700878476953522, 'recall': 0.7685758513931888, 'f1-score': 0.6722084736654369, 'support': 1292}}",8.92
1,clf,svc-rbf,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.76,"{'C': 1, 'gamma': 1}",0.77,0.59,0.77,1.00,0.00,0.00,995.00,297.00,"{'0': {'precision': 0.7701238390092879, 'recall': 1.0, 'f1-score': 0.8701355487538259, 'support': 995}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 297}, 'micro avg': {'precision': 0.7701238390092879, 'recall': 0.7701238390092879, 'f1-score': 0.770123839009288, 'support': 1292}, 'macro avg': {'precision': 0.38506191950464397, 'recall': 0.5, 'f1-score': 0.43506777437691296, 'support': 1292}, 'weighted avg': {'precision': 0.5930907274104037, 'recall': 0.7701238390092879, 'f1-score': 0.6701121292647498, 'support': 1292}}",9.62
2,clf,dtree,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.76,"{'max_depth': 4, 'min_samples_leaf': 20}",0.77,0.71,0.78,0.98,0.49,0.06,995.00,297.00,"{'0': {'precision': 0.7781324820430966, 'recall': 0.9798994974874372, 'f1-score': 0.8674377224199288, 'support': 995}, '1': {'precision': 0.48717948717948717, 'recall': 0.06397306397306397, 'f1-score': 0.1130952380952381, 'support': 297}, 'micro avg': {'precision': 0.7693498452012384, 'recall': 0.7693498452012384, 'f1-score': 0.7693498452012384, 'support': 1292}, 'macro avg': {'precision': 0.6326559846112919, 'recall': 0.5219362807302506, 'f1-score': 0.49026648025758346, 'support': 1292}, 'weighted avg': {'precision': 0.7112493245550996, 'recall': 0.7693498452012384, 'f1-score': 0.6940323680511724, 'support': 1292}}",0.77
3,clf,rforest,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.77,"{'max_depth': 7, 'min_samples_leaf': 50, 'n_estimators': 50}",0.77,0.72,0.78,0.98,0.53,0.06,995.00,297.00,"{'0': {'precision': 0.7777777777777778, 'recall': 0.9849246231155779, 'f1-score': 0.8691796008869179, 'support': 995}, '1': {'precision': 0.53125, 'recall': 0.05723905723905724, 'f1-score': 0.10334346504559272, 'support': 297}, 'micro avg': {'precision': 0.771671826625387, 'recall': 0.771671826625387, 'f1-score': 0.771671826625387, 'support': 1292}, 'macro avg': {'precision': 0.6545138888888888, 'recall': 0.5210818401773176, 'f1-score': 0.4862615329662553, 'support': 1292}, 'weighted avg': {'precision': 0.7211069186446508, 'recall': 0.771671826625387, 'f1-score': 0.6931321300317526, 'support': 1292}}",28.07
4,clf,xgb,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.77,{'n_estimators': 50},0.78,0.74,0.79,0.97,0.58,0.13,995.00,297.00,"{'0': {'precision': 0.7889160554197229, 'recall': 0.9728643216080402, 'f1-score': 0.8712871287128712, 'support': 995}, '1': {'precision': 0.5846153846153846, 'recall': 0.12794612794612795, 'f1-score': 0.20994475138121546, 'support': 297}, 'micro avg': {'precision': 0.7786377708978328, 'recall': 0.7786377708978328, 'f1-score': 0.7786377708978327, 'support': 1292}, 'macro avg': {'precision': 0.6867657200175538, 'recall': 0.5504052247770841, 'f1-score': 0.5406159400470433, 'support': 1292}, 'weighted avg': {'precision': 0.7419522015273944, 'recall': 0.7786377708978328, 'f1-score': 0.7192602819113992, 'support': 1292}}",0.47
5,clf,gboosting,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.77,{'n_estimators': 50},0.78,0.74,0.79,0.97,0.57,0.13,995.00,297.00,"{'0': {'precision': 0.7885714285714286, 'recall': 0.9708542713567839, 'f1-score': 0.8702702702702703, 'support': 995}, '1': {'precision': 0.5671641791044776, 'recall': 0.12794612794612795, 'f1-score': 0.20879120879120883, 'support': 297}, 'micro avg': {'precision': 0.7770897832817337, 'recall': 0.7770897832817337, 'f1-score': 0.7770897832817338, 'support': 1292}, 'macro avg': {'precision': 0.6778678038379531, 'recall': 0.5494001996514559, 'f1-score': 0.5395307395307396, 'support': 1292}, 'weighted avg': {'precision': 0.737675180048453, 'recall': 0.7770897832817337, 'f1-score': 0.7182120030417245, 'support': 1292}}",1.21
6,clf,ada,min,basic,ALL_NO_1_1_1,60_180,included,basic,0.76,{'n_estimators': 10},0.75,0.71,0.79,0.92,0.43,0.20,995.00,297.00,"{'0': {'precision': 0.794092093831451, 'recall': 0.9185929648241206, 'f1-score': 0.8518173345759552, 'support': 995}, '1': {'precision': 0.425531914893617, 'recall': 0.20202020202020202, 'f1-score': 0.273972602739726, 'support': 297}, 'micro avg': {'precision': 0.7538699690402477, 'recall': 0.7538699690402477, 'f1-score': 0.7538699690402476, 'support': 1292}, 'macro avg': {'precision': 0.609812004362534, 'recall': 0.5603065834221613, 'f1-score': 0.5628949686578406, 'support': 1292}, 'weighted avg': {'precision': 0.7093688948031718, 'recall': 0.7538699690402477, 'f1-score': 0.7189846059727353, 'support': 1292}}",1.17
0,reg,kn,min,basic,ALL_NO_1_1_1,60_180,included,basic,19.58,{'n_neighbors': 81},,,,,,,,,17.65,8.75
1,reg,svr-rbf,min,basic,ALL_NO_1_1_1,60_180,included,basic,21.45,"{'C': 5, 'gamma': 1}",,,,,,,,,19.09,9.28
2,reg,dtree,min,basic,ALL_NO_1_1_1,60_180,included,basic,19.18,"{'max_depth': 6, 'min_samples_leaf': 250}",,,,,,,,,17.82,0.75
3,reg,rforest,min,basic,ALL_NO_1_1_1,60_180,included,basic,18.84,"{'max_depth': 7, 'min_samples_leaf': 10, 'n_estimators': 200}",,,,,,,,,17.29,73.11
4,reg,xgb,min,basic,ALL_NO_1_1_1,60_180,included,basic,19.05,{'n_estimators': 50},,,,,,,,,17.23,0.45
5,reg,gboosting,min,basic,ALL_NO_1_1_1,60_180,included,basic,19.10,{'n_estimators': 50},,,,,,,,,17.38,0.95
6,reg,ada,min,basic,ALL_NO_1_1_1,60_180,included,basic,20.22,{'n_estimators': 10},,,,,,,,,19.35,1.51
