,datetime,new_id,forecast_error_diff_deviation,forecast_error_diff_outlier_class,previous_error_diff_deviation,previous_error_diff_outlier_class,fe_accurate,fe_better,fe_worse,pe_accurate,pe_better,pe_worse,High,Low,Medium,year,week,weekday,num_news,volatility_60_0_before,pips_agg_60_0_before,pips_agg_0_30_after,direction_agg_0_30_after
1139,2009-04-02 08:30:00,69,1.05,1,1.67,1,0,0,1,0,0,1,1,0,0,2009,14,3,1,99,70,12,2
1140,2009-04-02 10:00:00,24,0.21,0,-3.34,2,0,1,0,0,0,1,0,0,1,2009,14,3,1,75,34,-20,0
1141,2009-04-02 10:30:00,46,0.12,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,14,3,1,55,-20,25,2
1142,2009-04-03 08:30:00,48_70_3,-0.16000000000000003,0,0.0,0,3,0,0,3,0,0,2,0,1,2009,14,4,3,51,18,-57,0
1143,2009-04-03 10:00:00,40,-0.28,0,0.0,0,0,0,1,1,0,0,1,0,0,2009,14,4,1,55,35,16,2
1144,2009-04-07 10:00:00,37,2.95,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,15,1,1,47,-18,17,2
1145,2009-04-07 15:00:00,12,-0.78,1,3.52,2,0,0,1,0,1,0,0,1,0,2009,15,1,1,16,-2,27,2
1146,2009-04-08 10:00:00,31,-1.72,1,-2.0,0,0,1,0,0,1,0,0,1,0,2009,15,2,1,27,-2,-30,0
1147,2009-04-08 10:30:00,18,0.07,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,15,2,1,53,-28,1,1
1148,2009-04-09 08:30:00,68_69_41,3.0599999999999996,3,1.1,2,0,2,1,2,0,1,2,0,1,2009,15,3,3,59,41,-12,0
1149,2009-04-09 10:30:00,46,0.93,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,15,3,1,32,20,-82,0
1150,2009-04-10 14:00:00,25,-5.14,2,0.0,0,0,0,1,1,0,0,0,0,1,2009,15,4,1,10,2,3,1
1151,2009-04-14 08:30:00,17_60_49_16,-7.640000000000001,4,3.25,1,0,0,4,2,2,0,3,0,1,2009,16,1,4,49,-15,-19,0
1152,2009-04-14 10:00:00,5,-0.46,0,-4.47,1,0,1,0,0,1,0,0,0,1,2009,16,1,1,35,30,-10,0
1153,2009-04-15 08:30:00,21_13_8,2.749999999999999,3,0.0,0,0,2,1,3,0,0,1,0,2,2009,16,2,3,68,-38,-9,1
1154,2009-04-15 09:00:00,66,0.1,0,3.83,2,0,1,0,0,1,0,1,0,0,2009,16,2,1,34,-3,-19,0
1155,2009-04-15 09:15:00,9_42,-2.29,2,-4.25,1,0,0,2,0,0,2,0,0,2,2009,16,2,2,34,1,-12,0
1156,2009-04-15 10:30:00,18,3.94,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,16,2,1,42,35,-8,1
1157,2009-04-15 13:00:00,44,5.66,2,0.0,0,0,1,0,1,0,0,0,1,0,2009,16,2,1,64,55,-19,0
1158,2009-04-16 08:30:00,69_4_36,-4.78,2,3.1399999999999997,2,0,1,2,2,0,1,2,0,1,2009,16,3,3,51,37,13,2
1159,2009-04-16 10:00:00,53,0.66,1,0.0,0,0,1,0,1,0,0,0,0,1,2009,16,3,1,37,-12,-3,1
1160,2009-04-16 10:30:00,46,0.35,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,16,3,1,21,-9,-18,0
1161,2009-04-17 09:55:00,58,1.06,1,0.52,0,0,1,0,0,1,0,0,0,1,2009,16,4,1,35,7,-3,1
1162,2009-04-20 10:00:00,7,-0.37,0,1.75,1,0,0,1,0,1,0,0,1,0,2009,17,0,1,79,-51,-18,0
1163,2009-04-22 10:13:00,35,3.74,1,-3.91,2,0,1,0,0,0,1,0,1,0,2009,17,2,1,84,69,5,1
1164,2009-04-22 10:30:00,18,1.0,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,17,2,1,57,48,-12,0
1165,2009-04-23 08:30:00,69,0.42,0,0.98,0,0,0,1,1,0,0,1,0,0,2009,17,3,1,46,-36,-8,1
1166,2009-04-23 10:00:00,23,-0.11,1,-0.56,0,0,0,1,1,0,0,1,0,0,2009,17,3,1,33,-14,25,2
1167,2009-04-23 10:30:00,46,0.92,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,17,3,1,42,27,11,2
1168,2009-04-24 08:30:00,14_20,0.5,0,-3.2399999999999998,2,0,2,0,0,0,2,1,0,1,2009,17,4,2,33,-3,14,2
1169,2009-04-24 10:00:00,47,0.46,1,1.4,1,0,1,0,0,1,0,1,0,0,2009,17,4,1,49,16,-11,0
1170,2009-04-28 09:00:00,65,1.12,1,0.05,0,0,1,0,1,0,0,0,1,0,2009,18,1,1,78,47,17,2
1171,2009-04-28 09:59:00,64,1.27,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,18,1,1,35,-11,24,2
1172,2009-04-28 10:00:00,6,1.44,1,1.86,0,0,1,0,0,1,0,1,0,0,2009,18,1,1,35,-11,24,2
1173,2009-04-29 08:30:00,2_1,2.7,3,-1.8199999999999998,4,0,1,1,0,1,1,1,0,1,2009,18,2,2,30,8,-12,0
1174,2009-04-29 10:30:00,18,1.46,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,18,2,1,35,19,8,1
1175,2009-04-29 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2009,18,2,1,67,17,-45,0
1176,2009-04-30 08:30:00,69_22_15_52_51,-3.81,1,1.89,2,1,1,3,3,1,1,1,1,3,2009,18,3,5,53,-19,-50,0
1177,2009-04-30 09:45:00,10,2.58,1,0.0,0,0,1,0,1,0,0,0,0,1,2009,18,3,1,48,-10,14,2
1178,2009-04-30 10:30:00,46,-4.66,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,18,3,1,56,45,-19,0
1179,2009-05-01 01:00:00,67,-0.79,0,0.0,0,0,0,1,1,0,0,0,1,0,2009,18,4,1,24,10,7,1
1180,2009-05-01 09:55:00,63,2.72,2,1.41,1,0,1,0,1,0,0,0,0,1,2009,18,4,1,40,11,-25,0
1181,2009-05-01 10:00:00,38_39_24,0.3499999999999999,1,-2.24,2,0,1,2,2,0,1,1,1,1,2009,18,4,3,40,15,-15,0
1182,2009-05-04 10:00:00,11_50,3.67,2,-0.75,0,0,2,0,2,0,0,1,1,0,2009,19,0,2,77,40,51,2
1183,2009-05-05 10:00:00,40,0.32,0,0.0,0,0,1,0,1,0,0,1,0,0,2009,19,1,1,48,-34,-35,0
1184,2009-05-06 08:15:00,0,3.61,1,3.91,2,0,1,0,0,1,0,1,0,0,2009,19,2,1,72,34,36,2
1185,2009-05-06 10:30:00,18,-1.12,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,19,2,1,70,-68,20,2
1186,2009-05-07 08:30:00,69_56_57,-3.1399999999999997,3,-0.5499999999999998,6,1,2,0,1,2,0,1,0,2,2009,19,3,3,88,46,25,2
1187,2009-05-07 10:30:00,46,0.3,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,19,3,1,84,-55,26,2
1188,2009-05-07 15:00:00,12,-1.28,1,-0.41,0,0,0,1,0,0,1,0,1,0,2009,19,3,1,40,15,8,1
1189,2009-05-08 08:30:00,48_70_3,1.0300000000000002,1,-10.06,1,1,1,1,2,0,1,2,0,1,2009,19,4,3,67,13,47,2
1190,2009-05-08 10:00:00,31,-0.85,1,-2.0,0,0,1,0,0,1,0,0,1,0,2009,19,4,1,33,-8,-18,0
1191,2009-05-12 08:30:00,68,0.66,0,-0.37,0,0,1,0,1,0,0,1,0,0,2009,20,1,1,53,23,-22,0
1192,2009-05-12 10:00:00,37,-1.38,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,20,1,1,42,0,-11,0
1193,2009-05-12 14:00:00,25,0.04,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,20,1,1,25,10,4,1
1194,2009-05-13 08:30:00,17_60_41,-0.40000000000000013,2,-2.2800000000000002,3,0,1,2,0,0,3,2,0,1,2009,20,2,3,57,-9,-22,0
1195,2009-05-13 10:00:00,5,0.45,0,-1.12,0,0,0,1,0,1,0,0,0,1,2009,20,2,1,55,-27,11,2
1196,2009-05-13 10:30:00,18,-2.79,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,20,2,1,51,16,-3,1
1197,2009-05-14 08:30:00,69_49_16,2.05,1,2.39,1,1,1,1,3,0,0,2,0,1,2009,20,3,3,42,-5,22,2
1198,2009-05-14 10:30:00,46,-1.49,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,20,3,1,27,-7,-7,1
1199,2009-05-15 08:30:00,21_13_8,2.31,1,0.0,0,1,2,0,3,0,0,1,0,2,2009,20,4,3,49,-23,27,2
1200,2009-05-15 09:00:00,66,0.56,1,1.62,0,0,1,0,1,0,0,1,0,0,2009,20,4,1,52,38,9,1
1201,2009-05-15 09:15:00,9_42,1.02,1,-0.4,0,1,1,0,1,0,1,0,0,2,2009,20,4,2,43,13,37,2
1202,2009-05-15 09:55:00,58,0.29,0,2.22,1,0,1,0,0,1,0,0,0,1,2009,20,4,1,63,40,-18,0
1203,2009-05-18 13:00:00,44,0.71,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,21,0,1,45,42,-7,1
1204,2009-05-19 08:30:00,4_36,-1.4500000000000002,0,1.22,1,0,0,2,2,0,0,1,0,1,2009,21,1,2,32,-11,-28,0
1205,2009-05-20 10:30:00,18,-0.21,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,21,2,1,82,62,-4,1
1206,2009-05-21 08:30:00,69,0.04,0,3.96,1,1,0,0,0,0,1,1,0,0,2009,21,3,1,28,0,-34,0
1207,2009-05-21 10:00:00,53_7,0.9299999999999999,1,0.55,1,0,1,1,1,1,0,0,1,1,2009,21,3,2,43,10,3,1
1208,2009-05-21 10:30:00,46,1.97,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,21,3,1,42,-2,22,2
1209,2009-05-26 09:00:00,65,-0.92,1,-1.83,1,0,0,1,1,0,0,0,1,0,2009,22,1,1,25,18,-35,0
1210,2009-05-26 10:00:00,64_6,2.74,2,3.12,1,0,2,0,1,1,0,1,1,0,2009,22,1,2,75,17,41,2
1211,2009-05-27 09:46:00,35,-1.77,1,-2.75,1,0,0,1,0,0,1,0,1,0,2009,22,2,1,67,12,-29,0
1212,2009-05-27 10:00:00,23,0.75,0,-1.15,1,0,1,0,1,0,0,1,0,0,2009,22,2,1,67,24,-55,0
1213,2009-05-28 08:30:00,69_14_20,1.35,1,1.2699999999999998,3,0,3,0,0,0,3,2,0,1,2009,22,3,3,31,-5,-3,1
1214,2009-05-28 10:00:00,47,-0.29,0,-0.28,0,0,0,1,0,0,1,1,0,0,2009,22,3,1,94,67,-28,0
1215,2009-05-28 10:30:00,46,-1.55,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,22,3,1,49,-24,18,2
1216,2009-05-28 11:00:00,18,-1.65,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,22,3,1,40,23,20,2
1217,2009-05-29 08:30:00,55_54,-6.3,2,0.89,2,1,0,1,2,0,0,1,1,0,2009,22,4,2,44,-19,7,1
1218,2009-05-29 09:45:00,10,-2.41,1,0.0,0,0,0,1,1,0,0,0,0,1,2009,22,4,1,58,-13,23,2
1219,2009-05-29 09:55:00,63,0.88,0,0.74,1,0,1,0,1,0,0,0,0,1,2009,22,4,1,58,-17,43,2
1220,2009-06-01 08:30:00,15_52_51,2.65,4,-1.02,3,0,3,0,1,1,1,0,1,2,2009,23,0,3,40,-3,-4,1
1221,2009-06-01 10:00:00,11_38_39,4.64,3,0.15,0,0,3,0,3,0,0,1,2,0,2009,23,0,3,54,11,-10,0
1222,2009-06-02 01:00:00,67,1.15,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,23,1,1,20,-4,-7,1
1223,2009-06-02 10:00:00,50,1.39,1,0.15,0,0,1,0,1,0,0,1,0,0,2009,23,1,1,67,18,5,1
1224,2009-06-03 08:15:00,0,-0.07,0,-17.25,2,0,0,1,0,0,1,1,0,0,2009,23,2,1,45,-11,0,1
1225,2009-06-03 10:00:00,24_40,-0.67,0,-2.03,1,0,0,2,1,0,1,1,0,1,2009,23,2,2,50,1,13,2
1226,2009-06-03 10:30:00,18,1.34,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,23,2,1,50,8,-17,0
1227,2009-06-04 08:30:00,69_61_62,2.12,1,1.7600000000000002,2,2,0,1,3,0,0,1,1,1,2009,23,3,3,89,-57,56,2
1228,2009-06-04 10:30:00,46,1.3,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,23,3,1,53,45,-9,1
1229,2009-06-05 08:30:00,48_70_3,5.15,3,1.83,1,0,1,2,2,1,0,2,0,1,2009,23,4,3,106,-2,-58,0
1230,2009-06-05 15:00:00,12,-1.73,1,-3.83,2,0,0,1,0,0,1,0,1,0,2009,23,4,1,41,-12,3,1
1231,2009-06-09 10:00:00,37_31,-0.6499999999999999,0,-2.39,0,1,1,0,1,1,0,0,2,0,2009,24,1,2,50,3,3,1
1232,2009-06-10 08:30:00,68,-0.2,0,-3.33,1,1,0,0,0,0,1,1,0,0,2009,24,2,1,62,-23,-12,0
1233,2009-06-10 10:30:00,18,-1.08,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,24,2,1,54,-28,-8,1
1234,2009-06-10 14:00:00,25,-2.18,1,0.0,0,0,0,1,1,0,0,0,0,1,2009,24,2,1,62,-40,20,2
1235,2009-06-11 08:30:00,69_17_60,0.019999999999999962,2,4.140000000000001,1,0,3,0,1,2,0,3,0,0,2009,24,3,3,67,-26,-2,1
1236,2009-06-11 10:00:00,5,-0.4,0,-3.35,2,0,1,0,0,1,0,0,0,1,2009,24,3,1,52,36,37,2
1237,2009-06-11 10:30:00,46,-0.55,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,24,3,1,79,51,1,1
1238,2009-06-12 08:30:00,41,-0.67,0,-1.49,1,1,0,0,0,0,1,0,0,1,2009,24,4,1,70,-27,3,1
1239,2009-06-12 09:55:00,58,-0.16,0,0.55,0,1,0,0,0,1,0,0,0,1,2009,24,4,1,52,-5,6,1
1240,2009-06-15 08:30:00,21,-0.38,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,25,0,1,36,25,-2,1
1241,2009-06-15 09:00:00,66,-1.03,1,-0.23,0,0,0,1,1,0,0,1,0,0,2009,25,0,1,42,32,-8,1
1242,2009-06-15 13:00:00,44,-2.83,1,0.0,0,0,0,1,1,0,0,0,1,0,2009,25,0,1,30,-13,-11,0
1243,2009-06-16 08:30:00,49_16_4_36,-0.8600000000000002,4,-0.8099999999999999,0,1,1,2,4,0,0,2,0,2,2009,25,1,4,30,5,-9,1
1244,2009-06-16 09:15:00,9_42,-1.41,0,-1.71,0,0,0,2,1,0,1,0,0,2,2009,25,1,2,29,5,-44,0
1245,2009-06-17 08:30:00,13_8_19,-4.4,3,-26.3,3,1,0,2,2,0,1,1,0,2,2009,25,2,3,44,-25,43,2
1246,2009-06-17 10:30:00,18,-0.49,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,25,2,1,39,-31,-6,1
1247,2009-06-18 08:30:00,69,-15.84,0,2.7,1,1,0,0,1,0,0,1,0,0,2009,25,3,1,26,-12,26,2
1248,2009-06-18 09:59:00,53,1.38,1,0.0,0,0,1,0,1,0,0,1,0,0,2009,25,3,1,39,23,12,2
1249,2009-06-18 10:00:00,7,1.74,1,0.52,0,0,1,0,0,1,0,0,1,0,2009,25,3,1,39,23,12,2
1250,2009-06-18 10:30:00,46,1.31,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,25,3,1,40,19,-16,0
1251,2009-06-23 10:00:00,64_23_35,-0.6199999999999999,0,-2.65,1,0,2,1,2,0,1,1,2,0,2009,26,1,3,40,10,-7,1
1252,2009-06-24 08:30:00,14_20,2.9,2,-0.45999999999999996,0,0,2,0,1,0,1,1,0,1,2009,26,2,2,65,7,26,2
1253,2009-06-24 10:00:00,47,-0.48,0,-0.49,0,0,0,1,0,0,1,1,0,0,2009,26,2,1,55,-33,-16,0
1254,2009-06-24 10:30:00,18,-0.7,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,26,2,1,49,-26,25,2
1255,2009-06-24 14:18:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2009,26,2,1,75,-52,-13,0
1256,2009-06-25 08:30:00,69_28_27,4.54,3,3.7800000000000002,2,1,1,1,3,0,0,1,1,1,2009,26,3,3,43,-14,-31,0
1257,2009-06-25 10:30:00,46,-0.85,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,26,3,1,48,9,-32,0
1258,2009-06-26 08:30:00,15_52_51,3.9,2,1.11,3,2,1,0,1,2,0,0,1,2,2009,26,4,3,33,5,-14,0
1259,2009-06-26 09:55:00,63,3.12,1,0.08,0,0,1,0,1,0,0,0,0,1,2009,26,4,1,30,-2,5,1
1260,2009-06-30 09:00:00,65,1.77,1,0.05,0,0,1,0,1,0,0,0,0,1,2009,27,1,1,1,0,0,1
1261,2009-06-30 09:45:00,10,0.22,0,0.0,0,0,1,0,1,0,0,0,0,1,2009,27,1,1,1,0,0,1
1262,2009-06-30 10:00:00,6,-0.66,1,-0.14,0,0,0,1,1,0,0,1,0,0,2009,27,1,1,2,0,-1,1
1263,2009-07-01 01:00:00,67,-0.17,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,27,2,1,14,-4,1,1
1264,2009-07-01 08:15:00,0,-0.89,1,15.01,2,0,0,1,0,1,0,1,0,0,2009,27,2,1,57,46,10,2
1265,2009-07-01 10:00:00,11_38_50_39,0.09000000000000002,1,2.18,1,1,1,2,3,1,0,2,2,0,2009,27,2,4,51,16,14,2
1266,2009-07-01 10:30:00,18,-0.49,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,27,2,1,32,4,-16,0
1267,2009-07-02 08:30:00,69_48_70_3,-5.640000000000001,3,3.74,4,1,1,2,2,2,0,2,0,2,2009,27,3,4,66,-8,-6,1
1268,2009-07-02 10:00:00,24,0.55,0,-0.33,0,0,1,0,0,0,1,0,0,1,2009,27,3,1,51,-27,-22,0
1269,2009-07-02 10:30:00,46,-0.47,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,27,3,1,43,-21,20,2
1270,2009-07-06 10:00:00,40,0.54,0,0.0,0,0,1,0,1,0,0,1,0,0,2009,28,0,1,42,26,-29,0
1271,2009-07-08 10:30:00,18,-0.03,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,28,2,1,32,11,-12,0
1272,2009-07-08 15:00:00,12,1.1,1,-0.63,0,0,1,0,0,0,1,0,1,0,2009,28,2,1,28,4,6,1
1273,2009-07-09 08:30:00,69,-3.13,2,3.35,0,0,1,0,1,0,0,0,0,1,2009,28,3,1,47,31,11,2
1274,2009-07-09 10:00:00,31,0.45,0,1.41,1,0,0,1,0,0,1,0,1,0,2009,28,3,1,50,-25,13,2
1275,2009-07-09 10:30:00,46,-1.28,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,28,3,1,40,-6,13,2
1276,2009-07-10 08:30:00,68_41,4.4399999999999995,2,1.3,0,0,2,0,2,0,0,1,0,1,2009,28,4,2,43,-17,26,2
1277,2009-07-10 09:55:00,58,-2.13,1,1.23,1,0,0,1,0,1,0,0,0,1,2009,28,4,1,40,6,8,1
1278,2009-07-13 14:00:00,25,0.09,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,29,0,1,29,-9,15,2
1279,2009-07-14 08:30:00,17_60_49_16,3.4400000000000004,2,-0.55,0,0,3,1,3,0,1,3,0,1,2009,29,1,4,34,3,-20,0
1280,2009-07-14 10:00:00,37_5,-1.69,1,-2.24,1,0,1,1,1,1,0,0,1,1,2009,29,1,2,38,11,2,1
1281,2009-07-15 08:30:00,21_13_8,1.09,0,0.0,0,1,2,0,3,0,0,1,0,2,2009,29,2,3,35,19,9,1
1282,2009-07-15 09:15:00,9_42,1.63,2,-1.2,0,0,2,0,1,0,1,0,0,2,2009,29,2,2,28,1,-3,1
1283,2009-07-15 10:30:00,18,-0.57,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,29,2,1,41,20,-22,0
1284,2009-07-16 08:30:00,69,-2.02,1,7.3,1,0,1,0,1,0,0,0,0,1,2009,29,3,1,43,5,-2,1
1285,2009-07-16 09:00:00,66,-0.77,1,0.18,1,0,0,1,1,0,0,1,0,0,2009,29,3,1,43,4,-22,0
1286,2009-07-16 10:00:00,53,-0.21,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,29,3,1,39,-7,-18,0
1287,2009-07-16 10:30:00,46,-0.39,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,29,3,1,41,-8,2,1
1288,2009-07-16 13:00:00,44,0.91,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,29,3,1,20,2,-8,1
1289,2009-07-17 08:30:00,4_36,1.6400000000000001,2,2.24,1,0,2,0,1,1,0,1,0,1,2009,29,4,2,44,-21,8,1
1290,2009-07-20 10:00:00,7,0.96,1,0.5,0,0,1,0,0,1,0,0,1,0,2009,30,0,1,34,-16,-2,1
1291,2009-07-22 10:00:00,35,1.15,1,-1.35,0,0,1,0,0,0,1,0,1,0,2009,30,2,1,45,0,19,2
1292,2009-07-22 10:30:00,18,0.1,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,30,2,1,47,27,8,1
1293,2009-07-23 08:30:00,69,0.16,0,3.65,0,1,0,0,1,0,0,1,0,0,2009,30,3,1,28,4,1,1
1294,2009-07-23 10:00:00,23,1.36,1,-0.05,2,0,1,0,0,0,1,1,0,0,2009,30,3,1,41,15,24,2
1295,2009-07-23 10:30:00,46,0.39,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,30,3,1,61,42,-6,1
1296,2009-07-24 09:55:00,63,1.66,0,-1.71,1,0,1,0,1,0,0,0,0,1,2009,30,4,1,35,18,-15,0
1297,2009-07-27 10:00:00,47,1.33,1,0.32,1,0,1,0,0,1,0,1,0,0,2009,31,0,1,30,-18,-20,0
1298,2009-07-28 09:00:00,65,1.54,2,0.05,0,0,1,0,1,0,0,0,0,1,2009,31,1,1,25,-3,-43,0
1299,2009-07-28 09:59:00,64,1.01,1,0.0,0,0,1,0,1,0,0,0,1,0,2009,31,1,1,54,-27,-38,0
1300,2009-07-28 10:00:00,6,-0.25,0,-0.78,0,0,0,1,1,0,0,1,0,0,2009,31,1,1,54,-27,-38,0
1301,2009-07-29 08:30:00,14_20,0.3400000000000001,1,-0.9299999999999999,0,0,1,1,0,0,2,1,0,1,2009,31,2,2,35,-4,-11,0
1302,2009-07-29 10:30:00,18,5.2,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,31,2,1,45,-23,-20,0
1303,2009-07-30 08:30:00,69,0.58,0,5.98,1,0,0,1,0,0,1,1,0,0,2009,31,3,1,25,-4,0,1
1304,2009-07-30 10:30:00,46,4.87,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,31,3,1,50,15,5,1
1305,2009-07-31 08:30:00,2_1_22,-2.27,2,1.13,2,0,2,1,2,1,0,1,0,2,2009,31,4,3,27,-8,-13,0
1306,2009-07-31 09:45:00,10,0.19,0,0.0,0,0,1,0,1,0,0,0,0,1,2009,31,4,1,61,22,-6,1
1307,2009-08-03 01:00:00,67,2.17,2,0.0,0,0,1,0,1,0,0,0,1,0,2009,32,0,1,25,7,-3,1
1308,2009-08-03 10:00:00,11_38_39,5.13,2,0.24,0,0,3,0,3,0,0,1,2,0,2009,32,0,3,51,8,68,2
1309,2009-08-04 08:30:00,15_52_51,-0.7000000000000001,1,-1.85,4,1,1,1,1,0,2,0,1,2,2009,32,1,3,33,0,8,1
1310,2009-08-04 10:00:00,50,0.73,1,3.59,1,0,1,0,0,1,0,1,0,0,2009,32,1,1,42,5,-2,1
1311,2009-08-05 08:15:00,0,-0.2,0,3.19,1,0,0,1,0,1,0,1,0,0,2009,32,2,1,46,0,-20,0
1312,2009-08-05 10:00:00,24_40,0.0,2,-0.18,0,0,1,1,2,0,0,1,0,1,2009,32,2,2,41,-9,-7,1
1313,2009-08-05 10:30:00,18,0.25,0,0.0,0,1,0,0,1,0,0,0,0,1,2009,32,2,1,43,-3,-1,1
1314,2009-08-06 08:30:00,69,-2.49,1,3.51,1,0,1,0,1,0,0,1,0,0,2009,32,3,1,21,1,14,2
1315,2009-08-06 10:30:00,46,1.23,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,32,3,1,61,-36,16,2
1316,2009-08-07 08:30:00,48_70_3,1.19,2,0.89,1,0,3,0,2,1,0,2,0,1,2009,32,4,3,66,24,-76,0
1317,2009-08-07 15:00:00,12,-0.83,1,-5.07,1,0,0,1,0,0,1,0,1,0,2009,32,4,1,18,-6,5,1
1318,2009-08-11 08:30:00,56_57,-2.66,2,5.81,1,0,0,2,0,0,2,0,0,2,2009,33,1,2,19,1,-32,0
1319,2009-08-11 10:00:00,37_31,-0.4899999999999999,2,-3.07,1,0,2,0,1,1,0,0,2,0,2009,33,1,2,29,-2,-3,1
1320,2009-08-12 08:30:00,68,0.79,0,0.47,0,0,1,0,1,0,0,1,0,0,2009,33,2,1,42,-1,0,1
1321,2009-08-12 10:30:00,18,0.63,1,0.0,0,1,0,0,1,0,0,0,0,1,2009,33,2,1,37,29,-2,1
1322,2009-08-12 14:00:00,25,-0.73,0,0.0,0,0,0,1,1,0,0,0,0,1,2009,33,2,1,16,9,-48,0
1323,2009-08-12 14:15:00,26,0.0,0,0.0,0,1,0,0,1,0,0,1,0,0,2009,33,2,1,63,7,-87,0
1324,2009-08-13 08:30:00,69_17_60_41,-2.29,3,2.6099999999999994,2,0,0,4,1,2,1,3,0,1,2009,33,3,4,80,32,-15,0
1325,2009-08-13 10:00:00,5,-1.83,0,-2.0,1,0,1,0,0,1,0,0,0,1,2009,33,3,1,62,-33,14,2
1326,2009-08-13 10:30:00,46,-1.3,1,0.0,0,1,0,0,1,0,0,0,1,0,2009,33,3,1,34,3,7,1
1327,2009-08-14 08:30:00,13_8,0.22999999999999998,0,0.0,0,2,0,0,2,0,0,1,0,1,2009,33,4,2,27,-6,-9,1
1328,2009-08-14 09:15:00,9_42,1.4400000000000002,1,0.43,0,0,2,0,2,0,0,0,0,2,2009,33,4,2,35,-19,-11,0
1329,2009-08-14 09:55:00,58,-1.58,1,1.15,1,0,0,1,0,1,0,0,0,1,2009,33,4,1,40,-9,-23,0
1330,2009-08-17 08:30:00,21,0.83,1,0.0,0,0,1,0,1,0,0,0,0,1,2009,34,0,1,34,7,4,1
1331,2009-08-17 09:00:00,66,1.68,1,1.59,1,0,1,0,1,0,0,1,0,0,2009,34,0,1,29,10,7,1
1332,2009-08-17 13:00:00,44,1.1,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,34,0,1,26,-1,-8,1
1333,2009-08-18 08:30:00,49_16_4_36,-2.52,2,0.5700000000000001,0,2,0,2,4,0,0,2,0,2,2009,34,1,4,36,-3,-7,1
1334,2009-08-19 10:30:00,18,-3.45,2,0.0,0,1,0,0,1,0,0,0,0,1,2009,34,2,1,115,74,19,2
1335,2009-08-20 08:30:00,69,1.2,1,2.74,0,0,0,1,1,0,0,1,0,0,2009,34,3,1,24,11,-5,1
1336,2009-08-20 10:00:00,53_7,0.5900000000000001,1,0.51,0,1,1,0,1,1,0,0,1,1,2009,34,3,2,40,22,-11,0
1337,2009-08-20 10:30:00,46,-0.92,0,0.0,0,1,0,0,1,0,0,0,1,0,2009,34,3,1,32,8,0,1
1338,2009-08-21 10:00:00,23,3.01,1,0.0,0,0,1,0,1,0,0,1,0,0,2009,34,4,1,57,-2,-3,1
1339,2009-08-25 09:00:00,65,2.03,2,1.83,0,0,1,0,1,0,0,0,0,1,2009,35,1,1,34,14,10,2
