,model_type,model,direction,sweeps_market_variables,sweep_news_agg,sweep_buy_sell,before_data,sweep_grid,best_score,best_params,f1_microavg,precision_weighted,precision_below_TH,recall_below_TH,precision_above_TH,recall_above_TH,support_below_TH,support_above_TH,report,elapsed_time
0,clf,kn,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_neighbors': 41},0.73,0.65,0.74,0.98,0.41,0.03,948.00,344.00,"{'0': {'precision': 0.7367588932806324, 'recall': 0.9831223628691983, 'f1-score': 0.842295526434704, 'support': 948}, '1': {'precision': 0.4074074074074074, 'recall': 0.03197674418604651, 'f1-score': 0.05929919137466308, 'support': 344}, 'micro avg': {'precision': 0.7298761609907121, 'recall': 0.7298761609907121, 'f1-score': 0.7298761609907122, 'support': 1292}, 'macro avg': {'precision': 0.5720831503440199, 'recall': 0.5075495535276224, 'f1-score': 0.45079735890468353, 'support': 1292}, 'weighted avg': {'precision': 0.6490677855868325, 'recall': 0.7298761609907121, 'f1-score': 0.6338197220533928, 'support': 1292}}",9.59
1,clf,svc-rbf,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,"{'C': 1, 'gamma': 1}",0.73,0.54,0.73,1.00,0.00,0.00,948.00,344.00,"{'0': {'precision': 0.7337461300309598, 'recall': 1.0, 'f1-score': 0.8464285714285714, 'support': 948}, '1': {'precision': 0.0, 'recall': 0.0, 'f1-score': 0.0, 'support': 344}, 'micro avg': {'precision': 0.7337461300309598, 'recall': 0.7337461300309598, 'f1-score': 0.7337461300309598, 'support': 1292}, 'macro avg': {'precision': 0.3668730650154799, 'recall': 0.5, 'f1-score': 0.4232142857142857, 'support': 1292}, 'weighted avg': {'precision': 0.5383833833354101, 'recall': 0.7337461300309598, 'f1-score': 0.621063688633348, 'support': 1292}}",10.52
2,clf,dtree,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,"{'max_depth': 4, 'min_samples_leaf': 200}",0.73,0.68,0.74,0.97,0.51,0.08,948.00,344.00,"{'0': {'precision': 0.7441485068603713, 'recall': 0.9725738396624473, 'f1-score': 0.8431641518061271, 'support': 948}, '1': {'precision': 0.5094339622641509, 'recall': 0.07848837209302326, 'f1-score': 0.13602015113350124, 'support': 344}, 'micro avg': {'precision': 0.7345201238390093, 'recall': 0.7345201238390093, 'f1-score': 0.7345201238390094, 'support': 1292}, 'macro avg': {'precision': 0.626791234562261, 'recall': 0.5255311058777352, 'f1-score': 0.48959215146981416, 'support': 1292}, 'weighted avg': {'precision': 0.6816548510236067, 'recall': 0.7345201238390093, 'f1-score': 0.6548843250016508, 'support': 1292}}",0.78
3,clf,rforest,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,"{'max_depth': 7, 'min_samples_leaf': 20, 'n_estimators': 200}",0.74,0.70,0.75,0.97,0.56,0.09,948.00,344.00,"{'0': {'precision': 0.7463651050080775, 'recall': 0.9746835443037974, 'f1-score': 0.8453796889295516, 'support': 948}, '1': {'precision': 0.5555555555555556, 'recall': 0.0872093023255814, 'f1-score': 0.1507537688442211, 'support': 344}, 'micro avg': {'precision': 0.7383900928792569, 'recall': 0.7383900928792569, 'f1-score': 0.7383900928792569, 'support': 1292}, 'macro avg': {'precision': 0.6509603302818165, 'recall': 0.5309464233146894, 'f1-score': 0.49806672888688636, 'support': 1292}, 'weighted avg': {'precision': 0.6955613240392946, 'recall': 0.7383900928792569, 'f1-score': 0.6604328495260272, 'support': 1292}}",29.98
4,clf,xgb,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_estimators': 100},0.74,0.70,0.76,0.95,0.53,0.17,948.00,344.00,"{'0': {'precision': 0.7578059071729958, 'recall': 0.9472573839662447, 'f1-score': 0.8420065635255508, 'support': 948}, '1': {'precision': 0.5327102803738317, 'recall': 0.16569767441860464, 'f1-score': 0.25277161862527714, 'support': 344}, 'micro avg': {'precision': 0.7391640866873065, 'recall': 0.7391640866873065, 'f1-score': 0.7391640866873065, 'support': 1292}, 'macro avg': {'precision': 0.6452580937734138, 'recall': 0.5564775291924247, 'f1-score': 0.547389091075414, 'support': 1292}, 'weighted avg': {'precision': 0.6978733254246116, 'recall': 0.7391640866873065, 'f1-score': 0.6851204791248587, 'support': 1292}}",0.53
5,clf,gboosting,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_estimators': 50},0.73,0.68,0.75,0.95,0.48,0.13,948.00,344.00,"{'0': {'precision': 0.7502081598667777, 'recall': 0.95042194092827, 'f1-score': 0.8385295486272685, 'support': 948}, '1': {'precision': 0.4835164835164835, 'recall': 0.12790697674418605, 'f1-score': 0.20229885057471264, 'support': 344}, 'micro avg': {'precision': 0.7314241486068112, 'recall': 0.7314241486068112, 'f1-score': 0.7314241486068112, 'support': 1292}, 'macro avg': {'precision': 0.6168623216916306, 'recall': 0.5391644588362281, 'f1-score': 0.5204141996009906, 'support': 1292}, 'weighted avg': {'precision': 0.6792004689499811, 'recall': 0.7314241486068112, 'f1-score': 0.6691306630776717, 'support': 1292}}",1.27
6,clf,ada,max,basic,ALL_NO_1_1_1,60_240,included,basic,0.74,{'n_estimators': 10},0.75,0.71,0.76,0.95,0.57,0.19,948.00,344.00,"{'0': {'precision': 0.7631578947368421, 'recall': 0.9483122362869199, 'f1-score': 0.845719661335842, 'support': 948}, '1': {'precision': 0.5701754385964912, 'recall': 0.18895348837209303, 'f1-score': 0.2838427947598253, 'support': 344}, 'micro avg': {'precision': 0.7461300309597523, 'recall': 0.7461300309597523, 'f1-score': 0.7461300309597522, 'support': 1292}, 'macro avg': {'precision': 0.6666666666666667, 'recall': 0.5686328623295065, 'f1-score': 0.5647812280478337, 'support': 1292}, 'weighted avg': {'precision': 0.7117755689533432, 'recall': 0.7461300309597523, 'f1-score': 0.6961177711638995, 'support': 1292}}",1.16
0,reg,kn,max,basic,ALL_NO_1_1_1,60_240,included,basic,23.62,{'n_neighbors': 51},,,,,,,,,23.86,10.63
1,reg,svr-rbf,max,basic,ALL_NO_1_1_1,60_240,included,basic,25.56,"{'C': 5, 'gamma': 2}",,,,,,,,,25.57,10.55
2,reg,dtree,max,basic,ALL_NO_1_1_1,60_240,included,basic,23.29,"{'max_depth': 4, 'min_samples_leaf': 20}",,,,,,,,,23.82,0.81
3,reg,rforest,max,basic,ALL_NO_1_1_1,60_240,included,basic,22.92,"{'max_depth': 7, 'min_samples_leaf': 30, 'n_estimators': 200}",,,,,,,,,23.27,72.76
4,reg,xgb,max,basic,ALL_NO_1_1_1,60_240,included,basic,23.07,{'n_estimators': 50},,,,,,,,,23.34,0.47
5,reg,gboosting,max,basic,ALL_NO_1_1_1,60_240,included,basic,23.31,{'n_estimators': 50},,,,,,,,,23.42,1.08
6,reg,ada,max,basic,ALL_NO_1_1_1,60_240,included,basic,25.82,{'n_estimators': 10},,,,,,,,,26.30,1.65
